name_1,l,b,RA_1,dec_1,viewreduceddatum,name_2,type,created,modified,ra_2,dec_2,epoch,parallax,pm_ra,pm_dec,galactic_lng,galactic_lat,distance,distance_err,scheme,epoch_of_elements,mean_anomaly,arg_of_perihelion,eccentricity,lng_asc_node,inclination,mean_daily_motion,semimajor_axis,epoch_of_perihelion,ephemeris_period,ephemeris_period_err,ephemeris_epoch,ephemeris_epoch_err,perihdist,priority,ztf_alert_name,TNS_ID,classification,maglast,dont_update_me,jdlastobs,aavso_name,cadence,gaia_alert_name,fun name,update_me,tweet,gaiadr2_id,calib_server_name,dicovery_date,Sun_separation,Separation
Gaia21cki,29.24261,-8.69388,288.96524,-7.21158,,Gaia21cki,SIDEREAL,2021-06-01 10:49:36.132198+00:00,2022-08-18 01:32:52.501449+00:00,288.96524,-7.21158,2000.0,,,,29.242607940905696,-8.69388177832722,,,,,,,,,,,,,,,,,,1.0,ZTF21aanfcmk,AT2021klf,microlensing event,17.82,false,2459689.66853,ASASSN-21gq,10.0,Gaia21cki,,,false,,ivo://Gaia21cki,,142.0413260022479,0.0
Gaia21ckj,32.05434,-0.99601,283.3459,-1.23513,,Gaia21ckj,SIDEREAL,2021-06-01 10:51:21.543096+00:00,2022-08-18 01:33:08.103832+00:00,283.3459,-1.23513,2000.0,,,,32.05433893302326,-0.9960099180931197,,,,,,,,,,,,,,,,,,1.0,,AT2021msh,microlensing event,18.66,false,2459687.74016,,10.0,Gaia21ckj,,,false,,ivo://Gaia21ckj,,135.07104531713185,0.0
Gaia21ctk,292.26563,2.73547,172.19059,-58.41372,,Gaia21ctk,SIDEREAL,2021-07-09 11:52:28.368307+00:00,2022-08-18 01:34:33.481861+00:00,172.19059,-58.41372,2000.0,,,,292.26562968621334,2.7354685217033676,,,,,,,,,,,,,,,,,,3.0,,AT2021pfh,candidate microlensing event,18.38,false,2459783.71036,,1.0,Gaia21ctk,,,false,,ivo://Gaia21ctk,,74.54738185927327,0.0
Gaia21ctx,298.36551,0.12947,182.96748,-62.39095,,Gaia21ctx,SIDEREAL,2021-07-09 11:56:24.373692+00:00,2022-08-18 01:34:41.979874+00:00,182.96748,-62.39095,2000.0,,,,298.3655132872673,0.12946602103570232,,,,,,,,,,,,,,,,,,3.0,,AT2021piw,candidate microlensing event,17.75,false,2459782.71382,,1.0,Gaia21ctx,,,false,,ivo://Gaia21ctx,,80.65345953563694,0.0
Gaia21dcp,313.63676,-1.81198,216.7228,-62.68293,,Gaia21dcp,SIDEREAL,2021-07-09 11:20:39.256345+00:00,2022-08-18 01:34:15.963449+00:00,216.7228,-62.68293,2000.0,,,,313.6367592522319,-1.8119815635448926,,,,,,,,,,,,,,,,,,1.0,,AT2021rsx,microlensing event candidate,20.73,false,2459756.29427,,1.0,Gaia21dcp,,,false,,ivo://Gaia21dcp,,92.76178889054958,0.0
Gaia21dnc,77.91376,-19.06416,324.54506,26.46657,,Gaia21dnc,SIDEREAL,2021-08-09 08:29:09.515640+00:00,2022-08-18 01:35:20.130366+00:00,324.54506,26.46657,2000.0,,,,77.91375757412769,-19.064161079445338,,,,,,,,,,,,,,,,,,0.0,ZTF18abktckv,AT2021uey,microlensing event with a planetary anomaly,15.46,false,2459807.39436227,,100.0,Gaia21dnc,,,false,,ivo://Gaia21dnc,,140.2030560346182,0.0
Gaia21dpb,90.23988,-2.96621,321.37454,46.41912,,Gaia21dpb,SIDEREAL,2021-08-10 10:14:46.556072+00:00,2022-08-18 01:35:56.055458+00:00,321.37454,46.41912,2000.0,,,,90.23987647493476,-2.966213406542481,,,,,,,,,,,,,,,,,,7.0,ZTF21abtulxp,AT2021uok,microlensing event,19.66,false,2459803.65126,,1.0,Gaia21dpb,,,false,,ivo://Gaia21dpb,,120.1067942637075,0.0
Gaia21dvx,338.31691,2.57764,247.43986,-44.77689,,Gaia21dvx,SIDEREAL,2021-09-20 10:37:27.469321+00:00,2022-08-18 01:38:54.995536+00:00,247.43986,-44.77689,2000.0,,,,338.31691,2.57764,,,,,,,,,,,,,,,,,,10.0,,,Candidate  long microlensing event.,17.04,false,2459727.8804495,,2.0,Gaia21dvx,,,false,,ivo://Gaia21dvx,,106.5906459327957,0.0
Gaia21dyf,355.97611,1.98078,261.97383,-31.26382,,Gaia21dyf,SIDEREAL,2021-09-07 12:23:02.187190+00:00,2022-08-18 01:38:29.896414+00:00,261.97383,-31.26382,2000.0,,,,355.976113440144,1.9807752277933801,,,,,,,,,,,,,,,,,,1.0,,AT2021wvr,microlensing event candidate,19.71,false,2459687.94353,,10.0,Gaia21dyf,,,false,,ivo://Gaia21dyf,,117.97057227138208,0.0
Gaia21dyh,355.09378,-3.0296,266.44766,-34.70035,,Gaia21dyh,NON_SIDEREAL,2021-09-07 12:21:20.415690+00:00,2022-08-18 01:38:21.697375+00:00,266.44766,-34.70035,2000.0,,,,355.0937824962849,-3.029599381255591,,,,,,,,,,,,,,,,,,0.0,,AT2021wvt,possible microlensing event or CV,18.72,false,2459689.69456,,100.0,Gaia21dyh,,,false,,ivo://Gaia21dyh,,121.5195434847274,0.0
Gaia21dyl,357.24996,-4.65394,269.45885,-33.6696,,Gaia21dyl,SIDEREAL,2021-09-07 10:56:10.634841+00:00,2022-08-18 01:37:57.147945+00:00,269.45885,-33.6696,2000.0,,,,357.2499579012462,-4.653937751977764,,,,,,,,,,,,,,,,,,4.0,,AT2021www,microlensing event candidate,16.86,false,2459690.01686,,1.0,Gaia21dyl,,,false,,ivo://Gaia21dyl,,124.1077065935991,0.0
Gaia21dyr,358.50371,1.22368,264.30791,-29.55922,,Gaia21dyr,SIDEREAL,2021-09-07 12:25:10.885375+00:00,2022-08-18 01:38:38.150854+00:00,264.30791,-29.55922,2000.0,,,,358.50370762767903,1.2236841653881274,,,,,,,,,,,,,,,,,,1.0,,AT2021wxa,microlensing event candidate,18.64,false,2459688.19176,,10.0,Gaia21dyr,,,false,,ivo://Gaia21dyr,,120.01927711082325,0.0
Gaia21dys,359.29672,1.45998,264.56543,-28.76311,,Gaia21dys,SIDEREAL,2021-09-07 12:26:51.556059+00:00,2022-08-18 01:38:46.271679+00:00,264.56543,-28.76311,2000.0,,,,359.2967226864959,1.4599751244519206,,,,,,,,,,,,,,,,,,0.0,,AT2021wxb,microlensing event candidate,17.98,false,2459688.01505,,100.0,Gaia21dys,,,false,,ivo://Gaia21dys,,120.26029987637928,0.0
Gaia21dyt,359.72793,1.75208,264.54653,-28.24268,,Gaia21dyt,SIDEREAL,2021-09-07 12:16:55.671357+00:00,2022-08-18 01:38:05.444734+00:00,264.54653,-28.24268,2000.0,,,,359.72793420891884,1.7520818385150367,,,,,,,,,,,,,,,,,,0.0,,AT2021wxc,microlensing event candidate,18.96,false,2459687.94076,,100.0,Gaia21dyt,,,false,,ivo://Gaia21dyt,,120.25183092864035,0.0
Gaia21dyw,358.5184,-4.09375,269.62593,-32.29347,,Gaia21dyw,SIDEREAL,2021-09-07 12:19:12.375131+00:00,2022-08-18 01:38:13.766761+00:00,269.62593,-32.29347,2000.0,,,,358.51839777401426,-4.093753488567287,,,,,,,,,,,,,,,,,,0.0,,AT2021wxf,microlensing event candidate,19.53,false,2459689.69188,,100.0,Gaia21dyw,,,false,,ivo://Gaia21dyw,,124.40000004778499,0.0
Gaia21eak,13.02159,-1.5225,274.88997,-18.36643,,Gaia21eak,SIDEREAL,2021-09-07 10:42:50.514867+00:00,2022-08-18 01:37:05.343442+00:00,274.88997,-18.36643,2000.0,,,,13.021585524854942,-1.5225011357494835,,,,,,,,,,,,,,,,,,0.0,,AT2021xjz,microlensing event candidate,19.1,false,2459688.43084,,100.0,Gaia21eak,,,false,,ivo://Gaia21eak,,129.6729001214089,0.0
Gaia21ear,11.66722,-6.09123,278.53934,-21.675,,Gaia21ear,SIDEREAL,2021-09-07 10:44:55.120919+00:00,2022-08-18 01:37:13.199580+00:00,278.53934,-21.675,2000.0,,,,11.667222994259413,-6.091229139180996,,,,,,,,,,,,,,,,,,0.0,,AT2021xkd,microlensing event candidate,19.66,false,2459689.68194,,100.0,Gaia21ear,,,false,,ivo://Gaia21ear,,133.11148005096396,0.0
Gaia21eay,18.19995,1.50373,274.66216,-12.37317,,Gaia21eay,SIDEREAL,2021-09-07 10:41:01.532422+00:00,2022-08-18 01:36:56.970405+00:00,274.66216,-12.37317,2000.0,,,,18.199954963960533,1.5037322982990464,,,,,,,,,,,,,,,,,,0.0,,AT2021xkg,microlensing event candidate,18.65,false,2459687.42671,,100.0,Gaia21eay,,,false,,ivo://Gaia21eay,,128.96407480504158,0.0
Gaia21eaz,14.56701,-3.05627,277.07477,-17.71722,,Gaia21eaz,SIDEREAL,2021-09-07 10:38:05.393161+00:00,2022-08-18 01:36:48.893079+00:00,277.07477,-17.71722,2000.0,,,,14.567014402839927,-3.0562720016327103,,,,,,,,,,,,,,,,,,0.0,,AT2021xkh,microlensing event candidate,16.79,false,2459688.75365,,100.0,Gaia21eaz,,,false,,ivo://Gaia21eaz,,131.72449216049557,0.0
Gaia21ebw,20.60047,-5.92664,282.56662,-13.65874,,Gaia21ebw,SIDEREAL,2021-09-07 10:36:32.452074+00:00,2022-08-18 01:36:34.365522+00:00,282.56662,-13.65874,2000.0,,,,20.600473148703667,-5.926636210120877,,,,,,,,,,,,,,,,,,0.0,,AT2021xmy,microlensing event candidate,18.62,false,2459689.24905,,100.0,Gaia21ebw,,,false,,ivo://Gaia21ebw,,136.75848882264057,0.0
Gaia21ecf,25.81262,-1.27643,280.74237,-6.91701,,Gaia21ecf,SIDEREAL,2021-09-07 10:46:27.902928+00:00,2022-08-18 01:37:27.303376+00:00,280.74237,-6.91701,2000.0,,,,25.812621387600267,-1.2764331155268152,,,,,,,,,,,,,,,,,,0.0,,AT2021xss,microlensing event candidate,19.73,false,2459687.92098,,100.0,Gaia21ecf,,,false,,ivo://Gaia21ecf,,133.994828119657,0.0
Gaia21ecy,44.62604,3.21145,285.34375,11.86756,,Gaia21ecy,SIDEREAL,2021-09-07 10:51:16.119454+00:00,2022-08-18 01:37:41.644931+00:00,285.34375,11.86756,2000.0,,,,44.62603894120458,3.211449650582363,,,,,,,,,,,,,,,,,,1.0,,AT2021xyw,possibly a Be-type star outburst,14.43,false,2459793.58835649,,5.0,Gaia21ecy,,,false,,ivo://Gaia21ecy,,131.57042787847178,0.0
Gaia21ecz,39.85109,-2.69144,288.42704,4.91547,,Gaia21ecz,SIDEREAL,2021-09-07 10:33:37.572566+00:00,2022-08-18 01:36:19.331474+00:00,288.42704,4.91547,2000.0,,,,39.851092413639776,-2.6914378552122336,,,,,,,,,,,,,,,,,,7.0,ZTF21abhqzzh,AT2021xyx,microlensing event candidate,18.55,false,2459735.12922,,2.0,Gaia21ecz,,,false,,ivo://Gaia21ecz,,137.52653238285458,0.0
Gaia21edg,46.35658,1.33646,287.85964,12.54488,,Gaia21edg,SIDEREAL,2021-09-23 14:02:34.720620+00:00,2022-08-18 01:39:27.599258+00:00,287.85964,12.54488,2000.0,,,,46.356578892152655,1.3364566096496957,,,,,,,,,,,,,,,,,,1.0,,AT2021yav,microlensing event candidate,19.39,false,2459737.37578,,100.0,Gaia21edg,,,false,,ivo://Gaia21edg,,133.32659236894204,0.0
Gaia21eeb,49.80929,-3.92348,294.28665,13.09576,,Gaia21eeb,SIDEREAL,2021-09-23 14:00:49.740043+00:00,2022-08-18 01:39:12.910315+00:00,294.28665,13.09576,2000.0,,,,49.809294511640154,-3.923481734486342,,,,,,,,,,,,,,,,,,0.0,,AT2021ygw,microlensing event candidate,19.1,false,2459739.70242,,100.0,Gaia21eeb,,,false,,ivo://Gaia21eeb,,138.1511433417046,0.0
Gaia21efs,71.70651,-4.54824,307.42454,31.29525,,Gaia21efs,SIDEREAL,2021-09-25 09:45:12.844987+00:00,2022-08-18 01:39:51.225476+00:00,307.42454,31.29525,2000.0,,,,71.70651242329309,-4.548237354549248,,,,,,,,,,,,,,,,,,0.0,ZTF21abqhbuh,AT2021ziw,bright microlensing,15.77,false,2459797.57182,,100.0,Gaia21efs,,,false,,ivo://Gaia21efs,2021-09-24 00:00:00+00:00,131.61637158941394,0.0
Gaia21ehk,316.28566,-1.79098,221.90856,-61.61261,,Gaia21ehk,SIDEREAL,2021-12-03 14:35:50.823876+00:00,2022-08-18 01:44:07.418681+00:00,221.90856,-61.61261,2000.0,,,,316.2856571129948,-1.790979235775853,,,,,,,,,,,,,,,,,,0.0,,AT2021zqm,microlensing event candidate,17.68,false,2459779.97481,,100.0,Gaia21ehk,,,false,,ivo://Gaia21ehk,,94.61021597048973,0.0
Gaia21eir,347.89012,-1.79574,260.21551,-40.07241,,Gaia21eir,NON_SIDEREAL,2021-12-03 14:32:27.308903+00:00,2022-08-18 01:43:59.041253+00:00,260.21551,-40.07241,2000.0,,,,347.89011968587835,-1.795738029769154,,,,,,,,,,,,,,,,,,0.0,,AT2021zyy,microlensing event candidate,18.77,false,2459689.77396,,100.0,Gaia21eir,,,false,,ivo://Gaia21eir,,116.10443044921072,0.0
Gaia21eix,354.32004,-0.82517,263.68399,-34.18722,,Gaia21eix,SIDEREAL,2021-12-03 14:29:46.115861+00:00,2022-08-18 01:43:50.949901+00:00,263.68399,-34.18722,2000.0,,,,354.32004364621105,-0.8251744054331026,,,,,,,,,,,,,,,,,,3.0,,AT2021zzg,microlensing event candidate,19.24,false,2459689.01902,,1.0,Gaia21eix,,,false,,ivo://Gaia21eix,,119.2853027358842,0.0
Gaia21exr,49.54683,-0.94918,291.47156,14.2937,,Gaia21exr,NON_SIDEREAL,2021-11-06 12:45:54.824572+00:00,2022-08-18 01:42:21.478527+00:00,291.47156,14.2937,2000.0,,,,49.546825297549056,-0.9491826004131722,,,,,,,,,,,,,,,,,,1.0,,AT2021adge,microlensing event candidate,20.76,false,2459633.41058,,100.0,Gaia21exr,,,false,,ivo://Gaia21exr,,135.24548840000773,0.0
Gaia21feu,306.51275,-2.69275,201.45411,-65.3252,,Gaia21feu,NON_SIDEREAL,2021-11-22 15:13:01.246286+00:00,2022-08-18 01:42:45.039943+00:00,201.45412499999998,-65.3252,2000.0,,,,306.51275,-2.69275,,,,,,,,,,,,,,,,,,0.0,,AT2021aevq,Candidate microlensing event.,18.03,false,2459753.54404,,100.0,Gaia21feu,,,false,,ivo://Gaia21feu,,88.36495161283662,0.02254324234671355
Gaia21fet,305.00476,1.04141,197.24282,-61.75975,,Gaia21fet,SIDEREAL,2021-11-22 15:08:47.175708+00:00,2022-08-18 01:42:36.809838+00:00,197.24282,-61.75975,2000.0,,,,305.00476,1.04141,,,,,,,,,,,,,,,,,,0.0,,AT2021aevp,Candidate microlensing event.,18.82,false,2459782.21863,,100.0,Gaia21fet,,,false,,ivo://Gaia21fet,,84.64953611554915,0.0
Gaia21fil,98.52398,-4.40602,332.35801,50.62596,,Gaia21fil,SIDEREAL,2021-12-06 16:14:40.594114+00:00,2022-08-18 01:44:16.028312+00:00,332.35801,50.62596,2000.0,,,,98.52398358103017,-4.406021506606221,,,,,,,,,,,,,,,,,,1.0,,AT2021afro,possible faint Be star,19.49,false,2459805.90417,,10.0,Gaia21fil,,,false,,ivo://Gaia21fil,,115.95741322782493,0.0
Gaia21fio,295.01774,-3.78449,173.5408,-65.46195,,Gaia21fio,SIDEREAL,2021-12-03 14:22:08.503730+00:00,2022-08-18 01:43:36.508802+00:00,173.5408,-65.46195,2000.0,,,,295.0177381836517,-3.7844860215702596,,,,,,,,,,,,,,,,,,9.0,,AT2021afrs,candidate microlensing event,18.12,false,2459782.03409,,1.0,Gaia21fio,,,false,,ivo://Gaia21fio,,81.17238772095128,0.0
Gaia21fjx,62.54575,-6.89399,303.81401,22.44996,,Gaia21fjx,NON_SIDEREAL,2021-12-03 14:15:41.471382+00:00,2022-08-18 01:43:27.642382+00:00,303.81401,22.44996,2000.0,,,,62.545748030808085,-6.893986551685097,,,,,,,,,,,,,,,,,,0.0,,AT2021agbl,candidate microlensing event,18.79,false,2459743.1989,,100.0,Gaia21fjx,,,false,,ivo://Gaia21fjx,,137.63079341344005,0.0
Gaia21fkl,238.55154,1.52039,116.61824,-21.87556,,Gaia21fkl,SIDEREAL,2021-12-06 16:18:47.006189+00:00,2022-08-18 01:44:30.958366+00:00,116.61824,-21.87556,2000.0,,,,238.55154086700816,1.52038861665955,,,,,,,,,,,,,,,,,,10.0,,AT2021agcl,microlensing event or Be star candidate,15.34,false,2459804.92777777,,1.0,Gaia21fkl,,,false,,ivo://Gaia21fkl,,46.12934010543364,0.0
Gaia21fut,246.05687,-4.2615,115.17662,-31.25767,,Gaia21fut,SIDEREAL,2022-01-19 11:13:12.895405+00:00,2022-08-18 01:46:00.416359+00:00,115.17662,-31.25767,2000.0,,,,246.05687172486208,-4.261496030161305,,,,,,,,,,,,,,,,,,0.0,,AT2021agya,microlensing event candidate,19.67,false,2459797.00569,,100.0,Gaia21fut,,,false,,ivo://Gaia21fut,,54.03473699755603,0.0
Gaia22aas,266.5146,-2.70786,131.54633,-47.47044,,Gaia22aas,SIDEREAL,2022-01-19 11:11:07.357683+00:00,2022-08-18 01:45:51.841865+00:00,131.54633,-47.47044,2000.0,,,,266.5145974252159,-2.7078595728045087,,,,,,,,,,,,,,,,,,2.0,,AT2022ac,microlensing event candidate,13.61,false,2459803.01609,,3.0,Gaia22aas,,,false,,ivo://Gaia22aas,,62.29069305968453,0.0
Gaia22aat,266.24262,-1.3931,132.7912,-46.431,,Gaia22aat,SIDEREAL,2022-01-07 13:25:35.847181+00:00,2022-08-18 01:45:18.832306+00:00,132.7912,-46.431,2000.0,,,,266.2426200424975,-1.3931017102636156,,,,,,,,,,,,,,,,,,0.0,,AT2021ahoo,microlensing event candidate,18.78,false,2459785.01501,,100.0,Gaia22aat,,,false,,ivo://Gaia22aat,,61.05227668433448,0.0
Gaia22acc,302.51497,-1.94516,191.88024,-64.81374,,Gaia22acc,SIDEREAL,2022-01-14 14:12:21.602701+00:00,2022-08-18 01:45:27.231485+00:00,191.88024,-64.81374,2000.0,,,,302.5149748806175,-1.9451635188319607,,,,,,,,,,,,,,,,,,4.0,,AT2022dn,,19.38,false,2459752.54516,,,Gaia22acc,,,false,,,,85.02998305880189,0.0
Gaia22adf,330.64839,3.09853,238.68767,-49.64717,,Gaia22adf,SIDEREAL,2022-01-14 14:13:36.589272+00:00,2022-08-18 01:45:35.166114+00:00,238.68767,-49.64717,2000.0,,,,330.6483869101702,3.0985342607750725,,,,,,,,,,,,,,,,,,2.0,,AT2022os,microlensing event,14.56,false,2459778.73539,,2.0,Gaia22adf,,,false,,ivo://Gaia22adf,,101.0771248957893,0.0
Gaia22aea,331.25767,-5.69256,249.47582,-55.56725,,Gaia22aea,SIDEREAL,2022-01-14 14:21:30.111065+00:00,2022-08-18 01:45:43.639303+00:00,249.47582,-55.56725,2000.0,,,,331.2576745363081,-5.692560453912593,,,,,,,,,,,,,,,,,,5.0,,AT2022qe,,18.13,false,2459693.46279,,,Gaia22aea,,,false,,,,107.87918235545011,0.0
Gaia22ahy,321.14522,3.82466,225.25274,-54.4,,Gaia22ahy,SIDEREAL,2022-01-25 10:10:56.293217+00:00,2022-08-18 01:46:55.051534+00:00,225.25274,-54.4,2000.0,,,,321.14522315443116,3.8246617795207385,,,,,,,,,,,,,,,,,,10.0,,AT2022aib,bright microlensing event!,13.84,false,2459806.61248264,ASASSN-22AV,1.0,Gaia22ahy,,,false,,ivo://Gaia22ahy,,94.0146151305816,0.0
Gaia22aix,313.16212,-12.5293,228.14726,-72.53526,,Gaia22aix,SIDEREAL,2022-02-04 14:43:50.281895+00:00,2022-08-18 01:49:07.252181+00:00,228.14726,-72.53526,2000.0,,,,313.16211501274734,-12.529295100353954,,,,,,,,,,,,,,,,,,0.0,,AT2022aqn,microlensing event candidates,18.56,false,2459776.96733,,100.0,Gaia22aix,,,false,,ivo://Gaia22aix,,99.97087861017167,0.0
Gaia22aiy,311.79529,5.85919,208.73239,-55.91609,,Gaia22aiy,SIDEREAL,2022-02-04 14:41:34.125656+00:00,2022-08-18 01:48:58.640094+00:00,208.73239,-55.91609,2000.0,,,,311.7952885875993,5.859188292172727,,,,,,,,,,,,,,,,,,0.0,,AT2022aqo,microlensing event candidate,18.49,false,2459782.7989,,100.0,Gaia22aiy,,,false,,ivo://Gaia22aiy,,86.0206419600525,0.0
Gaia22akp,292.97008,3.7044,174.01013,-57.70171,,Gaia22akp,SIDEREAL,2022-02-04 14:37:20.415649+00:00,2022-08-18 01:48:43.323473+00:00,174.01013,-57.70171,2000.0,,,,292.9700798848908,3.704400555627708,,,,,,,,,,,,,,,,,,1.0,,AT2022bcs,microlensing event candidate,16.59,false,2459751.30078,,100.0,Gaia22akp,,,false,,ivo://Gaia22akp,,74.33028258019954,0.0
Gaia22aqu,66.79167,0.43934,299.43908,29.95695,,Gaia22aqu,SIDEREAL,2022-02-28 12:16:56.270293+00:00,2022-08-18 01:52:01.299974+00:00,299.43908,29.95695,2000.0,,,,66.79166795445504,0.43933707546414824,,,,,,,,,,,,,,,,,,7.0,ZTF19aavanay,AT2022csb,microlensing event candidate,18.03,false,2459799.48110992,,1.0,Gaia22aqu,,,false,,ivo://Gaia22aqu,,129.23459099421626,0.0
Gaia22atp,34.35153,3.28083,280.58413,2.75749,,Gaia22atp,SIDEREAL,2022-02-28 12:05:00.569417+00:00,2022-08-18 01:51:20.251583+00:00,280.58413,2.75749,2000.0,,,,34.351534793851805,3.280834169253928,,,,,,,,,,,,,,,,,,1.0,,AT2022ddy,Likely Be-type star outburst,17.63,false,2459794.52035301,,100.0,Gaia22atp,,,false,,ivo://Gaia22atp,,131.1491297149388,0.0
Gaia22atd,44.59849,0.5207,287.76875,10.60902,,Gaia22atd,SIDEREAL,2022-02-28 12:02:55.837447+00:00,2022-08-18 01:51:03.213243+00:00,287.76875,10.60902,2000.0,,,,44.59848812127144,0.5206978829040153,,,,,,,,,,,,,,,,,,6.0,,AT2022dcn,candidate microlensing event or Be-type outburst,15.11,false,2459798.40173382,,1.0,Gaia22atd,,,false,,ivo://Gaia22atd,,134.25329852843896,0.0
Gaia22atx,24.81818,-0.39694,279.49553,-7.39839,,Gaia22atx,SIDEREAL,2022-02-28 11:59:11.546144+00:00,2022-08-18 01:50:46.994835+00:00,279.49553,-7.39839,2000.0,,,,24.818181592124773,-0.39693879738717563,,,,,,,,,,,,,,,,,,7.0,,AT2022dmz,microlensing event candidate,17.53,false,2459794.43240857,,1.0,Gaia22atx,,,false,,ivo://Gaia22atx,,132.87013682123262,0.0
Gaia22asa,60.56578,0.0276,296.25993,24.39428,,Gaia22asa,SIDEREAL,2022-02-25 14:05:43.257550+00:00,2022-08-18 01:50:31.639539+00:00,296.25993,24.39428,2000.0,,,,60.565782994485446,0.027595458472553812,,,,,,,,,,,,,,,,,,6.0,,AT2022cwu,faint long microlensing event,18.58,false,2459798.42152429,,5.0,Gaia22asa,,,false,,ivo://Gaia22asa,,131.79515510962787,0.0
Gaia22axt,287.52684,-0.73021,161.0488,-59.74072,,Gaia22axt,SIDEREAL,2022-03-18 14:12:30.811044+00:00,2022-08-18 01:53:16.572460+00:00,161.0488,-59.74072,2000.0,,,,287.52683762029864,-0.7302103502296711,,,,,,,,,,,,,,,,,,1.0,,AT2022etv,Be star outburst,13.9,false,2459805.91910303,,100.0,Gaia22axt,,,false,,ivo://Gaia22axt,,73.85183665181204,0.0
Gaia22ayk,78.88813,-2.83347,310.99842,38.05432,,Gaia22ayk,SIDEREAL,2022-03-25 13:12:31.875413+00:00,2022-08-18 01:53:47.911658+00:00,310.99842,38.05432,2000.0,,,,78.88813420732467,-2.833468347728962,,,,,,,,,,,,,,,,,,3.0,,AT2022ewn,microlensing event candidate or variable star,13.43,false,2459807.40084487,,1.0,Gaia22ayk,,,false,,ivo://Gaia22ayk,,126.52117997320518,0.0
Gaia22bgo,7.13437,1.57075,268.95739,-22.00402,,Gaia22bgo,SIDEREAL,2022-04-07 11:23:53.106711+00:00,2022-08-18 01:55:16.201553+00:00,268.95739,-22.00402,2000.0,,,,7.134368327699978,1.5707517458988736,,,,,,,,,,,,,,,,,,3.0,,AT2022fzo,candidate microlensing event,17.22,false,2459663.76008,,1.0,Gaia22bgo,,,false,,ivo://Gaia22bgo,,124.2043650976489,0.0
Gaia22bht,2.23829,-1.38387,269.05686,-27.72135,,Gaia22bht,SIDEREAL,2022-04-07 11:27:43.342595+00:00,2022-08-18 01:55:24.285487+00:00,269.05686,-27.72135,2000.0,,,,2.238291250137778,-1.3838721887231111,,,,,,,,,,,,,,,,,,0.0,,AT2022gka,candidate microlensing event,19.14,false,2459688.76299,,100.0,Gaia22bht,,,false,,ivo://Gaia22bht,,124.23664885629042,0.0
Gaia22bjw,345.22424,3.44111,252.71217,-39.0344,,Gaia22bjw,SIDEREAL,2022-04-22 12:27:34.763733+00:00,2022-04-22 12:29:37.348238+00:00,252.71217,-39.0344,2000.0,,,,345.2242397331499,3.4411103213415806,,,,,,,,,,,,,,,,,,8.0,,AT2022gwu,microlensing event candidate or YSO,16.61,false,2459669.51928,,1.0,Gaia22bjw,,,false,,ivo://Gaia22bjw,,133.60540008532556,0.0
Gaia22bkr,335.78671,-2.29524,250.22754,-49.93322,,Gaia22bkr,SIDEREAL,2022-04-22 12:34:24.281088+00:00,2022-04-22 12:35:10.341493+00:00,250.22754,-49.93322,2000.0,,,,335.78670542238285,-2.2952379959790767,,,,,,,,,,,,,,,,,,2.0,,AT2022hak,microlensing event candidate,17.68,false,2459671.52718,,1.0,Gaia22bkr,,,false,,ivo://Gaia22bkr,,129.8700586774637,0.0
Gaia22bkt,337.63403,-2.1936,251.95506,-48.46898,,Gaia22bkt,SIDEREAL,2022-04-11 11:21:17.795601+00:00,2022-08-16 07:27:38.038079+00:00,251.95506,-48.46898,2000.0,,,,337.6340348289188,-2.19359851709602,,,,,,,,,,,,,,,,,,10.0,,AT2022ham,microlensing event candidate,16.06,false,2459769.06262237,,1.0,Gaia22bkt,,,false,,ivo://Gaia22bkt,,111.19654470885997,0.0
Gaia22bmu,311.92619,-5.70017,216.2438,-66.92428,,Gaia22bmu,SIDEREAL,2022-04-22 12:30:47.918206+00:00,2022-04-22 12:32:30.971823+00:00,216.2438,-66.92428,2000.0,,,,311.9261926443007,-5.700169994944941,,,,,,,,,,,,,,,,,,3.0,,AT2022hka,microlensing event candidate,19.01,false,2459677.54421,,1.0,Gaia22bmu,,,false,,ivo://Gaia22bmu,,125.09538784322999,0.0
Gaia22bpi,306.92633,2.59463,200.86655,-60.02849,,Gaia22bpi,SIDEREAL,2022-06-09 20:03:51.702969+00:00,2022-07-08 12:36:52.065305+00:00,200.86655,-60.02849,2000.0,,,,306.92633,2.59463,,,,,,,,,,,,,,,,,,8.0,,,microlensing event candidate,16.19,false,2459768.2613766,,1.0,Gaia22bpi,,,false,,ivo://Gaia22bpi,,111.04438308087936,0.0
Gaia22bpl,287.66216,-2.39081,159.67677,-61.2638,,Gaia22bpl,SIDEREAL,2022-04-22 12:38:25.769563+00:00,2022-08-14 08:36:58.486426+00:00,159.67677,-61.2638,2000.0,,,,287.6621642468829,-2.3908058818651865,,,,,,,,,,,,,,,,,,10.0,,AT2022hsp,bright microlensing event,10.5,false,2459805.47695023,,0.1,Gaia22bpl,,,false,,ivo://Gaia22bpl,,76.75086689752395,0.0
Gaia22brh,0.18708,5.58931,261.21666,-25.76577,,Gaia22brh,SIDEREAL,2022-04-25 11:26:20.457588+00:00,2022-04-25 11:28:12.895992+00:00,261.21666,-25.76577,2000.0,,,,0.18708427298763713,5.589308036097319,,,,,,,,,,,,,,,,,,1.0,,AT2022idu,faint microlensing event,18.59,false,2459686.68999,,2.0,Gaia22brh,,,false,,ivo://Gaia22brh,,132.79180757015726,0.0
