name_1,l,b,RA_1,dec_1,name_2,type,created,modified,ra_2,dec_2,epoch,parallax,pm_ra,pm_dec,galactic_lng,galactic_lat,distance,distance_err,scheme,epoch_of_elements,mean_anomaly,arg_of_perihelion,eccentricity,lng_asc_node,inclination,mean_daily_motion,semimajor_axis,epoch_of_perihelion,ephemeris_period,ephemeris_period_err,ephemeris_epoch,ephemeris_epoch_err,perihdist,Last_Fit_2,Last_fit_2a,Alive,Fit_covariance,Classification,",",Observing_mode,TAP_priority,Baseline_magnitude,Source_magnitude,piEN,t0,piEE,u0,Spectras,tE,Blend_magnitude,name2,Separation
Gaia20dxg,22.57262,-2.34424,280.20764,-10.28563,Gaia20dxg,SIDEREAL,2020-08-22 12:00:22.821604+00:00,2022-08-16 00:00:46.528852+00:00,280.20764,-10.28563,2000.0,,,,22.5726159983253,-2.3442364551604,,,,,,,,,,,,,,,,,,2459142.4360780334,2459142.31127883,false,"[[0.026721652953949293, 4.070435288103857e-05, -0.06214067652815691, -0.014441480537674762, -0.011248571954721431, -5.511833471829848e-07, 6.349082467126949e-08, 3.675640791295313e-07, 2.453768004939184e-07, -3.8718096917315184e-06, 1.0489754827070877e-06], [4.070435301772365e-05, 1.300554498925661e-07, -0.00010507110854023372, -3.193812577518595e-05, -1.944328954358653e-05, -9.617763011575516e-10, 1.0347115695600979e-10, 6.55053859663308e-10, 3.3524042365062813e-10, -6.738085752582307e-09, 2.055239825544604e-09], [-0.06214067837685593, -0.00010507111100131153, 0.31513450195654413, 0.15767894362831236, 0.06157652264374352, 3.1101131704696707e-06, -2.7807882993830106e-07, -2.2578091827593628e-06, -3.2170049822452285e-07, 2.210255779475993e-05, -3.2819749370274605e-06], [-0.014441481888341788, -3.19381277322707e-05, 0.15767894577859684, 0.09865686391838069, 0.03182789574787143, 1.6302322710476117e-06, -1.317352501044937e-07, -1.2213896546193655e-06, 4.149726302830305e-08, 1.1628786679490928e-05, -1.1585240296829483e-06], [-0.011248572338322153, -1.9443290062656853e-05, 0.0615765227573854, 0.03182789538471984, 0.01214196447204038, 6.115722330424439e-07, -5.0405757053941977e-08, -4.46024551721214e-07, -3.63656094591995e-08, 4.349286103607518e-06, -6.07822288765129e-07], [-5.511833520779756e-07, -9.617763028987523e-10, 3.110113104620913e-06, 1.6302322172795742e-06, 6.115722190751947e-07, 3.0972198073907385e-11, -2.7137818781065665e-12, -2.2626197121288788e-11, -2.403614786153833e-12, 2.2026511106756492e-10, -3.0561025047253984e-11], [6.349082612130719e-08, 1.0347115881904546e-10, -2.780788290222057e-07, -1.3173524774866792e-07, -5.040575677471842e-08, -2.7137819273919964e-12, 1.258960483478511e-10, 1.949700673051246e-12, 1.3495994424863339e-12, -1.92159771243901e-11, 3.600936157239704e-12], [3.6756407889611264e-07, 6.55053854312074e-10, -2.2578091134314173e-06, -1.2213896042730168e-06, -4.460245373471104e-07, -2.2626196906003747e-11, 1.9497006185031534e-12, 1.6602189633319297e-11, 1.3277615711713724e-12, -1.6100580956232516e-10, 2.125890462762577e-11], [2.4537679787835084e-07, 3.352404184712363e-10, -3.2170047526547474e-07, 4.1497276760089905e-08, -3.6365604856032383e-08, -2.403614631065173e-12, 1.34959942318163e-12, 1.327761474805672e-12, 2.929577723143621e-11, -1.6385146578709322e-11, 1.0669461177222089e-11], [-3.871809741034571e-06, -6.73808578800365e-09, 2.2102557379298013e-05, 1.162878631880554e-05, 4.34928601435096e-06, 2.2026511156608044e-10, -1.921597682263316e-11, -1.6100581144590483e-10, -1.63851477858836e-11, 1.5667318666836026e-09, -2.1622984749865537e-10], [1.0489754915967362e-06, 2.0552398335155282e-09, -3.281974884795598e-06, -1.1585239811821384e-06, -6.0782227738069e-07, -3.0561025226726205e-11, 3.600936120677697e-12, 2.1258904968692504e-11, 1.0669461361517656e-11, -2.1622984811003552e-10, 4.2284410481768737e-10]]",Microlensing PSPL,,Regular,0.51982,18.251,14.944,-1.29128,2459082.482,-1.95895,0.9483,0.0,21.281,null,,0.0
Gaia20ebu,93.23233,-2.9347,324.57731,48.47924,ZTF20abvwhlb,SIDEREAL,2020-09-02 08:00:10.517043+00:00,2022-08-16 00:00:45.251757+00:00,324.57734365,48.47921815,2000.0,,,,93.2323334759564,-2.93473137129535,,,,,,,,,,,,,,,,,,,2446756.5,false,"[[285.10322714346194, -8084.073889826004, -10.79854937814925, 18545.217753163546, 29226.25041193343, 251988.08024108942, -3147.604370457499, -6.061356470978962e-05, 6.952885859034744e-05], [-8084.143574394513, 258729.71158302436, 693.4326622167083, -866386.0561851952, -790205.2162922887, -17253681.480569504, 215517.12843559217, -0.012150643598281344, 0.005942044991681191], [-10.798544429597406, 693.3930697365862, 5.491741222962322, -5170.2678310839, -601.3491611672896, -142173.60333380583, 1775.9015333281675, -0.0001796822722406294, 0.00010119900014669326], [18545.890535286795, -866395.1874822986, -5170.649435031535, 5156554.752851496, 1459731.563690853, 133592145.7770069, -1668710.3232512416, 0.15679792706838844, -0.08719214510046819], [29226.011043190494, -790185.3202084809, -601.214572567703, 1459570.8397328805, 3046729.667954962, 12716607.550823247, -158844.3497771333, -0.02421730980921128, 0.017400001212554226], [251988.05843758336, -17252658.462304097, -142173.66358613953, 133582271.7276014, 12720115.426229356, 3699896793.4164543, -46215709.019321024, 4.715577021707779, -2.6597136956006917], [-3147.6040981120045, 215504.34983225717, 1775.9022859470917, -1668586.9857064039, -158888.16693172674, -46215709.019377455, 577284.1460020643, -0.05890265023415643, 0.033222696678847884], [-0.035991726784228927, 2.4591749826832974, 0.020240671065675873, -19.02127616687716, -1.82337018785135, -526.7266925931616, 6.5793855665877885, 0.0020402229701738874, 0.003922167222430929], [0.018768034803101387, -1.2801327481431688, -0.010525527102530819, 9.893053958034445, 0.9536766901840009, 273.9021727209359, -3.421334113699448, 0.0039221376203138715, 0.007535924924684379]]",Microlensing PSPL,,Regular,145.12546,18.803,20.722,-1.91171,2458466.498,1.23661,0.00172,0.0,0.101,19.006,,0.11240958919803709
Gaia20ecw,356.47465,-7.81807,272.38091,-35.87101,Gaia20ecw,SIDEREAL,2020-09-07 12:00:49.221889+00:00,2022-08-16 00:00:51.458428+00:00,272.38091,-35.87101,2000.0,,,,356.47465005311,-7.81806587263717,,,,,,,,,,,,,,,,,,2459189.193171076,2459189.17002956,false,"[[1203.479141837668, -91.49524896819514, 3106.56171717055, -57.306464544287536, -78.59903537472702, 17.27211285361169, -0.01617904180197464], [-91.49524896660961, 7.008351070800476, -235.3387973920234, 4.370506337099017, 5.651392654508123, -1.3063599096780683, 0.0012223563396448315], [3106.5617170509217, -235.3387973870561, 8033.021007122736, -147.277329558162, -208.386000378702, 44.697802983908076, -0.04194429795065054], [-57.306464542057675, 4.370506337005073, -147.2773295580743, 3.07447983617538, 3.4187540689993887, -0.8170521312828615, 0.0007222438084555553], [-78.59903537331702, 5.651392654507372, -208.38600038305418, 3.41875406908065, 7.307042657762358, -1.1724446255686145, 0.001135684419296242], [17.2721188866595, -1.3063603669410198, 44.69781858261348, -0.8170524174963005, -1.1724450289399724, 0.24879845982044144, -0.00023367986564949808], [-0.016179046727414912, 0.0012223567129616758, -0.041944310685797716, 0.0007222440421269711, 0.0011356847486148397, -0.0002336798550828151, 3.6616875729327795e-07]]",Microlensing PSPL,,No,1.50505,19.763,19.721,-2.0,2459107.353,1.99988,0.05405,0.0,35.937,null,,0.0
Gaia20ecy,357.7569,-3.36951,268.43252,-32.58941,Gaia20ecy,SIDEREAL,2020-09-07 12:00:42.229969+00:00,2022-08-16 00:00:17.784148+00:00,268.43252,-32.58941,2000.0,,,,357.756896119694,-3.36950981473896,,,,,,,,,,,,,,,,,,2459145.409956178,2459145.33940534,false,"[[2.161092115944962, -4.371834224167861, -0.6135494705407112, 44.88275753826255, 0.6793422845531689, 0.008057584453758279, -5.759790159903736e-05], [-4.371834223792381, 10.526806639592717, 2.9665439066483863, -69.86637591719123, -2.498838647721863, -0.01189400668976068, 9.064948779362574e-05], [-0.6135494701556388, 2.966543905976047, 1.9434221204275264, 8.725908826053308, -1.3466113824423054, 0.002231902139222387, -1.0158213262688554e-05], [44.8827575429461, -69.86637593446805, 8.725908816721562, 1194.2905621635803, 0.09281178796104005, 0.22249676068915697, -0.0014882906020525213], [0.6793422843018259, -2.498838647331334, -1.3466113824918582, 0.09281178126735971, 0.9726936623477019, -0.00041809366711339103, -1.8911576605092704e-06], [0.00805758412634346, -0.011894006177540589, 0.002231902078185466, 0.22249675200881724, -0.0004180936694991208, 4.164690156894276e-05, -2.7675436484331123e-07], [-5.759790160046824e-05, 9.064948780766974e-05, -1.0158213250847046e-05, -0.001488290601943132, -1.8911576684218886e-06, -2.767543756446621e-07, 1.6376064225950986e-08]]",Microlensing PSPL,,No,19.50363,17.651,16.315,2.0,2459103.38,1.99296,0.02186,0.0,12.182,null,,0.0
Gaia20ecz,2.09951,-2.07151,269.65225,-28.18557,Gaia20ecz,SIDEREAL,2020-09-07 12:00:35.082543+00:00,2022-08-16 08:04:30.595827+00:00,269.65225,-28.18557,2000.0,,,,2.0995068473028,-2.0715135539721,,,,,,,,,,,,,,,,,,2459806.066344138,2459807.8364652134,true,"[[15.21808386666187, -0.013343103933850973, 415.6933950461059, 2.1607589582843976, 0.8486800040262575, -49.469762608872536, 3.7588933146612797, -0.03435579233972974, 1.0198939097590156, -0.35910202866030316, 0.44450296994033645], [-0.013343103849615639, 0.001554581367349136, -35.22140554941799, -0.03007703680949849, 0.06743520416547344, 12.989158131610477, -1.003644908090956, 0.19894461494214571, -7.25016355303218, 1.5281044841116753, -2.5512654769877225], [415.6933931430716, -35.22140555006665, 799280.8164914619, 695.9334126171173, -1517.7779654223, -293960.3075561264, 22713.267903603, -4495.277119075433, 163812.81429076003, -34531.02928847689, 57645.33778876356], [2.1607589567454633, -0.030077036820093772, 695.9334128446336, 0.8234056666558801, -1.1250912896999423, -243.4554877214139, 18.802628329730666, -3.6382505391539035, 132.55565935846937, -27.956162398249834, 46.650405325070615], [0.8486800077481684, 0.06743520415756701, -1517.7779652150184, -1.1250912890873475, 3.061550205778392, 569.4686340498752, -44.007391954130824, 8.7882749955456, -320.27791492881465, 67.4987256803116, -112.69694635314673], [-49.469761902108445, 12.989158131270512, -293960.3075430035, -243.45548762630486, 569.4686341011915, 108868.10365200613, -8412.564477614014, 1669.337483507463, -60835.157524793074, 12822.413690050305, -21407.338034462722], [3.758893260048135, -1.0036449080643357, 22713.26790258104, 18.802628322374986, -44.00739195808065, -8412.564477611073, 650.0942545348222, -128.99374220977947, 4700.88451491289, -990.8182652537317, 1654.1994445774026], [-0.034355781479758325, 0.19894461493251536, -4495.277118774233, -3.6382505376119734, 8.788274996139407, 1669.3374834704891, -128.99374220696762, 25.742335214435826, -939.0436909646597, 196.97714255318397, -328.88110595631576], [1.0198935139752512, -7.250163552676609, 163812.81427967906, 132.5556593021908, -320.27791495025224, -60835.157523406975, 4700.8845148074315, -939.0436909640666, 34264.83668958628, -7178.591537360446, 11985.803196105946], [-0.35910194524411637, 1.5281044840405613, -34531.029286227946, -27.956162386458374, 67.49872568499897, 12822.413689790292, -990.8182652339872, 196.97714255355237, -7178.591537378428, 1513.022236388161, -2526.2702631788916], [0.44450283065687535, -2.5512654768676435, 57645.33778497817, 46.65040530535749, -112.69694636091437, -21407.338034017346, 1654.199444543567, -328.8811059567585, 11985.803196129686, -2526.2702631775674, 4218.308178748363]]",Microlensing PSPL,,No,0.91814,18.926,21.776,-0.41942,2459119.461,0.98538,0.02201,0.0,499.217,19.008,,0.0
Gaia20edf,359.39163,-1.98037,267.99856,-30.4777,Gaia20edf,SIDEREAL,2020-09-07 12:00:24.514096+00:00,2022-08-16 00:00:33.898299+00:00,267.99856,-30.4777,2000.0,,,,359.391628970104,-1.98037438608796,,,,,,,,,,,,,,,,,,2459164.594174815,2459164.50418914,false,"[[0.022575865581031404, 0.02971975363913522, 0.8711465377497231, -0.04210289364458576, -0.15522024432084117, 0.00020879665645707072, 5.944529064873662e-06], [0.029719753638576634, 0.06466741418837808, 1.9333203173534321, -0.1103427959330689, -0.36200789994991234, 0.00046531371947434465, 8.5695625638978e-06], [0.8711465377325684, 1.933320317352446, 57.83753031767221, -3.3122399174768082, -10.843157658086303, 0.01392205273003119, 0.0002549377375520014], [-0.04210289364334331, -0.11034279593243682, -3.3122399174595905, 0.20095792791434458, 0.6306093433973676, -0.0007981026007938808, -8.220795426936261e-06], [-0.1552202443173766, -0.36200789994917687, -10.843157658069833, 0.6306093433996524, 2.0416391903481284, -0.0026108682725316744, -4.358053654255443e-05], [0.00020879665646434377, 0.00046531371949947516, 0.013922052730790148, -0.0007981026008415256, -0.002610868272677957, 3.351258947917837e-06, 6.110272764647425e-08], [5.9445290650338655e-06, 8.569562564410876e-06, 0.00025493773756747547, -8.220795427896167e-06, -4.358053654552574e-05, 6.11027276468706e-08, 9.266619669903272e-08]]",Microlensing PSPL,,No,0.48866,17.722,17.266,1.15405,2459121.476,2.0,0.13349,0.0,21.345,null,,0.0
Gaia20edm,1.85277,0.7909,266.73035,-26.94232,Gaia20edm,SIDEREAL,2020-09-08 12:00:38.479133+00:00,2022-08-16 00:00:51.472112+00:00,266.73035,-26.94232,2000.0,,,,1.85277318438654,0.79090087151,,,,,,,,,,,,,,,,,,2459250.5537366867,2459250.50312656,false,"[[1178.0169943076642, 44.443173857873965, 4193.652813249322, 382.9477257545471, -1007.0767504332359, 1.683530114496046, -0.004010377112274195], [44.443173857859584, 1.6782532633411154, 158.44640237255473, 14.499130389175082, -38.05157216608143, 0.06361041328478571, -0.00015676090747314517], [4193.652813246718, 158.44640237250763, 14968.990121845054, 1372.3826888589322, -3594.9576743792627, 6.009701348866174, -0.01574516663441743], [382.9477257539965, 14.499130389158978, 1372.382688857819, 126.75017479159962, -329.55273437527836, 0.5510407245772003, -0.0017090539277998553], [-1007.0767504325703, -38.051572166068595, -3594.9576743791204, -329.5527343755326, 863.4129481006164, -1.443295104456242, 0.003727575546711708], [1.6835301565678236, 0.06361041487424796, 6.009701499019894, 0.551040738340881, -1.443295140517156, 0.002412760279631579, -6.336034931619946e-06], [-0.004010377113249333, -0.00015676090751003057, -0.015745166637905837, -0.0017090539281205796, 0.00372757554754962, -6.3360347759688105e-06, 2.109801466169094e-06]]",Microlensing PSPL,,No,0.93474,18.293,16.93,-1.21022,2459121.833,1.99999,0.90241,0.0,19.403,null,,0.0
Gaia20edn,1.08645,0.99861,266.08219,-27.48823,Gaia20edn,SIDEREAL,2020-09-08 12:00:25.720014+00:00,2022-08-16 00:00:31.775388+00:00,266.08219,-27.48823,2000.0,,,,1.08644553842496,0.998605273724219,,,,,,,,,,,,,,,,,,,2446756.5,false,"[[857474.2935788303, 1002.4593804002096, 167.1501097712869, -270.54996988743653, 557.0516455789336, -482.2428611548193, 75.88422419455732], [1002.4593894857007, 9.06721677465668, -4454.745995580304, -2.107677865196912, -0.5922347060362326, -97.62371447098572, 0.7912685447142863], [167.14436167725432, -4454.746002289055, 2873403.315575875, 1003.1085056395735, 795.5842338157391, 62602.768432840254, -404.44586026493135], [-270.5499719264518, -2.107677864714467, 1003.1085038287458, 0.4987755774751655, 0.09493296669979023, 22.00806025715664, -0.1823082267643041], [557.0516439831779, -0.5922347138020972, 795.5842375506539, 0.09493296852738084, 0.603004783100947, 17.017750309510813, -0.06414665677396915], [-482.24256005256507, -97.62371413001772, 62602.76844026979, 22.008060164638138, 17.017750507135418, 1364.200323966061, -8.854671395547172], [75.88422492917108, 0.7912685447721068, -404.44585975923883, -0.18230822681628703, -0.06414665615623921, -8.854671421183017, 0.06959880227964628]]",Microlensing PSPL,,No,0.19284,17.361,17.753,-0.14718,2457543.321,-0.1275,1.99997,0.0,499.992,18.657,,0.0
Gaia20edz,28.54244,-6.09283,286.30893,-6.66877,Gaia20edz,SIDEREAL,2020-09-09 12:00:49.050357+00:00,2022-08-16 00:00:51.520382+00:00,286.30893,-6.66877,2000.0,,,,28.5424362871379,-6.09282508057592,,,,,,,,,,,,,,,,,,2459177.1053178958,2459177.0092405,false,"[[45.64341835608763, 0.3051292771507098, -95.63155116917973, -14.954116176729604, 5.909592451098017, -0.33508538000532395, -0.0001584614779400873], [0.30512927715073757, 0.00204147199074472, -0.6391660567376164, -0.10025732175949419, 0.039738660728981086, -0.0022393804985485323, -1.0812895733508691e-06], [-95.63155116920318, -0.6391660567377152, 200.58068989268043, 31.42722640796714, -12.42615361279843, 0.7029933057627293, 0.00034476247506825587], [-14.954116176801314, -0.1002573217599646, 31.427226408109718, 5.057290967829827, -2.045922359792431, 0.11016439345581941, 6.899981853610632e-05], [5.909592451149921, 0.03973866072932455, -12.426153612904155, -2.0459223598001532, 0.8453358546355743, -0.04355152306149013, -3.130428415071654e-05], [-0.33508538136046817, -0.00223938050760668, 0.7029933086044593, 0.1101643939007098, -0.043551523237314115, 0.0024639947446762336, 1.2153140691580916e-06], [-0.00015846147785406652, -1.081289572775792e-06, 0.000344762474887763, 6.899981850757267e-05, -3.130428413934513e-05, 1.2153140636396303e-06, 3.162413002698043e-08]]",Microlensing PSPL,,Regular,2.00706,20.407,18.693,2.0,2459077.474,0.44028,0.49361,0.0,42.78,null,,0.0
Gaia20eei,21.73093,-1.80453,279.32815,-10.78677,Gaia20eei,SIDEREAL,2020-09-09 12:00:40.005262+00:00,2022-08-16 00:00:51.501759+00:00,279.32815,-10.78677,2000.0,,,,21.730933470197,-1.80453384025865,,,,,,,,,,,,,,,,,,2459201.540937793,2459201.50462047,false,"[[0.1469193298768505, -0.003067144315374599, -0.05450590690925309, -0.0009768939796099356, 0.0019449136189210257, -3.306818584312897e-08, 2.6037709945389124e-06, 0.000581715896286859, 5.207436363919855e-05], [-0.003067155032656289, 0.002349858644217644, -0.049140336715696675, -0.0019128910186733822, 0.002509857097265015, -2.038737583202327e-08, -2.626490910813064e-07, -0.00023492411746895076, 2.7749592072491588e-05], [-0.05450565115167101, -0.04914034602438218, 1.274263151273507, 0.04300238416573552, -0.05833790940469137, 5.379354442391354e-07, -7.542786962318219e-06, 0.005339810524170141, -0.0007105541749341633], [-0.0009768848858637356, -0.0019128912795804147, 0.04300238249328293, 0.001651006785965629, -0.002180332661417946, 1.80955077690203e-08, 1.66666631827899e-07, 0.00018506517884055084, -2.6368630095281685e-05], [0.0019449014365995718, 0.002509857493162587, -0.05833790827097683, -0.0021803327007711448, 0.0028991779229547484, -2.4591322302145872e-08, -1.0666620323559842e-07, -0.0002475826993418745, 3.5294320052628305e-05], [-3.3068081634877086e-08, -2.0387375245272624e-08, 5.379353342464167e-07, 1.8095504736627268e-08, -2.459131773893992e-08, 2.277913461760979e-13, -3.3389362908808283e-12, 2.1978663861458556e-09, -3.0149604296517183e-10], [2.6037704993767893e-06, -2.6264889087391733e-07, -7.542791310471553e-06, 1.666664739875217e-07, -1.0666599392728517e-07, -3.3389386951045783e-12, 9.493820316168885e-10, -1.8762046527758113e-08, -8.541713326765423e-10], [0.0005817163098690046, -0.00023492459795999534, 0.005339822178840715, 0.00018506557626850006, -0.00024758323495014935, 2.197871825681074e-09, -1.8762103940363867e-08, 2.691572543676962e-05, -2.8408410174337685e-06], [5.2074219993096205e-05, 2.7749600341555403e-05, -0.000710554249067141, -2.6368633614125362e-05, 3.529432415927212e-05, -3.0149613406473065e-10, -8.541735112798089e-10, -2.840834826093687e-06, 5.997358868498106e-06]]",Microlensing PSPL,,Regular,0.88733,null,9.188,-0.73514,2459103.189,1.18231,0.14863,0.0,45.787,null,,0.0
Gaia20enh,329.85883,-4.18446,245.84457,-55.55372,Gaia20enh,SIDEREAL,2020-09-30 12:00:17.099160+00:00,2022-08-16 00:00:40.222108+00:00,245.84457,-55.55372,2000.0,,,,329.858829602595,-4.18446402085581,,,,,,,,,,,,,,,,,,2459187.017765335,2459187.005939,false,"[[0.014572949018137646, -0.0007201752027961432, -0.20669082430238583, -0.0035880709117608496, 0.006307661031270009, 20.22094256580576, -0.0036877625854875116], [-0.0007201752027071292, 0.008825091354302535, -0.22851952016747834, -0.0010498749125170755, 0.0053209980679193285, 67.68476008446169, -0.012356708038077315], [-0.20669082430483957, -0.22851952016589136, 9.835459822491403, 0.08379317490974943, -0.25527873427957226, -2216.527517412376, 0.40457038009881874], [-0.0035880709117732026, -0.0010498749124947776, 0.08379317490935498, 0.0011503082781267378, -0.0022646678834859647, -14.4706977363432, 0.002640053613366115], [0.00630766103132815, 0.005320998067871665, -0.2552787342792949, -0.0022646678834939145, 0.006776730412218976, 54.754112618524275, -0.009994282249882469], [20.220942566507034, 67.6847600842727, -2216.527517419668, -14.470697736492642, 54.75411261877633, 574630.4816935128, -104.89615373173268], [-0.00368776258561556, -0.012356708038042888, 0.4045703801001526, 0.002640053613393414, -0.009994282249928547, -104.89615373173332, 0.019148526237751654]]",Microlensing PSPL,,Regular,0.53446,18.633,18.344,0.04603,2459115.74,0.74429,0.0,0.0,35.626,null,,0.0
Gaia20eoc,335.69983,-3.92414,252.08051,-51.06097,Gaia20eoc,SIDEREAL,2020-10-01 12:00:17.225913+00:00,2022-08-16 00:00:21.919521+00:00,252.08051,-51.06097,2000.0,,,,335.699834806641,-3.92414253716891,,,,,,,,,,,,,,,,,,2459251.036449081,2459251.00316649,false,"[[35.42242563646264, 5.964774210980276, 5.112886416829079, -54.82997865080123, 12.286848361235972, -0.08373291287106768, 0.0011083279691085314], [5.9647742109439825, 1.3429384994983908, 6.359666990619841, -2.0844725034742484, -1.6735389175949016, 0.050782207814135054, 4.611830104484668e-05], [5.11288641623932, 6.3596669905257555, 90.12068436288142, 108.3604510726762, -58.95068797355485, 1.0425356122262721, -0.0024664915996047572], [-54.829978651567885, -2.0844725036595566, 108.36045107165245, 243.29216287704762, -98.02710396894962, 1.5150164530515757, -0.007865295014147098], [12.286848361636967, -1.6735389175147835, -58.95068797329248, -98.02710396930466, 45.90352095520151, -0.7462262655908584, 0.001323246556026474], [-0.08373291287359214, 0.050782207813252433, 1.042535612218471, 1.5150164530454324, -0.7462262655866752, 0.012667925043474436, -3.726788167441589e-05], [0.001108327969117482, 4.6118301048110046e-05, -0.0024664915995749304, -0.007865295014123407, 0.001323246556010175, -3.7267881674552086e-05, 1.4696536910896647e-05]]",Microlensing PSPL,,Regular,3.39785,19.558,19.542,-2.0,2459116.307,0.73329,0.10937,0.0,18.925,null,,0.0
Gaia20eoj,345.29419,8.38858,248.06793,-35.73622,Gaia20eoj,SIDEREAL,2020-10-02 12:00:16.752493+00:00,2022-08-16 00:00:45.588432+00:00,248.06793,-35.73622,2000.0,,,,345.294190238104,8.38857909942681,,,,,,,,,,,,,,,,,,2459179.361567191,2459179.3386968,false,"[[260.71989506811383, -13.214281892503427, 64.93993233471272, -10.838344565528791, -36.42546800612322, -0.008362645496758763, 5.107302565465859e-05], [-13.214281895495663, 0.6781831839057966, -3.267778056199549, 0.514993055154134, 1.7905182987863608, 0.0004257039011385268, -2.6384583161241227e-06], [64.9399323303022, -3.267778055232006, 16.28052696217863, -2.7700942543709286, -9.217428746697092, -0.002075635392581939, 1.3276248307499473e-05], [-10.838344550676313, 0.5149930542760978, -2.7700942508625612, 0.6077923328210543, 1.7495080964414664, 0.0003414893036151367, -1.5080421074047043e-06], [-36.425467985075834, 1.790518297301145, -9.217428742080552, 1.7495080976374993, 5.462476150492596, 0.0011567184124510735, -6.756791309208915e-06], [-0.008362630783249189, 0.0004257031560672586, -0.0020756317253895202, 0.00034148868957012955, 0.0011567163525424923, 2.687569967871095e-07, -1.609968283594688e-09], [5.107302572502432e-05, -2.6384583191260443e-06, 1.3276248325821382e-05, -1.5080421131563519e-06, -6.75679132302214e-06, -1.6099711713606565e-09, 2.1390341753684664e-10]]",Microlensing PSPL,,Regular,0.42602,19.932,15.661,0.8144,2459150.244,2.0,0.92951,0.0,14.053,null,,0.0
Gaia20eom,339.3533,-12.3231,266.65935,-52.84139,Gaia20eom,SIDEREAL,2020-10-03 12:00:28.252219+00:00,2022-08-16 00:00:51.116293+00:00,266.65935,-52.84139,2000.0,,,,339.353302776047,-12.3231044340877,,,,,,,,,,,,,,,,,,2459361.2002276983,2459162.00385806,false,"[[0.2225546232940311, -0.011507960442579393, -2.9785650382297533, 0.02359153979195237, 0.012480215033759168, 96.60960917211614, -0.1323339234358006, 10.19586982858661, -0.4618363930708524], [-0.011507960443089027, 0.0029701244109912902, 1.2647751471632642, -0.015913710612991634, -0.009660916366213447, -29.04634682744899, 0.039807760428843854, -2.3793253381638197, 0.09857107641352618], [-2.97856503851451, 1.2647751471750388, 632.5148038307356, -8.44348787757512, -5.237068806334903, -13644.999605008496, 18.704204430091096, -974.3630732312383, 37.603892635589084], [0.02359153979591473, -0.01591371061320942, -8.443487877605271, 0.12344587660183516, 0.0743635963893531, 175.91581674941264, -0.24127719451563645, 12.103677280800058, -0.4566205953641158], [0.01248021503623612, -0.0096609163663561, -5.237068806357432, 0.07436359638940468, 0.0475666406152821, 107.74418384653029, -0.14777573073765501, 7.323852800029432, -0.2736339548729552], [96.60960917798783, -29.046346827595944, -13644.999604954877, 175.91581674804422, 107.74418384559931, 303979.98819956684, -416.62721392378177, 22719.044078765586, -900.3253297545143], [-0.13233392344385014, 0.039807760429045644, 18.70420443001778, -0.24127719451376323, -0.14777573073638042, -416.6272139237857, 0.5710388705685072, -31.135956882901162, 1.2338435807732016], [10.19586982896428, -2.379325338157761, -974.3630732191318, 12.103677280591665, 7.3238527998943495, 22719.04407858692, -31.135956882655982, 1929.7115301639258, -81.31916221623082], [-0.461836393084518, 0.09857107641293228, 37.60389263494187, -0.4566205953536669, -0.27363395486625064, -900.3253297437332, 1.2338435807584132, -81.31916221595324, 3.5194232771130465]]",Microlensing PSPL,,Regular,0.64205,18.75,19.496,0.18637,2459149.064,0.00402,-0.15277,0.0,78.062,19.51,,0.0
Gaia20epj,349.00618,-2.57934,261.87605,-39.59097,Gaia20epj,SIDEREAL,2020-10-05 12:00:40.820228+00:00,2022-08-16 00:00:45.092707+00:00,261.87605,-39.59097,2000.0,,,,349.006175507361,-2.57934471531201,,,,,,,,,,,,,,,,,,2459233.8367233155,2459233.66968861,false,"[[1864.4749835430216, -120.28431258756886, -137.82326857188048, 30.068525849486385, 31.933877184420684, -0.017493219144484644, -4.468184869367496e-05], [-120.28431258070964, 7.767329185201396, 8.950000476415775, -1.943041421326334, -2.0695201974679276, 0.00113050431445417, 3.0118907182072574e-06], [-137.82326851622187, 8.950000473332018, 10.65605338521489, -2.2484337751462933, -2.4357642708739493, 0.0013087206925773119, 4.331853591074143e-06], [30.068525846150497, -1.9430414212217402, -2.248433775797312, 0.4865075724759609, 0.5194620513369238, -0.00028297419810543474, -7.952927432582616e-07], [31.933877174872165, -2.069520196969387, -2.435764271121381, 0.5194620512400682, 0.5598482639617185, -0.00030212618464035677, -1.0417752716343208e-06], [-0.01749383749588253, 0.0011305442083443195, 0.0013087664152202892, -0.00028298417106196344, -0.00030213677769021214, 1.6465449363790192e-07, 4.5385136325855136e-10], [-4.468184847389512e-05, 3.0118907041921398e-06, 4.331853576157203e-06, -7.952927397935485e-07, -1.0417752680981891e-06, 4.5383651283354066e-10, 1.6876568587497484e-10]]",Microlensing PSPL,,Regular,0.35443,17.946,14.494,0.91563,2459184.478,2.0,1.59705,0.0,24.124,null,,0.0
