2.457077931270000059e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.457078107439999934e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457097113320000004e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457097187330000103e+06	1.424000000000000021e+01	4.446312674691088596e-03
2.457130173309999984e+06	1.424000000000000021e+01	4.446312674691088596e-03
2.457172065760000143e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.457172139779999852e+06	1.423000000000000043e+01	4.425883723626264192e-03
2.457172315950000193e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457172389950000215e+06	1.422000000000000064e+01	4.405548635065534464e-03
2.457278677699999884e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457278751699999906e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457300747820000164e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457300923959999811e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457331156560000032e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457331230570000131e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457452906020000111e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457452980030000210e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457477405960000120e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.457477479979999829e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.457505971659999806e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458060382850000169e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458060558989999816e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458082059220000170e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458082133229999803e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458237119390000124e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458256798080000095e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458256872090000194e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458356154910000041e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458356228910000063e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458367159070000052e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458367233080000151e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458405623029999901e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458405697029999923e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458441600529999938e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458441674540000036e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458455855690000113e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458455929700000212e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458456105839999858e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458456179849999957e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458531696700000204e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458531872870000079e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458531946880000178e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458532123039999977e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458532197060000151e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458532373219999950e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458540128180000000e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458540202200000174e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458540378359999973e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458540452370000072e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458540628539999947e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458540702560000122e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458580361719999928e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458580435740000103e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458617085940000135e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458617159949999768e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458631341560000088e+06	1.426999999999999957e+01	4.508167045414600456e-03
2.458631415570000187e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458717372669999953e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458717446669999976e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458717622810000088e+06	1.418999999999999950e+01	4.345102241715714277e-03
2.458717872969999909e+06	1.424000000000000021e+01	4.446312674691088596e-03
2.458717946980000008e+06	1.425000000000000000e+01	4.466835921509630485e-03
2.458727453600000124e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458727629749999847e+06	1.427999999999999936e+01	4.528975799036204578e-03
2.458727703749999870e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458727879900000058e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458727953890000004e+06	1.425999999999999979e+01	4.487453899331322708e-03
2.458803773190000094e+06	1.413000000000000078e+01	4.226686142656033152e-03
2.458803847200000193e+06	1.413000000000000078e+01	4.226686142656033152e-03
2.458816785199999809e+06	1.413000000000000078e+01	4.226686142656033152e-03
2.458816859199999832e+06	1.411999999999999922e+01	4.207266283844437842e-03
2.458910057289999910e+06	1.406000000000000050e+01	4.092606597300109915e-03
2.458910131310000084e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.458927328989999834e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.458927403010000009e+06	1.407000000000000028e+01	4.111497211045220777e-03
2.458961223879999947e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.459087403260000050e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459087477270000149e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459099157409999985e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459099231410000008e+06	1.400999999999999979e+01	3.999447497610973852e-03
2.459137122119999956e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459137196119999979e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459173673260000069e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459186854499999899e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459186928499999922e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459187104640000034e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459187178650000133e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459262621470000129e+06	1.400999999999999979e+01	3.999447497610973852e-03
2.459262695489999838e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459262871660000179e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459263121830000076e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459272627599999774e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459272701619999949e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459272877789999824e+06	1.400999999999999979e+01	3.999447497610973852e-03
2.459272951789999846e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459311861010000110e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459311935020000208e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459349084499999881e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459349158509999979e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459362590100000147e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459362664119999856e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459362840290000197e+06	1.398000000000000043e+01	3.944573020752784737e-03
2.459461444469999988e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459461518459999934e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459479195609999821e+06	1.400999999999999979e+01	3.999447497610973852e-03
2.459479269619999919e+06	1.399000000000000021e+01	3.962780342554393653e-03
2.459635668130000122e+06	1.401999999999999957e+01	4.017908108489400346e-03
2.459635742140000220e+06	1.401999999999999957e+01	4.017908108489400346e-03
2.459655173520000186e+06	1.402999999999999936e+01	4.036453929676048560e-03
2.459655247529999819e+06	1.400000000000000000e+01	3.981071705534973415e-03
2.459687910099999979e+06	1.406000000000000050e+01	4.092606597300109915e-03
2.459730626099999994e+06	1.402999999999999936e+01	4.036453929676048560e-03
2.459730876269999892e+06	1.407000000000000028e+01	4.111497211045220777e-03
2.459730950290000066e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.459731126459999941e+06	1.406000000000000050e+01	4.092606597300109915e-03
2.459731200459999964e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.459731450639999937e+06	1.406000000000000050e+01	4.092606597300109915e-03
2.459734628849999979e+06	1.403999999999999915e+01	4.055085354483835454e-03
2.459734702860000078e+06	1.403999999999999915e+01	4.055085354483835454e-03
