JD;Magnitude;Error;Facility;Filter;Owner
2459265.8957843;16.634288787841797;0.0583508312608583;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459266.8840406;16.59508514404297;0.0507651417376715;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459266.8848867;21.627010345458984;0.2800613465540797;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459268.2650598;16.623058319091797;0.0575363279106973;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459268.8739062;16.659481048583984;0.0551373817129345;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459272.0088805;16.6219539642334;0.1309898413793859;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459272.8960205;16.64141845703125;0.0569624122305693;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459273.2510192;16.6063175201416;0.0555301087386169;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459273.2536191;16.61282730102539;0.0578848523180289;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459273.8613741;16.593196868896484;0.0572251845201761;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459274.2844804;16.613758087158203;0.0537486282081978;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459274.2883411;16.627370834350586;0.0546229690368377;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459274.8579985;16.62337875366211;0.055758422158551;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459274.8682592;16.647869110107422;0.0510107817590204;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459275.2884774;16.58761215209961;0.0628192645226718;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459275.2886681;16.60267448425293;0.0600437629919315;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459275.8752617;16.609352111816406;0.0543345855480989;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
