JD;Magnitude;Error;Facility;Filter;Owner
2457875.6930652;16.21538543701172;0.0911897656707756;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457875.6956075;16.202688217163086;0.1005391797678939;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457875.6984051;18.169023513793945;0.0937407664204743;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457875.7009478;18.28101921081543;0.1218938887575325;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457879.8381703;16.51305389404297;0.0822126300187283;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457879.8407145;16.529541015625;0.092981440316113;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457879.8434155;18.422138214111328;0.0579915367606171;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457879.8459701;18.45623779296875;0.0566826477185888;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457880.5766535;22.593660354614254;0.2811658814894821;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2457880.581288;22.390352249145508;0.2562878218434208;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2457880.5861138;18.424503326416016;0.0415712564357941;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457880.5900519;18.43637084960937;0.0419314518217855;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457880.5941636;16.56092643737793;0.0793487745258157;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457880.5974103;16.55463218688965;0.0770331712784064;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457880.6798548;18.520946502685547;0.0614577723947454;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457880.6837851;18.498275756835938;0.0608108153411284;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457880.6878811;16.561086654663086;0.0888899876399868;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457880.6911182;16.56077766418457;0.0922457683790273;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457882.4196559;18.57361221313477;0.1040072638154769;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457882.4235984;18.45062828063965;0.1098099654877102;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457882.4277769;16.66303062438965;0.0886005781579752;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457882.4310258;16.718801498413086;0.0915141093531557;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457884.2367599;18.67828941345215;0.0658148793620102;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457884.2406984;18.676401138305664;0.0698283593114547;LCOGT1m, Kris Rybicki;r(APASS);LCOGT1m, Kris Rybicki
2457884.2448008;16.76282501220703;0.0796721170554101;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457884.2480647;16.741697311401367;0.0810296495052536;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457892.3828484;17.07345199584961;0.0811443752052503;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457892.3885282;17.08845329284668;0.0795111024475907;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457898.5836546;17.243370056152344;0.0826956655182587;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457898.5893725;17.267744064331055;0.0830864534640204;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457901.6108293;17.358444213867188;0.0822591837138561;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2457901.6165121;17.371810913085938;0.0825415210271141;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
