JD;Magnitude;Error;Facility;Filter;Owner
2459306.0273918;16.75238609313965;0.0531793610401402;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459306.0282365;17.70160484313965;0.0593211028028574;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459306.5330372;16.730342864990234;0.0558340084367219;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459306.9480541;16.70865821838379;0.0542847585279264;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459306.9488874;17.671110153198242;0.0576932521644277;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459307.2893657;16.706161499023438;0.0519397331900526;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459308.2115803;16.63578987121582;0.0520754371234859;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459308.2124224;17.62023162841797;0.0572777871216595;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459308.2862655;16.643220901489258;0.0519325172425906;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459308.5264264;16.61875343322754;0.0521322825376443;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459308.5272637;17.594560623168945;0.0439729409671982;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459309.1819683;16.598657608032227;0.0521401550055806;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459309.6657063;16.56330108642578;0.0497359052935693;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459309.666538;17.543813705444336;0.0638205669545933;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459310.2295497;16.516489028930664;0.0530116000292312;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459310.2469789;16.541372299194336;0.0530337290506952;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459310.2478102;17.472719192504883;0.0345107856514471;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459311.2781619;16.47385025024414;0.0525235836987526;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459311.2789965;17.375503540039062;0.0393784900081955;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459319.5420928;15.75046157836914;0.0523664152193746;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459320.23462;15.915138244628906;0.0500651763181912;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459320.2384686;16.822795867919922;0.0348478415148429;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459320.361473;15.9412841796875;0.0479512329719814;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459321.2137046;16.10323143005371;0.0464190564312784;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459321.475964;16.118623733520508;0.051935072743442;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459321.4798125;17.066036224365234;0.088063606085581;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459322.5073228;16.26482391357422;0.0512637095485769;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459322.5111676;17.228191375732422;0.072868691585404;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459323.2637917;16.375097274780273;0.0507765672708623;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459323.9128595;16.42604637145996;0.0510275977434495;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459323.9167144;17.362157821655273;0.0548411235630632;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459324.4788919;16.45766258239746;0.0507931847340137;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459324.6704846;16.484861373901367;0.0494285953377252;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459324.674359;17.43071746826172;0.0609841882282153;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459325.4602462;16.545101165771484;0.0504131972694631;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459326.3795703;16.604219436645508;0.0508558188477605;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459326.3834492;17.55173110961914;0.0585196434258199;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459326.9213158;16.6324462890625;0.05051630731237;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459327.222467;16.650890350341797;0.0497615961296583;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459327.226327;17.60145378112793;0.0549457516106325;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459328.2156592;16.697324752807617;0.0494071500244389;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459328.2195196;17.641647338867188;0.0554792742186566;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459330.3759567;16.726003646850586;0.0513784923543685;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459330.3798165;17.82030487060547;0.0663979809426351;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459330.4499249;16.749828338623047;0.0878523439825378;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459331.2065761;16.801572799682617;0.0470017304580407;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459331.2104182;17.82554054260254;0.0427377271482705;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459332.2479489;16.81786346435547;0.0476833501996413;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459332.2600399;16.845046997070312;0.0500138171746331;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459332.263889;17.808794021606445;0.0420417956085242;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459333.2415634;16.836088180541992;0.0526627055556049;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459333.2659763;16.792724609375;0.2020651389798951;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459333.9078297;16.860694885253906;0.0515293622588343;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459333.9116977;17.846654891967773;0.0593862095466026;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459336.9863285;16.869197845458984;0.0257535439579958;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459337.9934878;16.890695571899414;0.0285743648922365;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459337.9973379;17.883148193359375;0.0298187420641388;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459340.5247709;16.97435188293457;0.0507334721186774;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459343.2109678;16.96242332458496;0.0311898085576602;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459343.2148189;17.9500675201416;0.0301807227745673;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459343.2954628;16.96649932861328;0.0342811957016441;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459343.5301283;16.96193504333496;0.0428833752931905;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459343.5339783;17.965229034423828;0.0534666810517869;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459345.2919912;16.968896865844727;0.0272090453262426;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459345.2954541;16.975534439086914;0.0310220342098572;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459345.2958617;17.963571548461914;0.0288623669831858;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459345.5554521;16.98221206665039;0.0426464068274857;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459347.4389057;17.001733779907227;0.0338176616814287;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459347.4427656;17.98347282409668;0.0306799296948185;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459347.8422049;16.998029708862305;0.0389905775477896;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459348.1975626;17.005199432373047;0.0387441993391283;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459348.201417;17.991024017333984;0.0396477841999108;LCOGT1m, Etienne Bachelet;g(DECAPS);LCOGT1m, Etienne Bachelet
2459348.9441782;17.0053653717041;0.0364494878911519;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459349.2364564;17.053442001342773;0.0512381969762672;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459349.2403047;18.04710960388184;0.0369600095815512;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459357.6323888;17.024669647216797;0.0289904783855158;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459358.2397075;17.053285598754883;0.0473220551674353;LCOGT1m, Etienne Bachelet;i(DECAPS);LCOGT1m, Etienne Bachelet
2459358.2435442;18.132373809814453;0.0375005690983537;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
