JD;Magnitude;Error;Facility;Filter;Owner
2457132.953;17.62;0.0;;G_Gaia;
2457456.685;17.64;0.0;;G_Gaia;
2457456.759;17.63;0.0;;G_Gaia;
2457486.424;17.65;0.0;;G_Gaia;
2457507.927;17.65;0.0;;G_Gaia;
2457645.205;17.58;0.0;;G_Gaia;
2457677.433;17.58;0.0;;G_Gaia;
2457677.507;17.59;0.0;;G_Gaia;
2457832.292;17.61;0.0;;G_Gaia;
2457867.524;17.57;0.0;;G_Gaia;
2457867.598;17.62;0.0;;G_Gaia;
2457881.605;17.6;0.0;;G_Gaia;
2458058.103;17.61;0.0;;G_Gaia;
2458058.279;17.55;0.0;;G_Gaia;
2458058.353;17.6;0.0;;G_Gaia;
2458068.534;17.62;0.0;;G_Gaia;
2458068.608;17.61;0.0;;G_Gaia;
2458160.107;17.59;0.0;;G_Gaia;
2458346.376;17.6;0.0;;G_Gaia;
2458362.704;17.58;0.0;;G_Gaia;
2458362.88;17.57;0.0;;G_Gaia;
2458396.931;17.62;0.0;;G_Gaia;
2458533.402;17.5;0.0;;G_Gaia;
2458740.121;17.19;0.0;;G_Gaia;
2458900.893;16.99;0.0;;G_Gaia;
2458901.069;16.97;0.0;;G_Gaia;
2458923.603;17.12;0.0;;G_Gaia;
2458923.603;17.13;0.0;;G_Gaia;
2458923.677;17.14;0.0;;G_Gaia;
2458951.904;17.27;0.0;;G_Gaia;
2458951.904;17.26;0.0;;G_Gaia;
2458951.978;17.26;0.0;;G_Gaia;
2458951.978;17.25;0.0;;G_Gaia;
2459094.702;17.53;0.0;;G_Gaia;
2459094.878;17.49;0.0;;G_Gaia;
2459128.356;17.53;0.0;;G_Gaia;
