JD;Magnitude;Error;Facility;Filter;Owner
2459515.43438657;19.64888381958008;0.1043573022794009;Loiano, Alessia Garofalo;V(APASS);Loiano, Alessia Garofalo
2459515.44251157;19.86851501464844;0.1544746861074167;Loiano, Alessia Garofalo;V(APASS);Loiano, Alessia Garofalo
2459515.44498843;19.214773178100582;0.1387046261555412;Loiano, Alessia Garofalo;r(APASS);Loiano, Alessia Garofalo
2459515.44746528;18.468555450439453;0.1575300853506883;Loiano, Alessia Garofalo;i(APASS);Loiano, Alessia Garofalo
2459515.4609375;19.19193649291992;0.1524544279808755;Loiano, Alessia Garofalo;r(APASS);Loiano, Alessia Garofalo
2459515.46341435;18.515453338623047;0.1897150996213518;Loiano, Alessia Garofalo;i(APASS);Loiano, Alessia Garofalo
2459522.24840277;18.63554000854492;0.1270371539012581;HAO68_G2-1600, Przemek Mikolajczyk;i(APASS);HAO68_G2-1600, Przemek Mikolajczyk
2459522.26576394;21.28103446960449;0.2044357316906091;HAO68_G2-1600, Przemek Mikolajczyk;B(APASS);HAO68_G2-1600, Przemek Mikolajczyk
2459522.29126161;19.696407318115234;0.1151866139075315;HAO68_G2-1600, Przemek Mikolajczyk;V(APASS);HAO68_G2-1600, Przemek Mikolajczyk
2459522.30532408;19.16796875;0.116083464777374;HAO68_G2-1600, Przemek Mikolajczyk;r(APASS);HAO68_G2-1600, Przemek Mikolajczyk
2459555.36925862;20.28173828125;0.1459684992633106;LOIANO1.52_BFOSC, Alessia Garofalo;V(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.37563965;20.46139144897461;0.1393371412415672;LOIANO1.52_BFOSC, Alessia Garofalo;V(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.37950656;19.869792938232425;0.1241232392363835;LOIANO1.52_BFOSC, Alessia Garofalo;r(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.38338184;19.075870513916016;0.1503538371391426;LOIANO1.52_BFOSC, Alessia Garofalo;i(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.39114017;19.648237228393555;0.1696917120806512;LOIANO1.52_BFOSC, Alessia Garofalo;r(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.39500759;18.949737548828125;0.1886412847358005;LOIANO1.52_BFOSC, Alessia Garofalo;i(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.3989005;20.27168655395508;0.158924554180538;LOIANO1.52_BFOSC, Alessia Garofalo;V(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.40275615;19.55843734741211;0.1745236383310811;LOIANO1.52_BFOSC, Alessia Garofalo;r(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.40663606;18.86640167236328;0.1910232009083903;LOIANO1.52_BFOSC, Alessia Garofalo;i(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.41052125;20.436119079589844;0.1915863644180263;LOIANO1.52_BFOSC, Alessia Garofalo;V(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.41440709;19.634897232055664;0.1725893771396892;LOIANO1.52_BFOSC, Alessia Garofalo;r(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459555.41828684;19.12111473083496;0.203929065491856;LOIANO1.52_BFOSC, Alessia Garofalo;i(APASS);LOIANO1.52_BFOSC, Alessia Garofalo
2459565.24559027;20.1506290435791;0.1835250817586812;HAO68_G2-1600, Jan Kare Trandem Qvam;V(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459565.25843745;19.97244453430176;0.2144188573270519;HAO68_G2-1600, Jan Kare Trandem Qvam;r(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459574.23912042;19.87847137451172;0.1447584483972097;HAO68_G2-1600, Jan Kare Trandem Qvam;V(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459574.26942128;18.937694549560547;0.1378049194584699;HAO68_G2-1600, Jan Kare Trandem Qvam;i(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459574.28334492;19.523513793945312;0.119341947102062;HAO68_G2-1600, Jan Kare Trandem Qvam;r(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459585.28952545;21.07993507385254;0.2327841194951704;HAO68_G2-1600, Jan Kare Trandem Qvam;B(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
2459585.31917828;20.08316993713379;0.140705256322055;HAO68_G2-1600, Jan Kare Trandem Qvam;V(APASS);HAO68_G2-1600, Jan Kare Trandem Qvam
