JD;Magnitude;Error;Facility;Filter;Owner
2458361.299015;14.66109561920166;0.1634863519499455;T100,Hasan Esenoglu;g(PS1);T100,Hasan Esenoglu
2458361.301928;14.533096313476562;0.1682668904929186;T100,Hasan Esenoglu;r(PS1);T100,Hasan Esenoglu
2458361.304843;14.62952995300293;0.1739314582262684;T100,Hasan Esenoglu;i(PS1);T100,Hasan Esenoglu
2458361.43207035;14.012879371643066;0.2180419613708195;OndrejovD50, Martin Jelinek;i(APASS);OndrejovD50, Martin Jelinek
2458361.4385375;14.375323295593262;0.2390537343074222;OndrejovD50, Martin Jelinek;i(APASS);OndrejovD50, Martin Jelinek
2458364.60844213;17.385955810546875;0.2766472501199351;LCOGT 1m, Pawel Zielinski;g(PS1);LCOGT 1m, Pawel Zielinski
2458364.6094375;16.24496078491211;0.1731382949507214;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458364.6104375;15.739579200744627;0.2031897097190377;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458365.3858102;16.317020416259766;0.2569037034337449;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458365.38679403;15.820845603942873;0.2784707034464527;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458366.33714813;16.311349868774414;0.251524960927953;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458366.33870369;15.813858032226562;0.2685215863157141;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458367.5070255;13.976665496826172;0.2447796219829513;PROMPT8-0.6, Supachai Awipan;i(APASS);PROMPT8-0.6, Supachai Awipan
2458368.29197151;14.455421447753906;0.2057724269355993;OndrejovD50, Martin Jelinek;r(APASS);OndrejovD50, Martin Jelinek
2458368.29818599;14.21579360961914;0.374617101079757;OndrejovD50, Martin Jelinek;i(APASS);OndrejovD50, Martin Jelinek
2458368.5071644;14.030293464660645;0.227529872375043;PROMPT8-0.6, Supachai Awipan;i(APASS);PROMPT8-0.6, Supachai Awipan
2458369.232058;14.68822193145752;0.1717291690525016;T100,Hasan Esenoglu;g(PS1);T100,Hasan Esenoglu
2458369.23562;14.50025749206543;0.2046033284105393;T100,Hasan Esenoglu;r(PS1);T100,Hasan Esenoglu
2458369.238755;14.521517753601074;0.1834034412502133;T100,Hasan Esenoglu;i(PS1);T100,Hasan Esenoglu
2458369.502;16.14729881286621;0.2191171489943044;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.502;15.878256797790527;0.242040941068805;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50538;15.846339225769045;0.1938627985251458;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50538;16.96249008178711;0.3193827295519563;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50538;16.044374465942383;0.2018769593694171;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50538;15.746576309204102;0.3335371611595648;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50876;16.892642974853516;0.3561138485785164;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50876;16.04131507873535;0.1845722571908825;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.50876;15.883614540100098;0.2158205618465613;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.59982986;17.39835548400879;0.2725570233586008;LCOGT 1m, Pawel Zielinski;g(PS1);LCOGT 1m, Pawel Zielinski
2458369.60082292;16.309175491333008;0.1728675419577187;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458369.6023831;15.790087699890137;0.201784623383337;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458369.62654;15.322999954223633;0.3830814861129056;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62654;16.262147903442383;0.1879619328284532;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62654;15.72616481781006;0.2169581247411439;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62992;15.367020606994627;0.2527903904351568;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62992;15.64168643951416;0.3857727262758271;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62992;16.350486755371094;0.1825081948024373;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.62992;15.717305183410645;0.211407370397295;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.63329;16.32253074645996;0.1766565780725329;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.63329;15.431524276733398;0.3719088264115595;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458369.63329;15.761042594909668;0.2136269799080724;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458370.32066679;14.335037231445312;0.1944835791978956;OndrejovD50, Martin Jelinek;i(APASS);OndrejovD50, Martin Jelinek
2458371.30866092;16.399023056030273;0.2366761946447217;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458371.31021291;15.82728672027588;0.2533600293480673;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458371.55074653;17.3991641998291;0.2697079606527321;LCOGT 1m, Pawel Zielinski;g(PS1);LCOGT 1m, Pawel Zielinski
2458371.55173148;16.356792449951172;0.1639300452728702;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458371.55272106;15.820149421691896;0.1832340208352088;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458372.3509146;16.074209213256836;0.3437089833029369;ObsMontsec-Umut Burgaz;i(APASS);ObsMontsec-Umut Burgaz
2458373.2601285;17.680490493774414;0.3747794454333097;LCOGT 1m, Pawel Zielinski;g(PS1);LCOGT 1m, Pawel Zielinski
2458373.26111573;16.42827606201172;0.2978244381146257;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458373.26212841;15.906198501586914;0.2807118650743251;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458373.4052838;14.292960166931152;0.3050782359019974;ObsMontsec-Umut Burgaz;i(APASS);ObsMontsec-Umut Burgaz
2458373.50142;15.695524215698242;0.310397804856721;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.50142;15.92701816558838;0.1873732549165063;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.50142;17.06696128845215;0.2883136888474698;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.5048;15.933258056640623;0.2002059655911094;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.5048;15.737096786499023;0.3184201219893003;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.5048;16.94159507751465;0.3315407406634551;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.50817;15.917821884155272;0.2003287274401074;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.50817;15.933836936950684;0.203708404498041;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.50817;17.026601791381836;0.3333525977648074;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.5091319;14.064773559570312;0.1722574016861965;PROMPT8-0.6, Supachai Awipan;i(APASS);PROMPT8-0.6, Supachai Awipan
2458373.62755324;17.524240493774414;0.2684428681516948;LCOGT 1m, Pawel Zielinski;g(PS1);LCOGT 1m, Pawel Zielinski
2458373.6285463;16.350299835205078;0.1685942999952908;LCOGT 1m, Pawel Zielinski;r(PS1);LCOGT 1m, Pawel Zielinski
2458373.62861;16.427722930908203;0.1474119030219919;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.62861;15.572768211364746;0.1827043461334573;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.62861;17.34724235534668;0.2001565741092392;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.62861;15.561915397644045;0.3048308985246096;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.62954861;15.84646701812744;0.193883787131351;LCOGT 1m, Pawel Zielinski;i(PS1);LCOGT 1m, Pawel Zielinski
2458373.63199;16.410093307495117;0.1581461535067534;REM_ROS2, Przemek Mikolajczyk;r(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.63199;17.200538635253906;0.2084590924949232;REM_ROS2, Przemek Mikolajczyk;g(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.63199;15.609333992004396;0.2633489465690695;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
2458373.63199;15.589251518249512;0.1792649664492911;REM_ROS2, Przemek Mikolajczyk;i(PS1);REM_ROS2, Przemek Mikolajczyk
