JD;Magnitude;Error;Facility;Filter;Owner
2457039.935;20.26;0.0;;G_Gaia;
2457040.185;20.28;0.0;;G_Gaia;
2457127.645;20.32;0.0;;G_Gaia;
2457214.678;20.29;0.0;;G_Gaia;
2457214.928;20.34;0.0;;G_Gaia;
2457215.002;20.28;0.0;;G_Gaia;
2457220.505;20.2;0.0;;G_Gaia;
2457420.476;20.21;0.0;;G_Gaia;
2457420.55;20.25;0.0;;G_Gaia;
2457454.204;20.31;0.0;;G_Gaia;
2457604.799;20.14;0.0;;G_Gaia;
2457985.896;19.78;0.0;;G_Gaia;
2458179.614;19.61;0.0;;G_Gaia;
2458179.614;19.57;0.0;;G_Gaia;
2458336.698;19.06;0.0;;G_Gaia;
2458366.111;19.01;0.0;;G_Gaia;
2458389.855;19.06;0.0;;G_Gaia;
2458529.242;17.73;0.0;;G_Gaia;
2458559.479;18.17;0.0;;G_Gaia;
2458580.484;18.55;0.0;;G_Gaia;
2458602.2456582;18.492700576782227;0.0661300611245635;;i;
2458602.2456582;18.486299514770508;0.0645861925215355;;i;
2458602.2456582;18.486255645751957;0.0645862069985473;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458602.2475837;18.502199172973636;0.0629641295135244;;i;
2458602.2475837;18.492700576782227;0.0642087883834963;;i;
2458602.2475837;18.492656707763672;0.0642088209708;LCOGT2m, Etienne Bac;i(APASS);LCOGT2m, Etienne Bac
2458602.2500412;19.096099853515625;0.0736117825615569;;V;
2458602.2500412;19.096118927001957;0.0716782311886845;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458602.2519634;19.05109977722168;0.0746662250310197;;V;
2458602.2519634;19.05388832092285;0.0712096317727255;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458602.2519634;19.05389976501465;0.0712096176210866;;V;
2458740.890831;19.88039970397949;0.0920016945782514;;V;
2458740.890831;19.877099990844727;0.0931241933780211;;V;
2458740.890831;19.88038444519043;0.0920016826815623;LCOGT2m, Etienne Bac;V(APASS);LCOGT2m, Etienne Bac
2458740.8930982;19.92340087890625;0.0914930327560023;;V;
2458740.8930982;19.924999237060547;0.0913188334135434;;V;
2458740.8930982;19.92342185974121;0.0914930388692988;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458740.8955689;19.23979949951172;0.064400415824075;;i;
2458740.8955689;19.24040031433105;0.0645508070442228;;i;
2458740.8955689;19.24044418334961;0.0645507783973704;LCOGT2m, Etienne Bac;i(APASS);LCOGT2m, Etienne Bac
2458740.8978338;19.26140022277832;0.0652901558534151;;i;
2458740.8978338;19.263500213623047;0.0647556657004656;;i;
2458740.8978338;19.261402130126957;0.0652901201441783;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458751.9397927;20.21389961242676;0.27901644672817;;V;
2458751.9397927;20.21393203735352;0.2790164582438487;LCOGT2m, Etienne Bachelet;V(APASS);LCOGT2m, Etienne Bachelet
2458751.9397927;20.22220039367676;0.3097301412869056;;V;
2458751.9436563;19.318500518798828;0.0882692344177065;;i;
2458751.9436563;19.281299591064453;0.0800000224068775;;i;
2458751.9436563;19.28127670288086;0.0799999919282866;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458752.9117742;19.529600143432617;0.0516609685664192;;G;
2458752.9117742;19.53070068359375;0.0509417974585542;;G;
2458752.9117742;19.529621124267575;0.0516609940886219;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458752.9173476;19.285200119018555;0.0714186621491057;;i;
2458752.9173476;19.292800903320312;0.0702298609174172;;i;
2458752.9173476;19.285160064697266;0.0714186842806551;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458753.9102748;19.512800216674805;0.055204781706439;LCOGT2m, Etienne Bac;G(GAIA);LCOGT2m, Etienne Bac
2458753.9102748;19.51639938354492;0.0533952735208277;;G;
2458753.9102748;19.512834548950195;0.0552047926622976;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458753.9158428;19.27549934387207;0.0622087873202152;;i;
2458753.9158428;19.292999267578125;0.0630094922473335;;i;
2458753.9158428;19.275468826293945;0.0622087658192607;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458756.8742641;19.550199508666992;0.066160492976121;;G;
2458756.8742641;19.561399459838867;0.0639958396914673;;G;
2458756.8742641;19.55022621154785;0.0661604577645101;LCOGT2m, Etienne Bachelet;G(GAIA);LCOGT2m, Etienne Bachelet
2458756.8798336;19.242000579833984;0.066488996692287;;i;
