JD;Magnitude;Error;Facility;Filter;Owner
2459403.97603;15.89;0.01;Tacande Observatory;C;Paul Leyland
2459403.998194;16.01;0.02;Tacande Observatory;V;Paul Leyland
2459411.942674;15.91;0.03;Tacande Observatory;C;Paul Leyland
2459411.960891;15.96;0.04;Tacande Observatory;V;Paul Leyland
2459422.54462;16.144;0.06;Warrumbungle Observatory;R;Roger Dymock
2459422.54729;16.02;0.07;Warrumbungle Observatory;R;Roger Dymock
2459435.45091;16.02;0.07;Warrumbungle Observatory;R;Roger Dymock
2459435.45626;16.1;0.06;Warrumbungle Observatory;R;Roger Dymock
2459475.21759;16.15;0.08;REM La Silla;r;Roger Dymock
2459475.22003;16.15;0.08;REM La Silla;r;Roger Dymock
2459475.22247;15.92;0.08;REM La Silla;r;Roger Dymock
2459475.22491;15.94;0.08;REM La Silla;r;Roger Dymock
2459475.22735;15.8;0.08;REM La Silla;r;Roger Dymock
