JD;Magnitude;Error;Facility;Filter;Owner
2458471.83378704;17.460081100463867;0.1874978636117348;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458471.83378705;17.02082061767578;0.1784054482367452;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;i(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458471.83630093;17.451900482177734;0.1905038264631029;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458471.83630094;16.999176025390625;0.1762736941068973;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;i(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458471.83911111;17.343271255493164;0.2316156704586281;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458471.83911112;18.49957656860352;0.2201204585827555;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;g(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458471.84197106;17.363128662109375;0.2273682953953778;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458471.84197107;18.495635986328125;0.2202702381573951;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;g(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458474.82197568;16.977685928344727;0.1791211347441419;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;i(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458474.82197569;17.443775177001953;0.1759304543538342;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458474.824478;17.0007266998291;0.1842511853970838;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;i(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458474.82447801;17.44695281982422;0.1852564856752625;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458474.82729629;18.43622589111328;0.3165136330048312;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;g(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458474.8272963;17.3828182220459;0.2422957817092174;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458474.83014583;17.38947868347168;0.2507248465661824;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458474.83014584;18.54764175415039;0.2926105129187771;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;g(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458479.82353588;17.412046432495117;0.1629995308647774;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
2458479.82353589;16.950124740600586;0.151774198629859;SMARTS1.3_ANDICAM, Piotr Trzcionkowski;i(DECAPS);SMARTS1.3_ANDICAM, Piotr Trzcionkowski
2458479.82604745;17.3837947845459;0.1611484682577996;SMARTS1.3 P.Zielinski;G(GAIA);SMARTS1.3 P.Zielinski
