JD;Magnitude;Error;Facility;Filter;Owner
2459314.6155519;17.3739013671875;0.0820399457609269;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459314.6391184;17.37767791748047;0.0706264005776045;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459314.642967;19.79153060913086;0.0976057572644372;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459314.6940601;17.450504302978516;0.0996202646996121;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459314.69793;19.90763664245605;0.1005067866575392;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459314.9083608;17.39992904663086;0.0750257400703466;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459314.912203;19.824254989624023;0.0966062074771529;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.1355707;17.36469268798828;0.096707309092313;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.1394348;19.905879974365234;0.1288746407702088;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.1478478;17.44354248046875;0.0908226901099821;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459315.1910962;17.43109893798828;0.0848579282293541;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459315.1949369;19.889873504638672;0.1174324367855847;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.217333;17.33112144470215;0.0932659216593597;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.4323889;17.476961135864258;0.1394900540847058;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.4388312;17.366567611694336;0.0959421841620658;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.465356;17.313940048217773;0.0929639273194081;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.4691987;19.92605209350586;0.1349627908099019;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.4812352;17.330474853515625;0.0927952129593712;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459315.5209611;17.435237884521484;0.0821928936090586;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459315.5248103;19.85389709472656;0.126472355351498;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.5367856;17.427045822143555;0.0752227818601038;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459315.5784668;17.435348510742188;0.0723178825101792;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459315.621131;17.432945251464844;0.0797960664308731;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459315.6249803;19.878557205200195;0.1097590420751917;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.6583443;17.44363021850586;0.0739374022023839;LCOGT1m, Etienne Bac;i(PS1);LCOGT1m, Etienne Bac
2459315.8927806;17.521366119384766;0.1035224503794153;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459315.8966245;19.96552085876465;0.1434021456680622;LCOGT1m, Etienne Bachelet;g(PS1);LCOGT1m, Etienne Bachelet
2459315.9722246;17.338212966918945;0.0982104584189254;LCOGT1m, Etienne Bac;i(APASS);LCOGT1m, Etienne Bac
2459315.9760728;20.017602920532227;0.1124906498598965;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
