JD;Magnitude;Error;Facility;Filter;Owner
2457077.931;18.98;0.0;;G_Gaia;
2457097.113;19.02;0.0;;G_Gaia;
2457130.099;19.04;0.0;;G_Gaia;
2457172.066;19.02;0.0;;G_Gaia;
2457172.316;19.03;0.0;;G_Gaia;
2457172.39;18.92;0.0;;G_Gaia;
2457278.752;19.02;0.0;;G_Gaia;
2457331.157;19.05;0.0;;G_Gaia;
2457452.906;19.01;0.0;;G_Gaia;
2457505.972;19.03;0.0;;G_Gaia;
2457680.536;18.99;0.0;;G_Gaia;
2457828.513;18.97;0.0;;G_Gaia;
2457857.255;19.01;0.0;;G_Gaia;
2457857.329;19.02;0.0;;G_Gaia;
2457881.576;19.09;0.0;;G_Gaia;
2458029.9;19.05;0.0;;G_Gaia;
2458060.559;18.97;0.0;;G_Gaia;
2458082.059;18.49;0.0;;G_Gaia;
2458082.059;19.0;0.0;;G_Gaia;
2458204.386;19.02;0.0;;G_Gaia;
2458256.872;19.04;0.0;;G_Gaia;
2458356.155;19.01;0.0;;G_Gaia;
2458356.229;19.0;0.0;;G_Gaia;
2458367.233;19.0;0.0;;G_Gaia;
2458367.409;19.01;0.0;;G_Gaia;
2458532.373;18.89;0.0;;G_Gaia;
2458540.202;18.95;0.0;;G_Gaia;
2458540.378;18.97;0.0;;G_Gaia;
2458617.16;18.66;0.0;;G_Gaia;
2458634.8373843;18.659716937348133;0.1973905400277461;;r_ZTF;
2458645.971875;18.510819012598876;0.1705144325593579;;r_ZTF;
2458647.7941898;18.43659937644403;0.1733902045065379;;r_ZTF;
2458658.8811458;18.39845019475279;0.1349410221712833;;r_ZTF;
2458667.8008565;18.2803720238509;0.1258142451178234;;r_ZTF;
2458675.7887037;18.10003953837557;0.1022872685704203;;r_ZTF;
2458690.8373032;17.952517605252194;0.0861262323948934;;r_ZTF;
2458693.7284722;17.88653931098759;0.077799899555002;;r_ZTF;
2458693.7904861;19.459824428245994;0.2099008169977018;;g_ZTF;
2458700.8796181;17.90055161265638;0.0819373361852256;;r_ZTF;
2458717.373;17.84;0.0;;G_Gaia;
2458717.697;17.81;0.0;;G_Gaia;
2458717.947;17.85;0.0;;G_Gaia;
2458724.6485069;18.031968132567837;0.0904774314457632;;r_ZTF;
2458727.704;17.9;0.0;;G_Gaia;
2458728.481311;18.58989906311035;0.2636615432985109;;V;
2458728.481311;18.58986091613769;0.2636614102248923;Liam Hardy pt5m;V(APASS);Liam Hardy pt5m
2458728.485889;17.09910011291504;0.248867755123311;;r;
2458728.485889;17.099082946777344;0.2488678407207676;Liam Hardy pt5m;r(APASS);Liam Hardy pt5m
2458740.7708333;17.92597160698187;0.1250864878884415;;r_ZTF;
2458749.771169;17.809268070011097;0.0773600738737564;;r_ZTF;
2458770.708044;17.92161064712101;0.1224195906580333;;r_ZTF;
2458779.6012269;18.21621813325293;0.1079701656564396;;r_ZTF;
2458782.6238079;18.29324639009612;0.1503392918439797;;r_ZTF;
2458792.6247801;18.40643431443894;0.1917800969267365;;r_ZTF;
2458803.773;18.47;0.0;;G_Gaia;
2458803.773;18.48;0.0;;G_Gaia;
2458816.785;18.67;0.0;;G_Gaia;
2458816.859;18.65;0.0;;G_Gaia;
2458910.131;18.96;0.0;;G_Gaia;
2458910.131;18.97;0.0;;G_Gaia;
2458927.329;19.0;0.0;;G_Gaia;
2458927.403;18.94;0.0;;G_Gaia;
2458927.403;18.95;0.0;;G_Gaia;
2458961.224;19.01;0.0;;G_Gaia;
2458961.4;18.99;0.0;;G_Gaia;
2458961.4;18.98;0.0;;G_Gaia;
2459020.51402894;20.49340057373047;0.1786446509133905;;V;
2459020.51402894;20.49337577819824;0.1786450283934108;Loiano, Felice Cusano;V(APASS);Loiano, Felice Cusano
2459020.51934606;19.406639099121094;0.1653358212066495;Loiano, Felice Cusano;r(APASS);Loiano, Felice Cusano
2459020.51934606;19.40660095214844;0.1653358212066495;;r;
2459020.52461227;18.47470092773437;0.3478981964810239;;i;
2459020.52461227;18.474687576293945;0.3478982851200483;Loiano, Felice Cusano;i(APASS);Loiano, Felice Cusano
2459087.403;19.05;0.0;;G_Gaia;
2459099.157;19.03;0.0;;G_Gaia;
2459099.231;19.04;0.0;;G_Gaia;
2459137.122;19.03;0.0;;G_Gaia;
2459137.122;19.01;0.0;;G_Gaia;
2459137.196;19.05;0.0;;G_Gaia;
2459187.105;19.08;0.0;;G_Gaia;
2459187.179;19.03;0.0;;G_Gaia;
