JD;Magnitude;Error;Facility;Filter;Owner
2459555.7004181;14.785212516784668;0.0619964000340393;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459555.7906607;14.778284072875977;0.0667054608506926;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459555.7916812;17.23849105834961;0.0307413170272148;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2459556.6617077;14.695377349853516;0.0676379780621011;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2459556.6627396;17.233182907104492;0.0191364073908791;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2459556.6701863;14.778654098510742;0.0610263731750717;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459556.6871998;14.775349617004396;0.0612951557197451;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459556.6886719;14.77267074584961;0.0614785282451682;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459556.9179216;14.68305206298828;0.0673557400639429;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2459557.9579968;14.711343765258787;0.0685415522856477;LCOGT1m, Kris Rybicki;i(APASS);LCOGT1m, Kris Rybicki
2459558.0382961;14.781426429748535;0.0656554637859384;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459558.0393277;17.166643142700195;0.0359533050945468;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2459558.0767837;14.780400276184082;0.0618957347109246;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459558.0782456;14.77676010131836;0.0573631905360281;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459558.67179398;16.324718475341797;0.0468265919539735;PROMPT6_FLI, Piotr Trzcionkowski;V(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459558.6897756;14.77183723449707;0.0644482342389052;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459558.6908073;17.224609375;0.0314076211892864;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2459558.70236111;15.437780380249023;0.0597741349346445;PROMPT6_FLI, Piotr Trzcionkowski;r(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459558.70743056;14.620439529418944;0.0907825165521787;PROMPT6_FLI, Piotr Trzcionkowski;i(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459558.71015047;14.620970726013184;0.0896238197893083;PROMPT6_FLI, Piotr Trzcionkowski;i(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.0032613;14.767885208129885;0.0617083987019452;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.0500225;14.774532318115234;0.0570365148706044;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.0514844;14.77219009399414;0.0572934514383027;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.534213;14.765835762023926;0.0576394714256232;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.5356735;14.770315170288086;0.0566823746948338;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.5383051;14.762435913085938;0.0567981922498601;LCOGT1m, Kris Rybicki;i(PS1);LCOGT1m, Kris Rybicki
2459559.539326;17.185884475708008;0.0328915890426551;LCOGT1m, Kris Rybicki;g(APASS);LCOGT1m, Kris Rybicki
2459559.61428241;16.29728126525879;0.0519862987775565;PROMPT6_FLI, Piotr Trzcionkowski;V(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.61664352;16.3123779296875;0.0517479721865995;PROMPT6_FLI, Piotr Trzcionkowski;V(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.61890046;15.425220489501951;0.0664045816888263;PROMPT6_FLI, Piotr Trzcionkowski;r(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.62104166;15.42166519165039;0.0616004641751391;PROMPT6_FLI, Piotr Trzcionkowski;r(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.62921296;14.612298965454102;0.0975081673229514;PROMPT6_FLI, Piotr Trzcionkowski;i(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.63365741;14.624868392944336;0.0949470598225694;PROMPT6_FLI, Piotr Trzcionkowski;i(APASS);PROMPT6_FLI, Piotr Trzcionkowski
2459559.79912;15.436119079589844;0.1127892824215072;REM_ROS2, Przemek Mikolajczyk;r(APASS);REM_ROS2, Przemek Mikolajczyk
2459559.79912;17.005840301513672;0.1355029574241146;REM_ROS2, Przemek Mikolajczyk;g(APASS);REM_ROS2, Przemek Mikolajczyk
2459559.79912;14.676069259643556;0.130288911634296;REM_ROS2, Przemek Mikolajczyk;i(APASS);REM_ROS2, Przemek Mikolajczyk
2459559.80249;17.04825210571289;0.1126916300939302;REM_ROS2, Przemek Mikolajczyk;g(APASS);REM_ROS2, Przemek Mikolajczyk
2459559.80249;14.70102882385254;0.1012622600655817;REM_ROS2, Przemek Mikolajczyk;i(APASS);REM_ROS2, Przemek Mikolajczyk
2459559.80249;14.919844627380373;0.3110175129352704;REM_ROS2, Przemek Mikolajczyk;z(PS1);REM_ROS2, Przemek Mikolajczyk
