JD;Magnitude;Error;Facility;Filter;Owner
2458988.0815457;17.510854721069336;0.0723727133654423;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458988.08733946;17.448486328125;0.1310190187647611;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2458989.0786861;17.567729949951172;0.0941479722822041;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458989.08422488;17.64105224609375;0.2983100070425117;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2458997.0480103;17.69365119934082;0.071861196514627;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458997.05359644;17.628711700439453;0.0785593501907514;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2458998.955291;17.706703186035156;0.0719224883155538;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2458998.96095407;17.6422061920166;0.0559097337270831;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2458999.9964578;17.709930419921875;0.0721136624868774;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2459000.00203043;17.655298233032227;0.1085403263241397;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2459000.9133144;17.75856590270996;0.0747388605472162;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2459000.91890547;17.678600311279297;0.0511978772502164;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2459002.021952;17.707275390625;0.0714676976954102;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2459002.02753508;17.648067474365234;0.1561795857657781;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2459016.935052;17.75026512145996;0.0995073442402643;LCOGT2m, Etienne Bachelet;i(APASS);LCOGT2m, Etienne Bachelet
2459016.94066819;17.714618682861328;0.0627467125006992;LCOGT-SS-2m_Spectral, Piotr Trzcionkowski;i(DECAPS);LCOGT-SS-2m_Spectral, Piotr Trzcionkowski
2459533.80679977;18.80965805053711;0.077942844114342;Danish 1.54-m telescope, Jaroslav Merc;G(GAIA);Danish 1.54-m telescope, Jaroslav Merc
2459533.80679977;18.772615432739254;0.102748146276549;Danish 1.54-m telescope, Jaroslav Merc;r(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459533.81070602;17.964027404785156;0.1177174425025248;Danish 1.54-m telescope, Jaroslav Merc;i(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459534.85064468;18.804222106933597;0.0444313037070488;Danish 1.54-m telescope, Jaroslav Merc;G(GAIA);Danish 1.54-m telescope, Jaroslav Merc
2459534.85064468;18.782934188842773;0.0987516763441087;Danish 1.54-m telescope, Jaroslav Merc;r(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459534.85455787;17.997596740722656;0.1177816298769491;Danish 1.54-m telescope, Jaroslav Merc;i(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459600.71172684;18.16035842895508;0.1190414011076214;Danish 1.54-m telescope, Jaroslav Merc;i(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459626.75985533;19.029808044433597;0.1382903449914802;Danish 1.54-m telescope, Jaroslav Merc;r(APASS);Danish 1.54-m telescope, Jaroslav Merc
2459626.76377547;18.18889808654785;0.1354631036003179;Danish 1.54-m telescope, Jaroslav Merc;i(APASS);Danish 1.54-m telescope, Jaroslav Merc
