JD;Magnitude;Error;Facility;Filter;Owner
2459083.2919269;15.577398300170898;0.3543993871550947;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459083.2927624;18.178617477416992;0.4168874564905236;LCOGT1m, Etienne Bac;g(PS1);LCOGT1m, Etienne Bac
2459084.4097627;15.626571655273438;0.4121249439545874;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459084.4105909;18.61588859558105;0.2402230827094728;LCOGT1m, Etienne Bachelet;B(APASS);LCOGT1m, Etienne Bachelet
2459084.4718254;15.673540115356444;0.4502501369825679;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459084.7016621;15.575207710266112;0.3916840983277845;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459085.3856065;15.715206146240234;0.4906205189323495;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459085.3864399;18.578182220458984;0.2469033801000917;LCOGT1m, Etienne Bac;B(APASS);LCOGT1m, Etienne Bac
2459086.3718618;15.574385643005373;0.3577720519604029;LCOGT1m, Etienne Bachelet;i(PS1);LCOGT1m, Etienne Bachelet
2459086.3727023;18.0513973236084;0.0582498221371795;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459086.9061748;15.218804359436035;0.1628667575673064;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459093.002548;15.238580703735352;0.1567685967904673;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459093.0033844;18.02793502807617;0.0649700835444437;LCOGT1m, Etienne Bac;g(APASS);LCOGT1m, Etienne Bac
2459110.0038055;17.978261947631836;0.4215904404742924;LCOGT1m, N.Ihanec;g(PS1);LCOGT1m, N.Ihanec
2459110.0038055;17.978300094604492;0.4215900829279231;LCOGT1m, N.Ihanec;g(PS1);LCOGT1m, N.Ihanec
2459110.0059613;18.000900268554688;0.453473150799941;LCOGT1m, N.Ihanec;g(PS1);LCOGT1m, N.Ihanec
2459123.5698804;14.949170112609863;0.112427717699286;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459123.571407;17.66138458251953;0.0505032493486553;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459154.5314747;14.612492561340332;0.1318771598288777;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459154.5323148;17.410202026367188;0.0713896906748696;LCOGT1m, Etienne Bachelet;g(APASS);LCOGT1m, Etienne Bachelet
2459154.9115153;14.638893127441406;0.1101239667779869;LCOGT1m, Etienne Bachelet;i(APASS);LCOGT1m, Etienne Bachelet
2459307.140893044;16.904558181762695;0.1041178358894243;TRT-SBO0.7 Supachai Awipan;V(APASS);TRT-SBO0.7 Supachai Awipan
2459307.1424678355;16.02760124206543;0.1501330077369571;TRT-SBO0.7 Supachai Awipan;r(APASS);TRT-SBO0.7 Supachai Awipan
2459307.1440227893;15.396053314208984;0.1958775356310159;TRT-SBO0.7 Supachai Awipan;i(APASS);TRT-SBO0.7 Supachai Awipan
2459314.1233045254;15.699442863464355;0.1251933582007948;TRT-SBO0.7 Supachai Awipan;r(APASS);TRT-SBO0.7 Supachai Awipan
2459314.1249554283;15.27753734588623;0.1627559663699849;TRT-SBO0.7 Supachai Awipan;i(APASS);TRT-SBO0.7 Supachai Awipan
2459315.123940544;15.934911727905272;0.122618004636713;TRT-SBO0.7 Supachai Awipan;r(APASS);TRT-SBO0.7 Supachai Awipan
