# HJD             mag      mag_err  
  2458492.69525   16.178   0.149    
  2458492.69653   16.171   0.143    
  2458492.79519   16.275   0.143    
  2458492.79641   16.056   0.132    
  2458492.79764   16.084   0.13     
  2458493.76401   16.073   0.128    
  2458493.76528   16.219   0.146    
  2458493.76655   16.127   0.124    
  2458494.86331   16.323   0.186    
  2458496.62815   16.223   0.159    
  2458496.62943   16.147   0.151    
  2458496.6307    16.252   0.152    
  2458496.67472   16.212   0.149    
  2458496.676     16.269   0.147    
  2458496.67729   16.188   0.142    
  2458496.81324   15.897   0.094    
  2458496.81445   16.137   0.139    
  2458496.81567   16.102   0.131    
  2458497.67278   16.394   0.203    
  2458498.79101   15.989   0.102    
  2458498.79223   16.069   0.111    
  2458498.79345   16.064   0.132    
  2458498.80199   16.108   0.134    
  2458498.80327   16.299   0.16     
  2458498.80453   16.120   0.113    
  2458499.61603   15.973   0.16     
  2458499.61725   15.885   0.124    
  2458499.61847   16.019   0.165    
  2458499.77263   16.376   0.197    
  2458499.77385   16.178   0.152    
  2458499.77507   16.336   0.195    
  2458500.6669    16.129   0.197    
  2458501.71005   16.255   0.216    
  2458501.71133   16.142   0.168    
  2458501.71772   16.251   0.208    
  2458501.86756   16.278   0.211    
  2458507.79282   16.215   0.214    
  2458508.76814   16.258   0.201    
  2458509.59874   16.239   0.154    
  2458509.59996   15.914   0.121    
  2458509.60118   16.187   0.122    
  2458509.80281   16.094   0.187    
  2458509.80403   16.015   0.187    
  2458509.80524   16.153   0.158    
  2458510.64815   16.208   0.133    
  2458510.64942   16.101   0.122    
  2458510.65069   15.999   0.112    
  2458510.83004   16.081   0.182    
  2458511.76454   16.249   0.167    
  2458511.76594   16.183   0.149    
  2458511.76721   16.391   0.156    
  2458511.7956    16.347   0.204    
  2458511.79804   16.187   0.177    
  2458512.82904   16.210   0.182    
  2458512.83033   16.130   0.151    
  2458512.83159   16.291   0.176    
  2458513.84825   16.046   0.157    
  2458514.85432   16.124   0.127    
  2458514.85561   16.194   0.128    
  2458514.85688   16.044   0.125    
  2458514.85818   16.146   0.128    
  2458515.85378   16.192   0.153    
  2458515.85504   16.010   0.108    
  2458515.85631   16.232   0.159    
  2458516.8526    16.357   0.192    
  2458516.85382   16.080   0.156    
  2458516.85504   16.177   0.15     
  2458517.85212   16.289   0.138    
  2458517.85334   16.511   0.194    
  2458517.85455   16.070   0.13     
  2458518.8626    16.002   0.095    
  2458518.86381   16.084   0.102    
  2458519.71744   16.065   0.125    
  2458519.71865   15.912   0.106    
  2458519.71987   16.081   0.113    
  2458519.8571    16.367   0.172    
  2458519.85832   16.221   0.168    
  2458519.85954   15.963   0.114    
  2458519.8757    16.205   0.148    
  2458519.87691   15.973   0.112    
  2458519.87813   16.119   0.138    
  2458521.63116   16.045   0.123    
  2458521.63243   16.313   0.155    
  2458521.63371   16.126   0.124    
  2458521.63887   16.045   0.14     
  2458521.64015   16.115   0.131    
  2458522.60709   16.216   0.142    
  2458522.60836   16.105   0.125    
  2458522.60971   16.382   0.161    
  2458522.71527   16.186   0.139    
  2458522.71649   16.205   0.143    
  2458522.7177    15.994   0.152    
  2458523.64968   16.072   0.151    
  2458523.65097   16.202   0.151    
  2458523.65224   16.008   0.117    
  2458523.67298   16.263   0.186    
  2458523.67427   16.243   0.17     
  2458523.67555   16.232   0.163    
  2458524.60987   16.350   0.152    
  2458524.61115   16.024   0.13     
  2458524.61245   16.293   0.14     
  2458524.61771   16.085   0.149    
  2458524.61893   16.147   0.114    
  2458524.62016   15.915   0.111    
  2458525.59119   16.198   0.185    
  2458525.66745   15.974   0.117    
  2458525.66873   16.340   0.164    
  2458525.66999   16.317   0.169    
  2458525.77346   16.149   0.163    
  2458525.77468   16.295   0.186    
  2458525.7759    16.263   0.171    
  2458526.64026   16.242   0.151    
  2458526.64153   16.203   0.17     
  2458526.64281   16.310   0.164    
  2458526.67239   16.190   0.141    
  2458526.67361   16.157   0.124    
  2458526.67483   16.102   0.105    
  2458527.63163   16.154   0.116    
  2458527.67135   16.146   0.133    
  2458527.67257   16.039   0.115    
  2458527.67379   16.079   0.136    
  2458527.81276   16.162   0.177    
  2458527.81398   16.008   0.129    
  2458527.8152    16.338   0.192    
  2458528.72342   16.262   0.173    
  2458528.72464   16.321   0.175    
  2458528.72585   15.864   0.111    
  2458528.75514   16.283   0.159    
  2458528.75641   16.093   0.138    
  2458528.75768   16.311   0.175    
  2458529.62229   16.117   0.164    
  2458529.62352   16.148   0.177    
  2458529.62473   16.063   0.167    
  2458529.71352   16.291   0.189    
  2458529.7148    16.367   0.203    
  2458529.86269   16.298   0.187    
  2458529.86395   16.479   0.205    
  2458529.86524   16.332   0.178    
  2458530.59713   16.041   0.167    
  2458530.68051   16.141   0.175    
  2458530.68172   16.107   0.158    
  2458530.68295   16.327   0.214    
  2458530.85914   15.962   0.113    
  2458530.86035   15.881   0.083    
  2458530.86158   15.949   0.116    
  2458531.77278   16.081   0.161    
  2458531.7741    16.065   0.186    
  2458531.77537   16.248   0.172    
  2458531.87043   16.474   0.214    
  2458531.87165   16.107   0.174    
  2458532.68632   15.911   0.208    
  2458532.79785   15.960   0.218    
  2458534.64158   16.130   0.212    
  2458534.64279   15.852   0.193    
  2458536.83245   16.121   0.213    
  2458536.83367   15.921   0.182    
  2458536.83488   15.742   0.159    
  2458537.58647   16.334   0.194    
  2458537.58767   16.204   0.174    
  2458537.5889    16.213   0.175    
  2458538.62305   16.252   0.164    
  2458538.62549   15.962   0.153    
  2458538.67638   16.033   0.122    
  2458538.6776    16.176   0.177    
  2458538.85976   16.153   0.167    
  2458538.86112   15.994   0.181    
  2458539.585     16.217   0.184    
  2458539.58622   16.404   0.214    
  2458539.58744   16.214   0.179    
  2458539.62582   16.067   0.118    
  2458539.62704   15.842   0.101    
  2458539.62826   16.269   0.16     
  2458539.78235   15.957   0.152    
  2458539.78356   16.066   0.181    
  2458539.78477   15.982   0.168    
  2458539.81315   15.937   0.125    
  2458539.81437   16.104   0.172    
  2458540.64354   16.285   0.176    
  2458540.64476   16.120   0.131    
  2458540.64598   16.121   0.146    
  2458540.6886    16.338   0.189    
  2458540.68987   16.096   0.123    
  2458540.69114   16.437   0.211    
  2458540.83753   16.184   0.161    
  2458540.83884   16.326   0.161    
  2458540.8401    16.236   0.153    
  2458541.68012   16.090   0.116    
  2458541.68138   16.044   0.117    
  2458541.68265   16.174   0.139    
  2458541.72496   16.027   0.169    
  2458541.72618   16.034   0.148    
  2458541.72739   16.318   0.203    
  2458541.85627   16.231   0.135    
  2458541.85755   16.417   0.206    
  2458541.85883   16.058   0.127    
  2458542.66766   16.094   0.133    
  2458542.66893   16.138   0.138    
  2458542.67029   16.034   0.118    
  2458542.84377   16.271   0.147    
  2458542.84504   16.355   0.176    
  2458542.84631   15.955   0.106    
  2458543.66057   16.176   0.129    
  2458543.66179   16.142   0.125    
  2458543.66301   15.983   0.097    
  2458543.78705   16.030   0.143    
  2458543.78826   16.226   0.176    
  2458543.78948   16.126   0.158    
  2458543.85085   16.190   0.153    
  2458543.85212   16.048   0.129    
  2458543.85339   16.167   0.141    
  2458544.84126   16.194   0.139    
  2458544.84248   16.352   0.184    
  2458544.84371   16.189   0.196    
  2458544.85005   16.072   0.121    
  2458544.85132   16.134   0.105    
  2458544.85259   16.025   0.121    
  2458546.83686   16.044   0.114    
  2458546.83814   16.077   0.139    
  2458546.83939   16.001   0.12     
  2458546.87463   16.051   0.139    
  2458546.8759    16.347   0.196    
  2458546.87718   16.368   0.2      
  2458547.80962   16.189   0.133    
  2458547.8109    16.277   0.165    
  2458547.81217   16.038   0.13     
  2458547.8501    16.150   0.192    
  2458547.85132   16.268   0.174    
  2458547.85254   16.236   0.176    
  2458548.78566   16.097   0.137    
  2458548.78692   16.300   0.178    
  2458548.78819   16.210   0.15     
  2458548.85743   16.291   0.174    
  2458548.85878   16.202   0.167    
  2458548.86006   16.094   0.151    
  2458549.74732   16.110   0.121    
  2458549.74858   16.189   0.13     
  2458549.74986   16.220   0.163    
  2458549.77327   16.044   0.149    
  2458549.77454   16.204   0.143    
  2458549.7758    16.454   0.198    
  2458550.75793   16.039   0.112    
  2458550.75923   16.000   0.115    
  2458550.7605    16.157   0.134    
  2458550.77245   16.420   0.209    
  2458550.77373   16.353   0.196    
  2458550.77501   16.321   0.212    
  2458551.7533    16.163   0.133    
  2458551.75457   16.059   0.121    
  2458551.7559    16.065   0.128    
  2458552.77822   16.124   0.121    
  2458552.77943   16.249   0.13     
  2458552.78064   16.004   0.14     
  2458552.82354   16.313   0.21     
  2458552.82475   16.083   0.151    
  2458552.82597   16.315   0.19     
  2458553.53414   16.382   0.184    
  2458553.53542   16.300   0.165    
  2458553.53669   16.111   0.12     
  2458553.6159    16.085   0.139    
  2458553.61716   16.078   0.119    
  2458553.61845   16.091   0.14     
  2458554.57907   16.084   0.145    
  2458554.58029   16.270   0.174    
  2458554.58151   16.266   0.165    
  2458554.63777   16.044   0.135    
  2458554.63903   16.058   0.107    
  2458554.64032   16.188   0.13     
  2458555.59697   16.071   0.122    
  2458555.59819   16.130   0.135    
  2458555.59941   16.047   0.11     
  2458555.63775   16.126   0.153    
  2458555.63901   16.291   0.15     
  2458555.64028   16.115   0.11     
  2458556.75323   16.309   0.174    
  2458556.75446   16.208   0.181    
  2458556.75568   16.407   0.208    
  2458556.77511   16.195   0.143    
  2458556.77638   16.160   0.134    
  2458556.77766   16.266   0.163    
  2458557.56234   16.023   0.187    
  2458557.56356   16.232   0.2      
  2458557.56478   16.155   0.185    
  2458557.74774   16.160   0.15     
  2458559.59401   15.973   0.147    
  2458559.59523   16.216   0.182    
  2458560.58241   16.249   0.22     
  2458560.58497   16.283   0.213    
  2458560.84317   16.173   0.159    
  2458560.8444    16.321   0.201    
  2458560.84562   16.243   0.173    
  2458561.77752   15.834   0.194    
  2458564.59794   15.929   0.203    
  2458565.6976    16.046   0.174    
  2458565.72589   16.196   0.214    
  2458566.71046   16.105   0.185    
  2458567.5346    16.005   0.131    
  2458567.53581   16.081   0.126    
  2458567.53703   16.266   0.17     
  2458567.71599   16.033   0.202    
  2458567.73948   16.055   0.176    
  2458567.74071   15.975   0.141    
  2458567.74193   16.064   0.202    
  2458568.59099   16.198   0.166    
  2458568.59222   16.440   0.197    
  2458568.60291   16.103   0.132    
  2458568.6042    16.231   0.12     
  2458568.60547   16.076   0.112    
  2458568.78431   16.331   0.219    
  2458568.78559   16.257   0.193    
  2458568.78685   16.392   0.212    
  2458569.59671   15.949   0.115    
  2458569.59793   15.999   0.114    
  2458569.59916   15.999   0.112    
  2458569.63018   16.301   0.185    
  2458569.63138   16.135   0.133    
  2458569.63261   16.231   0.17     
  2458570.36863   16.074   0.148    
  2458570.80507   16.178   0.159    
  2458570.80633   16.417   0.19     
  2458570.80759   16.436   0.184    
  2458571.31476   16.271   0.147    
  2458571.31721   16.212   0.156    
  2458571.41852   16.220   0.162    
  2458571.66576   16.221   0.141    
  2458571.66698   16.108   0.14     
  2458571.6682    16.269   0.177    
  2458573.37428   16.028   0.116    
  2458573.46195   15.824   0.21     
  2458573.66973   15.945   0.13     
  2458573.67093   16.241   0.196    
  2458573.67215   16.221   0.14     
  2458575.37347   16.330   0.192    
  2458575.37468   15.931   0.138    
  2458575.45716   16.278   0.179    
  2458575.45958   16.214   0.172    
  2458575.50161   16.078   0.125    
  2458575.50282   16.170   0.122    
  2458575.50404   16.160   0.125    
  2458575.61865   15.965   0.111    
  2458575.61987   15.834   0.097    
  2458575.6211    16.135   0.14     
  2458576.35542   16.336   0.157    
  2458576.35783   16.367   0.158    
  2458576.46694   16.188   0.137    
  2458576.46816   16.066   0.116    
  2458576.46938   16.464   0.197    
  2458576.72272   15.998   0.093    
  2458576.72393   16.008   0.115    
  2458576.72515   15.919   0.103    
  2458576.75447   16.220   0.118    
  2458576.75575   16.333   0.16     
  2458576.75703   16.157   0.12     
  2458577.2527    16.322   0.171    
  2458577.28773   16.385   0.194    
  2458577.51897   16.414   0.2      
  2458577.5202    16.249   0.202    
  2458577.52174   16.367   0.173    
  2458577.52417   16.181   0.149    
  2458577.7685    16.156   0.186    
  2458577.76972   16.319   0.184    
  2458577.77094   16.020   0.153    
  2458578.56871   16.200   0.167    
  2458578.56993   16.207   0.162    
  2458579.30908   16.146   0.15     
  2458580.64387   16.078   0.133    
  2458580.64509   16.406   0.195    
  2458580.64631   16.122   0.154    
  2458580.75128   16.062   0.128    
  2458580.75255   16.107   0.146    
  2458580.75382   16.043   0.104    
  2458581.42648   16.008   0.129    
  2458581.69985   16.195   0.145    
  2458581.70113   15.901   0.091    
  2458581.70241   16.023   0.124    
  2458582.37242   16.057   0.12     
  2458582.37611   16.190   0.131    
  2458582.50386   16.081   0.122    
  2458582.69712   16.247   0.166    
  2458582.69833   16.277   0.182    
  2458582.69955   16.410   0.184    
  2458583.24282   16.232   0.15     
  2458583.24404   16.096   0.129    
  2458583.24525   16.217   0.143    
  2458583.25016   16.021   0.12     
  2458583.25138   16.135   0.124    
  2458583.25259   16.153   0.131    
  2458583.61151   15.999   0.089    
  2458583.61274   16.174   0.156    
  2458583.61396   16.041   0.115    
  2458584.26145   15.960   0.083    
  2458584.26266   16.126   0.095    
  2458584.26388   16.164   0.139    
  2458584.292     16.269   0.145    
  2458584.29322   16.224   0.134    
  2458584.29443   16.283   0.149    
  2458584.50309   16.156   0.135    
  2458584.50431   16.184   0.154    
  2458584.50553   14.724   0.073    
  2458584.52919   16.083   0.11     
  2458584.53039   16.307   0.172    
  2458584.53161   16.225   0.17     
  2458585.26986   15.922   0.1      
  2458585.27108   16.064   0.11     
  2458585.27231   16.366   0.185    
  2458585.45294   16.168   0.128    
  2458585.45415   16.074   0.133    
  2458585.45537   15.958   0.102    
  2458585.70126   15.923   0.118    
  2458585.70248   16.066   0.155    
  2458585.7037    15.898   0.112    
  2458586.274     16.099   0.155    
  2458586.27644   16.470   0.176    
  2458586.38646   15.889   0.113    
  2458586.38766   16.071   0.125    
  2458586.38887   16.295   0.158    
  2458586.64581   16.056   0.111    
  2458586.64708   15.954   0.112    
  2458586.64835   16.135   0.143    
  2458586.78119   16.009   0.132    
  2458586.78246   16.082   0.12     
  2458586.78373   16.091   0.147    
  2458587.3015    16.146   0.185    
  2458587.3037    16.236   0.189    
  2458588.60287   16.222   0.21     
  2458588.60545   16.087   0.167    
  2458589.66098   16.144   0.211    
  2458590.69      15.712   0.174    
  2458591.25795   16.155   0.217    
  2458591.25917   15.853   0.177    
  2458591.26038   15.990   0.184    
  2458591.58931   15.950   0.207    
  2458592.39366   15.771   0.175    
  2458596.71481   16.190   0.192    
  2458597.54226   15.956   0.215    
  2458598.41033   16.265   0.187    
  2458598.41155   16.196   0.171    
  2458598.41276   16.204   0.159    
  2458599.60633   16.083   0.148    
  2458599.60754   16.115   0.14     
  2458599.60877   16.090   0.146    
  2458599.60891   16.198   0.134    
  2458599.61018   16.406   0.203    
  2458599.61145   16.192   0.145    
  2458600.29281   16.037   0.117    
  2458600.29402   16.136   0.129    
  2458600.29524   16.234   0.128    
  2458600.55571   16.128   0.132    
  2458600.557     16.277   0.156    
  2458600.55827   16.190   0.149    
  2458600.68675   16.071   0.122    
  2458600.68798   16.330   0.2      
  2458600.6892    16.150   0.191    
  2458601.24337   16.215   0.125    
  2458601.24458   16.093   0.116    
  2458601.2458    16.120   0.12     
  2458601.2732    16.201   0.148    
  2458601.27442   16.158   0.12     
  2458601.27562   16.066   0.125    
  2458601.43264   16.145   0.131    
  2458601.43385   16.202   0.144    
  2458601.43506   16.224   0.123    
  2458601.45108   16.090   0.11     
  2458601.45231   16.038   0.13     
  2458601.45352   16.166   0.141    
  2458602.25689   15.994   0.099    
  2458602.2581    16.026   0.102    
  2458602.25931   16.076   0.124    
  2458602.57616   16.051   0.115    
  2458602.57738   16.126   0.117    
  2458602.5786    16.086   0.11     
  2458602.60043   16.340   0.161    
  2458602.60171   16.088   0.133    
  2458602.603     16.356   0.168    
  2458603.26182   16.233   0.14     
  2458603.26303   16.258   0.186    
  2458603.26425   16.176   0.127    
  2458603.43737   16.131   0.143    
  2458603.43859   16.104   0.121    
  2458603.56247   16.236   0.158    
  2458603.56369   16.447   0.198    
  2458603.56491   16.139   0.157    
  2458604.43864   16.069   0.113    
  2458604.43984   16.135   0.149    
  2458604.44107   16.009   0.119    
  2458604.68255   16.279   0.181    
  2458604.68381   16.175   0.142    
  2458604.68507   16.365   0.207    
  2458605.21966   16.313   0.195    
  2458605.22088   16.396   0.173    
  2458605.43266   16.101   0.11     
  2458605.43387   16.187   0.146    
  2458605.43507   16.177   0.127    
  2458605.48537   16.210   0.189    
  2458605.48671   14.752   0.093    
  2458607.5984    16.240   0.183    
  2458607.60094   16.206   0.169    
  2458608.67768   16.304   0.149    
  2458608.67891   16.255   0.151    
  2458608.68014   16.172   0.165    
  2458611.66179   16.349   0.184    
  2458611.66305   16.367   0.163    
  2458613.28786   15.925   0.101    
  2458613.28908   15.913   0.076    
  2458613.2903    16.222   0.139    
  2458613.64108   16.258   0.164    
  2458613.64231   16.166   0.161    
  2458614.45317   16.322   0.175    
  2458614.64051   16.215   0.176    
  2458614.64173   16.274   0.149    
  2458614.64294   15.981   0.114    
  2458615.2906    16.177   0.167    
  2458615.29181   16.394   0.185    
  2458615.29303   16.359   0.194    
  2458615.3612    16.107   0.164    
  2458615.36242   16.211   0.153    
  2458615.36363   16.183   0.142    
  2458615.45831   16.160   0.151    
  2458615.62566   16.020   0.133    
  2458615.62688   15.947   0.113    
  2458615.6281    15.991   0.144    
  2458616.39186   16.154   0.142    
  2458616.39308   16.102   0.158    
  2458616.3943    16.312   0.184    
  2458617.39091   15.997   0.215    
  2458618.57325   16.213   0.211    
  2458618.57452   15.860   0.115    
  2458618.57579   15.884   0.136    
  2458624.49556   16.060   0.146    
  2458624.49679   16.189   0.167    
  2458624.49799   16.189   0.168    
  2458626.46125   16.234   0.166    
  2458626.46247   16.173   0.15     
  2458626.46369   16.338   0.145    
  2458626.52004   16.253   0.158    
  2458626.52131   16.232   0.168    
  2458626.52259   16.031   0.129    
  2458627.51595   16.225   0.185    
  2458627.51723   16.489   0.213    
  2458627.56945   16.088   0.129    
  2458627.57072   16.054   0.13     
  2458627.572     16.041   0.12     
  2458629.37488   15.938   0.143    
  2458629.37609   16.026   0.124    
  2458629.3773    16.396   0.192    
  2458629.41207   16.106   0.14     
  2458629.41328   16.204   0.183    
  2458631.64681   16.241   0.197    
  2458631.64926   16.263   0.205    
  2458633.33996   16.118   0.114    
  2458633.34118   16.048   0.117    
  2458633.34239   16.119   0.117    
  2458634.53301   16.315   0.18     
  2458634.53424   16.192   0.141    
  2458636.34957   16.382   0.16     
  2458636.35199   16.294   0.172    
  2458637.21677   16.142   0.133    
  2458637.218     16.274   0.151    
  2458637.21921   16.293   0.151    
  2458637.50245   16.231   0.181    
  2458637.50372   16.342   0.175    
  2458637.505     16.596   0.207    
  2458639.56218   16.279   0.216    
  2458639.5634    16.001   0.137    
  2458639.56461   16.229   0.193    
  2458640.51156   16.102   0.122    
  2458640.51278   16.237   0.156    
  2458640.51399   16.080   0.12     
  2458640.59002   16.276   0.204    
  2458640.59248   16.196   0.134    
  2458641.50812   16.157   0.166    
  2458641.50935   16.309   0.169    
  2458641.5546    16.309   0.191    
  2458643.30256   16.386   0.204    
  2458643.30501   16.454   0.202    
  2458643.47714   16.222   0.157    
  2458643.47837   16.087   0.131    
  2458643.47959   16.177   0.169    
  2458644.36053   16.251   0.216    
  2458644.50794   16.206   0.15     
  2458644.50915   15.966   0.12     
  2458644.51037   16.139   0.151    
  2458645.51696   16.141   0.206    
  2458645.52955   16.047   0.15     
  2458645.53077   16.135   0.182    
  2458646.55761   15.991   0.167    
  2458646.56529   15.949   0.175    
  2458649.31967   15.787   0.153    
  2458655.22756   16.212   0.165    
  2458655.22877   16.127   0.121    
  2458655.22999   16.073   0.127    
  2458658.27541   16.102   0.127    
  2458658.27663   16.080   0.113    
  2458658.27782   16.005   0.113    
  2458658.33214   16.356   0.218    
  2458658.33334   16.236   0.169    
  2458661.29199   16.300   0.168    
  2458661.2932    16.508   0.219    
  2458661.2944    16.212   0.173    
  2458662.54614   16.071   0.161    
  2458662.54737   16.135   0.175    
  2458662.54859   16.265   0.21     
  2458668.23786   16.142   0.121    
  2458668.23906   16.225   0.133    
