hjd,camera,mag,mag_err,flux,flux_err
2458118.71603,bf,13.628,0.02205,13.577,0.275
2457933.4471,be,13.649,0.02203,13.672,0.277
2458181.6371,be,13.583,0.02191,14.531,0.293
2457762.61974,bf,13.584,0.02196,14.139,0.286
2457913.51379,be,13.576,0.0219,14.624,0.295
2457856.65194,bf,13.609,0.022,13.818,0.28
2458079.79451,bf,13.605,0.022,13.868,0.281
2458020.89639,bf,13.594,0.02197,14.0,0.283
2458118.64575,be,13.677,0.0221,13.323,0.271
2458224.64954,be,13.604,0.02194,14.257,0.288
2457759.63555,bf,13.584,0.02196,14.135,0.286
2457466.74625,be,13.58,0.02191,14.577,0.294
2457421.54216,be,13.616,0.02196,14.101,0.285
2457456.50067,be,13.604,0.02194,14.248,0.288
2457446.83442,bf,13.584,0.02196,14.139,0.286
2457843.69855,bf,13.592,0.02197,14.027,0.284
2457465.72367,bf,13.601,0.02199,13.914,0.281
2457835.70514,be,13.609,0.02195,14.182,0.286
2457827.78381,bf,13.649,0.0221,13.319,0.271
2458036.87392,be,13.627,0.02198,13.952,0.282
2457765.64687,bf,13.535,0.02189,14.792,0.298
2458226.70478,bf,13.586,0.02196,14.106,0.285
2457478.67431,bf,13.612,0.02201,13.778,0.279
2458208.69268,be,13.601,0.02194,14.297,0.289
2457789.65242,be,13.58,0.02191,14.568,0.294
2458203.6857,bf,13.591,0.02197,14.04,0.284
2457792.56676,be,13.595,0.02193,14.377,0.29
2457656.89665,bf,13.592,0.02197,14.026,0.284
2458107.67823,bf,13.623,0.02204,13.637,0.276
2458084.78663,bf,13.638,0.02207,13.449,0.273
2458176.67907,be,13.554,0.02188,14.928,0.3
2457745.75033,be,13.623,0.02197,14.009,0.283
2457840.73032,be,13.634,0.022,13.866,0.281
2458096.82859,bf,13.588,0.02196,14.087,0.285
2458107.76849,be,13.613,0.02196,14.14,0.286
2457801.75942,bf,13.595,0.02198,13.999,0.283
2457720.78819,be,13.61,0.02195,14.171,0.286
2457902.58593,bf,13.614,0.02202,13.752,0.279
2457765.61696,be,13.578,0.0219,14.596,0.294
2458198.74698,be,13.589,0.02192,14.454,0.291
2458209.54268,be,13.548,0.02187,15.002,0.302
2457825.58576,bf,13.613,0.02201,13.762,0.279
2458081.78062,bf,13.633,0.02206,13.508,0.274
2458153.81275,be,13.592,0.02192,14.417,0.291
2457420.55057,bf,13.579,0.02195,14.203,0.287
2458211.56092,bf,13.651,0.02211,13.288,0.27
2457774.64043,bf,13.625,0.02204,13.611,0.276
2458092.74663,bf,13.599,0.02198,13.938,0.282
2458227.58245,be,13.593,0.02192,14.397,0.29
2458183.62705,be,13.623,0.02197,14.007,0.283
2458163.6999,be,13.611,0.02195,14.156,0.286
2458019.89975,bf,13.634,0.02206,13.494,0.274
2457423.71152,be,13.619,0.02197,14.057,0.284
2458077.78971,be,13.606,0.02194,14.221,0.287
2458161.68186,be,13.592,0.02192,14.412,0.291
2457790.52831,be,13.564,0.02189,14.789,0.298
2457689.78966,be,13.588,0.02192,14.464,0.292
2457916.5371,bf,13.589,0.02197,14.069,0.284
2457747.66986,bf,13.603,0.02199,13.893,0.281
2457555.44817,be,13.568,0.02189,14.739,0.297
2458174.70732,be,13.603,0.02194,14.267,0.288
2457478.58661,be,13.602,0.02194,14.285,0.288
2458223.62182,be,13.583,0.02191,14.537,0.293
2458157.73874,bf,13.632,0.02206,13.528,0.275
2457460.66744,be,13.618,0.02197,14.072,0.284
2458198.73183,bf,13.605,0.022,13.866,0.281
2458208.58089,bf,13.573,0.02194,14.273,0.288
2458241.65175,bf,13.634,0.02206,13.494,0.274
2457831.6968,be,13.603,0.02194,14.262,0.288
2457568.48702,bf,13.578,0.02195,14.219,0.287
2457477.75055,bf,13.621,0.02203,13.663,0.277
2458210.6045,be,13.596,0.02193,14.358,0.29
2458172.66737,bf,13.611,0.02201,13.785,0.279
2458171.51739,be,13.631,0.02199,13.905,0.281
2458172.54764,be,13.599,0.02193,14.319,0.289
2457457.57809,be,13.638,0.022,13.82,0.28
2458161.6374,bf,13.608,0.022,13.821,0.28
2457428.73043,bf,13.613,0.02201,13.758,0.279
2458071.84965,bf,13.583,0.02195,14.144,0.286
2458301.45151,be,13.586,0.02191,14.487,0.292
2457447.7399,bf,13.629,0.02205,13.558,0.275
2458186.65299,bf,13.63,0.02205,13.554,0.275
2458171.56426,bf,13.599,0.02198,13.942,0.282
2458012.89707,be,13.585,0.02191,14.508,0.292
2457850.73493,bf,13.629,0.02205,13.565,0.275
2457874.63158,be,13.61,0.02195,14.172,0.286
2458185.59105,be,13.617,0.02196,14.084,0.285
2458196.78669,bf,13.584,0.02196,14.139,0.286
2458192.55781,be,13.58,0.02191,14.575,0.294
2457836.4917,be,13.578,0.0219,14.599,0.294
2457452.69671,bf,13.617,0.02202,13.709,0.278
2457729.68895,be,13.592,0.02192,14.409,0.291
2458103.68922,bf,13.631,0.02206,13.538,0.275
2458178.55837,bf,13.596,0.02198,13.986,0.283
2457744.71825,bf,13.602,0.02199,13.908,0.281
2457486.64923,be,13.626,0.02198,13.965,0.282
2458164.51858,be,13.702,0.02217,13.028,0.266
2457781.52889,be,13.588,0.02192,14.471,0.292
2458153.74774,bf,13.571,0.02193,14.305,0.289
2457654.89964,bf,13.55,0.0219,14.589,0.294
2457709.78758,bf,13.608,0.022,13.825,0.28
2457923.51918,bf,13.594,0.02197,14.0,0.283
2457822.76198,be,13.614,0.02196,14.116,0.285
2457864.63084,bf,13.586,0.02196,14.11,0.285
2457421.54607,bf,13.589,0.02197,14.074,0.284
2457764.65964,be,13.602,0.02194,14.284,0.288
2458080.72403,be,13.577,0.0219,14.606,0.294
2457690.81575,bf,13.616,0.02202,13.723,0.278
2458175.62683,be,13.584,0.02191,14.517,0.293
2458041.82637,be,13.625,0.02198,13.983,0.283
2458120.65252,be,13.519,0.02185,15.412,0.31
2458205.68362,bf,13.635,0.02206,13.493,0.274
2458193.76322,bf,13.584,0.02196,14.139,0.286
2457821.5531,bf,13.613,0.02201,13.763,0.279
2458244.606,bf,13.634,0.02206,13.503,0.274
2458197.76257,bf,13.618,0.02202,13.7,0.278
2457438.79648,bf,13.639,0.02207,13.441,0.273
2457798.80709,be,13.584,0.02191,14.514,0.293
2457942.45313,bf,13.598,0.02198,13.959,0.282
2458236.56101,bf,13.615,0.02202,13.733,0.278
2457721.73723,bf,13.606,0.022,13.854,0.28
2457789.53689,bf,13.627,0.02205,13.585,0.276
2457701.84316,bf,13.562,0.02192,14.42,0.291
2457562.48968,bf,13.615,0.02202,13.736,0.278
2457742.80071,bf,13.588,0.02196,14.08,0.284
2457437.82188,bf,13.595,0.02198,13.994,0.283
2457772.67868,bf,13.586,0.02196,14.107,0.285
2457546.47381,bf,13.608,0.022,13.825,0.28
2458228.70326,bf,13.589,0.02197,14.074,0.284
2457670.84201,be,13.615,0.02196,14.105,0.285
2457768.79431,be,13.648,0.02203,13.685,0.277
2458111.81037,bf,13.615,0.02202,13.738,0.278
2458220.67881,be,13.595,0.02193,14.373,0.29
2457846.48719,be,13.596,0.02193,14.36,0.29
2457803.7954,be,13.605,0.02194,14.236,0.287
2458174.71661,bf,13.611,0.02201,13.786,0.279
2457698.78399,be,13.62,0.02197,14.044,0.284
2458207.72737,be,13.685,0.02212,13.223,0.269
2457823.64318,be,13.62,0.02197,14.044,0.284
2457772.77387,be,13.624,0.02198,13.992,0.283
2458203.71929,be,13.637,0.022,13.825,0.28
2457687.79606,be,13.656,0.02205,13.585,0.276
2457769.74131,be,13.591,0.02192,14.425,0.291
2457424.76273,bf,13.595,0.02198,13.996,0.283
2457420.54278,be,13.586,0.02191,14.494,0.292
2458095.75665,be,13.601,0.02194,14.299,0.289
2457854.59217,be,13.618,0.02197,14.072,0.284
2458200.6882,bf,13.624,0.02204,13.621,0.276
2458201.71056,bf,13.61,0.02201,13.802,0.279
2457445.75555,be,13.596,0.02193,14.356,0.29
2457738.73528,bf,13.63,0.02205,13.547,0.275
2457481.67954,bf,13.618,0.02202,13.701,0.278
2458212.68522,be,13.617,0.02196,14.078,0.284
2458196.73701,be,13.593,0.02192,14.392,0.29
2457439.82406,be,13.603,0.02194,14.271,0.288
2458074.76123,be,13.577,0.0219,14.611,0.294
2458183.65841,bf,13.593,0.02197,14.015,0.283
2458032.85196,be,13.622,0.02197,14.019,0.283
2458222.71937,bf,13.592,0.02197,14.029,0.284
2458243.63168,be,13.612,0.02195,14.151,0.286
2457716.80355,be,13.609,0.02195,14.185,0.286
2457693.78049,be,13.587,0.02191,14.478,0.292
2457687.85155,bf,13.617,0.02202,13.716,0.278
2458235.65244,be,13.55,0.02187,14.973,0.301
2457933.47752,bf,13.607,0.022,13.833,0.28
2457896.56911,bf,13.598,0.02198,13.954,0.282
2458157.71929,be,13.572,0.0219,14.681,0.296
2458199.69313,bf,13.616,0.02202,13.724,0.278
2457802.65181,bf,13.592,0.02197,14.026,0.284
2458192.79796,bf,13.598,0.02198,13.952,0.282
2457771.84545,bf,13.57,0.02193,14.319,0.289
2458165.55052,be,13.601,0.02194,14.296,0.289
2457801.77903,be,13.607,0.02195,14.213,0.287
2457825.66413,be,13.641,0.02201,13.772,0.279
2457479.48058,be,13.553,0.02188,14.938,0.301
2458191.77522,be,13.577,0.0219,14.61,0.294
2458201.74415,be,13.591,0.02192,14.428,0.291
2457725.73975,be,13.647,0.02202,13.694,0.277
2457783.53207,be,13.585,0.02191,14.507,0.292
2458180.8236,bf,13.644,0.02209,13.381,0.272
2457845.54326,bf,13.623,0.02204,13.642,0.277
2458216.56721,be,13.621,0.02197,14.028,0.284
2457480.70592,be,13.614,0.02196,14.128,0.285
2457830.54912,bf,13.584,0.02196,14.135,0.286
2458018.88782,be,13.613,0.02196,14.131,0.285
2458220.72646,bf,13.606,0.022,13.85,0.28
2458121.70591,be,13.638,0.022,13.81,0.28
2458225.61021,be,13.6,0.02193,14.312,0.289
2457757.61213,be,13.606,0.02194,14.227,0.287
2458007.90326,be,13.621,0.02197,14.028,0.284
2458301.47894,bf,13.645,0.02209,13.36,0.272
2458188.71138,bf,13.588,0.02196,14.084,0.285
2457775.81857,be,13.629,0.02199,13.923,0.282
2457806.77133,be,13.64,0.02201,13.784,0.279
2457828.63401,bf,13.597,0.02198,13.97,0.282
2458085.7423,be,13.597,0.02193,14.346,0.289
2458087.70206,be,13.642,0.02201,13.768,0.279
2458210.60876,bf,13.607,0.022,13.845,0.28
2457882.60842,be,13.593,0.02192,14.402,0.29
2458205.73683,be,13.614,0.02196,14.121,0.285
2457729.73388,bf,13.624,0.02204,13.628,0.276
2458194.74279,be,13.58,0.02191,14.571,0.294
2457797.76221,bf,13.628,0.02205,13.572,0.275
2458075.77614,bf,13.599,0.02198,13.942,0.282
2457914.54219,bf,13.636,0.02207,13.479,0.274
2457461.7383,bf,13.584,0.02196,14.141,0.286
2457757.74099,bf,13.604,0.02199,13.873,0.281
2458163.65152,bf,13.607,0.022,13.838,0.28
2457740.70328,be,13.622,0.02197,14.021,0.283
2458176.63671,bf,13.641,0.02208,13.407,0.272
2457427.74262,be,13.619,0.02197,14.054,0.284
2458189.72762,be,13.591,0.02192,14.426,0.291
2458159.64177,be,13.546,0.02187,15.037,0.303
2458263.56458,be,13.605,0.02194,14.235,0.287
2457722.72953,bf,13.581,0.02195,14.172,0.286
2458244.62862,be,13.621,0.02197,14.027,0.284
2458189.70819,bf,13.622,0.02203,13.643,0.277
2458119.65073,be,13.574,0.0219,14.651,0.295
2458188.67279,be,13.593,0.02192,14.4,0.29
2457802.82014,be,13.616,0.02196,14.1,0.285
2458207.76178,bf,13.653,0.02211,13.27,0.27
2458041.88007,bf,13.605,0.022,13.865,0.281
2458243.61129,bf,13.56,0.02192,14.449,0.291
2457911.52558,bf,13.609,0.022,13.818,0.28
2458178.6884,be,13.62,0.02197,14.041,0.284
2458072.84902,bf,13.587,0.02196,14.103,0.285
2457706.77396,bf,13.541,0.02189,14.709,0.296
2458194.75877,bf,13.597,0.02198,13.962,0.282
2457828.74108,be,13.549,0.02187,14.995,0.302
2458199.64972,be,13.602,0.02194,14.283,0.288
2458181.55217,bf,13.637,0.02207,13.467,0.273
2457661.89563,bf,13.594,0.02197,14.009,0.283
2457666.86735,bf,13.589,0.02197,14.07,0.284
2458159.72599,bf,13.581,0.02195,14.176,0.286
2457468.58148,bf,13.601,0.02199,13.919,0.282
2458179.50699,be,13.73,0.02226,12.691,0.26
2457795.56119,be,13.613,0.02196,14.139,0.286
2457453.7295,be,13.648,0.02203,13.693,0.277
2458191.80677,bf,13.587,0.02196,14.102,0.285
