# HJD             mag      mag_err  
  2458220.89122   16.109   0.208    
  2458221.8899    16.087   0.184    
  2458221.89205   16.018   0.176    
  2458221.90813   15.72    0.136    
  2458223.90495   15.93    0.15     
  2458223.9074    16.012   0.163    
  2458224.8787    16.046   0.164    
  2458224.90556   15.985   0.165    
  2458224.90799   15.937   0.132    
  2458228.92667   16.139   0.209    
  2458229.89422   15.853   0.158    
  2458229.89544   15.979   0.194    
  2458230.9584    15.997   0.153    
  2458236.89471   15.717   0.214    
  2458239.90967   15.818   0.174    
  2458243.92062   16.182   0.218    
  2458243.92183   16.122   0.14     
  2458244.83931   15.822   0.168    
  2458244.84054   15.97    0.187    
  2458244.84176   15.844   0.162    
  2458246.81786   15.912   0.171    
  2458247.8415    16.049   0.184    
  2458247.84277   15.96    0.148    
  2458248.8055    16.217   0.214    
  2458248.80672   15.749   0.133    
  2458248.80796   16.105   0.184    
  2458248.82901   16.092   0.182    
  2458248.83024   15.896   0.148    
  2458250.81661   16.021   0.159    
  2458250.81783   16.068   0.183    
  2458250.83013   15.926   0.161    
  2458250.83256   16.078   0.176    
  2458251.81976   16.143   0.189    
  2458251.82098   16.128   0.197    
  2458251.8222    16.115   0.192    
  2458252.85091   16.012   0.185    
  2458253.83346   15.957   0.157    
  2458253.83469   16.002   0.182    
  2458254.82179   16.088   0.152    
  2458254.823     15.964   0.176    
  2458254.82423   15.824   0.122    
  2458255.84801   16.203   0.217    
  2458255.86155   16.044   0.165    
  2458256.90729   15.943   0.16     
  2458257.83666   15.97    0.136    
  2458257.83788   16.078   0.202    
  2458257.83911   16.056   0.18     
  2458258.88924   16.076   0.172    
  2458258.89046   15.923   0.161    
  2458258.89168   15.822   0.115    
  2458263.79448   15.663   0.151    
  2458263.94464   16.083   0.175    
  2458263.94707   15.894   0.157    
  2458263.95063   16.057   0.181    
  2458263.95185   15.772   0.145    
  2458263.95307   16.049   0.216    
  2458264.94519   16.021   0.139    
  2458264.94641   16.091   0.165    
  2458264.94763   16.029   0.171    
  2458277.90161   15.953   0.16     
  2458281.77069   16.0     0.165    
  2458281.77191   15.877   0.144    
  2458281.77313   15.859   0.13     
  2458288.8311    15.928   0.13     
  2458288.83353   15.787   0.119    
  2458289.67596   16.264   0.196    
  2458289.67718   15.926   0.131    
  2458289.67839   15.921   0.139    
  2458289.72694   15.975   0.177    
  2458289.72815   16.135   0.184    
  2458289.91088   16.098   0.167    
  2458289.91209   15.828   0.111    
  2458289.91331   16.125   0.179    
  2458290.68223   15.986   0.217    
  2458290.71415   15.956   0.194    
  2458290.71536   15.886   0.165    
  2458290.71658   15.739   0.146    
  2458290.8786    15.968   0.176    
  2458291.75918   15.979   0.187    
  2458291.7604    15.794   0.177    
  2458291.76161   16.093   0.171    
  2458291.78648   16.054   0.186    
  2458292.78072   16.031   0.176    
  2458292.9356    16.064   0.176    
  2458292.93681   15.709   0.127    
  2458292.93803   16.178   0.176    
  2458293.83106   15.935   0.212    
  2458293.8335    15.967   0.204    
  2458294.7753    15.88    0.185    
  2458294.79161   15.924   0.2      
  2458294.92458   16.23    0.188    
  2458294.92579   16.105   0.197    
  2458294.92702   15.868   0.153    
  2458294.94309   15.771   0.126    
  2458294.9443    15.876   0.134    
  2458294.94552   16.001   0.161    
  2458296.69464   15.87    0.2      
  2458308.67322   16.17    0.177    
  2458308.67444   15.894   0.139    
  2458308.67566   15.78    0.101    
  2458308.82489   15.938   0.143    
  2458308.82611   15.921   0.136    
  2458308.82733   16.019   0.166    
  2458309.62835   16.045   0.156    
  2458309.62957   15.771   0.121    
  2458309.63079   15.916   0.121    
  2458311.59121   16.208   0.21     
  2458311.59243   16.023   0.12     
  2458311.59366   16.008   0.153    
  2458311.7953    16.135   0.197    
  2458311.79654   16.107   0.179    
  2458313.68809   15.913   0.114    
  2458313.6893    15.939   0.15     
  2458313.69051   16.087   0.169    
  2458315.83989   16.097   0.195    
  2458315.84233   16.033   0.2      
  2458316.58931   15.95    0.144    
  2458316.59054   16.242   0.208    
  2458316.59175   16.108   0.184    
  2458318.8105    15.96    0.132    
  2458318.81172   16.012   0.152    
  2458318.81294   16.078   0.158    
  2458320.77618   15.976   0.136    
  2458320.77741   15.947   0.15     
  2458320.77862   16.006   0.162    
  2458322.81938   16.026   0.218    
  2458322.82182   16.158   0.217    
  2458329.88642   15.505   0.195    
  2458329.88763   15.252   0.161    
  2458331.63345   16.043   0.181    
  2458333.81837   15.957   0.179    
  2458334.75073   15.858   0.137    
  2458334.75195   15.962   0.169    
  2458334.75317   16.128   0.19     
  2458336.51739   16.152   0.174    
  2458336.51861   16.077   0.151    
  2458336.51983   16.133   0.17     
  2458336.72594   16.066   0.147    
  2458336.72716   15.943   0.133    
  2458336.72839   16.151   0.195    
  2458337.7528    15.865   0.137    
  2458337.75402   16.025   0.157    
  2458337.75523   15.944   0.175    
  2458338.70837   15.945   0.122    
  2458338.70958   15.878   0.138    
  2458338.7108    15.905   0.152    
  2458339.81365   16.155   0.217    
  2458341.50053   15.816   0.13     
  2458341.50174   16.087   0.16     
  2458341.50296   16.069   0.153    
  2458341.53032   16.012   0.169    
  2458341.53153   16.007   0.149    
  2458341.53276   15.871   0.112    
  2458342.50457   16.006   0.142    
  2458342.50579   15.969   0.144    
  2458342.507     16.181   0.173    
  2458344.67643   16.105   0.175    
  2458344.67765   15.923   0.16     
  2458344.67887   16.038   0.168    
  2458345.51293   16.09    0.171    
  2458345.51415   16.041   0.145    
  2458345.51536   16.167   0.186    
  2458345.53928   16.012   0.172    
  2458345.5405    16.02    0.167    
  2458345.54171   16.116   0.189    
  2458345.7394    16.065   0.167    
  2458345.74062   15.852   0.149    
  2458345.74185   15.945   0.174    
  2458345.7767    16.05    0.16     
  2458345.77791   16.235   0.178    
  2458345.77913   15.893   0.161    
  2458346.51325   16.145   0.2      
  2458346.51447   16.029   0.19     
  2458346.74111   15.926   0.162    
  2458346.74233   16.011   0.178    
  2458346.74355   16.02    0.199    
  2458347.65227   15.885   0.128    
  2458347.65349   15.84    0.133    
  2458347.65471   16.008   0.158    
  2458348.81926   16.041   0.147    
  2458348.82048   15.943   0.153    
  2458348.8217    16.057   0.155    
  2458350.55437   16.066   0.203    
  2458351.58621   16.086   0.21     
  2458351.84974   16.03    0.194    
  2458351.85096   15.949   0.161    
  2458351.85218   15.931   0.184    
  2458353.72016   15.822   0.189    
  2458353.82864   15.655   0.213    
  2458356.71265   15.137   0.167    
  2458356.71387   15.548   0.216    
  2458360.7994    15.848   0.201    
  2458361.80114   16.017   0.205    
  2458361.80236   15.84    0.174    
  2458361.80358   15.946   0.189    
  2458362.69837   15.805   0.181    
  2458362.7008    15.808   0.21     
  2458362.71874   15.817   0.2      
  2458363.61896   16.093   0.162    
  2458363.62017   15.981   0.157    
  2458363.62138   16.112   0.165    
  2458369.48311   15.857   0.151    
  2458369.48432   15.781   0.116    
  2458369.48554   15.771   0.136    
  2458372.72944   15.812   0.158    
  2458372.73067   15.889   0.168    
  2458372.73188   15.922   0.179    
  2458373.70991   16.15    0.186    
  2458373.71113   15.965   0.152    
  2458373.71234   15.849   0.149    
  2458378.64274   15.994   0.213    
  2458378.64395   16.139   0.211    
  2458386.70601   15.639   0.197    
  2458386.70724   15.873   0.184    
  2458390.70505   15.778   0.163    
  2458390.70626   15.994   0.19     
  2458390.70748   15.88    0.174    
  2458390.71736   15.937   0.199    
  2458391.66673   15.974   0.14     
  2458391.66794   16.147   0.185    
  2458391.66915   15.915   0.153    
  2458392.69415   15.904   0.145    
  2458392.69537   15.819   0.148    
  2458392.6966    16.113   0.195    
  2458394.61806   16.17    0.192    
  2458394.61928   16.063   0.203    
  2458394.62051   16.035   0.174    
  2458396.58254   15.95    0.163    
  2458396.585     16.005   0.16     
  2458396.58621   15.912   0.147    
  2458396.58743   16.075   0.175    
  2458398.57863   15.932   0.145    
  2458398.57985   16.009   0.145    
  2458398.58106   15.992   0.148    
  2458404.58481   15.921   0.146    
  2458404.58603   15.952   0.179    
  2458404.58725   16.086   0.208    
  2458405.68791   16.101   0.167    
  2458405.68913   15.82    0.129    
  2458405.69034   15.966   0.154    
  2458406.58211   16.151   0.219    
  2458406.58454   15.927   0.137    
  2458413.55389   15.86    0.213    
  2458414.53462   15.848   0.207    
  2458416.66088   15.562   0.22     
  2458416.6621    15.431   0.218    
  2458419.6532    15.578   0.149    
  2458420.62043   15.973   0.152    
  2458420.62164   15.775   0.109    
  2458420.62286   15.838   0.115    
  2458420.6467    15.936   0.173    
  2458420.64792   15.918   0.173    
  2458420.64914   15.976   0.167    
  2458421.64475   16.202   0.198    
  2458428.60066   15.98    0.164    
  2458428.60187   15.945   0.128    
  2458428.60309   15.925   0.143    
  2458428.60807   16.014   0.156    
  2458428.60929   16.158   0.2      
  2458428.61057   16.157   0.187    
  2458429.6187    15.984   0.152    
