# HJD             mag      mag_err  
  2458231.89675   15.889   0.138    
  2458232.89105   15.696   0.115    
  2458252.83864   15.775   0.117    
  2458252.83985   15.678   0.099    
  2458252.84106   15.948   0.152    
  2458282.46256   15.748   0.098    
  2458282.46378   15.875   0.109    
  2458282.46499   15.883   0.102    
  2458282.78174   15.800   0.092    
  2458282.78295   15.838   0.116    
  2458282.78417   15.974   0.097    
  2458283.50848   15.872   0.107    
  2458283.50971   15.801   0.085    
  2458283.51093   15.728   0.084    
  2458283.86288   15.693   0.126    
  2458283.86531   15.789   0.136    
  2458284.85669   15.665   0.105    
  2458285.84079   15.986   0.119    
  2458285.84201   15.965   0.116    
  2458285.84323   16.033   0.141    
  2458286.6498    15.794   0.092    
  2458286.65101   15.756   0.092    
  2458286.65223   15.679   0.087    
  2458287.6997    15.813   0.101    
  2458287.70091   15.886   0.102    
  2458288.8144    15.674   0.099    
  2458288.81683   15.821   0.136    
  2458289.54267   15.747   0.093    
  2458289.5439    15.888   0.12     
  2458289.54511   15.959   0.133    
  2458289.72622   16.023   0.122    
  2458289.72744   15.898   0.108    
  2458289.72865   15.957   0.101    
  2458290.57608   15.843   0.122    
  2458290.57729   15.993   0.172    
  2458290.57851   15.716   0.137    
  2458290.76068   15.802   0.096    
  2458290.76189   15.774   0.088    
  2458291.76326   15.973   0.118    
  2458300.65677   15.952   0.186    
  2458300.65798   15.706   0.144    
  2458300.6592    15.794   0.185    
  2458301.56782   15.661   0.11     
  2458301.56903   15.623   0.112    
  2458301.57025   15.719   0.113    
  2458301.77489   15.627   0.134    
  2458301.77734   15.931   0.186    
  2458303.57903   15.750   0.087    
  2458303.59216   15.822   0.111    
  2458305.63472   15.833   0.11     
  2458305.63594   15.724   0.095    
  2458305.63716   15.706   0.091    
  2458310.59508   16.024   0.13     
  2458310.5963    16.136   0.134    
  2458310.59752   15.948   0.107    
  2458316.60453   16.042   0.139    
  2458316.60575   15.999   0.164    
  2458316.60697   16.038   0.185    
  2458316.77197   15.854   0.129    
  2458316.77319   15.809   0.127    
  2458316.77441   15.785   0.117    
  2458319.767     15.666   0.131    
  2458319.76822   15.978   0.188    
  2458319.76943   15.672   0.137    
  2458328.56005   15.522   0.125    
  2458328.56126   15.894   0.19     
  2458329.52216   15.816   0.163    
  2458329.52338   15.774   0.142    
  2458329.52459   15.908   0.127    
  2458330.54436   15.732   0.111    
  2458330.54558   15.893   0.134    
  2458330.5468    15.967   0.178    
  2458334.53807   16.048   0.106    
  2458334.53929   15.827   0.105    
  2458334.5405    15.760   0.095    
  2458334.72015   16.123   0.16     
  2458334.72136   16.102   0.174    
  2458334.72259   16.459   0.182    
  2458335.54215   15.790   0.1      
  2458335.54337   15.669   0.086    
  2458335.54459   15.684   0.092    
  2458335.71249   16.067   0.156    
  2458335.7137    15.887   0.12     
  2458335.71493   15.722   0.113    
  2458337.70728   15.777   0.132    
  2458337.7085    15.820   0.11     
  2458337.70971   15.622   0.099    
  2458339.53209   15.812   0.101    
  2458339.53331   16.006   0.126    
  2458339.53452   16.188   0.143    
  2458339.71182   15.786   0.117    
  2458339.71303   15.874   0.135    
  2458339.71425   15.789   0.108    
  2458342.49574   15.640   0.078    
  2458342.49696   15.701   0.092    
  2458342.49818   15.797   0.106    
  2458343.51853   16.119   0.19     
  2458343.51975   15.916   0.14     
  2458343.52097   15.707   0.111    
  2458344.50747   15.793   0.101    
  2458344.50869   15.650   0.086    
  2458344.50991   15.934   0.121    
  2458355.48437   15.709   0.162    
  2458355.48558   15.647   0.158    
  2458355.48681   15.865   0.19     
  2458356.5377    15.462   0.149    
  2458358.63998   15.544   0.159    
  2458361.65023   15.824   0.141    
  2458361.65267   15.611   0.126    
  2458365.6222    15.676   0.101    
  2458365.62342   15.970   0.139    
  2458365.62464   15.736   0.106    
  2458366.62164   16.196   0.178    
  2458366.62286   15.732   0.117    
  2458366.62407   15.504   0.106    
  2458370.63655   15.607   0.082    
  2458370.63777   15.794   0.124    
  2458370.63899   16.132   0.164    
  2458372.60428   15.491   0.097    
  2458372.60551   15.844   0.107    
  2458372.60673   15.806   0.108    
  2458373.59954   15.749   0.115    
  2458373.60077   16.045   0.14     
  2458373.60199   15.847   0.13     
  2458375.59758   15.882   0.142    
  2458375.5988    15.797   0.145    
  2458375.60002   16.108   0.163    
  2458383.56386   15.899   0.195    
  2458393.54588   15.678   0.092    
  2458393.54715   15.732   0.097    
  2458393.54843   15.709   0.097    
  2458394.54251   15.772   0.091    
  2458394.54377   15.856   0.103    
  2458394.54504   16.046   0.122    
  2458395.53868   15.683   0.191    
  2458395.53995   15.863   0.209    
  2458396.53693   15.623   0.108    
  2458397.52869   15.870   0.103    
  2458397.52996   15.795   0.109    
  2458397.53123   15.777   0.093    
  2458398.5287    15.834   0.106    
  2458398.52997   15.929   0.123    
  2458398.53123   15.824   0.113    
  2458401.52195   16.314   0.166    
  2458401.52321   15.551   0.117    
  2458408.49775   15.810   0.153    
