# HJD             mag      mag_err  
  2458618.95456   16.269   0.159    
  2458619.89522   16.669   0.206    
  2458621.10249   16.289   0.129    
  2458628.96482   16.678   0.169    
  2458631.92253   16.640   0.123    
  2458631.92381   16.612   0.115    
  2458631.92509   16.685   0.131    
  2458634.98281   16.768   0.132    
  2458634.9841    16.779   0.135    
  2458634.98538   16.731   0.13     
  2458635.88938   16.759   0.167    
  2458635.89066   16.562   0.146    
  2458635.89192   16.423   0.115    
  2458635.94945   16.833   0.214    
  2458637.77982   16.488   0.15     
  2458637.78109   16.674   0.169    
  2458637.78236   16.800   0.182    
  2458639.91614   16.541   0.097    
  2458639.91742   16.616   0.105    
  2458639.91869   16.661   0.124    
  2458641.89527   16.667   0.131    
  2458641.89655   16.437   0.116    
  2458641.89783   16.904   0.139    
  2458642.8434    16.629   0.164    
  2458642.84463   16.357   0.129    
  2458642.84585   16.698   0.18     
  2458643.79952   16.937   0.181    
  2458643.80079   16.559   0.154    
  2458644.7621    16.595   0.143    
  2458644.76332   16.659   0.163    
  2458644.76455   16.588   0.153    
  2458655.01555   16.690   0.203    
  2458661.93725   16.621   0.096    
  2458661.93852   16.661   0.099    
  2458662.9749    16.615   0.1      
  2458662.97618   16.845   0.13     
  2458662.97745   16.542   0.089    
  2458666.82158   16.818   0.205    
  2458667.68837   16.600   0.136    
  2458667.68958   16.609   0.126    
  2458667.69081   17.028   0.172    
  2458669.06981   16.595   0.104    
  2458669.07109   16.862   0.149    
  2458669.07236   16.492   0.093    
  2458672.03649   16.471   0.102    
  2458672.03776   16.697   0.112    
  2458673.77715   16.781   0.178    
  2458673.77957   16.534   0.141    
  2458674.81149   16.837   0.191    
  2458674.81392   16.520   0.129    
  2458674.87614   16.854   0.145    
  2458674.87737   16.676   0.135    
  2458674.8786    16.341   0.091    
  2458677.85832   16.618   0.182    
  2458679.02103   16.604   0.201    
  2458679.02232   16.372   0.137    
  2458688.80874   16.566   0.205    
  2458689.72547   16.515   0.108    
  2458689.88185   16.550   0.092    
  2458689.88313   16.701   0.11     
  2458689.88441   16.572   0.093    
  2458690.68802   16.712   0.151    
  2458690.68929   16.517   0.152    
  2458690.85871   16.656   0.139    
  2458690.89369   16.556   0.103    
  2458691.90465   16.600   0.099    
  2458691.90593   16.665   0.106    
  2458691.9072    16.433   0.086    
  2458692.89235   16.714   0.11     
  2458692.89362   16.919   0.158    
  2458694.79662   16.637   0.107    
  2458694.79783   16.586   0.138    
  2458694.79905   16.786   0.134    
  2458695.64737   16.525   0.145    
  2458695.6486    16.827   0.135    
  2458697.36472   16.604   0.147    
  2458697.36594   16.811   0.154    
  2458697.36715   16.640   0.156    
  2458697.67325   16.688   0.176    
  2458697.67456   16.692   0.179    
  2458698.63174   16.482   0.153    
  2458698.633     16.839   0.188    
  2458698.63427   16.704   0.172    
  2458698.66084   16.728   0.181    
  2458698.66206   16.694   0.161    
  2458698.66328   16.728   0.152    
  2458698.86027   16.751   0.158    
  2458698.86148   16.428   0.112    
  2458699.64785   16.942   0.171    
  2458699.64912   16.943   0.205    
  2458699.6504    16.587   0.16     
  2458700.66666   16.849   0.178    
  2458700.66787   16.687   0.149    
  2458700.66908   16.601   0.15     
  2458700.94288   16.610   0.1      
  2458700.94416   16.602   0.104    
  2458700.94543   16.673   0.116    
  2458708.87373   16.564   0.214    
  2458708.87629   16.470   0.18     
  2458717.81818   16.849   0.205    
  2458717.81939   16.678   0.182    
  2458717.82061   16.557   0.18     
  2458719.4246    17.082   0.216    
  2458719.42581   16.896   0.187    
  2458719.95984   16.778   0.148    
  2458719.9611    16.819   0.158    
  2458719.96238   16.695   0.125    
  2458720.96602   16.718   0.111    
  2458720.96729   16.760   0.103    
  2458720.96857   16.558   0.111    
  2458721.87096   16.570   0.11     
  2458721.87224   16.714   0.129    
  2458721.87352   16.505   0.092    
  2458722.39112   16.722   0.15     
  2458722.39233   16.733   0.147    
  2458722.91104   16.559   0.119    
  2458722.91233   16.973   0.189    
  2458723.74903   16.587   0.096    
  2458723.75032   16.642   0.102    
  2458723.75161   16.454   0.096    
  2458724.68713   16.799   0.153    
  2458724.68835   16.532   0.148    
  2458725.65763   16.899   0.216    
  2458725.65885   16.681   0.145    
  2458725.66007   16.939   0.189    
  2458726.57398   16.603   0.152    
  2458726.57526   16.607   0.159    
  2458726.57653   16.418   0.139    
  2458727.55021   16.601   0.167    
  2458727.55143   16.905   0.209    
  2458727.55265   16.812   0.177    
  2458727.57285   16.767   0.182    
  2458727.57539   16.664   0.179    
  2458727.76394   16.462   0.106    
  2458728.57191   16.685   0.153    
  2458728.57316   16.522   0.15     
  2458728.57443   16.751   0.183    
  2458728.94643   16.667   0.108    
  2458728.94771   16.636   0.109    
  2458728.949     16.768   0.134    
  2458729.32163   16.713   0.157    
  2458729.32286   16.826   0.169    
  2458729.67278   16.691   0.168    
  2458729.674     16.372   0.123    
  2458729.67522   16.667   0.156    
  2458730.78935   16.564   0.101    
  2458730.79064   16.731   0.142    
  2458730.79193   16.648   0.124    
  2458731.67976   16.753   0.206    
  2458733.81379   16.681   0.146    
  2458733.81636   16.762   0.196    
  2458744.90257   16.580   0.196    
  2458745.90326   16.401   0.164    
  2458748.87113   16.871   0.123    
  2458748.87241   16.615   0.117    
  2458748.8737    16.482   0.095    
  2458749.82104   16.669   0.113    
  2458749.82232   16.657   0.125    
  2458749.82361   16.758   0.123    
  2458750.25718   16.724   0.163    
  2458750.25839   16.741   0.156    
  2458750.25961   16.478   0.112    
  2458750.62467   16.687   0.211    
  2458750.86187   16.626   0.111    
  2458750.86316   16.636   0.134    
  2458750.86444   16.688   0.125    
  2458751.87684   16.511   0.103    
  2458751.87813   16.706   0.12     
  2458751.87941   16.660   0.106    
  2458752.61981   16.709   0.202    
  2458752.62109   16.744   0.202    
  2458753.28087   16.675   0.171    
  2458753.28207   16.608   0.148    
  2458753.28329   16.420   0.156    
  2458753.6157    16.571   0.173    
  2458754.51245   16.858   0.216    
  2458754.51367   16.690   0.163    
  2458754.51489   16.841   0.205    
  2458755.68923   16.573   0.11     
  2458756.6125    16.746   0.184    
  2458756.83167   16.627   0.112    
  2458756.83296   16.951   0.171    
  2458756.83424   16.578   0.11     
  2458757.60592   16.619   0.173    
  2458758.60245   16.677   0.214    
  2458758.60372   16.377   0.153    
  2458758.605     16.587   0.184    
  2458762.75922   16.714   0.161    
  2458762.76044   17.106   0.209    
  2458764.7416    16.423   0.186    
  2458768.79383   15.939   0.217    
  2458769.83118   16.330   0.203    
  2458770.82652   16.303   0.202    
  2458772.78721   16.300   0.157    
  2458775.7651    16.664   0.125    
  2458775.76639   16.636   0.101    
  2458775.76767   16.511   0.112    
  2458777.80321   16.509   0.11     
  2458777.8045    16.715   0.117    
  2458777.80579   16.704   0.113    
  2458778.25608   16.739   0.169    
  2458778.79879   16.667   0.108    
  2458780.69425   16.617   0.105    
  2458780.69667   16.620   0.107    
  2458781.52038   16.639   0.175    
  2458782.51745   16.614   0.148    
  2458782.51865   16.875   0.211    
  2458782.51986   16.452   0.151    
  2458783.63612   16.392   0.089    
  2458783.63734   16.660   0.122    
  2458784.67581   16.407   0.093    
  2458784.67703   16.616   0.103    
  2458784.67825   16.580   0.103    
  2458785.51485   16.652   0.192    
  2458786.50645   16.487   0.209    
  2458788.67316   16.773   0.123    
  2458789.77171   16.747   0.119    
  2458789.773     16.679   0.117    
  2458789.77429   16.876   0.165    
  2458803.64283   16.648   0.192    
  2458803.64407   16.482   0.16     
  2458803.64529   16.797   0.205    
  2458806.63066   16.486   0.097    
  2458806.63187   16.546   0.112    
  2458806.63309   16.651   0.142    
  2458811.73712   16.779   0.148    
  2458811.73838   16.685   0.116    
  2458811.73965   16.577   0.125    
  2458815.74114   16.502   0.111    
  2458815.74242   16.624   0.126    
  2458815.7437    16.656   0.112    
  2458817.58728   16.673   0.128    
  2458819.5724    16.746   0.132    
  2458819.57362   16.713   0.132    
  2458819.57483   16.713   0.13     
  2458820.56116   16.739   0.136    
  2458820.56239   16.571   0.118    
  2458820.56361   16.630   0.139    
  2458831.54326   17.032   0.163    
  2458831.54448   16.672   0.125    
  2458832.53976   16.598   0.165    
  2458832.54099   16.565   0.136    
  2458833.53742   16.736   0.217    
  2458928.12312   16.610   0.134    
  2458928.12442   16.592   0.14     
  2458928.12571   16.757   0.144    
  2458933.10791   16.627   0.136    
  2458933.1092    16.730   0.135    
  2458933.11049   16.609   0.105    
  2458944.08082   16.498   0.107    
  2458944.0821    16.403   0.109    
  2458944.0834    16.700   0.142    
  2458956.06883   16.861   0.209    
  2458956.07012   16.802   0.202    
  2458960.02384   16.413   0.095    
  2458960.02514   16.508   0.11     
  2458960.02642   16.799   0.145    
  2458965.02311   16.640   0.145    
  2458965.02441   16.518   0.112    
  2458965.0257    16.824   0.174    
  2458967.11439   16.502   0.103    
  2458967.11568   16.821   0.144    
  2458967.11697   16.582   0.116    
  2458968.85625   16.605   0.136    
  2458968.85748   16.839   0.157    
  2458968.8587    16.648   0.132    
  2458972.04454   16.781   0.139    
  2458985.97101   16.768   0.145    
  2458985.97231   16.783   0.123    
  2458985.9736    16.639   0.122    
  2458988.05167   16.874   0.134    
  2458988.05296   16.657   0.112    
  2458988.05425   16.681   0.114    
  2458995.95567   16.726   0.141    
  2458995.95697   16.806   0.157    
  2458995.95825   16.771   0.132    
  2458998.96274   16.516   0.102    
  2458998.96403   16.419   0.079    
  2458998.96533   16.627   0.124    
  2459000.96294   16.600   0.158    
  2459000.96423   16.885   0.195    
  2459000.96552   16.929   0.193    
  2459009.91651   16.357   0.159    
  2459011.8785    16.572   0.194    
  2459013.98855   16.713   0.141    
  2459013.98986   16.751   0.171    
  2459013.99119   16.697   0.145    
  2459015.9581    16.754   0.13     
  2459015.95941   16.845   0.154    
  2459015.96072   16.766   0.143    
  2459017.51676   16.779   0.175    
  2459017.51798   16.794   0.165    
  2459018.52348   16.624   0.149    
  2459021.48816   16.629   0.153    
  2459021.48955   16.419   0.126    
  2459023.02679   16.604   0.107    
  2459023.02813   16.680   0.18     
  2459023.02944   16.777   0.16     
  2459024.8806    16.806   0.124    
  2459024.88191   16.626   0.119    
  2459024.88323   16.703   0.13     
  2459028.01682   16.664   0.138    
  2459028.01814   16.930   0.167    
  2459028.01945   16.625   0.12     
  2459030.96456   16.482   0.144    
  2459030.96587   16.466   0.139    
  2459030.96719   16.741   0.171    
  2459039.05718   16.575   0.205    
  2459041.87257   16.597   0.114    
  2459041.87389   16.577   0.116    
  2459041.8752    16.676   0.122    
  2459042.81289   16.797   0.148    
  2459042.81412   16.649   0.126    
  2459042.81535   16.633   0.117    
  2459043.92913   16.625   0.169    
  2459043.93035   16.867   0.185    
  2459043.93156   16.548   0.137    
  2459046.93522   16.648   0.159    
  2459046.93654   16.506   0.118    
  2459046.93785   16.729   0.153    
  2459049.87639   16.669   0.119    
  2459049.8777    16.393   0.095    
  2459051.418     16.662   0.153    
  2459051.41922   16.380   0.113    
  2459051.42044   16.657   0.137    
  2459059.77226   16.855   0.219    
  2459059.77484   16.677   0.196    
  2459060.75961   16.674   0.204    
  2459062.01783   16.662   0.175    
  2459070.0079    16.625   0.196    
  2459070.00914   16.487   0.164    
  2459071.01106   16.815   0.203    
  2459071.01354   16.821   0.218    
  2459072.85671   16.575   0.117    
  2459072.85795   16.611   0.107    
  2459072.85919   16.761   0.123    
  2459073.8445    16.643   0.138    
  2459073.84572   16.664   0.138    
  2459073.84693   16.605   0.145    
  2459074.84137   16.496   0.113    
  2459074.84259   16.445   0.099    
  2459074.84382   16.987   0.169    
  2459075.87387   16.796   0.146    
  2459075.87508   16.656   0.143    
  2459075.87631   16.599   0.122    
  2459080.87905   16.311   0.089    
  2459080.88029   16.612   0.115    
  2459080.88154   16.700   0.125    
  2459082.80451   16.778   0.147    
  2459082.80574   16.358   0.096    
  2459082.80697   16.541   0.123    
  2459084.84616   16.754   0.122    
  2459084.84739   16.633   0.122    
  2459084.84864   16.854   0.136    
  2459087.82134   16.846   0.17     
  2459087.82259   16.719   0.144    
  2459087.82383   16.763   0.167    
  2459089.80588   16.607   0.171    
  2459089.8071    16.533   0.133    
  2459094.87861   16.015   0.165    
  2459100.73299   16.799   0.161    
  2459100.73424   16.613   0.138    
  2459100.73548   16.502   0.101    
  2459102.91598   16.705   0.118    
  2459102.91723   16.565   0.111    
  2459102.91847   16.624   0.121    
  2459105.81667   16.575   0.098    
  2459105.81791   16.618   0.114    
  2459105.81914   16.661   0.108    
  2459108.8941    16.601   0.116    
  2459108.89534   16.652   0.131    
  2459114.78918   16.618   0.16     
  2459114.79043   16.349   0.108    
  2459114.79167   16.688   0.16     
  2459117.83868   16.644   0.179    
  2459117.83992   16.724   0.175    
  2459121.76488   16.449   0.169    
  2459126.83869   16.622   0.192    
  2459127.67833   16.420   0.189    
  2459128.81281   16.775   0.184    
  2459128.81529   16.965   0.209    
  2459129.75529   16.442   0.207    
  2459131.7647    16.847   0.159    
  2459131.76594   16.716   0.129    
  2459131.76718   16.656   0.118    
  2459134.26701   16.903   0.2      
  2459136.59836   16.686   0.16     
  2459138.73406   16.657   0.11     
  2459138.7353    16.781   0.115    
  2459138.73654   16.730   0.131    
  2459144.8146    16.875   0.193    
  2459144.81584   17.154   0.218    
  2459144.81708   16.682   0.156    
  2459145.74553   16.828   0.18     
  2459145.74678   16.144   0.103    
  2459145.78358   16.675   0.158    
  2459145.78482   16.660   0.151    
  2459145.78605   16.873   0.161    
  2459154.76139   16.341   0.203    
  2459156.75168   16.839   0.202    
  2459156.75292   16.346   0.146    
  2459158.74346   16.478   0.098    
  2459158.74471   16.489   0.099    
  2459158.74596   16.876   0.143    
  2459163.75544   16.492   0.109    
  2459163.75669   17.066   0.195    
  2459163.75793   16.502   0.127    
  2459164.5922    16.608   0.125    
  2459164.59342   16.645   0.127    
  2459165.64127   16.720   0.122    
  2459165.64248   16.598   0.113    
  2459170.72559   16.708   0.122    
  2459170.72683   16.764   0.144    
  2459170.72809   16.899   0.185    
  2459173.54559   16.439   0.166    
  2459173.5468    16.663   0.194    
  2459174.71006   16.453   0.123    
  2459174.7113    16.522   0.148    
  2459174.71254   16.603   0.118    
  2459198.54013   16.704   0.211    
  2459198.54259   16.576   0.171    
  2459277.13607   16.572   0.194    
  2459289.10625   16.467   0.124    
  2459289.10747   16.552   0.134    
  2459289.10872   16.778   0.166    
  2459294.1119    17.089   0.194    
  2459294.11317   16.913   0.19     
  2459296.11239   16.581   0.135    
  2459296.11365   16.670   0.158    
  2459296.95417   16.949   0.191    
  2459310.98217   16.604   0.208    
  2459313.05387   16.723   0.165    
  2459313.05512   16.679   0.144    
  2459313.05637   16.586   0.129    
  2459315.03394   16.597   0.151    
  2459315.0352    16.594   0.16     
  2459315.03645   16.431   0.111    
  2459317.89817   16.621   0.213    
  2459321.88945   16.570   0.182    
  2459321.89067   16.631   0.199    
  2459325.03015   16.917   0.175    
  2459325.03141   16.838   0.167    
  2459325.92233   16.468   0.117    
  2459325.92355   16.959   0.17     
  2459325.9248    16.682   0.141    
  2459338.85272   16.596   0.142    
  2459338.85394   16.573   0.157    
  2459338.85517   16.434   0.134    
  2459340.88263   16.395   0.174    
  2459347.98933   16.442   0.099    
  2459347.99058   16.541   0.124    
  2459347.99183   16.907   0.156    
  2459350.09029   16.464   0.099    
  2459350.09153   16.736   0.13     
  2459350.09277   16.620   0.128    
  2459353.93066   16.590   0.185    
  2459353.9319    16.648   0.152    
  2459353.93314   16.537   0.176    
  2459356.05432   16.655   0.133    
  2459356.05556   16.794   0.166    
  2459356.05677   16.866   0.202    
  2459356.93555   16.572   0.199    
  2459361.01055   16.520   0.145    
  2459361.01305   16.754   0.189    
  2459367.78047   16.417   0.204    
  2459367.78175   16.463   0.204    
  2459369.91117   16.328   0.17     
  2459370.87489   16.621   0.213    
  2459370.87618   16.482   0.179    
  2459374.76386   16.622   0.182    
  2459374.80323   16.866   0.17     
  2459374.80446   16.799   0.167    
  2459374.80568   17.074   0.183    
  2459375.77479   16.775   0.196    
  2459376.75041   16.800   0.193    
  2459376.75163   16.567   0.201    
  2459376.83134   16.329   0.097    
  2459376.83258   16.565   0.128    
  2459376.83381   16.647   0.135    
  2459378.77221   16.438   0.137    
  2459378.77343   16.354   0.12     
  2459378.77466   16.774   0.192    
  2459381.9938    16.454   0.104    
  2459381.99507   16.600   0.127    
  2459381.99631   16.822   0.147    
  2459382.01681   16.614   0.121    
  2459382.01808   16.600   0.133    
  2459382.01936   16.583   0.137    
  2459383.91795   16.990   0.15     
  2459383.91918   16.583   0.099    
  2459383.92043   16.689   0.133    
  2459387.10433   16.637   0.116    
  2459387.10558   16.710   0.125    
  2459387.10685   16.646   0.129    
  2459391.88426   15.430   0.184    
  2459399.03564   16.670   0.114    
  2459399.03691   16.774   0.142    
  2459399.03817   16.892   0.149    
  2459402.45442   16.588   0.141    
  2459402.45566   16.942   0.218    
  2459402.45691   16.503   0.143    
  2459403.89075   16.678   0.14     
  2459403.89199   16.436   0.096    
  2459403.89322   16.344   0.096    
  2459406.44136   16.812   0.179    
  2459406.4426    16.460   0.127    
  2459406.44384   16.356   0.129    
  2459409.83002   16.549   0.117    
  2459409.83129   16.877   0.15     
  2459409.83256   16.552   0.138    
  2459409.87358   16.705   0.134    
  2459409.87485   16.764   0.14     
  2459409.89543   16.543   0.158    
  2459409.89668   16.737   0.144    
  2459409.89794   16.542   0.111    
  2459411.65325   16.836   0.216    
  2459411.68141   16.798   0.201    
  2459411.68265   16.426   0.15     
  2459411.68389   16.583   0.167    
  2459415.96618   16.747   0.189    
  2459415.96871   16.624   0.158    
  2459425.73908   16.291   0.19     
  2459426.48531   16.408   0.195    
  2459429.62749   16.756   0.214    
  2459430.43692   16.802   0.195    
  2459430.43816   16.735   0.169    
  2459430.98934   16.549   0.101    
  2459430.99061   16.474   0.108    
  2459430.99186   16.514   0.108    
  2459431.90171   16.373   0.103    
  2459431.90296   16.818   0.151    
  2459431.9042    16.613   0.135    
  2459432.94196   16.501   0.104    
  2459432.94323   16.561   0.108    
  2459432.94449   16.739   0.135    
  2459433.93015   16.464   0.096    
  2459433.93142   16.552   0.097    
  2459433.93269   16.524   0.102    
  2459436.84021   16.528   0.104    
  2459436.84146   16.786   0.144    
  2459436.84272   16.475   0.105    
  2459437.50583   16.827   0.211    
  2459437.50707   16.726   0.203    
  2459437.50838   16.526   0.155    
  2459437.74534   16.379   0.176    
  2459437.74794   16.513   0.166    
  2459439.58291   16.467   0.165    
  2459440.93453   16.481   0.094    
  2459440.93581   16.678   0.12     
  2459440.93708   16.538   0.097    
  2459448.78841   15.861   0.181    
  2459451.95279   16.566   0.198    
  2459453.8766    16.675   0.156    
  2459453.87913   16.442   0.13     
  2459454.85962   16.544   0.204    
  2459454.86086   16.520   0.2      
  2459455.60392   16.411   0.147    
  2459457.88102   16.551   0.1      
  2459457.88228   16.373   0.095    
  2459457.88354   16.463   0.094    
  2459460.42845   16.641   0.163    
  2459460.42975   16.571   0.172    
  2459460.43128   16.635   0.171    
  2459460.82185   16.493   0.125    
  2459460.82308   16.527   0.129    
  2459460.82433   16.471   0.134    
  2459463.77838   16.425   0.119    
  2459463.78086   16.298   0.102    
  2459465.66329   16.577   0.116    
  2459465.66454   16.423   0.102    
  2459465.66578   16.265   0.101    
  2459466.41728   16.552   0.201    
  2459466.41852   16.252   0.159    
  2459467.83603   16.533   0.103    
  2459467.83731   16.495   0.103    
  2459467.83857   16.284   0.077    
  2459467.85926   16.418   0.092    
  2459467.86053   16.477   0.098    
  2459467.86178   16.249   0.08     
  2459469.796     16.398   0.109    
  2459469.79727   16.494   0.128    
  2459469.79852   16.566   0.118    
  2459471.66603   16.138   0.206    
  2459472.81269   16.252   0.104    
  2459472.81394   16.493   0.132    
  2459472.81521   16.360   0.118    
  2459473.79936   16.239   0.172    
  2459481.87206   16.588   0.189    
  2459481.8733    16.092   0.142    
  2459481.87455   16.259   0.135    
  2459483.37613   16.112   0.173    
  2459483.37738   16.420   0.215    
  2459483.3786    16.004   0.159    
  2459485.76592   16.437   0.183    
  2459485.76716   16.257   0.113    
  2459485.76842   16.317   0.152    
  2459487.7679    16.214   0.084    
  2459487.76916   16.181   0.08     
  2459487.77044   16.207   0.078    
  2459490.7813    16.195   0.079    
  2459490.78257   16.117   0.08     
  2459490.78384   16.048   0.068    
  2459490.7928    16.159   0.079    
  2459490.79405   16.024   0.064    
  2459490.79531   16.201   0.088    
  2459492.54645   16.390   0.171    
  2459492.54769   16.241   0.13     
  2459492.54894   16.213   0.135    
  2459492.58076   15.977   0.114    
  2459492.582     16.160   0.118    
  2459492.58325   15.889   0.093    
  2459493.70427   16.160   0.086    
  2459493.70551   15.993   0.068    
  2459493.70673   16.066   0.074    
  2459494.75223   16.061   0.084    
  2459494.75347   16.036   0.078    
  2459494.75471   16.027   0.092    
  2459495.33258   16.152   0.128    
  2459495.33382   16.017   0.113    
  2459495.33506   15.907   0.102    
  2459496.74774   15.885   0.074    
