# HJD           mag    mag_err
  2459184.53347 15.094 0.152  
  2459325.62931 16.426 0.185  
  2459325.63054 16.390 0.193  
  2459326.7913  16.293 0.166  
  2459326.79251 16.428 0.183  
  2459326.79374 16.144 0.163  
  2459327.78346 15.889 0.139  
  2459327.78469 15.988 0.153  
  2459327.78592 15.617 0.101  
  2459328.77102 15.517 0.125  
  2459328.7723  15.514 0.125  
  2459328.77359 15.447 0.136  
  2459332.75488 14.784 0.094  
  2459332.7561  14.531 0.094  
  2459332.75731 14.629 0.088  
  2459333.76994 15.141 0.114  
  2459333.77122 15.343 0.141  
  2459338.75128 16.346 0.165  
