# HJD             mag      mag_err  
  2458014.48085   15.520   0.12     
  2458015.4909    15.720   0.101    
  2458015.49211   15.591   0.117    
  2458015.49333   15.652   0.094    
  2458016.48509   15.717   0.112    
  2458016.48632   15.839   0.101    
  2458016.48754   15.631   0.078    
  2458018.47828   15.682   0.159    
  2458018.4795    16.056   0.204    
  2458018.48073   15.755   0.124    
  2458019.4786    15.684   0.172    
  2458019.47984   15.779   0.153    
  2458019.48105   15.811   0.135    
  2458020.47892   15.588   0.156    
  2458020.48014   15.624   0.125    
  2458020.48136   15.640   0.135    
  2458029.48309   15.433   0.113    
  2458029.4843    15.983   0.161    
  2458030.51297   15.811   0.19     
  2458030.51419   15.726   0.212    
  2458032.50503   15.858   0.155    
  2458032.50625   15.617   0.127    
  2458032.50747   15.878   0.165    
  2458057.51678   15.688   0.129    
  2458057.518     15.752   0.125    
  2458057.51923   15.556   0.113    
  2458058.5173    16.012   0.172    
  2458058.51852   15.579   0.111    
  2458058.51975   15.958   0.179    
  2458167.89401   15.610   0.212    
  2458168.89097   15.981   0.214    
  2458168.89221   16.006   0.215    
  2458170.88332   15.603   0.09     
  2458170.88454   15.720   0.101    
  2458170.88575   15.637   0.097    
  2458180.87439   15.621   0.155    
  2458181.61737   15.516   0.12     
  2458181.61859   15.747   0.158    
  2458181.61981   15.704   0.14     
  2458181.86994   15.883   0.21     
  2458181.87116   15.820   0.183    
  2458191.89595   15.841   0.102    
  2458191.89717   15.731   0.094    
  2458191.89838   15.629   0.089    
  2458192.87959   15.764   0.097    
  2458192.88082   15.573   0.082    
  2458192.88203   15.809   0.11     
  2458193.85289   15.607   0.09     
  2458193.8541    15.815   0.096    
  2458193.85533   15.663   0.087    
  2458194.84464   15.683   0.09     
  2458194.84586   15.842   0.115    
  2458194.84708   15.800   0.089    
  2458195.63284   15.808   0.094    
  2458195.63527   15.661   0.082    
  2458196.63809   15.719   0.09     
  2458197.64237   15.788   0.097    
  2458197.64359   15.773   0.092    
  2458197.64481   15.816   0.101    
  2458198.63771   15.700   0.085    
  2458198.64013   15.624   0.081    
  2458198.82979   15.675   0.088    
  2458198.83101   15.723   0.088    
  2458198.83223   15.844   0.108    
  2458199.84461   15.711   0.091    
  2458199.84584   15.886   0.09     
  2458199.84706   15.798   0.1      
  2458200.84748   15.783   0.102    
  2458200.8487    15.595   0.085    
  2458200.84993   15.819   0.102    
  2458201.56525   15.697   0.09     
  2458201.85795   15.746   0.086    
  2458201.85917   15.798   0.097    
  2458201.8604    15.807   0.092    
  2458202.8385    15.770   0.109    
  2458202.83971   15.765   0.095    
  2458202.84093   15.867   0.092    
  2458203.55759   15.608   0.076    
  2458203.84894   15.638   0.091    
  2458203.85016   15.869   0.101    
  2458203.85139   15.686   0.093    
  2458204.564     15.810   0.104    
  2458204.56522   15.697   0.078    
  2458204.56643   15.723   0.097    
  2458205.55516   15.810   0.097    
  2458205.55637   15.703   0.078    
  2458205.55764   15.691   0.095    
  2458206.80873   15.842   0.176    
  2458206.80995   15.870   0.196    
  2458207.80799   15.864   0.206    
  2458209.81032   15.844   0.212    
  2458209.81276   15.875   0.205    
  2458210.82813   15.813   0.166    
  2458210.82935   15.696   0.158    
  2458210.83057   15.649   0.161    
  2458212.87285   15.957   0.178    
  2458212.87407   15.843   0.149    
  2458212.87529   15.975   0.196    
  2458223.83853   15.760   0.096    
  2458223.83977   15.687   0.089    
  2458223.84099   15.710   0.094    
  2458225.89017   15.682   0.097    
  2458225.89139   15.608   0.083    
  2458226.80984   15.679   0.069    
  2458226.81106   15.748   0.1      
  2458226.81229   15.667   0.086    
  2458227.80562   15.725   0.099    
  2458227.80683   15.697   0.093    
  2458227.80805   15.772   0.096    
  2458230.54764   15.851   0.118    
  2458230.77345   15.817   0.097    
  2458230.77468   15.818   0.096    
  2458230.7759    15.832   0.115    
  2458231.54233   15.726   0.087    
  2458231.54354   15.782   0.09     
  2458233.55911   15.601   0.071    
  2458235.90009   15.637   0.087    
  2458235.90131   15.844   0.1      
  2458235.90254   15.739   0.103    
  2458245.84905   15.570   0.114    
  2458245.85026   15.653   0.133    
  2458245.85148   15.801   0.14     
  2458246.84916   15.703   0.103    
  2458246.85039   15.889   0.132    
  2458246.85162   15.822   0.104    
  2458250.85934   15.729   0.082    
  2458250.86055   15.666   0.103    
  2458250.86178   15.605   0.078    
  2458253.7642    15.623   0.087    
  2458253.76543   15.843   0.11     
  2458254.52974   15.748   0.089    
  2458254.53096   15.712   0.085    
  2458254.73788   15.752   0.093    
  2458254.7391    15.711   0.099    
  2458254.74032   15.670   0.083    
  2458255.52929   15.883   0.103    
  2458255.53051   15.848   0.086    
  2458255.53173   15.780   0.089    
  2458256.52178   15.586   0.067    
  2458256.523     15.826   0.085    
  2458256.52422   15.778   0.094    
  2458257.51767   15.697   0.09     
  2458257.51888   15.804   0.096    
  2458257.52009   15.772   0.101    
  2458259.68904   15.855   0.098    
  2458260.77306   15.759   0.141    
  2458260.77429   15.913   0.148    
  2458260.77552   15.887   0.167    
  2458261.69899   15.831   0.089    
