# HJD             mag      mag_err  
  2457457.71787   12.291   0.011    
  2457457.71916   12.292   0.011    
  2457461.77068   12.249   0.011    
  2457461.77197   12.249   0.011    
  2457461.77325   12.263   0.012    
  2457464.82597   12.27    0.013    
  2457464.82727   12.271   0.014    
  2457464.82856   12.226   0.015    
  2457465.80937   12.275   0.011    
  2457465.81067   12.273   0.011    
  2457465.81197   12.265   0.011    
  2457466.88543   12.273   0.012    
  2457466.88638   12.251   0.013    
  2457466.88731   12.305   0.014    
  2457469.69681   12.245   0.013    
  2457469.6981    12.266   0.012    
  2457469.6994    12.262   0.013    
  2457476.84218   12.256   0.011    
  2457476.84347   12.289   0.012    
  2457476.84476   12.259   0.012    
  2457478.66997   12.289   0.011    
  2457478.67126   12.278   0.012    
  2457478.67256   12.28    0.012    
  2457481.72925   12.29    0.011    
  2457481.73055   12.278   0.011    
  2457481.73183   12.272   0.011    
  2457486.64599   12.256   0.011    
  2457486.64728   12.253   0.011    
  2457486.64857   12.281   0.011    
  2457522.67723   12.314   0.022    
  2457522.67853   12.216   0.024    
  2457522.67982   12.256   0.024    
  2457546.4937    12.242   0.011    
  2457546.49499   12.271   0.011    
  2457546.49629   12.255   0.011    
  2457548.50942   12.255   0.012    
  2457548.51072   12.29    0.012    
  2457548.51201   12.251   0.012    
  2457557.48185   12.267   0.012    
  2457557.48314   12.275   0.012    
  2457557.48442   12.266   0.012    
  2457561.6771    12.266   0.013    
  2457561.6784    12.275   0.012    
  2457561.67968   12.303   0.013    
  2457566.5985    12.257   0.011    
  2457566.5998    12.262   0.011    
  2457566.60109   12.254   0.011    
  2457569.57243   12.259   0.011    
  2457569.57373   12.263   0.011    
  2457569.575     12.279   0.012    
  2457576.71533   12.253   0.011    
  2457585.54599   12.269   0.012    
  2457585.54728   12.276   0.012    
  2457585.54856   12.28    0.012    
  2457593.6586    12.243   0.012    
  2457593.65988   12.261   0.012    
  2457593.66117   12.254   0.012    
  2457595.55128   12.264   0.011    
