# HJD             mag      mag_err  
  2457879.99419   15.575   0.184    
  2457881.10734   15.49    0.146    
  2457881.10862   15.522   0.163    
  2457881.10989   15.503   0.144    
  2457885.04406   15.442   0.168    
  2457885.04532   15.455   0.175    
  2457885.0466    15.597   0.189    
  2457890.9716    15.634   0.182    
  2457890.97288   15.317   0.138    
  2457891.9416    15.469   0.136    
  2457891.94287   15.637   0.167    
  2457891.94414   15.593   0.177    
  2457892.99575   15.54    0.161    
  2457892.99701   15.444   0.138    
  2457892.99829   15.588   0.154    
  2457893.11228   15.474   0.13     
  2457893.11355   15.479   0.137    
  2457893.11482   15.62    0.175    
  2457895.01053   15.715   0.166    
  2457895.0118    15.491   0.149    
  2457895.01306   15.555   0.14     
  2457895.08313   15.585   0.155    
  2457895.0844    15.353   0.118    
  2457895.08575   15.039   0.078    
  2457896.07576   15.658   0.166    
  2457896.07703   15.494   0.153    
  2457896.0783    15.437   0.124    
  2457898.07667   15.303   0.101    
  2457898.07795   15.38    0.115    
  2457898.07922   15.346   0.117    
  2457899.01229   15.431   0.128    
  2457899.01355   15.584   0.161    
  2457899.01482   15.369   0.118    
  2457899.08477   15.463   0.109    
  2457899.08605   15.409   0.105    
  2457899.08732   15.512   0.145    
  2457902.93442   15.566   0.126    
  2457902.9357    15.326   0.1      
  2457902.93697   15.504   0.12     
  2457903.90481   15.589   0.158    
  2457903.90607   15.532   0.164    
  2457903.90734   15.466   0.121    
  2457904.94139   15.695   0.16     
  2457904.94266   15.447   0.141    
  2457904.94392   15.442   0.127    
  2457906.02661   15.359   0.098    
  2457906.02788   15.502   0.102    
  2457906.02915   15.543   0.145    
  2457907.97419   15.568   0.162    
  2457907.97547   15.503   0.15     
  2457907.97674   15.584   0.172    
  2457908.88516   15.392   0.189    
  2457909.10342   15.417   0.141    
  2457909.10469   15.346   0.125    
  2457909.10596   15.73    0.215    
  2457909.9943    15.499   0.145    
  2457909.99556   15.716   0.188    
  2457909.99683   15.426   0.136    
  2457910.90617   15.406   0.184    
  2457914.97654   15.283   0.169    
  2457914.97908   15.4     0.167    
  2457925.09809   15.478   0.151    
  2457925.09936   15.43    0.12     
  2457925.10063   15.676   0.197    
  2457926.08228   15.492   0.128    
  2457926.08354   15.571   0.129    
  2457926.08481   15.587   0.168    
  2457928.96918   15.581   0.136    
  2457928.97046   15.383   0.108    
  2457928.97173   15.454   0.109    
  2457929.04081   15.506   0.145    
  2457929.04207   15.608   0.173    
  2457929.04334   15.306   0.121    
  2457931.9348    15.482   0.137    
  2457931.93606   15.613   0.163    
  2457931.93733   15.419   0.097    
  2457931.96192   15.355   0.117    
  2457931.96317   15.473   0.151    
  2457931.96457   15.569   0.166    
  2457936.8829    15.424   0.154    
  2457936.8855    15.772   0.218    
  2457939.81885   15.579   0.204    
  2457939.95844   15.731   0.193    
  2457939.95973   15.484   0.161    
  2457942.02232   15.359   0.163    
  2457942.02358   15.388   0.176    
  2457942.02484   15.299   0.144    
  2457942.92266   15.364   0.193    
  2457946.99826   15.36    0.134    
  2457946.99953   15.636   0.192    
  2457947.00078   15.466   0.162    
  2457949.02165   15.749   0.218    
  2457949.02291   15.328   0.146    
  2457949.02417   15.307   0.14     
  2457950.02149   15.328   0.116    
  2457950.02276   15.613   0.158    
  2457950.02402   15.401   0.141    
  2457952.95841   15.623   0.151    
  2457952.95969   15.7     0.197    
  2457952.96094   15.818   0.212    
  2457953.88884   15.465   0.122    
  2457953.89011   15.629   0.139    
  2457958.97776   15.457   0.126    
  2457958.97902   15.337   0.092    
  2457958.9803    15.412   0.124    
  2457958.9855    15.526   0.161    
  2457958.98677   15.58    0.166    
  2457958.98805   15.473   0.126    
  2457960.97712   15.37    0.122    
  2457960.97838   15.474   0.128    
  2457960.97966   15.67    0.162    
  2457960.98482   15.389   0.117    
  2457960.98608   15.48    0.138    
  2457960.98735   15.404   0.12     
  2457964.9301    15.629   0.164    
  2457964.93135   15.431   0.112    
  2457964.93264   15.466   0.126    
  2457964.93394   15.51    0.127    
  2457964.9352    15.48    0.141    
  2457964.93647   15.423   0.149    
  2457970.79359   15.439   0.207    
  2457973.81546   15.557   0.198    
  2457973.91155   15.259   0.145    
  2457975.82811   15.551   0.171    
  2457975.82939   15.644   0.201    
  2457975.85011   15.645   0.184    
  2457975.85138   15.624   0.203    
  2457975.85265   15.68    0.203    
  2457976.95363   15.745   0.203    
  2457976.95491   15.475   0.187    
  2457976.95617   15.448   0.167    
  2457978.81634   15.36    0.104    
  2457978.81761   15.378   0.125    
  2457978.81888   15.317   0.093    
  2457978.83178   15.515   0.131    
  2457978.83305   15.543   0.168    
  2457978.83433   15.657   0.169    
  2457981.90314   15.41    0.104    
  2457981.9044    15.389   0.122    
  2457981.9057    15.488   0.136    
  2457981.907     15.35    0.116    
  2457981.90826   15.484   0.135    
  2457981.90953   15.418   0.146    
  2457983.89042   15.597   0.143    
  2457983.89168   15.46    0.134    
  2457983.89296   15.565   0.136    
  2457983.92043   15.474   0.125    
  2457983.9217    15.506   0.128    
  2457983.92296   15.343   0.106    
  2457985.82634   15.653   0.139    
  2457985.82767   15.506   0.147    
  2457985.82894   15.486   0.132    
  2457988.89029   15.481   0.142    
  2457988.89157   15.43    0.122    
  2457988.89284   15.612   0.155    
  2457989.88107   15.409   0.109    
  2457989.88234   15.369   0.095    
  2457989.88362   15.569   0.132    
  2457991.90177   15.401   0.13     
  2457991.90305   15.617   0.157    
  2457991.90432   15.433   0.147    
  2457992.83498   15.431   0.122    
  2457992.83625   15.441   0.122    
  2457992.83751   15.41    0.123    
  2457996.85742   15.709   0.16     
  2457996.85869   15.389   0.131    
  2457996.85997   15.75    0.197    
  2457997.82575   15.528   0.163    
  2457997.82701   15.749   0.194    
  2457997.82829   15.233   0.108    
  2458004.86979   15.487   0.168    
  2458004.87106   15.602   0.171    
  2458004.87232   15.623   0.198    
  2458009.85449   15.421   0.126    
  2458009.85576   15.481   0.131    
  2458009.85702   15.35    0.104    
  2458009.87636   15.241   0.088    
  2458009.87763   15.341   0.097    
  2458009.87891   15.415   0.124    
  2458012.84733   15.421   0.133    
  2458012.84861   15.336   0.11     
  2458012.84987   15.313   0.108    
  2458012.874     15.784   0.184    
  2458012.87528   15.559   0.166    
  2458012.87656   15.435   0.117    
  2458015.8418    15.539   0.172    
  2458015.84307   15.51    0.151    
  2458015.84435   15.412   0.13     
  2458015.86023   15.701   0.184    
  2458015.86161   15.471   0.141    
  2458015.86286   15.596   0.178    
  2458018.82374   15.529   0.14     
  2458018.825     15.36    0.135    
  2458018.82627   15.397   0.135    
  2458018.85094   15.4     0.139    
  2458018.85222   15.494   0.145    
  2458019.85345   15.444   0.144    
  2458019.85473   15.49    0.127    
  2458019.856     15.432   0.128    
  2458020.7918    15.52    0.138    
  2458020.79308   15.515   0.142    
  2458020.79435   15.529   0.146    
  2458022.75111   15.351   0.127    
  2458022.75238   15.443   0.164    
  2458022.75366   15.512   0.149    
  2458026.76377   15.413   0.137    
  2458026.76505   15.526   0.164    
  2458026.76631   15.313   0.137    
  2458028.74809   15.431   0.19     
  2458028.74935   15.483   0.21     
  2458033.77812   15.525   0.168    
  2458033.7794    15.528   0.167    
  2458033.78066   15.714   0.21     
  2458036.79937   15.436   0.118    
  2458036.80065   15.476   0.133    
  2458036.80191   15.304   0.103    
  2458037.79884   15.488   0.145    
  2458037.80012   15.382   0.136    
  2458037.80139   15.27    0.097    
  2458038.76726   15.507   0.141    
  2458038.76853   15.444   0.115    
  2458038.76979   15.355   0.124    
  2458049.71379   15.657   0.189    
  2458049.71507   15.528   0.161    
  2458049.71634   15.624   0.16     
  2458180.15734   15.204   0.201    
  2458184.13654   15.626   0.205    
  2458184.13781   15.586   0.209    
  2458184.13909   15.354   0.171    
  2458185.12575   15.281   0.151    
  2458185.12702   15.638   0.191    
  2458185.13293   15.522   0.165    
  2458185.1342    15.614   0.206    
  2458185.13547   15.612   0.171    
  2458195.09574   15.451   0.134    
  2458195.09702   15.579   0.161    
  2458195.0983    15.449   0.119    
  2458195.1191    15.456   0.141    
  2458195.12038   15.482   0.164    
  2458195.12164   15.555   0.16     
  2458210.08156   15.391   0.187    
  2458225.11507   15.35    0.119    
  2458225.11635   15.572   0.123    
  2458225.11762   15.3     0.09     
  2458230.00756   15.263   0.198    
  2458232.12556   15.589   0.176    
  2458232.12683   15.407   0.139    
  2458232.12811   15.557   0.181    
  2458233.08956   15.504   0.143    
  2458233.09084   15.559   0.14     
  2458233.09211   15.308   0.121    
  2458234.01825   15.52    0.186    
  2458234.01952   15.552   0.2      
  2458234.0208    15.725   0.204    
  2458234.07145   15.545   0.161    
  2458234.07272   15.521   0.152    
  2458245.99694   15.427   0.161    
  2458245.99949   15.376   0.183    
  2458249.01805   15.328   0.101    
  2458249.01932   15.471   0.127    
  2458249.0206    15.319   0.098    
  2458249.03358   15.312   0.108    
  2458249.03487   15.267   0.093    
  2458249.03614   15.532   0.162    
  2458251.96255   15.4     0.126    
  2458251.96383   14.074   0.041    
  2458251.96512   15.339   0.132    
  2458252.06371   15.508   0.135    
  2458252.06499   15.395   0.119    
  2458252.06627   15.446   0.146    
  2458253.03157   15.496   0.131    
  2458253.03284   15.58    0.15     
  2458253.03413   15.597   0.14     
  2458253.9961    15.488   0.128    
  2458253.99738   15.412   0.137    
  2458253.99865   15.512   0.119    
  2458254.08372   15.619   0.17     
  2458254.08499   15.409   0.162    
  2458254.08628   15.449   0.167    
  2458255.02697   15.436   0.135    
  2458255.02825   15.522   0.156    
  2458255.02952   15.451   0.12     
  2458258.98207   15.571   0.139    
  2458258.98336   15.435   0.121    
  2458258.98463   15.453   0.124    
  2458259.95366   15.21    0.093    
  2458259.95493   15.583   0.141    
  2458259.95622   15.378   0.121    
  2458259.99521   15.376   0.115    
  2458259.99648   15.564   0.141    
  2458259.99775   15.37    0.095    
  2458260.91954   15.452   0.146    
  2458260.92083   15.527   0.152    
  2458260.9804    15.395   0.144    
  2458260.98169   15.391   0.131    
  2458260.98296   15.347   0.136    
  2458261.09445   15.515   0.169    
  2458261.09572   15.337   0.103    
  2458262.01041   15.419   0.134    
  2458262.0117    15.468   0.123    
  2458262.01298   15.43    0.118    
  2458269.89456   15.459   0.215    
  2458269.89584   15.48    0.191    
  2458274.09576   15.611   0.167    
  2458274.96311   15.666   0.205    
  2458275.87731   15.57    0.15     
  2458276.0786    15.225   0.109    
  2458276.07987   15.568   0.153    
  2458276.08115   15.329   0.111    
  2458276.87058   15.656   0.178    
  2458276.87186   15.675   0.2      
  2458277.88218   15.616   0.152    
  2458277.88346   15.671   0.164    
  2458277.88473   15.52    0.129    
  2458279.90345   15.451   0.166    
  2458279.90471   15.682   0.176    
  2458279.906     15.488   0.152    
  2458281.01906   15.324   0.123    
  2458281.02033   15.413   0.141    
  2458281.02162   15.403   0.116    
  2458281.94738   15.499   0.149    
  2458281.94866   15.493   0.151    
  2458281.94993   15.416   0.134    
  2458283.94851   15.569   0.162    
  2458283.94978   15.577   0.164    
  2458283.95105   15.443   0.106    
  2458284.00483   15.619   0.137    
  2458284.00611   15.353   0.102    
  2458284.00739   15.468   0.121    
  2458285.00647   15.636   0.166    
  2458285.00775   15.329   0.119    
  2458285.00902   15.626   0.159    
  2458286.88208   15.416   0.119    
  2458286.88335   15.445   0.127    
  2458286.88463   15.44    0.118    
  2458287.93689   15.315   0.141    
  2458287.93817   15.49    0.157    
  2458287.93945   15.538   0.166    
  2458291.02107   15.411   0.121    
  2458291.02236   15.386   0.115    
  2458292.05826   15.302   0.103    
  2458292.05953   15.525   0.144    
  2458292.06081   15.327   0.147    
  2458293.02899   15.383   0.119    
  2458293.03026   15.372   0.116    
  2458293.03154   15.46    0.135    
  2458293.82667   15.373   0.177    
  2458293.82795   15.408   0.154    
  2458299.01756   15.487   0.18     
  2458306.05273   15.401   0.133    
  2458306.05402   15.513   0.14     
  2458306.05528   15.565   0.151    
  2458306.07494   15.499   0.153    
  2458306.07622   15.574   0.177    
  2458306.07749   15.394   0.125    
  2458309.02924   15.387   0.125    
  2458309.03051   15.447   0.119    
  2458309.03179   15.544   0.139    
  2458310.95031   15.409   0.097    
  2458310.95159   15.458   0.113    
  2458311.88534   15.705   0.186    
  2458311.88662   15.494   0.13     
  2458311.88789   15.488   0.154    
  2458313.03283   15.431   0.111    
  2458313.0341    15.448   0.119    
  2458313.03538   15.301   0.104    
  2458315.98698   15.478   0.131    
  2458315.98824   15.521   0.15     
  2458315.98953   15.615   0.162    
  2458316.92109   15.759   0.212    
  2458316.92238   15.602   0.208    
  2458318.96785   15.635   0.18     
  2458318.96913   15.537   0.156    
  2458318.97041   15.446   0.116    
  2458322.80547   15.557   0.179    
  2458324.86592   15.483   0.185    
  2458331.9757    15.223   0.156    
  2458333.98894   15.54    0.196    
  2458333.99021   15.524   0.165    
  2458335.79168   15.374   0.095    
  2458335.79295   15.517   0.137    
  2458335.79422   15.5     0.115    
  2458335.9436    15.385   0.127    
  2458335.94488   15.548   0.12     
  2458335.94615   15.457   0.139    
  2458336.84823   15.845   0.202    
  2458336.8495    15.589   0.139    
  2458336.85078   15.56    0.147    
  2458338.8485    15.587   0.172    
  2458338.84978   15.484   0.157    
  2458338.85106   15.552   0.169    
  2458343.85489   15.238   0.097    
  2458343.85617   15.583   0.168    
  2458343.85745   15.378   0.125    
  2458344.94165   15.627   0.158    
  2458344.94293   15.355   0.1      
  2458344.9442    15.53    0.129    
  2458348.91736   15.463   0.139    
  2458348.91864   15.465   0.145    
  2458348.91992   15.609   0.158    
  2458362.89939   15.56    0.129    
  2458362.90067   15.502   0.154    
  2458362.90194   15.534   0.118    
  2458367.87118   15.317   0.109    
  2458367.87246   15.549   0.145    
  2458367.87374   15.562   0.149    
  2458367.89052   15.581   0.182    
  2458367.89178   15.29    0.099    
  2458369.88921   15.337   0.123    
  2458369.89048   15.515   0.134    
  2458369.89176   15.441   0.14     
  2458370.85316   15.312   0.107    
  2458370.85444   15.498   0.121    
  2458370.85571   15.629   0.139    
  2458371.84107   15.428   0.146    
  2458371.84237   15.329   0.132    
  2458371.84363   15.528   0.147    
  2458372.85583   15.5     0.139    
  2458372.85711   15.487   0.139    
  2458372.85839   15.552   0.119    
  2458376.75185   15.655   0.185    
  2458376.75314   15.382   0.111    
  2458376.75441   15.276   0.107    
  2458376.85654   15.467   0.132    
  2458376.85783   15.697   0.165    
  2458376.85911   15.349   0.125    
  2458379.79235   15.505   0.154    
  2458379.79362   15.65    0.184    
  2458379.79491   15.401   0.136    
  2458379.81181   15.366   0.127    
  2458379.81317   15.491   0.131    
  2458379.81444   15.506   0.153    
  2458384.74332   15.519   0.202    
  2458384.7446    15.195   0.135    
  2458389.82552   15.287   0.165    
  2458396.75287   15.632   0.197    
  2458396.75414   15.651   0.174    
  2458396.75543   15.521   0.139    
  2458396.78014   15.294   0.108    
  2458396.78141   15.428   0.129    
  2458396.78269   15.459   0.14     
  2458401.78783   15.805   0.218    
  2458401.78912   15.353   0.142    
  2458401.79042   15.472   0.148    
  2458409.73298   15.412   0.146    
  2458409.73426   15.52    0.157    
  2458409.73554   15.523   0.155    
  2458412.77053   15.38    0.155    
  2458412.77182   15.487   0.153    
  2458417.76396   15.433   0.194    
  2458417.76652   15.597   0.204    
  2458427.69325   15.492   0.141    
  2458427.69453   15.209   0.108    
  2458427.69579   15.559   0.146    
  2458427.72023   15.38    0.122    
  2458427.7215    15.39    0.104    
  2458427.72277   15.551   0.149    
  2458431.70363   15.458   0.158    
  2458431.70619   15.418   0.141    
  2458432.70341   15.754   0.193    
  2458432.70468   15.543   0.154    
  2458432.70594   15.595   0.184    
  2458436.69468   15.558   0.165    
  2458436.69596   15.589   0.168    
