# HJD             mag      mag_err  
  2457893.84149   15.033   0.112    
  2457894.83238   15.018   0.09     
  2457894.83365   15.112   0.111    
  2457894.83491   15.018   0.118    
  2457901.75534   15.050   0.102    
  2457901.75661   14.868   0.107    
  2457903.80358   15.181   0.118    
  2457903.80484   14.979   0.094    
  2457903.8061    15.160   0.111    
  2457905.81113   15.065   0.106    
  2457905.81239   14.948   0.098    
  2457905.81366   15.068   0.11     
  2457906.82255   15.157   0.117    
  2457906.82383   15.177   0.124    
  2457906.82517   15.037   0.098    
  2457910.75078   15.285   0.16     
  2457910.75204   14.938   0.108    
  2457910.75331   15.241   0.158    
  2457911.7615    15.383   0.18     
  2457911.76276   15.186   0.171    
  2457911.76402   15.036   0.136    
  2457916.73147   15.186   0.151    
  2457916.73273   15.145   0.15     
  2457916.734     15.138   0.157    
  2457918.70131   15.110   0.171    
  2457918.70258   14.717   0.138    
  2457918.70384   14.721   0.147    
  2457923.78905   15.106   0.107    
  2457923.79032   14.946   0.092    
  2457923.79158   14.954   0.096    
  2457932.68017   14.838   0.075    
  2457932.68144   14.967   0.09     
  2457932.6827    15.095   0.109    
  2457933.66567   14.994   0.097    
  2457933.66694   15.086   0.108    
  2457933.66821   14.973   0.092    
  2457935.7225    15.044   0.099    
  2457935.72376   15.119   0.101    
  2457935.72505   14.900   0.09     
  2457944.65666   15.327   0.191    
  2457944.65795   15.273   0.183    
  2457944.6592    15.047   0.153    
  2457946.62977   14.932   0.098    
  2457946.63103   14.961   0.119    
  2457946.63232   15.104   0.119    
  2457949.60474   15.123   0.151    
  2457949.60601   14.824   0.104    
  2457949.60732   15.032   0.119    
  2457951.56303   15.008   0.098    
  2457951.56429   14.979   0.086    
  2457951.56556   14.964   0.095    
  2457953.7232    15.110   0.114    
  2457953.72446   15.234   0.125    
  2457953.72573   15.085   0.101    
  2457954.65177   15.169   0.12     
  2457954.65303   15.042   0.109    
  2457954.65428   15.163   0.109    
  2457958.64516   14.997   0.099    
  2457958.64644   14.990   0.087    
  2457958.64771   14.949   0.091    
  2457960.56914   15.272   0.125    
  2457960.5704    15.259   0.128    
  2457960.57167   14.850   0.093    
  2457961.71842   15.118   0.189    
  2457961.71969   15.269   0.213    
  2457961.72095   14.904   0.18     
  2457962.66565   15.143   0.151    
  2457962.66692   15.077   0.139    
  2457962.6682    14.718   0.096    
  2457964.5706    14.806   0.165    
  2457966.58149   15.066   0.103    
  2457966.58276   15.059   0.114    
  2457966.58402   15.062   0.106    
  2457971.69463   14.953   0.131    
  2457971.69589   15.261   0.189    
  2457971.69716   15.128   0.172    
  2457973.54216   15.313   0.193    
  2457973.54343   15.414   0.185    
  2457975.631     14.923   0.108    
  2457975.63227   14.902   0.1      
  2457975.63353   15.114   0.139    
  2457980.64752   14.940   0.098    
  2457980.64878   15.104   0.116    
  2457980.65006   15.051   0.108    
  2457981.67472   15.266   0.14     
  2457981.67599   14.912   0.089    
  2457982.52539   14.999   0.088    
  2457982.52832   15.010   0.099    
  2457982.52958   15.211   0.116    
  2457986.68692   15.087   0.106    
  2457986.68693   15.388   0.123    
  2457986.68822   15.272   0.121    
  2457986.68822   15.110   0.103    
  2457986.6895    14.986   0.083    
  2457986.6895    15.214   0.132    
  2457987.55137   14.999   0.105    
  2457987.55263   15.077   0.098    
  2457987.55389   14.888   0.086    
  2458001.54794   15.229   0.161    
  2458001.5492    15.131   0.159    
  2458001.55049   15.000   0.13     
  2458002.54985   14.907   0.169    
  2458003.61189   15.210   0.176    
  2458003.61315   15.226   0.172    
  2458003.61443   15.019   0.146    
  2458005.55377   14.893   0.107    
  2458005.55503   15.149   0.126    
  2458005.5563    15.030   0.112    
  2458010.60743   15.030   0.102    
  2458010.6087    15.298   0.112    
  2458010.60996   15.097   0.103    
  2458012.55207   15.086   0.111    
  2458012.55333   15.384   0.157    
  2458012.55461   15.016   0.117    
  2458013.52712   15.139   0.117    
  2458013.52838   15.132   0.109    
  2458013.52964   14.965   0.107    
  2458015.58621   15.132   0.097    
  2458018.5219    15.225   0.12     
  2458018.52318   15.104   0.107    
  2458018.52445   14.961   0.101    
  2458019.55307   14.983   0.095    
  2458019.55435   15.093   0.113    
  2458019.55561   15.116   0.109    
  2458028.53289   15.095   0.135    
  2458028.53415   14.985   0.138    
  2458028.53542   15.327   0.183    
  2458033.51709   15.025   0.129    
  2458033.51836   15.461   0.179    
  2458033.51962   15.158   0.157    
  2458035.52152   14.895   0.104    
  2458035.52279   15.085   0.121    
  2458035.52406   15.084   0.103    
  2458039.50418   14.886   0.104    
  2458039.50544   14.890   0.101    
  2458040.50419   14.952   0.11     
  2458040.50545   14.688   0.092    
  2458040.50672   14.825   0.11     
  2458042.49542   15.090   0.134    
  2458042.4967    15.051   0.119    
  2458042.49797   15.021   0.125    
  2458042.50455   15.034   0.115    
  2458042.50582   15.031   0.104    
  2458042.5071    15.126   0.127    
  2458162.86552   15.221   0.15     
  2458162.86679   15.107   0.128    
  2458162.86806   15.561   0.189    
  2458163.86882   14.938   0.108    
  2458163.87006   15.017   0.112    
  2458163.87134   15.046   0.119    
  2458166.88245   14.722   0.133    
  2458166.88373   14.934   0.183    
  2458170.89595   15.181   0.152    
  2458170.89722   15.333   0.201    
  2458170.8985    14.920   0.139    
  2458171.84141   15.004   0.107    
  2458171.84269   14.814   0.083    
  2458171.84397   15.038   0.114    
  2458173.87784   14.999   0.121    
  2458173.87912   14.952   0.106    
  2458173.8804    14.943   0.099    
  2458174.83534   14.992   0.11     
  2458174.83662   15.245   0.126    
  2458174.8379    14.959   0.106    
  2458175.83878   15.103   0.12     
  2458175.84005   15.332   0.135    
  2458175.84133   15.253   0.128    
  2458179.82155   14.981   0.19     
  2458180.89945   15.266   0.216    
  2458180.90072   14.977   0.154    
  2458180.90199   15.227   0.195    
  2458182.8141    15.004   0.119    
  2458182.81665   14.984   0.156    
  2458183.85893   15.304   0.177    
  2458183.86022   14.875   0.114    
  2458183.8615    15.087   0.141    
  2458192.90994   15.385   0.177    
  2458192.91121   15.192   0.134    
  2458193.90765   14.969   0.095    
  2458193.91402   14.937   0.131    
  2458197.88917   15.009   0.104    
  2458197.89043   15.053   0.114    
  2458197.89171   14.933   0.099    
  2458198.88455   15.297   0.134    
  2458198.88583   15.054   0.126    
  2458198.8871    15.085   0.113    
  2458199.80428   15.149   0.125    
  2458199.80555   15.198   0.116    
  2458199.80682   15.115   0.122    
  2458200.76976   14.979   0.103    
  2458200.77104   15.209   0.115    
  2458200.77231   15.018   0.111    
  2458203.77142   14.914   0.091    
  2458203.7727    14.945   0.099    
  2458203.77397   15.386   0.14     
  2458204.88383   14.974   0.102    
  2458204.88511   15.075   0.107    
  2458204.88638   14.990   0.099    
  2458205.75804   15.209   0.164    
  2458205.75931   15.213   0.174    
  2458205.76058   15.090   0.145    
  2458209.91267   15.031   0.127    
  2458209.91393   15.412   0.217    
  2458209.91522   15.007   0.139    
  2458210.7439    14.925   0.158    
  2458210.74518   15.209   0.181    
  2458210.74645   15.346   0.212    
  2458211.75369   15.216   0.199    
  2458211.75495   14.962   0.153    
  2458211.75624   15.214   0.2      
  2458217.88217   15.291   0.14     
  2458217.88345   15.029   0.124    
  2458217.88472   15.109   0.107    
  2458220.8125    14.873   0.084    
  2458220.81377   14.910   0.1      
  2458220.81503   15.188   0.108    
  2458223.90035   14.989   0.106    
  2458224.90766   15.194   0.12     
  2458224.90892   15.098   0.119    
  2458224.91019   14.970   0.094    
  2458225.89386   15.258   0.133    
  2458225.89513   15.172   0.107    
  2458226.88404   15.222   0.119    
  2458226.8853    15.071   0.117    
  2458227.90962   15.012   0.112    
  2458227.9109    15.021   0.099    
  2458227.91217   15.070   0.1      
  2458228.91298   15.181   0.129    
  2458229.92387   15.196   0.126    
  2458229.93233   14.809   0.116    
  2458233.68333   15.274   0.159    
  2458233.6846    15.313   0.173    
  2458233.68587   15.202   0.144    
  2458233.85778   15.118   0.113    
  2458233.85906   14.918   0.101    
  2458236.67809   15.039   0.214    
  2458238.69513   14.857   0.176    
  2458244.92158   15.041   0.122    
  2458244.92285   14.908   0.113    
  2458244.92411   15.278   0.16     
  2458306.63067   15.002   0.142    
  2458306.63196   15.322   0.171    
  2458306.63323   15.426   0.202    
  2458308.62197   14.973   0.113    
  2458308.62324   14.975   0.106    
  2458308.62452   14.952   0.115    
  2458309.79549   15.422   0.164    
  2458309.79805   15.163   0.138    
  2458311.72123   15.118   0.148    
  2458311.72249   15.217   0.142    
  2458311.72377   15.228   0.145    
  2458312.72152   14.944   0.135    
  2458312.72279   15.095   0.123    
  2458312.72408   15.207   0.134    
  2458313.74041   15.148   0.137    
  2458313.74167   15.041   0.099    
  2458313.74294   15.129   0.123    
  2458314.73666   15.023   0.119    
  2458314.73793   15.203   0.146    
  2458314.73921   15.086   0.139    
  2458320.7658    15.289   0.166    
  2458320.76708   15.008   0.111    
  2458320.76835   14.894   0.125    
  2458332.54877   14.839   0.097    
  2458332.55005   15.275   0.14     
  2458332.55132   15.316   0.157    
  2458336.72067   15.132   0.147    
  2458336.72201   15.268   0.174    
  2458336.7233    15.001   0.129    
  2458338.71742   14.997   0.116    
  2458338.71869   15.060   0.122    
  2458338.71995   15.061   0.119    
  2458340.63165   14.859   0.086    
  2458340.63292   15.094   0.122    
  2458340.63419   15.114   0.133    
  2458341.7066    15.150   0.118    
  2458341.70787   14.880   0.114    
  2458341.70913   15.013   0.117    
  2458345.69598   15.281   0.147    
  2458345.69725   15.084   0.111    
  2458345.69852   14.896   0.102    
  2458347.54507   15.333   0.149    
  2458347.54633   15.171   0.156    
  2458347.54759   15.081   0.111    
  2458359.65264   14.998   0.137    
  2458359.65391   15.149   0.167    
  2458360.64139   15.012   0.16     
  2458360.64392   15.308   0.161    
  2458371.61309   15.195   0.11     
  2458371.61436   15.013   0.117    
  2458371.61562   15.116   0.124    
  2458382.58234   14.873   0.157    
  2458382.58361   14.999   0.168    
  2458384.55078   15.029   0.152    
  2458384.55204   15.281   0.189    
  2458384.5533    14.925   0.132    
