# HJD             mag      mag_err  
  2458282.69785   16.658   0.202    
  2458282.70028   16.440   0.166    
  2458306.6576    16.533   0.179    
  2458306.65882   16.368   0.177    
  2458309.65207   16.490   0.179    
  2458309.65453   16.504   0.175    
  2458313.61944   16.669   0.206    
  2458313.62066   16.605   0.214    
  2458335.56993   16.395   0.156    
  2458339.56374   16.542   0.179    
  2458342.55252   16.497   0.203    
  2458342.55374   16.605   0.192    
  2458366.48377   16.511   0.181    
  2458484.83057   16.627   0.192    
  2458485.84394   16.481   0.214    
  2458486.82188   16.500   0.155    
  2458486.82316   16.379   0.177    
  2458487.83306   16.672   0.186    
  2458487.83428   16.603   0.218    
  2458488.82587   16.611   0.195    
  2458489.83244   16.463   0.181    
  2458490.82958   16.668   0.187    
  2458493.82331   16.566   0.201    
  2458493.82588   16.692   0.22     
  2458495.85036   16.461   0.17     
  2458495.85158   16.583   0.208    
  2458496.81556   16.520   0.2      
  2458496.8181    16.584   0.209    
  2458497.81686   16.384   0.164    
  2458497.81815   16.585   0.194    
  2458497.81941   16.513   0.197    
  2458499.82197   16.338   0.167    
  2458499.82318   16.316   0.141    
  2458499.8244    16.483   0.175    
  2458511.84545   16.424   0.2      
  2458511.84666   16.343   0.205    
  2458512.8497    16.475   0.196    
  2458516.86046   16.550   0.177    
  2458516.86168   16.437   0.154    
  2458517.87852   16.399   0.19     
  2458517.88096   16.552   0.205    
  2458518.87404   16.506   0.193    
  2458518.8753    16.442   0.173    
  2458522.7452    16.322   0.156    
  2458522.74774   16.502   0.195    
  2458523.79362   16.563   0.22     
  2458524.74033   16.383   0.147    
  2458524.7416    16.385   0.144    
  2458525.74783   16.716   0.198    
  2458525.74909   16.422   0.174    
  2458525.7504    16.418   0.197    
  2458526.73035   16.298   0.137    
  2458526.73279   16.549   0.181    
  2458527.72947   16.565   0.209    
  2458527.73069   16.481   0.177    
  2458527.73192   16.469   0.168    
  2458528.81898   16.430   0.15     
  2458528.82019   16.567   0.219    
  2458528.82141   16.458   0.181    
  2458531.86758   16.551   0.193    
  2458533.71778   15.670   0.18     
  2458537.82316   16.303   0.217    
  2458541.78962   16.294   0.141    
  2458542.8167    16.545   0.199    
  2458542.81799   16.464   0.18     
  2458543.84485   16.384   0.175    
  2458543.84607   16.634   0.214    
  2458543.84729   16.566   0.196    
  2458544.84765   16.673   0.213    
  2458544.84886   16.617   0.194    
  2458544.85008   16.506   0.193    
  2458549.73306   16.496   0.16     
  2458549.73428   16.473   0.185    
  2458549.73551   16.346   0.17     
  2458553.65819   16.571   0.209    
  2458553.65946   16.548   0.204    
  2458553.66074   16.288   0.176    
  2458554.68248   16.448   0.157    
  2458554.68371   16.411   0.164    
  2458554.68493   16.518   0.196    
  2458555.65389   16.473   0.157    
  2458555.65516   16.538   0.199    
  2458556.74069   16.529   0.187    
  2458556.74197   16.538   0.182    
  2458556.74324   16.460   0.167    
  2458558.78085   16.508   0.208    
  2458558.78207   16.356   0.169    
  2458558.78329   16.482   0.188    
  2458559.85019   16.386   0.186    
  2458560.89011   16.420   0.171    
  2458560.89134   16.461   0.145    
  2458560.89255   16.480   0.156    
  2458569.74174   16.614   0.18     
  2458570.68172   16.495   0.193    
  2458570.68299   16.524   0.198    
  2458571.62482   16.451   0.182    
  2458571.82593   16.519   0.215    
  2458571.82714   16.373   0.184    
  2458573.76607   16.320   0.134    
  2458573.76735   16.281   0.127    
  2458575.61357   16.528   0.187    
  2458575.61611   16.590   0.188    
  2458576.592     16.341   0.156    
  2458576.59322   16.541   0.182    
  2458576.82755   16.632   0.217    
  2458576.82877   16.596   0.195    
  2458576.83      16.500   0.199    
  2458577.75261   16.412   0.216    
  2458578.77641   16.528   0.197    
  2458578.77767   16.589   0.186    
  2458579.79269   16.542   0.207    
  2458580.69629   16.531   0.216    
  2458580.69751   16.532   0.172    
  2458580.69873   16.486   0.173    
  2458581.72922   16.423   0.178    
  2458581.73045   16.377   0.152    
  2458581.73167   16.532   0.184    
  2458582.74751   16.528   0.199    
  2458582.74879   16.625   0.197    
  2458583.69014   16.470   0.155    
  2458583.69136   16.574   0.212    
  2458583.69258   16.254   0.137    
  2458584.66329   16.560   0.214    
  2458584.66452   16.591   0.203    
  2458584.66573   16.636   0.219    
  2458585.64881   16.288   0.143    
  2458585.65008   16.251   0.153    
  2458585.65145   16.492   0.192    
  2458588.6796    15.385   0.1      
  2458588.68084   16.164   0.165    
  2458596.77918   15.919   0.153    
  2458601.25442   16.640   0.213    
  2458602.27649   16.550   0.168    
  2458602.27892   16.637   0.216    
  2458602.58801   16.640   0.206    
  2458602.81272   16.509   0.193    
  2458602.81515   16.346   0.178    
  2458603.61221   16.368   0.17     
  2458603.61463   16.613   0.2      
  2458604.53918   16.410   0.179    
  2458604.54042   16.568   0.183    
  2458604.54165   16.475   0.196    
  2458604.71997   16.497   0.163    
  2458604.7212    16.456   0.183    
  2458604.72243   16.757   0.214    
  2458605.25806   16.560   0.189    
  2458605.41339   16.612   0.201    
  2458605.62791   16.462   0.203    
  2458605.62918   16.556   0.193    
  2458605.63046   16.431   0.201    
  2458606.23464   16.524   0.185    
  2458606.40431   16.602   0.193    
  2458610.5097    16.249   0.192    
  2458616.56077   16.527   0.18     
  2458616.56198   16.528   0.193    
  2458625.8018    14.787   0.181    
  2458637.32766   16.560   0.203    
  2458637.76634   16.390   0.188    
  2458637.7676    16.622   0.209    
  2458638.26385   16.659   0.215    
  2458638.26626   16.580   0.203    
  2458638.52371   16.572   0.201    
  2458638.52498   16.419   0.154    
  2458638.52625   16.410   0.165    
  2458641.69455   16.349   0.198    
  2458642.59746   16.370   0.17     
  2458647.63497   15.885   0.167    
  2458656.49651   16.499   0.189    
  2458656.49779   16.430   0.204    
  2458657.5629    16.642   0.214    
  2458657.56545   16.430   0.156    
  2458662.68993   16.505   0.169    
  2458662.69115   16.291   0.161    
  2458667.49743   16.547   0.187    
  2458667.49865   16.682   0.215    
  2458667.49985   16.495   0.205    
  2458668.53926   16.529   0.182    
  2458668.54048   16.540   0.193    
  2458668.54171   16.423   0.171    
  2458669.52769   16.447   0.165    
  2458669.53013   16.492   0.196    
  2458671.57761   16.398   0.198    
  2458671.57882   16.475   0.207    
  2458671.67157   16.382   0.199    
  2458689.61962   16.569   0.208    
  2458690.54792   16.510   0.186    
  2458690.54921   16.367   0.179    
  2458690.5505    16.336   0.176    
  2458691.59777   16.527   0.208    
  2458691.59899   16.302   0.147    
  2458692.61485   16.213   0.123    
  2458692.61612   16.547   0.212    
  2458693.60892   16.455   0.181    
  2458693.61017   16.498   0.194    
  2458693.61144   16.453   0.171    
  2458694.60546   16.211   0.142    
  2458694.60672   16.429   0.153    
  2458695.60376   16.325   0.172    
  2458699.59157   16.545   0.181    
  2458699.59278   16.072   0.128    
  2458700.58016   16.532   0.204    
  2458700.5826    16.496   0.194    
  2458707.55926   15.847   0.165    
  2458710.54879   14.994   0.192    
  2458715.53564   16.691   0.187    
  2458715.53691   16.248   0.138    
  2458716.53814   16.312   0.147    
  2458716.53935   16.707   0.205    
  2458716.54058   16.257   0.131    
  2458717.52397   16.295   0.16     
  2458717.52518   16.594   0.203    
  2458717.5264    16.453   0.207    
  2458718.52402   16.479   0.183    
  2458718.52524   16.543   0.205    
  2458718.52645   16.580   0.203    
  2458719.5185    16.518   0.201    
  2458719.51973   16.253   0.148    
  2458721.51588   16.411   0.167    
  2458721.51715   16.700   0.204    
  2458721.51844   16.495   0.197    
  2458723.50259   16.463   0.218    
  2458723.5038    16.254   0.153    
  2458724.50278   16.274   0.126    
  2458724.50532   16.287   0.146    
  2458725.49801   16.485   0.205    
  2458726.4971    16.429   0.191    
  2458726.49838   16.005   0.121    
  2458727.49122   16.441   0.191    
  2458727.49243   16.405   0.186    
  2458729.48623   16.616   0.193    
  2458734.47218   15.473   0.205    
  2458850.84783   16.185   0.175    
  2458850.8491    16.363   0.189    
  2458851.5899    16.580   0.196    
  2458853.84033   16.376   0.171    
  2458858.82846   15.166   0.126    
  2458870.86439   16.523   0.211    
  2458880.8769    16.365   0.208    
  2458882.87078   16.572   0.217    
  2458885.87944   16.462   0.166    
  2458886.87128   16.660   0.217    
  2458886.8725    16.358   0.166    
  2458893.82464   16.074   0.177    
  2458899.69443   16.388   0.169    
  2458900.69712   16.602   0.216    
  2458901.75952   16.481   0.185    
  2458901.76195   16.588   0.215    
  2458903.71972   16.558   0.205    
  2458903.721     16.453   0.199    
  2458904.72813   16.427   0.186    
  2458905.71186   16.221   0.136    
  2458906.6851    16.629   0.211    
  2458906.68767   16.499   0.191    
  2458907.77797   16.543   0.182    
  2458907.7792    16.440   0.191    
  2458908.77796   16.405   0.162    
  2458908.77923   16.346   0.167    
  2458908.78051   16.218   0.121    
  2458909.70599   16.514   0.167    
  2458909.70727   16.481   0.189    
  2458911.66746   16.531   0.181    
  2458911.6687    16.551   0.183    
  2458912.65432   15.999   0.14     
  2458914.8143    16.348   0.197    
  2458923.65927   16.286   0.181    
  2458925.64972   16.506   0.21     
  2458925.65094   16.534   0.191    
  2458925.65215   16.538   0.201    
  2458927.36348   16.732   0.202    
