# hjd           mag    mag_err
  2457834.75263 12.297 0.02   
  2457608.53026 12.259 0.02   
  2457877.77272 12.262 0.02   
  2458164.77227 12.252 0.02   
  2458216.82309 12.267 0.02   
  2457576.71545 12.245 0.02   
  2458214.76364 12.271 0.02   
  2457906.80933 12.249 0.02   
  2457476.84209 12.285 0.02   
  2457466.88532 12.268 0.02   
  2458017.48782 12.23  0.02   
  2457806.8061  12.287 0.02   
  2457883.6304  12.271 0.02   
  2457566.59861 12.256 0.02   
  2458311.70346 12.252 0.02   
  2458217.8069  12.253 0.02   
  2458007.47697 12.262 0.02   
  2457585.54612 12.266 0.02   
  2458227.84169 12.248 0.02   
  2457653.48416 12.289 0.02   
  2457923.64275 12.265 0.02   
  2457831.69302 12.316 0.02   
  2458222.74617 12.271 0.02   
  2457782.816   12.254 0.02   
  2457889.71821 12.249 0.02   
  2458205.77419 12.235 0.02   
  2457773.84442 12.245 0.02   
  2458316.6726  12.257 0.02   
  2458233.69357 12.241 0.02   
  2457791.87707 12.237 0.02   
  2457980.60036 12.372 0.02   
  2457847.8258  12.267 0.02   
  2457869.61813 12.28  0.02   
  2457811.83508 12.287 0.02   
  2457851.8159  12.282 0.02   
  2457872.5771  12.258 0.02   
  2457858.85268 12.301 0.02   
  2457770.84894 12.26  0.02   
  2457778.82878 12.25  0.02   
  2457876.56814 12.253 0.02   
  2458226.83858 12.283 0.02   
  2457996.52716 12.263 0.02   
  2458225.84674 12.267 0.02   
  2457901.6774  12.274 0.02   
  2457933.64807 12.26  0.02   
  2457969.60054 12.287 0.02   
  2458306.71975 12.293 0.02   
  2458161.80404 12.263 0.02   
  2457903.65836 12.297 0.02   
  2457890.68014 12.316 0.02   
  2457612.54942 12.3   0.02   
  2457986.58085 12.283 0.02   
  2457780.8207  12.256 0.02   
  2457974.56719 12.257 0.02   
  2458303.54271 12.295 0.02   
  2457649.47482 12.263 0.02   
  2458193.81778 12.28  0.02   
  2457595.55143 12.254 0.02   
  2457936.5519  12.269 0.02   
  2457833.84466 12.26  0.02   
  2457766.87227 12.281 0.02   
  2457546.49376 12.259 0.02   
  2457916.61225 12.283 0.02   
  2457952.68285 12.279 0.02   
  2457816.82043 12.279 0.02   
  2458191.74771 12.284 0.02   
  2458308.71477 12.301 0.02   
  2458178.83035 12.25  0.02   
  2458171.75212 12.247 0.02   
  2458163.77666 12.411 0.02   
  2457945.57698 12.276 0.02   
  2458310.71085 12.276 0.02   
  2458159.88494 12.278 0.02   
  2457561.67719 12.249 0.02   
  2457838.69637 12.271 0.02   
  2458175.74138 12.263 0.02   
  2458215.81617 12.253 0.02   
  2458199.75974 12.277 0.02   
  2457808.79672 12.276 0.02   
  2457775.83997 12.267 0.02   
  2457830.83629 12.287 0.02   
  2458173.81852 12.266 0.02   
  2457840.68997 12.286 0.02   
  2458166.76706 12.257 0.02   
  2457465.80925 12.291 0.02   
  2457779.82852 12.24  0.02   
  2457557.48193 12.266 0.02   
  2457943.5696  12.271 0.02   
  2458230.76697 12.259 0.02   
  2457911.76354 12.262 0.02   
  2457914.66159 12.287 0.02   
  2457893.62647 12.255 0.02   
  2458160.8649  12.282 0.02   
  2457966.5947  12.268 0.02   
  2457478.66987 12.295 0.02   
  2457786.81021 12.271 0.02   
  2458220.76332 12.244 0.02   
  2457803.81631 12.307 0.02   
  2457481.72916 12.29  0.02   
  2457486.64591 12.259 0.02   
  2457958.63901 12.274 0.02   
  2458224.85536 12.287 0.02   
  2457939.60005 12.266 0.02   
  2457972.6246  12.265 0.02   
  2457631.55382 12.299 0.02   
  2457910.74516 12.247 0.02   
  2457767.85735 12.248 0.02   
  2457801.87298 12.311 0.02   
  2458170.82055 12.228 0.02   
  2458188.8296  12.265 0.02   
  2458300.68942 12.289 0.02   
  2458240.78856 12.267 0.02   
  2457626.57032 12.286 0.02   
  2458198.76055 12.276 0.02   
  2457799.81497 12.256 0.02   
  2457866.76045 12.255 0.02   
  2457804.85893 12.25  0.02   
  2457457.71774 12.37  0.02   
  2457844.75274 12.273 0.02   
  2457948.54991 12.341 0.02   
  2458201.85299 12.306 0.02   
  2458182.75182 12.242 0.02   
  2457862.6307  12.276 0.02   
  2458197.77286 12.271 0.02   
  2458238.79995 12.238 0.02   
  2457855.76388 12.274 0.02   
  2457763.86594 12.253 0.02   
  2458195.83151 12.28  0.02   
  2458229.76509 12.258 0.02   
  2458228.82567 12.257 0.02   
