# HJD             mag      mag_err  
  2457954.70047   14.731   0.093    
  2457957.71437   14.918   0.094    
  2457957.71563   14.688   0.088    
  2457957.71689   14.895   0.098    
  2457959.66545   14.976   0.122    
  2457959.66671   14.839   0.101    
  2457959.66797   14.796   0.09     
  2457960.62763   14.993   0.111    
  2457960.6289    14.941   0.104    
  2457960.63016   14.951   0.119    
  2457962.53936   14.921   0.137    
  2457962.54063   14.933   0.118    
  2457962.54189   14.899   0.107    
  2457963.53147   14.921   0.123    
  2457966.63259   14.701   0.079    
  2457966.63385   14.906   0.106    
  2457966.63513   15.060   0.136    
  2457973.64654   15.134   0.21     
  2457973.6478    14.902   0.169    
  2457975.64357   14.799   0.108    
  2457975.64483   15.128   0.159    
  2457979.63664   14.913   0.104    
  2457979.6379    14.882   0.087    
  2457979.63918   14.881   0.113    
  2457981.71741   15.167   0.18     
  2457981.71867   15.052   0.131    
  2457981.71994   15.087   0.207    
  2457994.52575   14.920   0.1      
  2457994.52703   15.102   0.123    
  2457994.52831   14.952   0.125    
  2458000.65254   15.043   0.154    
  2458004.66709   14.991   0.163    
  2458004.66836   14.842   0.134    
  2458005.56728   14.951   0.12     
  2458005.56854   15.257   0.164    
  2458005.56982   15.081   0.131    
  2458010.63151   14.951   0.115    
  2458010.63278   14.972   0.11     
  2458010.63406   15.024   0.12     
  2458011.53583   14.890   0.104    
  2458011.53709   15.092   0.126    
  2458011.53836   14.870   0.107    
  2458012.64012   14.954   0.134    
  2458012.64139   15.036   0.137    
  2458012.64268   15.043   0.132    
  2458013.52461   14.977   0.122    
  2458013.52588   14.931   0.104    
  2458013.52714   15.016   0.121    
  2458016.56892   15.003   0.121    
  2458016.57019   14.945   0.115    
  2458016.57146   14.989   0.118    
  2458018.59592   15.007   0.108    
  2458018.59719   14.835   0.094    
  2458018.59846   14.923   0.118    
  2458019.563     14.898   0.101    
  2458019.56428   15.004   0.113    
  2458019.56555   14.995   0.111    
  2458021.52456   14.810   0.095    
  2458021.5271    14.875   0.108    
  2458021.59843   14.964   0.127    
  2458028.5838    15.038   0.188    
  2458032.49863   15.030   0.171    
  2458032.56448   14.981   0.169    
  2458035.5794    15.116   0.134    
  2458038.57825   15.197   0.165    
  2458039.55952   15.029   0.127    
  2458040.51831   14.944   0.123    
  2458040.55926   15.094   0.141    
  2458041.55638   14.886   0.11     
  2458043.52231   14.743   0.085    
  2458043.52484   15.043   0.123    
  2458165.88649   15.095   0.172    
  2458165.88776   14.791   0.136    
  2458165.88903   15.075   0.176    
  2458166.88588   15.006   0.209    
  2458170.88314   15.082   0.172    
  2458170.88443   15.039   0.128    
  2458170.88571   14.916   0.156    
  2458173.88497   14.983   0.139    
  2458173.88624   14.761   0.104    
  2458173.88751   14.918   0.136    
  2458179.86846   14.895   0.216    
  2458181.85909   15.037   0.193    
  2458181.86036   15.208   0.208    
  2458183.86535   14.887   0.14     
  2458183.86662   14.812   0.137    
  2458183.8679    15.200   0.217    
  2458191.90395   14.940   0.158    
  2458191.90523   15.235   0.193    
  2458191.9065    14.986   0.148    
  2458193.87231   15.137   0.14     
  2458193.87357   15.019   0.122    
  2458193.87485   14.781   0.097    
  2458194.89405   14.993   0.13     
  2458194.89533   15.167   0.158    
  2458194.8966    14.921   0.112    
  2458195.8893    15.328   0.173    
  2458195.89059   15.046   0.126    
  2458195.89187   14.914   0.111    
  2458196.90392   14.972   0.117    
  2458196.91432   15.122   0.201    
  2458197.88393   14.963   0.122    
  2458197.88521   15.065   0.122    
  2458197.88648   15.094   0.137    
  2458198.90254   14.943   0.118    
  2458199.81834   15.019   0.118    
  2458199.81963   14.914   0.112    
  2458199.8209    14.948   0.136    
  2458199.83115   14.939   0.113    
  2458203.80765   14.912   0.112    
  2458203.80898   14.916   0.128    
  2458203.81025   15.033   0.134    
  2458204.86811   14.918   0.103    
  2458204.86938   15.000   0.122    
  2458204.87066   14.912   0.112    
  2458204.88888   14.794   0.095    
  2458205.8975    14.951   0.106    
  2458205.91922   15.193   0.215    
  2458206.81829   15.010   0.184    
  2458212.79597   15.283   0.212    
  2458213.79649   15.364   0.2      
  2458213.79777   15.041   0.17     
  2458213.79905   15.290   0.214    
  2458213.8261    14.892   0.137    
  2458224.90365   14.941   0.111    
  2458224.90491   14.900   0.121    
  2458230.86503   15.041   0.13     
  2458230.86633   15.094   0.163    
  2458230.86761   14.985   0.13     
  2458233.73169   15.057   0.158    
  2458233.73296   14.914   0.125    
  2458236.7247    14.596   0.158    
  2458238.76932   14.797   0.166    
  2458245.84094   15.034   0.163    
  2458245.84221   15.178   0.16     
  2458245.84348   14.921   0.134    
  2458260.66797   14.836   0.096    
  2458260.66926   14.964   0.109    
  2458260.67052   14.923   0.087    
  2458260.83853   14.947   0.128    
  2458260.8398    14.963   0.148    
  2458260.84107   15.074   0.145    
  2458305.69693   15.244   0.148    
  2458305.69821   14.924   0.123    
  2458305.69948   14.981   0.106    
  2458308.68619   14.935   0.088    
  2458308.68748   14.935   0.094    
  2458308.68876   14.782   0.085    
  2458309.81916   14.754   0.078    
  2458309.82044   14.855   0.1      
  2458309.82171   14.867   0.093    
  2458310.63612   14.816   0.068    
  2458310.63739   14.856   0.1      
  2458310.63867   14.956   0.108    
  2458311.75572   15.008   0.108    
  2458311.75705   14.894   0.104    
  2458311.75833   14.879   0.102    
  2458312.7329    14.910   0.092    
  2458312.73417   14.765   0.091    
  2458312.73545   14.946   0.112    
  2458313.77088   14.898   0.105    
  2458313.77215   14.920   0.104    
  2458313.77342   14.994   0.122    
  2458314.75666   15.060   0.112    
  2458314.75795   14.764   0.073    
  2458314.75922   14.907   0.087    
  2458316.64577   14.950   0.12     
  2458316.64704   14.871   0.095    
  2458316.6483    14.910   0.085    
  2458329.61432   14.893   0.118    
  2458329.61561   15.001   0.146    
  2458329.61688   15.184   0.165    
  2458331.60356   15.040   0.11     
  2458331.60484   15.047   0.113    
  2458331.6061    14.837   0.099    
  2458332.59991   14.962   0.107    
  2458332.60118   14.986   0.111    
  2458332.60247   14.900   0.091    
  2458333.54319   15.062   0.139    
  2458336.76721   14.868   0.11     
  2458336.76849   14.920   0.102    
  2458336.76975   14.991   0.118    
  2458339.61667   15.082   0.127    
  2458339.61794   14.879   0.094    
  2458339.61923   14.893   0.109    
  2458340.66001   14.933   0.093    
  2458340.66126   14.899   0.085    
  2458340.66254   14.999   0.109    
  2458341.75844   14.888   0.093    
  2458341.75971   15.000   0.114    
  2458344.5644    14.788   0.083    
  2458344.56567   14.781   0.086    
  2458344.56694   14.777   0.088    
  2458345.70861   14.886   0.101    
  2458345.70988   14.862   0.099    
  2458345.71115   14.959   0.118    
  2458347.55004   14.847   0.093    
  2458347.55258   15.095   0.139    
  2458355.54017   15.038   0.147    
  2458355.54143   15.005   0.159    
  2458355.54271   15.263   0.186    
  2458358.64146   14.879   0.124    
  2458358.64273   14.945   0.125    
  2458358.64401   14.858   0.122    
  2458360.51466   14.889   0.1      
  2458360.51593   15.072   0.108    
  2458360.51719   14.976   0.121    
  2458360.70122   14.942   0.133    
  2458360.70249   14.882   0.124    
  2458360.70376   15.107   0.134    
  2458363.67776   14.981   0.119    
  2458363.679     15.046   0.128    
  2458363.68026   14.955   0.112    
  2458364.67863   14.913   0.098    
  2458364.67991   14.926   0.116    
  2458364.68117   14.873   0.099    
  2458365.68566   15.067   0.106    
  2458365.68692   14.856   0.086    
  2458365.6882    14.999   0.103    
  2458366.6831    14.962   0.102    
  2458366.68437   14.999   0.105    
  2458366.68563   15.079   0.139    
  2458366.7461    14.919   0.11     
  2458366.74738   14.873   0.102    
  2458366.74866   14.840   0.07     
  2458376.53439   15.010   0.112    
  2458376.53565   15.044   0.132    
  2458376.53694   14.836   0.092    
  2458382.63207   14.824   0.113    
  2458384.54828   15.065   0.135    
  2458384.54958   14.960   0.143    
  2458384.55086   14.825   0.105    
