# HJD             mag      mag_err  
  2458232.86073   15.099   0.047    
  2458232.86194   15.191   0.053    
  2458232.86317   15.104   0.05     
  2458252.81262   15.196   0.045    
  2458252.81383   15.192   0.043    
  2458252.81506   15.098   0.045    
  2458262.77867   15.343   0.097    
  2458262.77989   15.226   0.086    
  2458262.78112   15.050   0.075    
  2458262.95089   15.113   0.059    
  2458263.77288   15.143   0.087    
  2458263.77411   15.203   0.086    
  2458263.77532   15.402   0.095    
  2458264.81922   15.207   0.094    
  2458282.8212    15.222   0.038    
  2458282.82241   15.239   0.044    
  2458282.82364   15.265   0.046    
  2458283.51608   15.133   0.042    
  2458283.51739   15.116   0.037    
  2458283.51878   15.117   0.041    
  2458288.53124   15.117   0.043    
  2458288.53245   15.114   0.046    
  2458288.53367   15.134   0.048    
  2458288.71417   15.141   0.042    
  2458288.71539   15.210   0.041    
  2458288.71661   15.289   0.043    
  2458289.8508    15.150   0.043    
  2458289.85203   15.176   0.048    
  2458289.85326   15.227   0.048    
  2458290.52766   15.259   0.067    
  2458290.52887   15.378   0.079    
  2458290.53009   15.430   0.071    
  2458290.80416   15.078   0.044    
  2458290.80537   15.122   0.045    
  2458291.88061   15.181   0.046    
  2458291.88183   15.328   0.053    
  2458291.88304   15.146   0.042    
  2458292.82882   15.201   0.071    
  2458292.83004   15.223   0.069    
  2458292.83127   15.127   0.071    
  2458294.73344   15.360   0.095    
  2458294.73467   15.245   0.088    
  2458294.73588   15.142   0.076    
  2458300.75897   15.205   0.076    
  2458300.76018   15.234   0.073    
  2458300.7614    15.202   0.072    
  2458314.67846   15.317   0.124    
  2458314.67967   15.400   0.108    
  2458314.68089   15.325   0.086    
  2458318.79574   15.158   0.047    
  2458318.79696   15.174   0.049    
  2458318.79819   15.138   0.044    
  2458320.76395   15.088   0.043    
  2458320.76515   15.208   0.048    
  2458320.76638   15.258   0.045    
  2458328.51424   15.491   0.093    
  2458328.51546   15.400   0.089    
  2458328.51668   15.281   0.069    
  2458329.70787   15.320   0.075    
  2458329.70908   15.152   0.075    
  2458329.7103    15.134   0.071    
  2458331.75267   15.351   0.13     
  2458331.75389   14.995   0.126    
  2458331.75511   15.181   0.135    
  2458333.50063   15.089   0.039    
  2458333.50185   15.128   0.044    
  2458333.50307   15.186   0.045    
  2458334.64938   15.122   0.04     
  2458334.6506    15.086   0.044    
  2458334.65182   15.189   0.044    
  2458336.71916   15.092   0.043    
  2458336.72037   15.221   0.047    
  2458336.72159   15.171   0.048    
  2458343.59313   15.418   0.081    
  2458343.59435   15.259   0.061    
  2458343.59556   15.241   0.064    
  2458344.59692   15.174   0.043    
  2458344.59814   15.107   0.037    
  2458344.59936   15.164   0.043    
  2458355.52918   15.212   0.072    
  2458355.53039   15.231   0.079    
  2458355.53161   15.116   0.076    
  2458356.59578   15.358   0.086    
  2458356.59699   15.255   0.093    
  2458356.59821   15.168   0.081    
  2458359.63054   15.326   0.086    
  2458359.63176   15.241   0.075    
  2458359.63298   15.239   0.069    
  2458360.48931   15.120   0.042    
  2458360.49053   15.048   0.039    
  2458360.49174   15.205   0.041    
  2458360.68305   15.173   0.105    
  2458360.68426   14.980   0.078    
  2458360.68547   15.329   0.088    
  2458361.69653   15.111   0.068    
  2458361.69774   15.223   0.077    
  2458361.69896   15.147   0.066    
  2458362.68473   15.079   0.043    
  2458362.68595   15.171   0.054    
  2458362.68717   15.235   0.052    
  2458363.53837   15.236   0.047    
  2458363.5396    15.224   0.044    
  2458363.54082   15.288   0.045    
  2458366.49474   15.155   0.044    
  2458366.49595   15.155   0.041    
  2458366.49719   15.162   0.041    
  2458366.67913   15.304   0.054    
  2458370.66878   15.244   0.048    
  2458370.67      15.261   0.05     
  2458371.66644   15.258   0.055    
  2458371.66766   15.205   0.05     
  2458372.64496   15.116   0.041    
  2458372.64618   15.225   0.048    
  2458372.64739   15.162   0.048    
  2458375.59404   15.136   0.048    
  2458375.59526   15.131   0.048    
  2458383.55127   15.166   0.078    
  2458383.55249   15.149   0.079    
  2458383.5537    15.175   0.073    
  2458392.60506   15.123   0.051    
  2458392.6075    15.121   0.051    
  2458393.52262   15.157   0.038    
  2458393.52515   15.201   0.041    
  2458394.5309    15.146   0.043    
  2458394.53216   15.121   0.041    
  2458394.53345   15.150   0.04     
  2458395.53306   15.068   0.067    
  2458395.53428   15.200   0.082    
  2458396.53199   15.170   0.11     
  2458398.57484   15.150   0.069    
  2458398.57607   15.132   0.054    
  2458398.57729   15.148   0.061    
  2458399.5667    15.044   0.05     
  2458399.56793   15.171   0.056    
  2458399.56913   15.233   0.057    
  2458401.52335   15.063   0.057    
  2458401.52458   15.153   0.051    
  2458401.52579   15.140   0.05     
  2458408.48609   15.210   0.098    
  2458408.48738   15.229   0.101    
  2458408.48865   15.094   0.071    
  2458410.48702   15.088   0.106    
  2458410.48823   15.266   0.116    
  2458410.48945   15.370   0.107    
  2458521.87866   15.338   0.098    
  2458521.87993   15.081   0.108    
  2458521.8812    15.141   0.11     
  2458522.87814   15.208   0.056    
  2458522.87942   15.055   0.052    
  2458522.88069   15.082   0.059    
  2458523.87339   15.139   0.049    
  2458523.87465   15.121   0.044    
  2458523.87592   15.063   0.045    
  2458524.873     15.158   0.048    
  2458524.87426   15.178   0.051    
  2458524.87554   15.120   0.044    
  2458525.86843   15.221   0.05     
  2458525.86969   15.149   0.048    
  2458525.87097   15.342   0.061    
  2458526.864     15.138   0.048    
  2458526.86527   15.166   0.048    
  2458526.86653   15.048   0.043    
  2458527.86352   15.108   0.053    
  2458527.8648    15.120   0.052    
  2458527.86607   15.118   0.05     
  2458528.85923   15.151   0.042    
  2458528.8605    15.122   0.041    
  2458528.86177   15.163   0.047    
  2458529.8655    15.171   0.05     
  2458529.86672   15.233   0.052    
  2458529.86795   15.209   0.05     
  2458530.87876   15.200   0.044    
  2458530.88003   15.173   0.047    
  2458533.86901   15.065   0.079    
  2458533.87027   15.322   0.107    
  2458533.87155   15.227   0.097    
  2458534.86299   14.984   0.079    
  2458535.85061   15.308   0.096    
  2458535.8519    15.180   0.088    
  2458535.85315   15.046   0.073    
  2458535.85448   15.182   0.079    
  2458535.85573   14.997   0.073    
  2458535.857     15.112   0.077    
  2458535.85955   15.363   0.095    
  2458535.86081   15.136   0.078    
  2458535.86207   15.149   0.071    
  2458535.86335   15.322   0.085    
  2458535.86463   15.180   0.087    
  2458537.87795   15.221   0.07     
  2458537.87922   15.141   0.088    
  2458537.8805    15.163   0.11     
  2458539.85043   15.189   0.064    
  2458539.8517    15.272   0.063    
  2458539.85305   15.218   0.064    
  2458553.81689   14.993   0.047    
  2458553.81816   15.107   0.051    
  2458553.81943   15.128   0.047    
  2458554.81223   15.117   0.048    
  2458554.8135    15.234   0.053    
  2458554.81484   15.303   0.057    
  2458555.81145   15.104   0.047    
  2458555.81274   15.072   0.047    
  2458555.81407   15.097   0.04     
  2458556.80681   15.259   0.058    
  2458556.80808   15.251   0.053    
  2458556.80934   15.239   0.06     
  2458558.8092    15.267   0.05     
  2458558.81046   15.207   0.053    
