# HJD             mag      mag_err  
  2458226.94923   15.776   0.128    
  2458226.95057   15.944   0.148    
  2458228.96703   15.830   0.164    
  2458228.96827   15.978   0.178    
  2458228.96949   15.919   0.182    
  2458282.77418   15.878   0.12     
  2458282.7754    15.949   0.143    
  2458282.77662   15.791   0.139    
  2458283.54032   15.936   0.149    
  2458283.82615   15.803   0.142    
  2458283.91089   15.921   0.195    
  2458283.91333   15.938   0.201    
  2458284.69867   15.895   0.14     
  2458284.69989   15.744   0.098    
  2458284.70111   15.902   0.146    
  2458284.8888    15.972   0.169    
  2458284.89003   15.963   0.153    
  2458284.89125   15.896   0.139    
  2458286.64227   16.044   0.161    
  2458286.64349   15.687   0.108    
  2458286.64471   15.858   0.135    
  2458287.90539   15.984   0.156    
  2458287.9066    15.958   0.167    
  2458287.90782   15.785   0.115    
  2458288.59624   15.790   0.132    
  2458288.59747   15.960   0.203    
  2458288.68444   15.938   0.134    
  2458288.68566   15.801   0.125    
  2458288.68688   15.993   0.155    
  2458288.90341   15.865   0.116    
  2458288.90463   15.837   0.124    
  2458288.90584   15.993   0.153    
  2458289.87803   15.976   0.143    
  2458289.87926   15.768   0.132    
  2458290.85933   15.956   0.115    
  2458290.86055   15.741   0.125    
  2458290.86177   15.799   0.138    
  2458291.84342   16.082   0.198    
  2458291.84465   15.663   0.114    
  2458291.84588   15.774   0.133    
  2458292.87437   15.836   0.14     
  2458292.87559   15.982   0.144    
  2458292.8768    15.690   0.115    
  2458293.87508   16.010   0.216    
  2458293.8763    15.912   0.205    
  2458300.68041   15.847   0.208    
  2458301.56559   15.902   0.162    
  2458301.56681   15.913   0.194    
  2458304.8573    15.670   0.138    
  2458304.85851   15.998   0.185    
  2458304.85972   15.716   0.158    
  2458306.78776   16.061   0.158    
  2458306.78899   15.846   0.134    
  2458306.79021   15.736   0.121    
  2458316.50047   15.689   0.146    
  2458316.50169   15.901   0.171    
  2458318.81876   15.866   0.143    
  2458318.81997   15.878   0.156    
  2458318.8212    15.891   0.162    
  2458319.7765    15.924   0.145    
  2458319.77771   15.642   0.101    
  2458319.77894   15.962   0.159    
  2458320.80657   16.169   0.179    
  2458320.80779   15.822   0.138    
  2458320.80901   15.759   0.112    
  2458334.602     15.823   0.096    
  2458334.60323   16.179   0.184    
  2458334.60445   15.898   0.133    
  2458335.5913    15.968   0.137    
  2458335.59252   15.931   0.145    
  2458335.59373   15.883   0.125    
  2458335.76564   15.940   0.159    
  2458335.76686   15.953   0.179    
  2458335.76808   16.032   0.172    
  2458337.76013   15.932   0.167    
  2458337.76135   15.933   0.175    
  2458337.76258   15.990   0.184    
  2458338.52571   16.014   0.169    
  2458338.52693   15.989   0.147    
  2458338.52815   15.935   0.151    
  2458338.70028   15.840   0.135    
  2458338.7015    15.911   0.148    
  2458338.70274   16.080   0.169    
  2458343.57183   15.770   0.129    
  2458343.57427   15.874   0.162    
  2458359.66166   15.975   0.197    
  2458359.66288   16.048   0.2      
  2458362.69728   15.991   0.18     
  2458362.69848   16.005   0.193    
  2458362.69971   15.885   0.163    
  2458367.49255   15.943   0.15     
  2458367.49377   15.708   0.107    
  2458367.49498   15.928   0.161    
  2458367.68176   15.565   0.155    
  2458368.49289   15.882   0.122    
  2458368.49411   15.824   0.104    
  2458368.49533   15.924   0.14     
  2458371.67154   15.982   0.184    
  2458371.67276   16.157   0.218    
  2458371.67397   15.978   0.193    
  2458372.55718   15.896   0.158    
  2458372.65375   15.762   0.15     
  2458372.65498   15.943   0.175    
  2458372.6562    15.923   0.164    
  2458373.64899   15.929   0.167    
  2458373.6502    16.072   0.175    
  2458373.65142   15.807   0.138    
  2458375.6473    15.952   0.171    
  2458375.6485    15.818   0.133    
  2458375.64972   16.180   0.172    
  2458383.616     15.711   0.203    
  2458392.61018   16.139   0.178    
  2458392.61139   15.866   0.129    
  2458392.61262   15.908   0.135    
  2458393.59276   15.896   0.127    
  2458393.59396   15.834   0.11     
  2458393.59519   15.769   0.125    
  2458394.59044   15.854   0.143    
  2458394.59299   15.793   0.138    
  2458396.58891   15.784   0.146    
  2458399.57927   16.041   0.171    
  2458399.58047   16.077   0.177    
  2458399.58169   15.857   0.127    
  2458401.54333   15.844   0.137    
  2458401.54455   15.860   0.138    
  2458404.55796   15.825   0.132    
  2458404.5605    15.752   0.126    
  2458410.54408   15.957   0.183    
