# HJD             mag      mag_err  
  2458139.84109   15.737   0.144    
  2458139.84237   15.714   0.163    
  2458139.84364   15.646   0.143    
  2458140.83699   15.587   0.123    
  2458140.83827   15.681   0.135    
  2458140.83954   15.763   0.159    
  2458141.83003   15.988   0.189    
  2458141.83129   15.763   0.157    
  2458142.8218    15.711   0.146    
  2458142.82308   15.519   0.118    
  2458142.82435   15.945   0.19     
  2458143.79046   15.792   0.184    
  2458143.79175   15.912   0.146    
  2458143.79302   15.976   0.214    
  2458144.78325   15.868   0.171    
  2458144.78453   15.889   0.177    
  2458144.7858    15.588   0.13     
  2458148.7911    15.857   0.213    
  2458150.77184   15.457   0.211    
  2458158.88033   15.915   0.188    
  2458158.8816    15.741   0.152    
  2458158.88287   15.845   0.2      
  2458159.83229   15.884   0.158    
  2458159.83355   15.742   0.126    
  2458159.83482   15.894   0.207    
  2458160.77896   15.730   0.152    
  2458160.78024   15.746   0.148    
  2458161.72949   15.698   0.138    
  2458161.73077   15.899   0.168    
  2458161.73203   15.626   0.143    
  2458162.72889   15.960   0.202    
  2458162.73144   15.743   0.152    
  2458163.72448   15.916   0.208    
  2458163.72584   15.690   0.147    
  2458163.72712   15.846   0.168    
  2458164.72373   15.651   0.157    
  2458164.72501   15.616   0.169    
  2458164.72629   15.678   0.157    
  2458165.85175   16.073   0.206    
  2458165.85304   15.893   0.195    
  2458165.85437   15.745   0.149    
  2458166.73397   15.907   0.218    
  2458166.73523   15.888   0.174    
  2458170.83286   15.758   0.147    
  2458170.83412   15.873   0.163    
  2458170.83538   16.064   0.209    
  2458171.70337   15.864   0.167    
  2458171.70465   15.738   0.183    
  2458171.70593   15.909   0.208    
  2458172.71048   15.737   0.159    
  2458172.71176   15.796   0.173    
  2458172.71304   15.682   0.15     
  2458173.73584   15.555   0.131    
  2458173.7371    15.697   0.145    
  2458173.73838   15.833   0.16     
  2458174.78834   15.619   0.135    
  2458174.78962   15.913   0.162    
  2458174.79088   15.845   0.186    
  2458176.83647   15.860   0.18     
  2458176.83775   15.832   0.206    
  2458176.83903   15.871   0.156    
  2458182.78223   15.590   0.166    
  2458182.78478   15.839   0.203    
  2458185.7722    15.768   0.175    
  2458185.7735    15.738   0.201    
  2458185.77479   15.429   0.142    
  2458186.73218   15.708   0.169    
  2458186.73345   15.939   0.202    
  2458187.78637   16.019   0.212    
  2458187.78765   15.845   0.173    
  2458187.78892   15.952   0.211    
  2458188.84952   15.887   0.192    
  2458188.85081   15.810   0.179    
  2458190.87401   15.865   0.171    
  2458190.87527   15.893   0.198    
  2458190.87654   15.709   0.17     
  2458191.82796   15.702   0.156    
  2458191.82924   15.793   0.174    
  2458191.83051   15.851   0.155    
  2458192.81522   15.749   0.168    
  2458192.8165    15.720   0.166    
  2458192.81777   15.719   0.128    
  2458193.78443   15.840   0.149    
  2458193.78571   15.855   0.172    
  2458194.8175    15.857   0.169    
  2458194.81878   15.851   0.201    
  2458194.82005   15.807   0.176    
  2458195.78675   15.776   0.146    
  2458195.78803   15.920   0.152    
  2458195.78931   15.803   0.173    
  2458198.8843    16.091   0.208    
  2458199.79133   15.813   0.161    
  2458199.79259   15.710   0.151    
  2458199.79387   15.838   0.16     
  2458200.82434   15.782   0.174    
  2458200.82561   16.022   0.21     
  2458200.8269    15.720   0.162    
  2458201.83125   15.848   0.193    
  2458201.83252   16.012   0.212    
  2458201.8338    15.837   0.197    
  2458202.73289   15.975   0.202    
  2458202.73417   15.848   0.189    
  2458204.75455   15.841   0.175    
  2458205.71043   15.477   0.119    
  2458213.73279   15.886   0.197    
  2458214.70112   15.831   0.211    
  2458214.7024    15.788   0.202    
  2458215.74044   15.703   0.159    
  2458215.74171   15.635   0.163    
  2458215.74299   15.734   0.162    
  2458217.64258   15.908   0.156    
  2458217.64386   15.758   0.152    
  2458217.64514   16.013   0.217    
  2458217.82251   15.765   0.176    
  2458217.82379   15.606   0.158    
  2458217.82507   15.513   0.13     
  2458222.86741   15.748   0.163    
  2458222.86869   15.823   0.209    
  2458222.86996   15.961   0.211    
  2458223.86799   15.828   0.209    
  2458224.88166   15.948   0.188    
  2458224.88293   15.825   0.168    
  2458224.88421   15.676   0.158    
  2458225.86929   15.844   0.168    
  2458225.87057   15.958   0.182    
  2458225.87183   15.648   0.14     
  2458226.8672    15.643   0.142    
  2458227.88488   15.876   0.203    
  2458228.88278   15.727   0.206    
  2458228.88405   15.981   0.212    
  2458228.88533   16.011   0.207    
  2458229.87951   16.121   0.216    
  2458229.88081   15.734   0.154    
  2458230.8187    15.948   0.218    
  2458233.83405   16.038   0.185    
  2458233.83661   15.712   0.147    
  2458241.51422   15.770   0.133    
  2458241.51548   15.783   0.183    
  2458241.51676   15.611   0.138    
  2458244.76808   15.961   0.21     
  2458244.76938   15.882   0.211    
  2458245.68383   15.837   0.193    
  2458305.67013   16.100   0.205    
  2458305.67274   15.950   0.218    
  2458308.66445   15.802   0.151    
  2458308.66572   15.864   0.17     
  2458308.667     15.692   0.146    
  2458310.65589   15.863   0.154    
  2458310.65716   15.990   0.183    
  2458310.65844   15.699   0.15     
  2458311.65167   15.744   0.147    
  2458311.65294   15.809   0.169    
  2458312.61264   15.851   0.151    
  2458312.61391   15.647   0.153    
  2458312.61518   15.931   0.188    
  2458314.64643   15.882   0.158    
  2458314.64899   15.818   0.18     
  2458316.63551   15.566   0.162    
  2458319.62959   15.907   0.201    
  2458319.63213   15.947   0.195    
  2458328.59803   15.623   0.21     
  2458331.58019   15.771   0.168    
  2458331.58145   15.890   0.206    
  2458331.58272   15.682   0.125    
  2458334.58086   15.718   0.151    
  2458334.58213   15.756   0.152    
  2458334.5834    16.060   0.217    
  2458336.57325   15.706   0.158    
  2458336.57453   15.728   0.156    
  2458336.5758    15.548   0.109    
  2458338.55479   15.727   0.136    
  2458338.55606   15.874   0.21     
  2458338.55734   16.009   0.212    
  2458340.56292   15.687   0.129    
  2458340.5642    15.712   0.151    
  2458340.56547   15.676   0.149    
  2458341.55914   15.751   0.128    
  2458341.5604    15.777   0.16     
  2458341.56167   15.755   0.149    
  2458344.54868   15.821   0.18     
  2458344.54995   15.772   0.194    
  2458344.55122   15.851   0.172    
  2458345.53793   15.626   0.128    
  2458345.53921   15.786   0.14     
  2458345.54048   15.504   0.115    
  2458356.51247   15.569   0.186    
  2458358.491     15.827   0.183    
  2458358.49355   15.829   0.205    
  2458363.48068   15.713   0.162    
  2458363.48198   15.914   0.203    
  2458363.48325   15.755   0.151    
