# HJD           mag    mag_err
  2458582.06285 16.042 0.107  
  2458689.94222 16.605 0.205  
  2458690.71816 16.389 0.196  
  2458691.78312 15.953 0.099  
  2458691.78438 16.436 0.157  
  2458691.78565 16.621 0.215  
  2458693.72887 16.611 0.203  
