# hjd             mag      mag_err  
  2458280.01929   15.635   0.0608   
  2456904.8843    15.583   0.05854  
  2456973.7119    15.523   0.05604  
  2456891.91885   15.554   0.05961  
  2456928.8551    15.611   0.06214  
  2456916.87592   15.628   0.06292  
  2456592.7744    15.578   0.05832  
  2457528.01087   15.578   0.05832  
  2457878.07293   15.605   0.06187  
  2457562.01504   15.592   0.06129  
  2456818.95012   15.636   0.06084  
  2457637.93147   15.576   0.05824  
  2457558.95407   15.671   0.06492  
  2457587.01599   15.558   0.05748  
  2456765.08943   15.663   0.06205  
  2458021.90702   15.63    0.06058  
  2458001.89484   15.515   0.05794  
  2456492.94369   15.59    0.0612   
  2458392.90108   15.592   0.05892  
  2457686.83795   15.613   0.05983  
  2458308.94407   15.564   0.06005  
  2458428.81637   15.573   0.05811  
  2457212.93784   15.549   0.0571   
  2456865.95654   15.533   0.05644  
  2457687.83419   15.565   0.05777  
  2457522.04584   15.699   0.06626  
  2456969.7871    15.61    0.0597   
  2457539.0383    15.591   0.06124  
  2457656.93365   15.573   0.06044  
  2457669.75205   15.564   0.05773  
  2458259.10662   15.532   0.0564   
  2457626.87299   15.505   0.05531  
  2457157.05669   15.615   0.06233  
  2456892.91015   15.577   0.05828  
  2457658.95318   15.661   0.06445  
  2457578.9828    15.582   0.05849  
  2456972.71682   15.563   0.05769  
  2456863.96594   15.605   0.06187  
  2457885.03452   15.571   0.05803  
  2457659.9122    15.524   0.05608  
  2456929.8623    15.538   0.05892  
  2456268.72887   15.688   0.06573  
  2457552.94128   15.557   0.05744  
  2456473.99176   15.649   0.06389  
  2456523.87665   15.486   0.05673  
  2457504.06812   15.376   0.05039  
  2457543.04738   15.556   0.0597   
  2457148.08759   15.583   0.05854  
  2458308.03545   15.577   0.05828  
  2458379.78207   15.597   0.05914  
  2457161.07309   15.582   0.06084  
  2457364.72683   15.59    0.0612   
  2458009.95702   15.564   0.05773  
  2457167.03484   15.621   0.06018  
  2457494.09628   15.641   0.06107  
  2457977.96545   15.512   0.05559  
  2457327.80465   15.551   0.05948  
  2457979.0259    15.578   0.06067  
  2457264.96287   15.546   0.05927  
  2457562.97062   15.577   0.05828  
  2458019.86697   15.659   0.06436  
  2457530.0195    15.687   0.06315  
  2457494.10813   15.592   0.06129  
  2456917.86988   15.584   0.05858  
  2458221.13145   15.44    0.05487  
  2457578.08501   15.597   0.06151  
  2458377.87695   15.608   0.05961  
  2458034.88667   15.344   0.04925  
  2457907.96781   15.61    0.0597   
  2458071.7741    15.618   0.06005  
  2457582.99769   15.5     0.05511  
  2457672.83896   15.527   0.0562   
  2457576.95649   15.57    0.05798  
  2458298.95898   15.513   0.05563  
  2457966.83302   15.609   0.06205  
  2458258.06909   15.644   0.0612   
  2456554.86952   15.712   0.06689  
  2456892.92523   15.631   0.06306  
  2458445.78182   15.545   0.05922  
  2456490.93855   15.482   0.05657  
  2457270.97886   15.604   0.05944  
  2457550.97042   15.535   0.05879  
  2457860.11235   15.544   0.05918  
  2457515.06579   15.698   0.06621  
  2458096.71948   15.547   0.05931  
  2458029.86377   15.526   0.05616  
  2456816.01124   15.605   0.05948  
  2457573.96377   15.57    0.06031  
  2457171.9832    15.651   0.06151  
  2456991.72186   15.53    0.05632  
  2457195.96831   15.56    0.05756  
  2457613.06019   15.534   0.05875  
  2456835.99692   15.629   0.06297  
  2456575.81849   15.547   0.05931  
  2456864.95318   15.557   0.05744  
  2458365.98595   15.621   0.06018  
  2457568.91637   15.536   0.05657  
  2458445.73173   15.505   0.05531  
  2458018.92442   15.552   0.05723  
  2458390.76272   15.463   0.05365  
  2456969.74595   15.727   0.06763  
  2457307.86573   15.612   0.05979  
  2456919.86627   15.592   0.05892  
  2456883.9147    15.571   0.05803  
  2457652.95139   15.58    0.06075  
  2458296.932     15.64    0.06347  
  2457513.06758   15.674   0.06255  
  2458063.79937   15.636   0.06084  
  2457703.75169   15.45    0.05315  
  2458079.73794   15.542   0.05681  
  2456902.90034   15.589   0.06115  
  2457314.84715   15.515   0.05571  
  2456827.91511   15.62    0.06014  
  2457974.94842   15.817   0.07219  
  2457506.10899   15.738   0.06554  
  2456524.88716   15.68    0.06535  
  2458316.85344   15.613   0.05983  
  2457333.80597   15.598   0.06156  
  2457307.8623    15.616   0.06237  
  2457297.92549   15.548   0.05935  
  2458334.05837   15.557   0.05744  
  2457989.94802   15.495   0.0571   
  2458066.78887   15.54    0.05673  
  2457132.08944   15.602   0.05935  
  2456865.96749   15.519   0.05811  
  2457999.00544   15.564   0.06005  
  2457275.98965   15.655   0.06417  
  2456521.86217   15.641   0.06352  
  2457668.90281   15.574   0.06049  
  2458423.82341   15.629   0.06297  
  2457288.77081   15.714   0.06441  
  2457221.99082   15.529   0.05854  
  2456885.05452   15.598   0.06156  
  2457231.88351   15.731   0.06521  
  2457149.09165   15.726   0.06758  
  2457242.94161   15.572   0.0604   
  2457255.86209   15.578   0.05832  
  2457156.12591   15.58    0.06075  
  2458416.85331   15.627   0.06287  
  2457262.92629   15.531   0.05862  
  2457188.99417   15.559   0.05983  
  2458434.7752    15.584   0.05858  
  2457212.0531    15.465   0.05587  
  2458385.78211   15.505   0.05531  
  2456897.90321   15.678   0.06526  
  2457716.74136   15.581   0.05845  
  2457615.77975   15.644   0.0612   
  2456597.75167   15.63    0.06058  
  2456998.7102    15.585   0.05862  
  2457178.06214   15.486   0.05455  
  2457560.00008   15.495   0.05491  
  2457122.13386   16.452   99.99    
  2457559.05286   15.485   0.05451  
  2457342.71145   15.611   0.05974  
  2457504.09525   15.635   0.06324  
  2457526.04372   15.616   0.06237  
  2457501.09474   15.692   0.06338  
  2457663.93101   15.613   0.06223  
  2456528.89327   15.587   0.06107  
  2457163.04008   15.555   0.05735  
  2457590.08774   15.868   0.07203  
  2457241.00873   15.608   0.05961  
  2457625.87456   15.535   0.05653  
  2457961.07125   15.569   0.05794  
  2457131.12092   15.48    0.05649  
  2457360.74175   15.543   0.05914  
  2457212.08452   15.508   0.05543  
  2457309.8324    15.54    0.05673  
  2458054.74492   15.511   0.05555  
  2457995.77939   15.578   0.06067  
  2456904.89874   15.64    0.06347  
  2457991.74517   15.537   0.05661  
  2457681.85331   15.668   0.06228  
  2456914.87167   15.506   0.05535  
  2456989.72279   15.678   0.06274  
  2456894.89977   15.54    0.05673  
  2456918.8639    15.521   0.05595  
  2457597.85213   15.588   0.06111  
  2456920.8768    15.613   0.06223  
  2457311.72462   15.53    0.05632  
  2457309.73362   15.589   0.06115  
  2456889.90716   0.0      99.99    
  2456847.95336   15.011   0.03913  
  2457180.08846   15.598   0.06156  
  2457228.84538   15.583   0.06089  
  2458072.77003   15.636   0.06084  
  2457241.99998   15.612   0.05979  
  2457696.83459   15.576   0.06058  
  2457145.06938   15.704   0.0665   
  2456478.95527   15.541   0.05905  
  2456993.73944   15.532   0.05866  
  2457676.83588   15.674   0.06255  
  2456986.72774   15.497   0.05499  
  2456896.89596   15.524   0.05608  
  2457122.13386   0.0      99.99    
  2457203.96493   15.771   0.06983  
  2457883.05951   15.395   0.05311  
  2458049.84416   15.655   0.06169  
  2456804.04632   15.628   0.06292  
  2457236.0597    15.569   0.06027  
  2457871.0746    15.507   0.05539  
  2456866.95442   15.638   0.06093  
  2457273.96077   15.55    0.05944  
  2458036.79799   15.515   0.05794  
  2457200.92728   15.617   0.06242  
  2456929.84705   15.596   0.05909  
  2458431.80725   15.567   0.06018  
  2457548.04568   15.487   0.05677  
  2457248.99573   15.568   0.0579   
  2457848.12682   15.55    0.05715  
  2458371.92322   15.591   0.05888  
  2456930.84459   15.551   0.05719  
  2456829.99984   15.531   0.05636  
  2458310.98652   15.578   0.05832  
  2456862.97114   15.575   0.06053  
  2458280.02676   15.589   0.06115  
  2456898.90012   15.652   0.06156  
  2457583.05103   15.554   0.05961  
  2456817.00631   15.567   0.05786  
  2457678.81556   15.732   0.06526  
  2456593.75726   15.627   0.06044  
  2456896.91042   15.573   0.06044  
  2456757.11581   15.679   0.0653   
  2456888.90783   15.695   0.06352  
  2457706.77367   15.617   0.06001  
  2457314.70767   15.712   0.06689  
  2456813.02368   15.525   0.05612  
