HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457847.86968,2017-04-04.3675494,bf,1.68,16.217,14.394,0.041,6.699,0.253,V
2457853.06695,2017-04-09.5643456,bb,1.76,16.021,14.351,0.047,6.979,0.301,V
2457853.06822,2017-04-09.5656136,bb,1.67,16.024,14.262,0.043,7.568,0.301,V
2457853.06949,2017-04-09.5668895,bb,1.74,15.966,14.276,0.046,7.478,0.317,V
2457855.72596,2017-04-12.2231243,bf,1.50,15.665,14.364,0.066,6.891,0.417,V
2457855.72721,2017-04-12.2243659,bf,1.50,15.586,14.407,0.074,6.624,0.448,V
2457855.72847,2017-04-12.2256305,bf,1.44,15.607,14.295,0.065,7.340,0.440,V
2457857.83776,2017-04-14.3347408,bf,1.58,15.033,14.321,0.114,7.167,0.746,V
2457857.83902,2017-04-14.3360046,bf,1.89,14.962,14.288,0.118,7.392,0.796,V
2457857.84029,2017-04-14.3372692,bf,1.77,14.389,>14.389,99.990,5.986,1.348,V
2457863.09992,2017-04-19.5964687,bb,2.10,16.112,14.175,0.037,8.205,0.278,V
2457863.10120,2017-04-19.5977400,bb,2.03,16.159,14.234,0.037,7.765,0.266,V
2457863.10247,2017-04-19.5990141,bb,2.02,16.119,14.236,0.039,7.752,0.276,V
2457863.71310,2017-04-20.2095979,bf,1.53,16.232,14.282,0.036,7.434,0.249,V
2457863.71438,2017-04-20.2108731,bf,1.48,16.226,14.328,0.038,7.122,0.250,V
2457863.71564,2017-04-20.2121379,bf,1.47,16.213,14.241,0.036,7.720,0.253,V
2457866.87794,2017-04-23.3741861,bf,1.41,16.262,14.212,0.033,7.928,0.242,V
2457866.87920,2017-04-23.3754479,bf,1.41,16.313,14.297,0.034,7.329,0.231,V
2457866.88046,2017-04-23.3767097,bf,1.40,16.257,14.212,0.033,7.931,0.243,V
2457868.83461,2017-04-25.3307163,bf,1.49,16.267,14.297,0.036,7.330,0.241,V
2457868.83589,2017-04-25.3319944,bf,1.42,16.201,14.281,0.037,7.435,0.255,V
2457868.83717,2017-04-25.3332721,bf,1.54,16.186,14.276,0.038,7.468,0.259,V
2457877.00864,2017-05-03.5041692,bb,1.64,16.265,14.249,0.034,7.666,0.241,V
2457877.00990,2017-05-03.5054366,bb,1.71,16.318,14.212,0.031,7.925,0.230,V
2457877.01117,2017-05-03.5066990,bb,1.76,16.270,14.285,0.035,7.411,0.240,V
2457877.76576,2017-05-04.2612447,bf,1.34,16.265,14.394,0.039,6.706,0.241,V
2457877.76702,2017-05-04.2625027,bf,1.43,16.282,14.288,0.035,7.389,0.237,V
2457877.76828,2017-05-04.2637651,bf,1.56,16.370,14.417,0.036,6.561,0.219,V
2457879.00348,2017-05-05.4988881,bb,1.74,16.124,14.290,0.040,7.380,0.274,V
2457879.00475,2017-05-05.5001646,bb,1.73,16.175,14.255,0.037,7.619,0.262,V
2457879.00603,2017-05-05.5014428,bb,1.87,16.208,14.375,0.040,6.818,0.254,V
2457883.00135,2017-05-09.4965244,bb,2.01,15.778,14.255,0.054,7.618,0.376,V
2457883.00263,2017-05-09.4978006,bb,2.03,15.923,14.322,0.050,7.165,0.329,V
2457884.00156,2017-05-10.4966740,bb,2.10,15.672,14.161,0.055,8.304,0.415,V
2457884.00283,2017-05-10.4979444,bb,2.07,15.781,14.345,0.058,7.011,0.375,V
2457884.00409,2017-05-10.4992074,bb,2.05,15.789,14.302,0.056,7.292,0.372,V
2457889.87152,2017-05-16.3663371,bf,1.47,15.982,14.475,0.055,6.218,0.312,V
2457889.87280,2017-05-16.3676172,bf,1.55,15.928,14.415,0.054,6.574,0.328,V
2457889.87405,2017-05-16.3688734,bf,1.41,15.983,14.325,0.048,7.140,0.311,V
2457893.01680,2017-05-19.5114773,bb,2.05,16.171,14.201,0.036,8.005,0.263,V
2457893.01807,2017-05-19.5127527,bb,2.05,16.181,14.172,0.034,8.225,0.260,V
2457893.01934,2017-05-19.5140187,bb,2.03,16.088,14.223,0.039,7.853,0.283,V
2457893.96787,2017-05-20.4625185,bb,1.68,16.277,14.215,0.033,7.901,0.238,V
2457893.96915,2017-05-20.4637928,bb,1.69,16.206,14.317,0.038,7.194,0.254,V
2457893.97042,2017-05-20.4650694,bb,1.69,16.414,14.293,0.031,7.357,0.210,V
2457898.00418,2017-05-24.4986731,bb,1.76,16.286,14.201,0.032,8.005,0.237,V
2457898.00554,2017-05-24.5000359,bb,1.65,16.225,14.208,0.034,7.961,0.250,V
2457898.00682,2017-05-24.5013177,bb,1.74,16.335,14.261,0.032,7.577,0.226,V
2457899.00469,2017-05-25.4991546,bb,1.80,16.291,14.258,0.034,7.602,0.235,V
2457899.00597,2017-05-25.5004317,bb,1.73,16.223,14.306,0.037,7.271,0.250,V
2457899.00724,2017-05-25.5017039,bb,1.62,16.284,14.266,0.034,7.546,0.237,V
2457899.99713,2017-05-26.4915584,bb,1.74,16.338,14.234,0.032,7.769,0.226,V
2457899.99839,2017-05-26.4928216,bb,1.70,16.299,14.189,0.031,8.102,0.234,V
2457899.99966,2017-05-26.4940863,bb,1.69,16.429,14.286,0.030,7.406,0.208,V
2457900.99756,2017-05-27.4919587,bb,1.61,16.204,14.269,0.037,7.522,0.255,V
2457900.99883,2017-05-27.4932258,bb,1.71,16.187,14.300,0.039,7.308,0.259,V
2457901.00010,2017-05-27.4945028,bb,1.75,16.228,14.290,0.037,7.381,0.249,V
2457903.93760,2017-05-30.4319200,bb,1.71,16.244,14.319,0.037,7.183,0.245,V
2457903.93886,2017-05-30.4331805,bb,1.78,16.242,14.237,0.035,7.749,0.246,V
2457903.94012,2017-05-30.4344440,bb,1.74,16.253,14.387,0.039,6.744,0.243,V
2457904.76565,2017-05-31.2599478,bf,1.39,16.302,14.218,0.032,7.880,0.233,V
2457904.76691,2017-05-31.2612068,bf,1.38,16.386,14.379,0.034,6.796,0.216,V
2457904.76817,2017-05-31.2624692,bf,1.45,16.311,14.348,0.036,6.995,0.231,V
2457907.93126,2017-06-03.4254971,bb,1.78,16.132,14.295,0.040,7.347,0.273,V
2457907.93252,2017-06-03.4267562,bb,1.70,16.170,14.398,0.043,6.681,0.263,V
2457907.93378,2017-06-03.4280201,bb,1.68,16.156,14.196,0.036,8.046,0.266,V
2457908.82221,2017-06-04.3164346,bf,1.47,16.297,14.430,0.039,6.488,0.233,V
2457908.82347,2017-06-04.3176940,bf,1.51,16.203,14.432,0.043,6.472,0.255,V
2457908.82474,2017-06-04.3189587,bf,1.41,16.121,14.403,0.045,6.652,0.274,V
2457917.70519,2017-06-13.1993314,bf,1.46,16.098,14.306,0.042,7.268,0.280,V
2457917.70646,2017-06-13.2005995,bf,1.46,15.984,14.284,0.046,7.419,0.312,V
2457917.70773,2017-06-13.2018767,bf,1.53,16.007,14.576,0.059,5.669,0.304,V
2457922.64090,2017-06-18.1350496,bf,1.67,16.161,14.373,0.042,6.834,0.264,V
2457922.64216,2017-06-18.1363084,bf,1.54,16.097,14.350,0.044,6.983,0.280,V
2457922.64342,2017-06-18.1375722,bf,1.63,16.081,14.384,0.046,6.768,0.284,V
2457924.71667,2017-06-20.2108458,bf,1.42,16.093,14.203,0.038,7.988,0.282,V
2457924.71795,2017-06-20.2121118,bf,1.47,16.021,14.382,0.048,6.777,0.301,V
2457924.71920,2017-06-20.2133724,bf,1.36,16.137,14.479,0.048,6.194,0.270,V
2457925.79326,2017-06-21.2874386,bf,1.61,15.749,14.254,0.055,7.625,0.386,V
2457925.79455,2017-06-21.2887241,bf,1.48,15.841,14.481,0.062,6.187,0.354,V
2457925.79583,2017-06-21.2900112,bf,1.51,15.863,14.375,0.056,6.819,0.347,V
2457926.92548,2017-06-22.4196686,bb,1.66,16.222,14.250,0.036,7.654,0.250,V
2457926.92674,2017-06-22.4209341,bb,2.01,16.350,14.257,0.032,7.600,0.223,V
2457926.92801,2017-06-22.4221979,bb,2.01,16.265,14.241,0.034,7.719,0.242,V
2457928.92093,2017-06-24.4151505,bb,1.66,16.332,14.349,0.035,6.990,0.227,V
2457928.92219,2017-06-24.4164134,bb,1.58,16.332,14.289,0.033,7.385,0.227,V
2457928.92346,2017-06-24.4176820,bb,1.82,16.358,14.319,0.033,7.178,0.222,V
2457930.90497,2017-06-26.3992315,bb,1.69,16.341,14.238,0.032,7.734,0.225,V
2457930.90624,2017-06-26.4004967,bb,1.74,16.282,14.238,0.033,7.740,0.238,V
2457930.90750,2017-06-26.4017618,bb,1.68,16.317,14.188,0.031,8.108,0.231,V
2457933.93030,2017-06-29.4246218,bb,2.08,16.137,14.180,0.036,8.165,0.271,V
2457933.93156,2017-06-29.4258849,bb,2.18,16.150,14.219,0.037,7.877,0.268,V
2457933.93282,2017-06-29.4271481,bb,2.28,16.223,14.257,0.036,7.606,0.250,V
2457936.57741,2017-07-02.0718053,bf,1.59,15.661,14.288,0.062,7.390,0.418,V
2457936.57867,2017-07-02.0730697,bf,1.60,15.681,14.272,0.060,7.507,0.411,V
2457936.57993,2017-07-02.0743384,bf,1.69,15.790,14.317,0.056,7.201,0.372,V
2457939.63306,2017-07-05.1275575,bf,1.55,14.063,12.689,0.062,32.230,1.823,V
2457939.63433,2017-07-05.1288243,bf,1.68,13.898,12.754,0.077,30.356,2.122,V
2457951.60921,2017-07-17.1042186,bf,1.59,16.275,14.388,0.038,6.740,0.238,V
2457951.61048,2017-07-17.1054855,bf,1.59,16.354,14.446,0.038,6.391,0.222,V
2457951.61174,2017-07-17.1067488,bf,1.64,16.161,14.283,0.039,7.427,0.265,V
2457953.69309,2017-07-19.1882085,bf,1.71,16.245,14.385,0.039,6.759,0.245,V
2457953.69436,2017-07-19.1894767,bf,1.61,16.183,14.405,0.043,6.635,0.259,V
2457953.69563,2017-07-19.1907504,bf,1.61,16.296,14.361,0.037,6.907,0.234,V
2457957.66793,2017-07-23.1632810,bf,1.43,16.342,14.268,0.032,7.528,0.225,V
2457957.66919,2017-07-23.1645432,bf,1.46,16.269,14.345,0.037,7.009,0.240,V
2457957.67046,2017-07-23.1658090,bf,1.45,16.267,14.352,0.037,6.969,0.240,V
2457960.82417,2017-07-26.3197120,bb,1.69,16.402,14.331,0.032,7.106,0.212,V
2457960.82543,2017-07-26.3209736,bb,1.70,16.300,14.254,0.033,7.621,0.234,V
2457960.82669,2017-07-26.3222398,bb,1.64,16.327,14.305,0.034,7.279,0.228,V
2457961.60441,2017-07-27.1000039,bf,1.43,16.014,14.253,0.043,7.632,0.303,V
2457961.60568,2017-07-27.1012667,bf,1.53,16.080,14.407,0.047,6.620,0.285,V
2457961.60695,2017-07-27.1025335,bf,1.49,16.167,14.456,0.045,6.329,0.263,V
2457964.62847,2017-07-30.1242547,bf,1.60,16.125,14.295,0.041,7.340,0.274,V
2457964.62974,2017-07-30.1255318,bf,1.43,16.198,14.415,0.042,6.579,0.256,V
2457964.63102,2017-07-30.1268119,bf,1.52,16.174,14.397,0.043,6.687,0.261,V
2457971.78420,2017-08-06.2805084,bb,1.85,15.925,14.220,0.046,7.870,0.329,V
2457971.78678,2017-08-06.2830952,bb,1.78,15.836,14.171,0.047,8.228,0.357,V
2457973.77136,2017-08-08.2678165,bb,1.85,15.981,14.219,0.043,7.873,0.312,V
2457973.77262,2017-08-08.2690903,bb,1.66,15.940,14.237,0.046,7.748,0.324,V
2457973.77388,2017-08-08.2703538,bb,1.79,15.814,14.120,0.046,8.628,0.365,V
2457974.47303,2017-08-08.9695440,bf,1.58,16.161,14.379,0.042,6.791,0.265,V
2457974.47428,2017-08-08.9708001,bf,1.69,16.223,14.288,0.037,7.389,0.250,V
2457974.47557,2017-08-08.9720834,bf,1.62,16.186,14.420,0.043,6.542,0.259,V
2457978.76068,2017-08-13.2575437,bb,2.01,16.268,14.210,0.033,7.939,0.241,V
2457978.76194,2017-08-13.2588101,bb,2.00,16.371,14.227,0.030,7.822,0.219,V
2457978.76321,2017-08-13.2600756,bb,1.74,16.270,14.294,0.035,7.350,0.240,V
2457980.76326,2017-08-15.2603033,bb,2.02,16.329,14.301,0.034,7.297,0.227,V
2457980.76454,2017-08-15.2615724,bb,2.02,16.309,14.210,0.032,7.937,0.232,V
2457980.76580,2017-08-15.2628383,bb,2.00,16.229,14.380,0.040,6.789,0.249,V
2457981.68232,2017-08-16.1794322,bf,1.62,15.336,14.439,0.097,6.431,0.566,V
2457981.68358,2017-08-16.1806942,bf,1.54,15.884,14.502,0.061,6.067,0.342,V
2457981.68486,2017-08-16.1819741,bf,1.75,15.920,14.306,0.049,7.272,0.332,V
2457982.75431,2017-08-17.2515140,bb,1.84,16.439,14.267,0.030,7.539,0.206,V
2457982.75558,2017-08-17.2527843,bb,2.01,16.337,14.288,0.033,7.389,0.226,V
2457982.75684,2017-08-17.2540490,bb,1.80,16.247,14.249,0.035,7.660,0.245,V
2457983.75323,2017-08-18.2505207,bb,1.81,16.323,14.179,0.030,8.172,0.229,V
2457984.55283,2017-08-19.0501995,bf,1.49,16.261,14.225,0.034,7.832,0.242,V
2457984.55410,2017-08-19.0514635,bf,1.50,16.226,14.230,0.035,7.793,0.250,V
2457984.55536,2017-08-19.0527275,bf,1.44,16.406,14.432,0.035,6.476,0.212,V
2457987.51521,2017-08-22.0128366,bf,1.75,16.106,14.312,0.042,7.228,0.279,V
2457987.51808,2017-08-22.0157040,bf,1.63,16.220,14.335,0.039,7.074,0.252,V
2458000.52069,2017-09-04.0195439,bf,1.82,15.911,14.347,0.052,7.000,0.333,V
2458000.52195,2017-09-04.0208043,bf,1.66,16.033,15.238,0.105,3.082,0.297,V
2458000.52323,2017-09-04.0220759,bf,1.71,15.885,14.359,0.054,6.917,0.341,V
2458001.51328,2017-09-05.0122206,bf,1.72,15.930,14.296,0.049,7.337,0.327,V
2458001.51453,2017-09-05.0134827,bf,1.70,15.884,14.326,0.052,7.138,0.341,V
2458001.51580,2017-09-05.0147487,bf,1.77,15.838,14.289,0.053,7.387,0.356,V
2458003.50155,2017-09-07.0006879,bf,1.58,15.967,14.498,0.057,6.091,0.316,V
2458003.50283,2017-09-07.0019688,bf,1.57,16.019,14.357,0.047,6.940,0.302,V
2458003.50409,2017-09-07.0032341,bf,1.52,16.001,14.421,0.051,6.539,0.306,V
2458008.51862,2017-09-12.0182592,bf,1.45,16.309,14.412,0.038,6.594,0.231,V
2458008.51990,2017-09-12.0195336,bf,1.42,16.190,14.325,0.039,7.144,0.258,V
2458008.52118,2017-09-12.0208118,bf,1.47,16.199,14.317,0.039,7.195,0.256,V
2458012.56794,2017-09-16.0679680,bf,2.15,16.125,14.339,0.042,7.051,0.274,V
2458012.56921,2017-09-16.0692347,bf,2.10,16.214,14.295,0.037,7.343,0.253,V
2458012.57046,2017-09-16.0704917,bf,2.09,16.224,14.295,0.037,7.347,0.250,V
2458013.57821,2017-09-17.0783440,bf,2.07,16.124,14.397,0.045,6.682,0.274,V
2458013.57949,2017-09-17.0796248,bf,2.01,16.008,14.310,0.046,7.244,0.304,V
2458013.58076,2017-09-17.0808929,bf,2.05,16.191,14.328,0.039,7.120,0.258,V
2458016.58584,2017-09-20.0862630,bf,1.66,16.120,14.420,0.046,6.541,0.275,V
2458016.58712,2017-09-20.0875473,bf,1.59,16.032,14.379,0.048,6.800,0.298,V
2458016.58838,2017-09-20.0888109,bf,1.69,16.052,14.388,0.047,6.738,0.292,V
2458019.53354,2017-09-23.0342591,bf,1.57,16.298,14.511,0.042,6.019,0.233,V
2458019.53481,2017-09-23.0355251,bf,1.40,16.207,14.451,0.043,6.366,0.254,V
2458019.53607,2017-09-23.0367909,bf,1.48,16.126,14.363,0.043,6.893,0.273,V
2458026.54728,2017-09-30.0486841,bf,1.51,15.078,14.449,0.123,6.373,0.715,V
2458026.54856,2017-09-30.0499642,bf,1.65,14.843,14.625,0.179,5.418,0.888,V
2458026.54984,2017-09-30.0512303,bf,1.63,14.764,13.984,0.107,9.784,0.956,V
2458028.54056,2017-10-02.0421451,bf,1.93,15.877,14.447,0.059,6.388,0.343,V
2458028.54183,2017-10-02.0434134,bf,1.84,15.898,14.254,0.048,7.623,0.337,V
2458028.54310,2017-10-02.0446839,bf,1.82,15.770,14.330,0.058,7.115,0.379,V
2458033.52084,2017-10-07.0228962,bf,1.42,15.787,14.507,0.067,6.040,0.372,V
2458033.52211,2017-10-07.0241578,bf,1.46,15.844,14.465,0.062,6.275,0.353,V
2458033.52338,2017-10-07.0254372,bf,1.57,15.823,14.455,0.062,6.337,0.360,V
2458035.50990,2017-10-09.0121348,bf,1.42,16.232,14.367,0.039,6.877,0.248,V
2458035.51116,2017-10-09.0133991,bf,1.41,16.162,14.285,0.039,7.411,0.265,V
2458035.51242,2017-10-09.0146704,bf,1.42,16.219,14.499,0.045,6.085,0.250,V
2458038.53684,2017-10-12.0393490,bf,1.49,16.085,14.241,0.040,7.716,0.284,V
2458038.53812,2017-10-12.0406225,bf,1.45,16.046,14.355,0.046,6.954,0.294,V
2458043.49396,2017-10-16.9968952,bf,1.47,15.961,14.279,0.046,7.451,0.318,V
2458043.49523,2017-10-16.9981726,bf,1.44,16.088,14.374,0.045,6.833,0.283,V
2458043.49651,2017-10-16.9994459,bf,1.61,16.238,14.349,0.038,6.987,0.247,V
2458162.88098,2018-02-13.3837032,bf,1.52,16.056,14.400,0.048,6.672,0.291,V
2458162.88225,2018-02-13.3849725,bf,1.45,16.140,14.361,0.043,6.907,0.270,V
2458162.88352,2018-02-13.3862453,bf,1.49,15.966,14.419,0.053,6.551,0.316,V
2458163.87268,2018-02-14.3753208,bf,1.41,16.115,14.356,0.043,6.940,0.276,V
2458163.87395,2018-02-14.3765877,bf,1.36,16.145,14.376,0.043,6.813,0.268,V
2458163.87522,2018-02-14.3778568,bf,1.37,16.015,14.346,0.047,7.005,0.302,V
2458165.86769,2018-02-16.3701461,bf,1.58,16.097,14.325,0.043,7.145,0.281,V
2458165.86895,2018-02-16.3714111,bf,1.53,16.156,14.415,0.044,6.573,0.266,V
2458165.87023,2018-02-16.3726880,bf,1.55,16.110,14.283,0.041,7.422,0.278,V
2458166.87865,2018-02-17.3810149,bf,1.47,15.756,14.459,0.066,6.309,0.385,V
2458166.87994,2018-02-17.3823055,bf,1.46,15.716,14.367,0.063,6.870,0.398,V
2458166.88120,2018-02-17.3835697,bf,1.41,15.762,14.440,0.065,6.426,0.381,V
2458167.86257,2018-02-18.3648469,bf,1.39,16.128,14.249,0.039,7.657,0.273,V
2458167.86383,2018-02-18.3661131,bf,1.44,16.152,14.433,0.045,6.473,0.266,V
2458167.86511,2018-02-18.3673880,bf,1.40,16.200,14.385,0.041,6.763,0.256,V
2458171.85306,2018-02-22.3549660,bf,1.55,16.062,14.342,0.045,7.034,0.290,V
2458171.85434,2018-02-22.3562434,bf,1.55,16.141,14.346,0.042,7.006,0.270,V
2458173.89793,2018-02-24.3996398,bf,1.63,15.877,14.418,0.057,6.555,0.343,V
2458173.89920,2018-02-24.4009137,bf,1.59,15.759,14.341,0.059,7.043,0.382,V
2458173.90048,2018-02-24.4021908,bf,1.54,15.745,14.457,0.067,6.323,0.387,V
2458174.84694,2018-02-25.3485601,bf,1.67,16.096,14.324,0.043,7.152,0.281,V
2458174.84821,2018-02-25.3498335,bf,1.63,16.158,14.353,0.041,6.963,0.266,V
2458174.84950,2018-02-25.3511185,bf,1.67,16.121,14.363,0.043,6.899,0.275,V
2458177.83822,2018-02-28.3395523,bf,1.56,13.917,>13.917,99.990,9.849,2.124,V
2458177.83950,2018-02-28.3408295,bf,1.52,99.990,99.990,99.990,99.990,99.990,V
2458177.84076,2018-02-28.3420934,bf,1.62,99.990,99.990,99.990,99.990,99.990,V
2458179.83188,2018-03-02.3330212,bf,1.55,15.568,14.507,0.082,6.041,0.455,V
2458179.83315,2018-03-02.3342898,bf,1.49,15.548,14.490,0.083,6.141,0.464,V
2458179.83442,2018-03-02.3355621,bf,1.41,15.622,14.339,0.067,7.054,0.434,V
2458181.82654,2018-03-04.3274806,bf,1.50,15.826,14.330,0.055,7.111,0.360,V
2458181.82781,2018-03-04.3287504,bf,1.40,15.742,14.461,0.067,6.306,0.389,V
2458181.82909,2018-03-04.3300326,bf,1.46,15.804,14.596,0.072,5.566,0.367,V
2458183.82896,2018-03-06.3297011,bf,1.40,15.871,14.301,0.052,7.307,0.345,V
2458183.83022,2018-03-06.3309706,bf,1.39,15.824,14.387,0.058,6.750,0.360,V
2458183.83149,2018-03-06.3322396,bf,1.48,15.699,14.294,0.060,7.349,0.404,V
2458193.88840,2018-03-16.3881435,bf,1.50,16.216,14.251,0.036,7.651,0.252,V
2458193.88968,2018-03-16.3894168,bf,1.53,16.162,14.336,0.041,7.076,0.265,V
2458193.89095,2018-03-16.3906913,bf,1.50,16.221,14.383,0.040,6.773,0.250,V
2458194.86922,2018-03-17.3688644,bf,1.58,16.221,14.388,0.040,6.745,0.251,V
2458194.87051,2018-03-17.3701533,bf,1.55,16.172,14.338,0.040,7.058,0.262,V
2458194.87178,2018-03-17.3714261,bf,1.51,16.320,14.253,0.033,7.636,0.229,V
2458195.85295,2018-03-18.3524973,bf,1.52,16.211,14.262,0.036,7.568,0.253,V
2458195.85421,2018-03-18.3537618,bf,1.37,16.244,14.402,0.040,6.659,0.245,V
2458195.85549,2018-03-18.3550392,bf,1.50,16.375,14.401,0.035,6.661,0.218,V
2458196.88994,2018-03-19.3893847,bf,1.47,16.178,14.284,0.038,7.419,0.260,V
2458196.89122,2018-03-19.3906599,bf,1.44,16.256,14.450,0.041,6.371,0.243,V
2458196.89249,2018-03-19.3919371,bf,1.46,16.216,14.309,0.038,7.245,0.252,V
2458197.85919,2018-03-20.3585324,bf,1.41,16.219,14.490,0.044,6.137,0.251,V
2458197.86047,2018-03-20.3598089,bf,1.36,16.150,14.304,0.040,7.285,0.268,V
2458197.86173,2018-03-20.3610741,bf,1.38,16.159,14.283,0.039,7.428,0.265,V
2458198.87006,2018-03-21.3693077,bf,1.37,16.270,14.405,0.039,6.630,0.239,V
2458198.87134,2018-03-21.3705856,bf,1.41,16.199,14.324,0.039,7.147,0.256,V
2458198.87261,2018-03-21.3718570,bf,1.33,16.200,14.387,0.041,6.745,0.255,V
2458199.82747,2018-03-22.3266224,bf,1.49,16.184,14.464,0.045,6.290,0.259,V
2458199.82875,2018-03-22.3278981,bf,1.40,16.219,14.326,0.038,7.138,0.251,V
2458199.83001,2018-03-22.3291644,bf,1.48,16.243,14.313,0.037,7.222,0.245,V
2458200.87620,2018-03-23.3752483,bf,1.42,16.266,14.323,0.037,7.156,0.240,V
2458200.87746,2018-03-23.3765055,bf,1.39,16.279,14.354,0.037,6.959,0.237,V
2458200.87873,2018-03-23.3777796,bf,1.44,16.189,14.301,0.038,7.308,0.258,V
2458201.88617,2018-03-24.3851196,bf,1.40,16.281,14.375,0.038,6.819,0.237,V
2458201.88745,2018-03-24.3863983,bf,1.39,16.250,14.339,0.038,7.050,0.244,V
2458201.88873,2018-03-24.3876739,bf,1.54,16.202,14.267,0.037,7.535,0.255,V
2458202.87469,2018-03-25.3735395,bf,1.41,16.153,14.277,0.039,7.468,0.267,V
2458202.87595,2018-03-25.3748127,bf,1.44,16.202,14.252,0.036,7.637,0.255,V
2458202.87723,2018-03-25.3760887,bf,1.35,16.195,14.333,0.039,7.087,0.256,V
2458203.85864,2018-03-26.3573980,bf,1.42,16.302,14.320,0.035,7.178,0.232,V
2458203.85992,2018-03-26.3586723,bf,1.40,16.303,14.439,0.039,6.427,0.232,V
2458203.86118,2018-03-26.3599370,bf,1.48,16.223,14.332,0.038,7.096,0.250,V
2458205.76966,2018-03-28.2682284,bf,1.46,15.868,14.278,0.051,7.461,0.346,V
2458205.77093,2018-03-28.2695024,bf,1.41,15.943,14.360,0.051,6.919,0.323,V
