# hjd             mag      mag_err  
  2458083.58856   13.4     0.02188  
  2457282.78668   13.408   0.02187  
  2456919.09487   13.401   0.02188  
  2457786.75598   13.396   0.02189  
  2457818.62588   13.404   0.02187  
  2457765.82049   13.447   0.02185  
  2457086.56419   13.419   0.02185  
  2457413.68151   13.397   0.02188  
  2457287.77584   13.454   0.02185  
  2457065.64988   13.409   0.02185  
  2457853.51573   13.404   0.02187  
  2457377.72875   13.409   0.02187  
  2457376.79348   13.444   0.02185  
  2458086.65223   13.452   0.02185  
  2457826.59778   13.409   0.02187  
  2457018.91485   13.422   0.02186  
  2456948.77261   13.402   0.02186  
  2457816.62843   13.42    0.02186  
  2458372.80836   13.405   0.02187  
  2457083.56489   13.407   0.02186  
  2458450.98591   13.4     0.02188  
  2458023.8058    13.398   0.02188  
  2457707.98229   13.382   0.0219   
  2457616.8706    13.419   0.02186  
  2458383.77944   13.413   0.02186  
  2457761.81112   13.404   0.02188  
  2457846.53973   13.386   0.02189  
  2457994.83763   13.43    0.02185  
  2457429.54801   13.435   0.02185  
  2457387.80289   13.408   0.02187  
  2457334.8109    13.391   0.02188  
  2457959.91885   13.38    0.0219   
  2457676.052     13.413   0.02187  
  2457297.88147   13.472   0.02185  
  2457345.74766   13.401   0.02187  
  2458194.58465   13.424   0.02186  
  2457475.52036   13.405   0.02187  
  2457317.71459   13.426   0.02186  
  2457828.59207   13.43    0.02185  
  2456638.82605   13.413   0.02187  
  2456874.8926    13.401   0.02186  
  2458039.82126   13.38    0.0219   
  2457468.57572   13.387   0.02189  
  2456930.80666   13.373   0.02188  
  2456642.87981   13.411   0.02187  
  2457622.85719   13.413   0.02186  
  2456863.92629   13.41    0.02185  
  2457033.6645    13.407   0.02186  
  2457466.58324   13.41    0.02187  
  2458231.47352   13.417   0.02186  
  2457970.89936   13.388   0.02189  
  2457660.78676   13.403   0.02187  
  2458104.8144    13.391   0.02188  
  2457590.92689   13.6     0.02199  
  2457021.69648   13.419   0.02185  
  2457601.90981   13.413   0.02186  
  2458320.92505   13.379   0.0219   
  2457439.74062   13.404   0.02188  
  2458319.93229   13.395   0.02188  
  2456701.8096    13.4     0.02188  
  2457421.80655   13.408   0.02187  
  2457717.67699   13.393   0.02188  
  2457604.8994    13.468   0.02185  
  2457375.6265    13.414   0.02186  
  2458017.77785   13.414   0.02186  
  2458076.75922   13.404   0.02187  
  2458178.61842   13.421   0.02186  
  2457760.78003   13.408   0.02187  
  2458445.95168   13.379   0.02191  
  2457101.57666   13.427   0.02185  
  2457427.67359   13.415   0.02186  
  2457851.51752   13.431   0.02185  
  2456877.89678   13.401   0.02186  
  2457049.68815   13.404   0.02186  
  2456924.81864   13.383   0.02187  
  2457091.5723    13.408   0.02186  
  2456984.94796   13.406   0.02188  
  2457115.53737   13.401   0.02186  
  2457730.59747   13.417   0.02186  
  2458380.78587   13.393   0.02188  
  2458143.7607    13.419   0.02186  
  2458189.56965   13.41    0.02187  
  2457011.7395    13.415   0.02185  
  2457042.85356   13.398   0.02188  
  2458012.78841   13.439   0.02185  
  2457830.57808   13.396   0.02188  
  2457277.13633   13.412   0.02187  
  2457822.60777   13.393   0.02188  
  2456884.9272    13.399   0.02186  
  2457013.90431   13.419   0.02186  
  2457966.90945   13.409   0.02187  
  2458224.5007    13.385   0.02189  
  2458339.89628   13.368   0.02191  
  2457812.57019   13.388   0.02189  
  2456923.81955   13.395   0.02186  
  2458014.79354   13.433   0.02185  
  2456959.75454   13.428   0.02185  
  2457251.87992   13.404   0.02186  
  2457363.86686   13.362   0.02192  
  2457719.79927   13.398   0.02188  
  2457844.54511   13.409   0.02187  
  2458196.58313   13.393   0.02188  
  2457325.03134   13.389   0.02189  
  2456980.97806   13.389   0.02189  
  2458130.85987   13.424   0.02186  
  2458033.07169   13.394   0.02189  
  2457045.66088   13.381   0.02187  
  2457470.56849   13.405   0.02187  
  2457436.66708   13.395   0.02188  
  2458019.7703    13.389   0.02189  
  2457458.60618   13.389   0.02189  
  2456981.94208   13.404   0.02188  
  2457428.58092   13.403   0.02187  
  2457412.73929   13.406   0.02187  
  2456636.83097   13.379   0.02191  
  2457418.63826   13.411   0.02187  
  2457481.52683   13.402   0.02187  
  2456890.87789   13.417   0.02185  
  2457405.75608   13.429   0.02186  
  2456969.99138   13.395   0.02189  
  2457017.67055   13.401   0.02186  
  2457416.72964   13.415   0.02186  
  2457370.80126   13.419   0.02186  
  2456933.80108   13.382   0.02187  
  2458141.77163   13.406   0.02188  
  2457971.89589   13.392   0.02188  
  2457367.8532    13.372   0.02191  
  2457446.52726   13.396   0.02188  
