# HJD             mag      mag_err  
  2457818.15193   15.991   0.174    
  2457818.15321   15.823   0.157    
  2457830.13104   16.047   0.171    
  2457830.1336    16.045   0.161    
  2457839.11785   15.979   0.126    
  2457839.11913   15.984   0.133    
  2457839.12039   15.830   0.12     
  2457845.0893    15.877   0.135    
  2457845.09057   16.050   0.152    
  2457845.09185   16.027   0.129    
  2457847.11229   16.098   0.142    
  2457847.11357   15.959   0.126    
  2457847.11483   15.818   0.105    
  2457851.0718    15.959   0.177    
  2457851.07306   15.994   0.151    
  2457851.07432   16.068   0.182    
  2457853.06622   15.764   0.207    
  2457857.07758   15.896   0.198    
  2457857.07885   15.757   0.179    
  2457871.0979    16.114   0.126    
  2457871.09918   16.143   0.145    
  2457871.10046   15.995   0.121    
  2457878.00569   16.081   0.137    
  2457878.00697   16.044   0.126    
  2457878.00824   15.872   0.119    
  2457881.00441   15.610   0.135    
  2457881.00567   15.958   0.188    
  2457891.11838   15.950   0.159    
  2457891.11966   15.968   0.162    
  2457893.03903   16.088   0.12     
  2457893.04029   16.064   0.124    
  2457893.04155   16.138   0.158    
  2457897.05534   15.993   0.124    
  2457897.05661   15.906   0.13     
  2457897.05787   15.988   0.144    
  2457900.98517   15.732   0.103    
  2457900.98644   15.706   0.099    
  2457900.98772   15.833   0.106    
  2457905.05082   15.837   0.093    
  2457905.0521    15.994   0.119    
  2457905.05337   16.148   0.128    
  2457907.93079   15.966   0.166    
  2457907.93206   15.758   0.14     
  2457907.93332   16.159   0.192    
  2457909.06005   15.855   0.103    
  2457909.06132   16.104   0.126    
  2457909.06259   16.104   0.143    
  2457913.91066   15.703   0.206    
  2457913.91193   15.791   0.199    
  2457918.04323   15.870   0.168    
  2457924.96247   15.943   0.134    
  2457924.96376   16.165   0.151    
  2457924.96502   16.054   0.127    
  2457927.93649   15.989   0.11     
  2457927.93777   15.855   0.096    
  2457927.93904   16.209   0.124    
  2457931.85799   15.851   0.128    
  2457931.85927   16.127   0.167    
  2457931.86054   16.107   0.147    
  2457932.92864   15.974   0.126    
  2457932.92992   15.865   0.122    
  2457932.93119   15.908   0.113    
  2457937.85239   15.828   0.14     
  2457937.85365   16.144   0.177    
  2457937.85492   16.207   0.179    
  2457939.07809   16.031   0.136    
  2457939.07936   16.066   0.133    
  2457939.08062   16.198   0.163    
  2457939.82642   15.911   0.183    
  2457942.91098   15.729   0.142    
  2457942.9135    15.955   0.215    
  2457946.97893   15.801   0.129    
  2457946.98019   16.051   0.172    
  2457946.98145   15.953   0.18     
  2457949.97132   15.798   0.12     
  2457949.97265   16.022   0.155    
  2457951.91555   15.980   0.181    
  2457951.91808   16.297   0.197    
  2457955.85435   16.039   0.131    
  2457955.85562   16.194   0.136    
  2457955.8569    15.909   0.102    
  2457959.96557   16.167   0.139    
  2457959.96684   15.763   0.102    
  2457959.9681    15.840   0.093    
  2457964.83498   15.978   0.133    
  2457964.83624   15.961   0.125    
  2457964.8375    15.914   0.115    
  2457969.81379   15.947   0.163    
  2457969.8177    16.104   0.197    
  2457969.81897   16.143   0.203    
  2457977.99578   16.044   0.15     
  2457977.99705   16.201   0.182    
  2457977.99833   16.003   0.148    
  2457978.76916   15.958   0.119    
  2457978.77045   15.965   0.114    
  2457978.77173   15.934   0.113    
  2457981.92108   15.770   0.109    
  2457981.92235   15.837   0.093    
  2457981.92362   15.906   0.104    
  2457983.87125   15.805   0.102    
  2457983.87253   15.964   0.114    
  2457983.87379   15.906   0.115    
  2457988.85285   15.729   0.088    
  2457988.85412   15.975   0.105    
  2457988.85539   15.918   0.112    
  2457991.90531   15.701   0.093    
  2457991.90665   15.856   0.102    
  2457991.90789   15.818   0.097    
  2457996.8223    15.983   0.144    
  2457996.82357   16.039   0.153    
  2457996.82485   15.802   0.114    
  2458000.89265   16.202   0.207    
  2458002.92816   15.497   0.165    
  2458004.79146   16.225   0.191    
  2458004.79272   15.872   0.156    
  2458009.90266   15.780   0.084    
  2458009.90399   15.801   0.094    
  2458009.90526   16.000   0.114    
  2458013.8969    15.913   0.105    
  2458013.89818   16.001   0.127    
  2458015.88791   15.965   0.132    
  2458015.88918   16.142   0.141    
  2458015.89051   16.002   0.131    
  2458018.88163   15.806   0.101    
  2458018.88291   15.965   0.125    
  2458018.88418   15.799   0.099    
  2458020.81549   15.973   0.111    
  2458020.81676   16.230   0.123    
  2458020.81802   16.227   0.117    
  2458026.74496   16.060   0.135    
  2458026.74622   15.759   0.107    
  2458026.7475    15.834   0.119    
  2458036.82734   16.190   0.162    
  2458036.82861   15.957   0.122    
  2458036.82988   15.816   0.106    
  2458037.8269    15.795   0.101    
  2458037.82817   15.817   0.091    
  2458037.82944   15.864   0.111    
  2458075.71064   16.026   0.118    
  2458075.71189   16.006   0.12     
  2458075.71316   15.932   0.106    
  2458079.69473   16.128   0.158    
  2458079.69599   15.874   0.117    
  2458079.69725   16.310   0.181    
  2458185.14446   16.052   0.162    
  2458185.14574   15.908   0.156    
  2458185.14709   15.969   0.169    
  2458186.14735   15.913   0.217    
  2458200.13366   15.899   0.195    
  2458207.10476   15.870   0.181    
  2458208.10115   15.749   0.207    
  2458208.10242   15.764   0.207    
  2458235.11365   16.216   0.185    
  2458247.00205   15.774   0.196    
  2458257.04527   15.899   0.107    
  2458257.04655   15.921   0.107    
  2458257.04783   15.718   0.084    
  2458258.00015   15.830   0.111    
  2458258.00143   16.068   0.125    
  2458258.0027    15.864   0.116    
  2458260.99049   15.910   0.093    
  2458260.99176   16.075   0.142    
  2458262.05141   15.803   0.093    
  2458262.05269   15.796   0.098    
  2458269.93308   15.765   0.214    
  2458276.07304   16.004   0.133    
  2458276.07431   15.861   0.112    
  2458276.07559   16.018   0.147    
  2458282.02465   15.945   0.11     
  2458282.02593   16.025   0.115    
  2458282.0272    15.964   0.118    
  2458291.01148   16.064   0.136    
  2458291.01276   15.816   0.104    
  2458291.01404   16.122   0.153    
  2458295.9198    15.736   0.143    
  2458304.93608   15.749   0.134    
  2458304.93735   15.799   0.165    
  2458304.93863   15.875   0.172    
  2458305.92274   15.983   0.108    
  2458305.92401   15.978   0.117    
  2458305.92529   15.874   0.102    
  2458310.014     15.902   0.103    
  2458310.01527   16.023   0.113    
  2458310.01657   15.822   0.092    
  2458315.81441   16.033   0.135    
  2458315.81569   16.087   0.136    
  2458315.81697   15.740   0.103    
  2458318.86162   16.087   0.142    
  2458318.8629    15.726   0.102    
  2458318.86417   15.926   0.12     
  2458319.97405   15.740   0.1      
  2458319.97533   16.015   0.111    
  2458319.97667   15.922   0.125    
  2458322.86265   15.874   0.133    
  2458322.86393   15.784   0.109    
  2458327.90094   15.744   0.174    
  2458327.90222   15.834   0.198    
  2458334.01529   15.919   0.144    
  2458334.01657   16.029   0.15     
  2458334.01785   15.952   0.142    
  2458344.99812   15.712   0.1      
  2458344.9994    16.005   0.112    
  2458345.00068   16.031   0.132    
  2458348.87775   15.889   0.11     
  2458348.87903   15.983   0.127    
  2458348.8803    16.253   0.165    
  2458361.9499    15.819   0.133    
  2458361.95117   16.082   0.175    
  2458361.95245   15.886   0.155    
  2458371.84889   16.135   0.132    
  2458371.85016   15.819   0.108    
  2458371.85143   15.997   0.117    
  2458376.88777   16.073   0.133    
  2458376.88906   16.083   0.144    
  2458376.89034   15.789   0.099    
  2458379.74198   16.061   0.19     
  2458379.74325   15.935   0.133    
  2458379.74453   15.944   0.135    
  2458384.7321    15.802   0.208    
  2458390.85493   16.193   0.212    
  2458390.8562    16.028   0.17     
  2458390.85747   15.799   0.13     
  2458392.84951   16.059   0.127    
  2458392.85079   15.953   0.121    
  2458392.85206   16.079   0.13     
  2458396.83534   16.015   0.147    
  2458396.8366    15.785   0.115    
  2458396.83788   16.142   0.144    
  2458406.72813   15.782   0.102    
  2458406.7294    16.179   0.121    
  2458406.73068   16.058   0.124    
  2458409.73793   16.165   0.178    
  2458409.73921   15.878   0.133    
  2458409.74048   16.014   0.162    
  2458416.78203   15.912   0.196    
  2458416.78458   15.823   0.192    
  2458427.74871   15.815   0.097    
  2458427.74999   15.950   0.106    
  2458427.75126   15.981   0.117    
  2458428.72544   15.689   0.089    
  2458428.72671   16.031   0.112    
  2458428.72799   16.091   0.122    
  2458430.7363    15.997   0.123    
  2458430.73758   15.809   0.101    
  2458430.73885   15.952   0.109    
  2458431.72835   15.960   0.114    
  2458431.72962   15.825   0.107    
  2458431.7309    15.782   0.086    
  2458434.72767   15.954   0.125    
  2458434.72894   16.040   0.127    
  2458434.73022   16.013   0.135    
