# HJD             mag      mag_err  
  2458282.6909    12.534   0.009    
  2458282.69212   12.528   0.009    
  2458282.69334   12.523   0.01     
  2458283.76876   12.5     0.009    
  2458283.76998   12.511   0.01     
  2458283.7712    12.533   0.009    
  2458284.77497   12.538   0.01     
  2458284.77619   12.549   0.011    
  2458284.77741   12.532   0.01     
  2458301.64013   12.493   0.011    
  2458301.64135   12.505   0.011    
  2458301.64257   12.507   0.011    
  2458304.70656   12.526   0.018    
  2458304.70779   12.525   0.021    
  2458304.70901   12.539   0.043    
  2458309.69776   12.538   0.01     
  2458309.69899   12.541   0.01     
  2458309.7002    12.54    0.011    
  2458312.63738   12.531   0.009    
  2458312.63859   12.546   0.011    
  2458312.63981   12.541   0.01     
  2458314.67983   12.518   0.009    
  2458314.68106   12.526   0.01     
  2458314.68227   12.511   0.009    
  2458321.52457   99.99    99.99    
  2458321.5258    12.432   0.069    
  2458321.52702   99.99    99.99    
  2458324.66297   12.498   0.012    
  2458324.66418   12.507   0.012    
  2458324.66541   12.505   0.011    
  2458325.66519   12.523   0.022    
  2458325.66641   12.484   0.023    
  2458328.6473    12.508   0.011    
  2458328.64851   12.502   0.011    
  2458328.64973   12.496   0.012    
  2458332.63581   12.494   0.011    
  2458332.63703   12.506   0.01     
  2458332.63826   12.5     0.01     
  2458335.6141    12.529   0.01     
  2458335.61531   12.533   0.01     
  2458335.61653   12.503   0.01     
  2458339.61519   12.541   0.011    
  2458339.61641   12.535   0.011    
  2458339.61762   12.545   0.011    
  2458340.57085   12.523   0.01     
  2458340.57206   12.505   0.01     
  2458340.57329   12.512   0.011    
  2458342.61251   12.515   0.01     
  2458342.61373   12.512   0.011    
  2458342.61496   12.498   0.01     
  2458343.60583   12.536   0.012    
  2458343.60704   12.523   0.013    
  2458343.60826   12.519   0.013    
  2458345.5018    12.519   0.01     
  2458345.50302   12.513   0.01     
  2458345.50423   12.52    0.011    
  2458346.51327   12.548   0.011    
  2458346.51448   12.546   0.011    
  2458346.5157    12.554   0.011    
  2458355.56818   12.523   0.013    
  2458355.56939   12.523   0.013    
  2458355.57062   12.54    0.013    
  2458357.55357   12.535   0.012    
  2458357.55479   12.523   0.012    
  2458357.556     12.53    0.012    
  2458359.47607   12.528   0.011    
  2458359.4773    12.533   0.011    
  2458359.47851   12.533   0.011    
  2458364.5385    12.606   0.013    
  2458365.53354   12.562   0.013    
  2458365.53476   12.554   0.013    
  2458365.536     12.571   0.013    
  2458366.53417   12.531   0.01     
  2458366.5354    12.507   0.011    
  2458366.53662   12.535   0.011    
  2458367.50808   12.509   0.01     
  2458367.5093    12.516   0.01     
  2458367.51052   12.516   0.01     
  2458368.53096   12.509   0.01     
  2458368.53219   12.52    0.01     
  2458368.5334    12.492   0.009    
  2458370.52371   12.5     0.01     
  2458370.52493   12.511   0.01     
  2458370.52614   12.508   0.01     
  2458371.51286   12.506   0.009    
  2458371.51408   12.518   0.01     
  2458371.5153    12.501   0.01     
  2458372.51342   12.51    0.01     
  2458372.51462   12.522   0.01     
  2458372.51585   12.506   0.01     
  2458373.50229   12.509   0.01     
  2458373.50351   12.504   0.01     
  2458373.50473   12.49    0.01     
  2458374.51025   12.514   0.039    
  2458374.51147   99.99    99.99    
  2458375.49938   12.512   0.01     
  2458375.50061   12.512   0.011    
  2458375.50183   12.504   0.011    
  2458376.49217   12.513   0.01     
  2458376.49339   12.524   0.011    
  2458376.49461   12.496   0.01     
  2458379.49695   12.528   0.011    
  2458379.49818   12.524   0.011    
  2458379.49939   12.53    0.011    
  2458380.49957   12.68    0.092    
  2458380.50079   99.99    99.99    
  2458380.50201   12.519   0.083    
  2458381.49442   12.499   0.038    
  2458381.49563   12.501   0.046    
  2458381.49685   12.548   0.085    
  2458382.47926   12.532   0.012    
  2458382.48047   12.533   0.012    
  2458382.48169   12.542   0.012    
  2458385.48018   12.551   0.014    
  2458385.48141   12.527   0.013    
  2458385.48262   12.539   0.015    
  2458489.86641   12.507   0.016    
  2458490.86271   12.515   0.015    
  2458490.86398   12.532   0.02     
  2458490.86535   12.46    0.023    
  2458491.85897   12.509   0.011    
  2458491.86026   12.482   0.011    
  2458491.86153   12.409   0.011    
  2458492.85893   12.52    0.011    
  2458492.86021   12.504   0.011    
  2458492.86146   12.525   0.012    
  2458494.86582   12.474   0.012    
  2458494.86709   12.525   0.013    
  2458494.86836   12.539   0.015    
  2458498.86019   12.521   0.01     
  2458499.85989   12.537   0.01     
  2458503.87723   12.485   0.015    
  2458504.84356   12.528   0.014    
  2458504.84483   12.566   0.015    
  2458504.84613   12.529   0.014    
  2458505.84317   12.523   0.013    
  2458505.84443   12.513   0.012    
  2458505.84571   12.525   0.012    
  2458506.83359   12.513   0.012    
  2458506.83481   12.49    0.012    
  2458506.83602   12.517   0.011    
  2458507.88027   12.495   0.019    
  2458508.83592   12.546   0.013    
  2458508.8372    12.535   0.012    
  2458509.82603   12.511   0.011    
  2458509.82725   12.483   0.011    
  2458509.82848   12.496   0.011    
  2458510.84155   12.538   0.011    
  2458510.84283   12.481   0.011    
  2458510.84411   12.552   0.011    
  2458511.83      12.496   0.01     
  2458511.83122   12.479   0.01     
  2458511.83245   12.471   0.01     
  2458515.86392   12.504   0.01     
  2458515.86513   12.509   0.011    
  2458515.86635   12.498   0.01     
  2458516.84637   12.522   0.01     
  2458516.84763   12.557   0.01     
  2458516.8489    12.517   0.01     
  2458518.81624   12.501   0.01     
  2458518.81751   12.539   0.01     
  2458518.81878   12.533   0.01     
  2458521.80283   12.524   0.011    
  2458521.8041    12.542   0.011    
  2458521.80537   12.525   0.011    
  2458522.79825   12.528   0.01     
  2458522.79952   12.499   0.01     
  2458522.80079   12.529   0.01     
  2458523.84727   12.526   0.01     
  2458523.84854   12.482   0.01     
  2458523.84981   12.522   0.01     
  2458524.84166   12.532   0.01     
  2458524.84286   12.506   0.01     
  2458524.84408   12.515   0.011    
  2458525.78242   12.522   0.011    
  2458525.78364   12.503   0.011    
  2458525.78486   12.514   0.011    
  2458526.79664   12.531   0.012    
  2458526.79785   12.524   0.01     
  2458526.79907   12.505   0.011    
  2458528.78415   12.532   0.011    
  2458528.78543   12.535   0.009    
  2458530.77178   12.51    0.01     
  2458530.77299   12.525   0.01     
  2458530.77421   12.495   0.011    
  2458532.7699    12.54    0.013    
  2458532.77118   12.555   0.013    
  2458532.77245   12.52    0.012    
  2458533.77314   12.563   0.016    
  2458533.77441   12.575   0.015    
  2458533.77578   12.51    0.015    
  2458537.86132   12.539   0.01     
  2458537.86259   12.524   0.011    
  2458538.83358   12.526   0.011    
  2458538.83483   12.499   0.01     
  2458538.83612   12.5     0.01     
  2458540.8658    12.508   0.011    
  2458540.86701   12.52    0.011    
  2458540.86823   12.509   0.011    
  2458541.86906   12.534   0.01     
  2458541.87034   12.522   0.01     
  2458541.87161   12.506   0.01     
  2458542.78246   12.501   0.01     
  2458542.7837    12.487   0.01     
  2458542.78491   12.499   0.01     
  2458543.85318   12.532   0.01     
  2458543.85445   12.521   0.01     
  2458543.85573   12.54    0.01     
  2458544.77586   12.493   0.009    
  2458544.77713   12.536   0.01     
  2458544.7784    12.534   0.01     
  2458546.74624   12.498   0.01     
  2458546.74745   12.517   0.01     
  2458546.74867   12.523   0.01     
  2458547.8375    12.507   0.01     
  2458547.83872   12.5     0.01     
  2458547.83995   12.495   0.01     
  2458548.7584    12.547   0.01     
  2458548.75967   12.534   0.01     
  2458548.76095   12.528   0.01     
  2458550.83996   12.527   0.011    
  2458550.84128   12.52    0.01     
  2458550.84255   12.51    0.01     
  2458552.83728   12.5     0.01     
  2458552.83851   12.499   0.01     
  2458552.83974   12.484   0.01     
  2458553.71029   12.519   0.011    
  2458553.71152   12.509   0.011    
  2458553.71274   12.52    0.011    
  2458554.72643   12.528   0.01     
  2458554.72769   12.535   0.01     
  2458554.72897   12.546   0.01     
  2458555.82754   12.531   0.01     
  2458555.82877   12.521   0.01     
  2458555.82998   12.508   0.01     
  2458556.70757   12.512   0.01     
  2458556.70879   12.515   0.01     
  2458556.71      12.513   0.01     
  2458557.84451   12.525   0.01     
  2458557.84573   12.508   0.01     
  2458557.84694   12.515   0.01     
  2458559.71523   12.546   0.011    
  2458559.71649   12.477   0.011    
  2458559.71775   12.536   0.011    
  2458562.68759   12.555   0.019    
  2458562.6888    12.516   0.015    
  2458562.69002   12.507   0.013    
  2458563.69006   12.508   0.013    
  2458563.69128   12.492   0.014    
  2458563.69249   12.506   0.013    
  2458563.89328   12.53    0.013    
  2458563.8945    12.525   0.014    
  2458563.89571   12.517   0.013    
  2458564.75739   12.541   0.012    
  2458564.75866   12.539   0.012    
  2458565.80088   12.518   0.013    
  2458565.80209   12.505   0.012    
  2458565.8033    12.508   0.011    
  2458566.82251   12.515   0.011    
  2458566.82372   12.499   0.011    
  2458566.82494   12.524   0.011    
  2458567.78488   12.537   0.011    
  2458567.78615   12.511   0.011    
  2458567.78742   12.512   0.011    
  2458568.77551   12.53    0.011    
  2458568.77672   12.506   0.011    
  2458568.77794   12.527   0.011    
  2458569.73657   12.499   0.011    
  2458569.73779   12.507   0.011    
  2458569.73901   12.494   0.01     
  2458570.67416   12.502   0.01     
  2458570.67537   12.509   0.01     
  2458570.67659   12.515   0.01     
  2458571.64678   12.508   0.011    
  2458571.64807   12.637   0.02     
  2458571.64934   12.503   0.014    
  2458571.88906   12.503   0.01     
  2458571.89028   12.508   0.01     
  2458571.89149   12.516   0.01     
  2458572.87711   12.555   0.018    
  2458573.44942   99.99    99.99    
  2458573.45063   12.498   0.023    
  2458573.45183   99.99    99.99    
  2458573.7942    12.505   0.01     
  2458573.79543   12.514   0.01     
  2458573.79664   12.518   0.01     
  2458575.4275    12.511   0.015    
  2458575.4287    12.492   0.014    
  2458575.42993   12.483   0.019    
  2458575.63351   12.518   0.01     
  2458575.63473   12.499   0.01     
  2458575.63596   12.513   0.01     
  2458576.62528   12.49    0.01     
  2458576.62649   12.493   0.01     
  2458576.62773   12.494   0.01     
  2458578.62345   12.521   0.01     
  2458578.62466   12.513   0.011    
  2458578.62588   12.505   0.011    
  2458579.63571   12.536   0.011    
  2458579.63699   12.524   0.01     
  2458579.63827   12.537   0.01     
  2458580.64059   12.544   0.01     
  2458580.64186   12.527   0.01     
  2458580.64312   12.514   0.01     
  2458581.64703   12.497   0.01     
  2458581.64825   12.501   0.01     
  2458581.64948   12.508   0.01     
  2458582.64455   12.528   0.01     
  2458582.64581   12.521   0.01     
  2458582.64709   12.542   0.01     
  2458583.65316   12.538   0.01     
  2458583.65444   12.527   0.01     
  2458583.65571   12.512   0.01     
  2458584.63028   12.508   0.01     
  2458584.6315    12.501   0.01     
  2458584.63272   12.513   0.01     
  2458585.62533   12.525   0.01     
  2458585.6266    12.519   0.01     
  2458585.62786   12.513   0.01     
  2458586.61379   12.505   0.01     
  2458586.61502   12.51    0.011    
  2458586.61624   12.48    0.01     
  2458588.60743   12.515   0.011    
  2458588.6087    12.507   0.011    
  2458588.60997   12.529   0.011    
  2458589.59607   12.463   0.011    
  2458589.59737   12.485   0.011    
  2458589.59864   12.526   0.012    
  2458590.69886   12.499   0.012    
  2458590.70008   12.504   0.012    
  2458590.7013    12.501   0.012    
  2458591.67945   12.507   0.012    
  2458591.68068   12.526   0.012    
  2458591.6819    12.502   0.011    
  2458591.79712   12.527   0.013    
  2458591.79839   12.515   0.013    
  2458591.79967   12.518   0.014    
  2458593.72322   12.492   0.013    
  2458593.72444   12.5     0.013    
  2458593.72566   12.487   0.014    
  2458594.58986   12.509   0.012    
  2458594.59108   12.489   0.012    
  2458594.59231   12.528   0.013    
