HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457834.76230,2017-03-22.2601592,bh,1.52,15.936,>15.936,99.990,1.386,0.324,V
2457834.76362,2017-03-22.2614737,bh,1.56,15.729,>15.729,99.990,0.989,0.392,V
2457838.61882,2017-03-26.1164942,bh,1.51,16.123,15.842,0.170,1.767,0.273,V
2457838.62017,2017-03-26.1178354,bh,1.49,16.238,15.713,0.136,1.990,0.245,V
2457838.62149,2017-03-26.1191670,bh,1.45,16.123,15.959,0.189,1.585,0.273,V
2457843.60137,2017-03-31.0988135,bh,1.35,16.129,15.786,0.160,1.860,0.271,V
2457843.60268,2017-03-31.1001199,bh,1.49,16.221,15.689,0.135,2.035,0.249,V
2457843.60399,2017-03-31.1014337,bh,1.42,16.149,16.056,0.202,1.450,0.266,V
2457845.80991,2017-04-02.3072590,bh,1.50,16.259,15.814,0.146,1.812,0.241,V
2457845.81123,2017-04-02.3085762,bh,1.52,16.307,15.780,0.136,1.869,0.230,V
2457845.81255,2017-04-02.3099015,bh,1.49,16.133,15.906,0.178,1.666,0.270,V
2457847.77082,2017-04-04.2680853,bh,1.53,16.277,15.784,0.140,1.863,0.237,V
2457847.77214,2017-04-04.2694082,bh,1.52,16.076,15.818,0.174,1.806,0.285,V
2457847.77345,2017-04-04.2707175,bh,1.54,16.128,15.765,0.157,1.896,0.272,V
2457850.63545,2017-04-07.1326023,bh,1.53,15.825,15.744,0.204,1.932,0.359,V
2457850.63675,2017-04-07.1339031,bh,1.46,15.934,>15.934,99.990,1.078,0.325,V
2457850.63807,2017-04-07.1352216,bh,1.44,15.986,>15.986,99.990,1.027,0.309,V
2457852.79598,2017-04-09.2930601,bh,2.22,15.609,>15.609,99.990,1.111,0.438,V
2457852.79724,2017-04-09.2943188,bh,2.18,15.735,>15.735,99.990,0.824,0.390,V
2457852.79851,2017-04-09.2955829,bh,2.16,15.630,>15.630,99.990,1.336,0.430,V
2457854.60098,2017-04-11.0979938,bh,1.70,15.722,>15.722,99.990,0.813,0.395,V
2457854.60224,2017-04-11.0992525,bh,1.65,15.594,>15.594,99.990,0.970,0.444,V
2457854.60351,2017-04-11.1005189,bh,1.70,15.367,>15.367,99.990,0.753,0.547,V
2457856.75529,2017-04-13.2522271,bh,1.48,15.638,>15.638,99.990,1.782,0.426,V
2457856.75655,2017-04-13.2534930,bh,1.42,15.953,15.742,0.181,1.938,0.319,V
2457856.75782,2017-04-13.2547572,bh,1.47,15.829,>15.829,99.990,0.703,0.358,V
2457862.79273,2017-04-19.2894887,bh,1.44,16.146,15.850,0.168,1.754,0.267,V
2457862.79399,2017-04-19.2907427,bh,1.47,16.189,15.753,0.147,1.917,0.257,V
2457862.79525,2017-04-19.2920090,bh,1.47,15.843,>15.843,99.990,1.679,0.353,V
2457863.70120,2017-04-20.1979262,bh,1.41,16.259,15.625,0.123,2.158,0.241,V
2457863.70246,2017-04-20.1991950,bh,1.42,16.425,15.719,0.115,1.978,0.207,V
2457863.70373,2017-04-20.2004594,bh,1.46,16.239,15.651,0.128,2.105,0.245,V
2457867.82364,2017-04-24.3202741,bh,1.46,16.219,15.898,0.164,1.677,0.250,V
2457867.82491,2017-04-24.3215399,bh,1.46,16.241,15.713,0.135,1.989,0.245,V
2457867.82622,2017-04-24.3228516,bh,1.48,16.185,15.794,0.154,1.846,0.258,V
2457870.61316,2017-04-27.1097333,bh,1.61,16.092,15.811,0.170,1.819,0.281,V
2457870.61443,2017-04-27.1110018,bh,1.56,16.176,15.958,0.180,1.588,0.260,V
2457870.61570,2017-04-27.1122653,bh,1.48,16.189,15.825,0.157,1.794,0.257,V
2457872.63147,2017-04-29.1280072,bh,1.59,16.120,15.896,0.179,1.680,0.274,V
2457872.63274,2017-04-29.1292761,bh,1.59,16.056,15.974,0.204,1.564,0.290,V
2457872.63400,2017-04-29.1305386,bh,1.68,16.080,15.979,0.200,1.558,0.284,V
2457876.56413,2017-05-03.0606024,bh,1.45,16.152,15.717,0.147,1.980,0.266,V
2457876.56539,2017-05-03.0618622,bh,1.43,16.000,15.910,0.202,1.660,0.305,V
2457876.56667,2017-05-03.0631457,bh,1.49,16.284,16.104,0.186,1.388,0.235,V
2457877.77636,2017-05-04.2728151,bh,1.41,16.216,15.511,0.115,2.396,0.251,V
2457877.77762,2017-05-04.2740784,bh,1.44,16.253,15.684,0.130,2.043,0.242,V
2457877.77890,2017-05-04.2753560,bh,1.40,16.145,15.801,0.160,1.834,0.267,V
2457882.69445,2017-05-09.1908609,bh,1.40,15.804,15.546,0.173,2.320,0.366,V
2457882.69572,2017-05-09.1921292,bh,1.52,15.740,>15.740,99.990,1.545,0.388,V
2457882.69699,2017-05-09.1933943,bh,1.44,15.938,15.729,0.182,1.960,0.324,V
2457886.81024,2017-05-13.3066182,bh,1.54,15.762,>15.762,99.990,1.714,0.380,V
2457886.81150,2017-05-13.3078843,bh,1.61,15.668,>15.668,99.990,1.742,0.415,V
2457886.81278,2017-05-13.3091608,bh,1.57,15.821,>15.821,99.990,0.967,0.360,V
2457889.67316,2017-05-16.1695422,bh,1.40,15.954,15.858,0.201,1.740,0.319,V
2457889.67443,2017-05-16.1708129,bh,1.54,16.019,15.896,0.196,1.681,0.300,V
2457890.71071,2017-05-17.2070891,bh,1.55,16.061,15.941,0.197,1.612,0.289,V
2457890.71198,2017-05-17.2083535,bh,1.57,15.996,>15.996,99.990,1.302,0.307,V
2457890.71324,2017-05-17.2096214,bh,1.54,16.032,15.922,0.199,1.641,0.297,V
2457893.69809,2017-05-20.1944760,bh,1.43,16.199,15.814,0.154,1.812,0.254,V
2457893.69939,2017-05-20.1957761,bh,1.43,16.193,15.745,0.146,1.932,0.256,V
2457893.70066,2017-05-20.1970511,bh,1.44,16.307,15.604,0.115,2.200,0.231,V
2457895.68203,2017-05-22.1784315,bh,1.44,16.290,16.022,0.172,1.496,0.234,V
2457895.68329,2017-05-22.1796934,bh,1.56,15.892,15.602,0.168,2.203,0.338,V
2457895.68456,2017-05-22.1809623,bh,1.51,15.898,>15.898,99.990,1.489,0.336,V
2457901.74560,2017-05-28.2420546,bh,1.67,15.973,15.776,0.184,1.877,0.313,V
2457901.74687,2017-05-28.2433215,bh,1.61,16.038,15.872,0.189,1.717,0.295,V
2457901.74812,2017-05-28.2445798,bh,1.48,15.980,>15.980,99.990,1.392,0.311,V
2457902.66584,2017-05-29.1623013,bh,1.37,16.234,15.839,0.153,1.771,0.246,V
2457902.66710,2017-05-29.1635614,bh,1.45,16.322,15.654,0.119,2.100,0.227,V
2457902.66836,2017-05-29.1648263,bh,1.47,16.221,15.680,0.134,2.052,0.249,V
2457904.51925,2017-05-31.0157462,bh,1.53,16.079,15.823,0.174,1.798,0.284,V
2457904.52052,2017-05-31.0170076,bh,1.43,16.255,15.979,0.171,1.557,0.242,V
2457904.52178,2017-05-31.0182703,bh,1.63,16.125,15.861,0.173,1.735,0.272,V
2457905.74110,2017-06-01.2376083,bh,1.48,16.009,15.939,0.206,1.615,0.303,V
2457905.74237,2017-06-01.2388771,bh,1.52,16.024,16.015,0.218,1.507,0.299,V
2457905.74363,2017-06-01.2401443,bh,1.49,16.186,15.926,0.173,1.635,0.257,V
2457908.63034,2017-06-04.1268975,bh,1.46,16.054,15.614,0.147,2.178,0.291,V
2457908.63160,2017-06-04.1281615,bh,1.47,15.936,15.891,0.211,1.688,0.324,V
2457908.63287,2017-06-04.1294358,bh,1.47,15.797,15.592,0.182,2.225,0.368,V
2457913.64162,2017-06-09.1382857,bh,1.49,15.534,>15.534,99.990,1.903,0.469,V
2457913.64289,2017-06-09.1395619,bh,1.48,15.691,>15.691,99.990,1.057,0.406,V
2457913.64416,2017-06-09.1408271,bh,1.46,15.636,>15.636,99.990,1.730,0.427,V
2457915.61160,2017-06-11.1083171,bh,1.45,15.694,>15.694,99.990,1.530,0.405,V
2457915.61286,2017-06-11.1095796,bh,1.66,15.763,>15.763,99.990,1.506,0.380,V
2457915.61412,2017-06-11.1108429,bh,1.48,15.817,>15.817,99.990,1.630,0.362,V
2457917.56752,2017-06-13.0642885,bh,1.57,15.941,15.866,0.205,1.728,0.323,V
2457917.56878,2017-06-13.0655576,bh,1.49,16.098,15.872,0.179,1.718,0.279,V
2457917.57005,2017-06-13.0668209,bh,1.52,16.054,15.854,0.183,1.747,0.291,V
2457922.52308,2017-06-18.0199925,bh,1.37,16.375,15.989,0.154,1.544,0.216,V
2457922.52434,2017-06-18.0212620,bh,1.41,16.353,15.643,0.114,2.121,0.221,V
2457922.52561,2017-06-18.0225277,bh,1.45,16.273,15.645,0.124,2.118,0.238,V
2457924.61653,2017-06-20.1135232,bh,1.49,16.049,>16.049,99.990,1.317,0.292,V
2457924.61780,2017-06-20.1147842,bh,1.60,16.241,15.771,0.143,1.886,0.245,V
2457924.61907,2017-06-20.1160560,bh,1.51,16.169,15.872,0.167,1.719,0.262,V
2457933.65109,2017-06-29.1484248,bh,1.49,16.295,15.754,0.134,1.917,0.233,V
2457933.65237,2017-06-29.1496994,bh,1.56,16.143,15.770,0.156,1.888,0.268,V
2457933.65363,2017-06-29.1509629,bh,1.48,16.066,15.671,0.153,2.068,0.288,V
2457936.59472,2017-07-02.0921688,bh,1.66,15.874,>15.874,99.990,1.175,0.343,V
2457936.59598,2017-07-02.0934423,bh,1.74,15.955,>15.955,99.990,1.315,0.319,V
2457936.59725,2017-07-02.0947049,bh,1.68,16.007,>16.007,99.990,1.167,0.304,V
2457938.46777,2017-07-03.9653072,bh,1.55,15.211,>15.211,99.990,0.868,0.632,V
2457938.46903,2017-07-03.9665641,bh,1.56,15.286,>15.286,99.990,1.575,0.590,V
2457938.47029,2017-07-03.9678271,bh,1.37,15.686,>15.686,99.990,1.255,0.408,V
2457939.65646,2017-07-05.1540509,bh,1.58,15.649,>15.649,99.990,1.548,0.422,V
2457939.65773,2017-07-05.1553241,bh,1.66,15.984,15.664,0.164,2.080,0.310,V
2457939.65900,2017-07-05.1565916,bh,1.74,15.622,>15.622,99.990,1.533,0.433,V
2457943.63025,2017-07-09.1280219,bh,1.57,15.532,>15.532,99.990,1.556,0.470,V
2457943.63153,2017-07-09.1293015,bh,1.53,15.551,>15.551,99.990,1.225,0.462,V
2457943.63280,2017-07-09.1305724,bh,1.56,15.600,>15.600,99.990,1.587,0.442,V
2457945.61489,2017-07-11.1127590,bh,1.52,15.668,>15.668,99.990,1.275,0.415,V
2457945.61616,2017-07-11.1140328,bh,1.47,15.669,>15.669,99.990,1.721,0.414,V
2457945.61743,2017-07-11.1152973,bh,1.55,15.762,>15.762,99.990,1.158,0.380,V
2457948.63920,2017-07-14.1372232,bh,1.49,15.550,15.504,0.211,2.411,0.463,V
2457948.64046,2017-07-14.1384826,bh,1.59,15.406,>15.406,99.990,1.151,0.528,V
2457948.64173,2017-07-14.1397480,bh,1.43,15.257,>15.257,99.990,1.810,0.606,V
2457949.63949,2017-07-15.1375677,bh,2.09,15.967,>15.967,99.990,1.536,0.315,V
2457949.64075,2017-07-15.1388285,bh,2.06,15.810,>15.810,99.990,1.633,0.364,V
2457949.64202,2017-07-15.1400932,bh,2.05,15.955,15.893,0.208,1.686,0.319,V
2457951.52516,2017-07-17.0233277,bh,1.62,15.967,15.849,0.197,1.755,0.315,V
2457951.52642,2017-07-17.0245964,bh,1.66,15.921,15.872,0.210,1.719,0.329,V
2457951.52770,2017-07-17.0258716,bh,1.75,16.250,15.715,0.135,1.984,0.243,V
2457953.62955,2017-07-19.1278312,bh,2.17,15.882,15.838,0.211,1.772,0.341,V
2457953.63081,2017-07-19.1290953,bh,2.16,16.001,>16.001,99.990,1.423,0.305,V
2457953.63208,2017-07-19.1303601,bh,2.17,15.835,>15.835,99.990,1.554,0.356,V
2457954.59895,2017-07-20.0972758,bh,1.59,16.041,15.924,0.198,1.639,0.294,V
2457954.60021,2017-07-20.0985425,bh,1.64,15.962,15.877,0.203,1.711,0.316,V
2457954.60147,2017-07-20.0998037,bh,1.68,16.015,15.805,0.181,1.828,0.301,V
2457958.61182,2017-07-24.1103663,bh,1.41,16.064,15.928,0.194,1.633,0.288,V
2457958.61308,2017-07-24.1116325,bh,1.48,16.293,15.750,0.134,1.921,0.233,V
2457958.61436,2017-07-24.1129103,bh,1.50,16.211,15.627,0.128,2.154,0.252,V
2457960.52096,2017-07-26.0196228,bh,1.63,14.419,>14.419,99.990,0.109,1.311,V
2457960.52223,2017-07-26.0208887,bh,1.67,13.794,>13.794,99.990,-0.976,2.331,V
2457961.60516,2017-07-27.1038762,bh,1.51,15.756,>15.756,99.990,1.699,0.382,V
2457961.60643,2017-07-27.1051456,bh,1.49,15.938,>15.938,99.990,1.439,0.324,V
2457961.60769,2017-07-27.1064129,bh,1.48,16.124,15.975,0.192,1.563,0.273,V
2457962.58557,2017-07-28.0843435,bh,1.42,15.012,>15.012,99.990,0.026,0.759,V
2457962.58683,2017-07-28.0856106,bh,1.45,99.990,99.990,99.990,99.990,99.990,V
2457962.58810,2017-07-28.0868732,bh,1.44,14.508,>14.508,99.990,2.351,1.207,V
2457967.59715,2017-08-02.0962143,bh,1.54,15.923,>15.923,99.990,1.505,0.328,V
2457968.58675,2017-08-03.0858782,bh,1.39,15.811,15.747,0.207,1.929,0.364,V
2457968.58803,2017-08-03.0871512,bh,1.48,16.021,15.642,0.155,2.124,0.300,V
2457968.58930,2017-08-03.0884291,bh,1.51,16.024,15.874,0.192,1.715,0.299,V
2457971.57346,2017-08-06.0727586,bh,1.42,15.839,>15.839,99.990,1.553,0.354,V
2457971.57473,2017-08-06.0740313,bh,1.50,15.906,15.746,0.190,1.930,0.333,V
2457971.57601,2017-08-06.0753065,bh,1.42,15.633,>15.633,99.990,1.765,0.428,V
2457974.56251,2017-08-09.0619932,bh,1.53,16.018,15.893,0.196,1.686,0.301,V
2457974.56377,2017-08-09.0632630,bh,1.57,15.796,>15.796,99.990,1.232,0.369,V
2457974.56505,2017-08-09.0645398,bh,1.48,15.637,>15.637,99.990,1.467,0.427,V
2457980.54496,2017-08-15.0448069,bh,1.41,15.952,15.850,0.200,1.754,0.319,V
2457980.54623,2017-08-15.0460811,bh,1.42,16.197,15.764,0.148,1.897,0.255,V
2457980.54750,2017-08-15.0473408,bh,1.45,16.222,15.814,0.151,1.812,0.249,V
2457984.51922,2017-08-19.0193094,bh,1.40,16.165,15.758,0.151,1.909,0.262,V
2457984.52048,2017-08-19.0205728,bh,1.43,16.263,15.782,0.141,1.867,0.240,V
2457984.52176,2017-08-19.0218408,bh,1.52,16.209,15.689,0.136,2.034,0.252,V
2457994.48346,2017-08-28.9841494,bh,1.54,16.060,15.703,0.158,2.009,0.289,V
2457994.48472,2017-08-28.9854104,bh,1.52,16.026,16.019,0.219,1.500,0.298,V
2457994.48600,2017-08-28.9866884,bh,1.52,15.870,15.806,0.207,1.825,0.344,V
2457999.47725,2017-09-02.9782457,bh,1.53,15.608,>15.608,99.990,1.279,0.438,V
2457999.47855,2017-09-02.9795361,bh,1.45,15.666,>15.666,99.990,1.347,0.416,V
2457999.47983,2017-09-02.9808160,bh,1.50,15.269,>15.269,99.990,1.283,0.599,V
2458116.85246,2017-12-29.3550482,bh,1.53,16.053,15.973,0.205,1.564,0.291,V
2458116.85576,2017-12-29.3583416,bh,1.47,15.985,15.880,0.200,1.705,0.310,V
2458117.84853,2017-12-30.3510714,bh,1.57,15.970,15.802,0.188,1.834,0.314,V
2458119.84262,2018-01-01.3450765,bh,1.85,15.661,>15.661,99.990,1.539,0.418,V
2458119.84585,2018-01-01.3483033,bh,1.71,15.435,>15.435,99.990,1.292,0.514,V
2458120.83849,2018-01-02.3408969,bh,1.50,15.468,>15.468,99.990,0.923,0.499,V
2458120.84149,2018-01-02.3438958,bh,1.49,15.409,>15.409,99.990,1.639,0.526,V
2458121.83450,2018-01-03.3368678,bh,1.49,15.756,>15.756,99.990,1.624,0.382,V
2458121.83780,2018-01-03.3401583,bh,1.55,15.564,>15.564,99.990,1.692,0.456,V
2458122.83469,2018-01-04.3370111,bh,1.51,15.695,>15.695,99.990,1.723,0.405,V
2458122.83814,2018-01-04.3404575,bh,1.49,15.762,>15.762,99.990,0.859,0.380,V
2458123.83858,2018-01-05.3408490,bh,1.43,15.897,15.781,0.197,1.870,0.336,V
2458123.83986,2018-01-05.3421252,bh,1.41,15.894,15.878,0.217,1.709,0.337,V
2458123.84114,2018-01-05.3434075,bh,1.35,15.910,15.742,0.188,1.937,0.332,V
2458124.83874,2018-01-06.3409601,bh,1.60,16.040,15.805,0.177,1.828,0.294,V
2458124.84002,2018-01-06.3422416,bh,1.47,15.891,15.712,0.186,1.991,0.338,V
2458124.84129,2018-01-06.3435156,bh,1.40,15.915,15.415,0.139,2.619,0.331,V
2458126.83206,2018-01-08.3341760,bh,1.47,15.987,>15.987,99.990,1.536,0.309,V
2458126.83335,2018-01-08.3354672,bh,1.38,15.902,15.740,0.189,1.942,0.334,V
2458127.82050,2018-01-09.3225725,bh,1.48,16.256,15.663,0.128,2.082,0.241,V
2458127.82177,2018-01-09.3238464,bh,1.50,16.239,15.619,0.124,2.170,0.245,V
2458127.82305,2018-01-09.3251208,bh,1.48,15.998,15.751,0.175,1.919,0.306,V
2458128.81677,2018-01-10.3187888,bh,1.46,16.129,15.843,0.169,1.765,0.271,V
2458128.81805,2018-01-10.3200667,bh,1.50,16.177,15.808,0.157,1.822,0.260,V
2458128.81932,2018-01-10.3213391,bh,1.46,16.223,15.932,0.168,1.626,0.249,V
2458130.82015,2018-01-12.3220614,bh,1.47,16.016,15.885,0.195,1.698,0.301,V
2458130.82141,2018-01-12.3233248,bh,1.35,16.084,15.843,0.176,1.764,0.283,V
2458130.82267,2018-01-12.3245923,bh,1.45,15.880,15.730,0.191,1.959,0.341,V
2458132.85017,2018-01-14.3519765,bh,1.66,15.985,15.780,0.182,1.870,0.310,V
2458132.85143,2018-01-14.3532357,bh,1.56,16.006,>16.006,99.990,1.382,0.304,V
2458132.85270,2018-01-14.3545079,bh,1.73,16.033,15.809,0.179,1.821,0.297,V
2458133.84618,2018-01-15.3479392,bh,1.97,16.002,15.916,0.203,1.650,0.305,V
2458133.84746,2018-01-15.3492115,bh,1.45,16.167,15.861,0.166,1.736,0.262,V
2458133.84873,2018-01-15.3504894,bh,1.52,16.228,15.779,0.146,1.873,0.248,V
2458134.84605,2018-01-16.3477503,bh,1.48,16.258,15.890,0.157,1.691,0.241,V
2458134.84732,2018-01-16.3490259,bh,1.49,16.139,15.882,0.174,1.703,0.269,V
2458134.84860,2018-01-16.3503027,bh,1.59,16.077,>16.077,99.990,1.401,0.285,V
2458135.84117,2018-01-17.3428122,bh,1.42,16.051,15.938,0.198,1.617,0.291,V
2458135.84244,2018-01-17.3440875,bh,1.50,16.116,15.740,0.156,1.941,0.275,V
2458135.84370,2018-01-17.3453563,bh,1.48,16.021,15.783,0.176,1.866,0.300,V
2458136.83778,2018-01-18.3393811,bh,1.45,16.319,15.711,0.126,1.993,0.228,V
2458136.83906,2018-01-18.3406518,bh,1.45,16.034,15.875,0.190,1.715,0.296,V
2458136.84033,2018-01-18.3419254,bh,1.45,16.092,15.802,0.168,1.833,0.281,V
2458137.83768,2018-01-19.3392150,bh,1.53,16.305,16.054,0.175,1.454,0.231,V
2458137.83894,2018-01-19.3404799,bh,1.46,16.168,15.936,0.178,1.621,0.262,V
2458137.84022,2018-01-19.3417600,bh,1.45,16.050,15.803,0.175,1.831,0.292,V
2458138.83356,2018-01-20.3350406,bh,1.44,16.127,15.761,0.157,1.903,0.272,V
2458138.83484,2018-01-20.3363240,bh,1.38,16.211,15.866,0.160,1.728,0.252,V
2458138.83612,2018-01-20.3376025,bh,1.42,16.174,15.933,0.176,1.624,0.260,V
2458139.84109,2018-01-21.3425129,bh,1.39,16.198,15.737,0.144,1.946,0.255,V
2458139.84237,2018-01-21.3437928,bh,1.46,16.042,15.714,0.163,1.987,0.294,V
2458139.84364,2018-01-21.3450591,bh,1.48,16.117,15.646,0.143,2.116,0.274,V
2458140.83699,2018-01-22.3383567,bh,1.47,16.217,15.587,0.123,2.234,0.250,V
2458140.83827,2018-01-22.3396263,bh,1.41,16.212,15.681,0.135,2.049,0.251,V
2458140.83954,2018-01-22.3409026,bh,1.44,16.113,15.763,0.159,1.901,0.275,V
2458141.83003,2018-01-23.3313298,bh,1.42,16.150,15.988,0.189,1.544,0.266,V
2458141.83129,2018-01-23.3325976,bh,1.42,16.133,15.763,0.157,1.899,0.270,V
2458142.82180,2018-01-24.3230479,bh,1.51,16.154,15.711,0.146,1.994,0.265,V
2458142.82308,2018-01-24.3243224,bh,1.39,16.195,15.519,0.118,2.378,0.256,V
2458142.82435,2018-01-24.3255975,bh,1.35,16.102,15.945,0.190,1.607,0.278,V
2458143.79046,2018-01-25.2916557,bh,1.50,15.989,15.792,0.184,1.849,0.309,V
2458143.79175,2018-01-25.2929390,bh,1.51,16.362,15.912,0.146,1.657,0.219,V
2458143.79302,2018-01-25.2942136,bh,1.42,16.005,15.976,0.214,1.561,0.304,V
2458144.78325,2018-01-26.2843855,bh,1.58,16.142,15.868,0.171,1.725,0.268,V
2458144.78453,2018-01-26.2856583,bh,1.47,16.128,15.889,0.177,1.691,0.272,V
2458144.78580,2018-01-26.2869366,bh,1.38,16.157,15.588,0.130,2.233,0.265,V
2458147.79288,2018-01-29.2938341,bh,1.83,15.720,>15.720,99.990,1.521,0.395,V
2458147.79415,2018-01-29.2951053,bh,1.71,15.666,>15.666,99.990,0.783,0.416,V
2458147.79542,2018-01-29.2963771,bh,1.60,15.865,>15.865,99.990,1.053,0.346,V
2458148.78851,2018-01-30.2894138,bh,1.51,15.672,>15.672,99.990,1.238,0.413,V
2458148.78981,2018-01-30.2907112,bh,1.57,15.675,>15.675,99.990,1.996,0.412,V
2458148.79110,2018-01-30.2919925,bh,1.41,15.892,15.857,0.213,1.743,0.337,V
2458149.77090,2018-01-31.2717296,bh,1.49,15.465,>15.465,99.990,1.473,0.500,V
2458149.77217,2018-01-31.2730086,bh,1.47,15.719,>15.719,99.990,1.959,0.396,V
2458149.77344,2018-01-31.2742798,bh,1.43,15.705,>15.705,99.990,1.385,0.401,V
2458150.76927,2018-02-01.2700442,bh,1.52,15.415,>15.415,99.990,1.530,0.524,V
2458150.77055,2018-02-01.2713247,bh,1.47,15.556,>15.556,99.990,0.019,0.460,V
2458150.77184,2018-02-01.2726128,bh,1.49,15.498,15.457,0.211,2.520,0.485,V
2458158.88033,2018-02-09.3805998,bh,1.39,16.089,15.915,0.188,1.651,0.282,V
2458158.88160,2018-02-09.381875,bh,1.27,16.141,15.741,0.152,1.939,0.268,V
2458158.88287,2018-02-09.3831414,bh,1.39,15.950,15.845,0.200,1.762,0.320,V
2458159.83229,2018-02-10.3325028,bh,1.39,16.246,15.884,0.158,1.701,0.244,V
2458159.83355,2018-02-10.3337658,bh,1.42,16.346,15.742,0.126,1.937,0.222,V
2458159.83482,2018-02-10.3350317,bh,1.40,15.960,15.894,0.207,1.684,0.317,V
2458160.77896,2018-02-11.2791179,bh,1.43,16.129,15.730,0.152,1.959,0.271,V
2458160.78024,2018-02-11.2803908,bh,1.37,16.178,15.746,0.148,1.931,0.259,V
2458161.72949,2018-02-12.2295850,bh,1.44,16.209,15.698,0.138,2.017,0.252,V
2458161.73077,2018-02-12.2308586,bh,1.42,16.192,15.899,0.168,1.675,0.256,V
2458161.73203,2018-02-12.2321296,bh,1.47,16.093,15.626,0.143,2.154,0.281,V
2458162.72889,2018-02-13.2289258,bh,1.43,16.050,15.960,0.202,1.585,0.292,V
2458162.73017,2018-02-13.2301990,bh,1.51,15.964,>15.964,99.990,1.552,0.316,V
2458162.73144,2018-02-13.2314768,bh,1.48,16.146,15.743,0.152,1.935,0.267,V
2458163.72448,2018-02-14.2244493,bh,1.40,15.979,15.916,0.208,1.650,0.312,V
2458163.72584,2018-02-14.2258121,bh,1.41,16.131,15.690,0.147,2.032,0.271,V
2458163.72712,2018-02-14.2270883,bh,1.42,16.139,15.846,0.168,1.760,0.269,V
2458164.72373,2018-02-15.2236444,bh,1.39,16.019,15.651,0.157,2.106,0.300,V
2458164.72501,2018-02-15.2249221,bh,1.42,15.903,15.616,0.169,2.177,0.334,V
2458164.72629,2018-02-15.2261965,bh,1.34,16.041,15.678,0.157,2.055,0.294,V
2458165.85175,2018-02-16.3515869,bh,1.32,16.146,16.073,0.206,1.428,0.267,V
