HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2457871.09918,2017-04-27.6001173,bc,1.53,16.595,16.143,0.145,1.338,0.177,V
2457871.10046,2017-04-27.6013957,bc,1.49,16.645,15.995,0.121,1.533,0.169,V
2457878.00569,2017-05-04.5061858,bc,1.64,16.591,16.081,0.137,1.418,0.177,V
2457878.00697,2017-05-04.5074623,bc,1.59,16.648,16.044,0.126,1.467,0.168,V
2457878.00824,2017-05-04.5087369,bc,1.54,16.533,15.872,0.119,1.719,0.187,V
2457881.00314,2017-05-07.5034364,bc,1.78,15.965,>15.965,99.990,0.952,0.315,V
2457881.00441,2017-05-07.5047072,bc,1.79,16.136,15.610,0.135,2.187,0.270,V
2457881.00567,2017-05-07.5059726,bc,1.61,16.126,15.958,0.188,1.588,0.272,V
2457884.98892,2017-05-11.4889581,bc,1.58,15.848,>15.848,99.990,1.169,0.352,V
2457884.99019,2017-05-11.4902332,bc,1.68,15.837,>15.837,99.990,1.461,0.355,V
2457884.99145,2017-05-11.4914961,bc,1.69,15.736,>15.736,99.990,1.476,0.390,V
2457891.11838,2017-05-17.6180195,bc,1.50,16.301,15.950,0.159,1.599,0.232,V
2457891.11966,2017-05-17.6192996,bc,1.61,16.295,15.968,0.162,1.573,0.233,V
2457891.12093,2017-05-17.6205738,bc,1.50,16.135,>16.135,99.990,1.294,0.270,V
2457893.03903,2017-05-19.5385446,bc,1.53,16.742,16.088,0.120,1.408,0.154,V
2457893.04029,2017-05-19.5398049,bc,1.58,16.688,16.064,0.124,1.439,0.162,V
2457893.04155,2017-05-19.5410707,bc,1.47,16.493,16.138,0.158,1.345,0.194,V
2457897.05534,2017-05-23.5545942,bc,1.98,16.616,15.993,0.124,1.537,0.173,V
2457897.05661,2017-05-23.5558630,bc,2.00,16.477,15.906,0.130,1.665,0.197,V
2457897.05787,2017-05-23.5571299,bc,2.22,16.445,15.988,0.144,1.544,0.203,V
2457900.98517,2017-05-27.4841707,bc,1.58,16.556,15.732,0.103,1.954,0.183,V
2457900.98644,2017-05-27.4854504,bc,1.54,16.571,15.706,0.099,2.003,0.181,V
2457900.98772,2017-05-27.4867296,bc,1.54,16.621,15.833,0.106,1.782,0.173,V
2457905.05082,2017-05-31.5495706,bc,1.48,16.767,15.837,0.093,1.774,0.151,V
2457905.05210,2017-05-31.5508473,bc,1.46,16.659,15.994,0.119,1.535,0.167,V
2457905.05337,2017-05-31.5521251,bc,1.39,16.730,16.148,0.128,1.333,0.156,V
2457907.93079,2017-06-03.4293631,bc,1.56,16.272,15.966,0.166,1.575,0.238,V
2457907.93206,2017-06-03.4306311,bc,1.45,16.245,15.758,0.140,1.908,0.244,V
2457907.93332,2017-06-03.4318974,bc,1.57,16.304,16.159,0.192,1.319,0.231,V
2457909.06005,2017-06-04.5585582,bc,1.71,16.679,15.855,0.103,1.746,0.164,V
2457909.06132,2017-06-04.5598230,bc,1.84,16.708,16.104,0.126,1.388,0.159,V
2457909.06259,2017-06-04.5610903,bc,1.83,16.566,16.104,0.143,1.388,0.181,V
2457912.95212,2017-06-08.4504,bc,1.67,15.075,>15.075,99.990,0.822,0.716,V
2457912.95340,2017-06-08.4516745,bc,1.63,14.812,>14.812,99.990,1.883,0.912,V
2457912.95466,2017-06-08.4529381,bc,1.54,15.375,>15.375,99.990,0.493,0.543,V
2457913.91066,2017-06-09.4088798,bc,1.51,15.771,15.703,0.206,2.008,0.377,V
2457913.91193,2017-06-09.4101497,bc,1.51,15.900,15.791,0.199,1.852,0.335,V
2457913.91321,2017-06-09.4114268,bc,1.56,15.795,>15.795,99.990,1.242,0.369,V
2457918.04196,2017-06-13.5399384,bc,1.41,16.205,>16.205,99.990,1.000,0.253,V
2457918.04323,2017-06-13.5412116,bc,1.48,16.161,15.870,0.168,1.721,0.263,V
2457918.04450,2017-06-13.5424880,bc,1.54,16.157,>16.157,99.990,1.048,0.264,V
2457923.96155,2017-06-19.4592099,bc,1.54,13.654,>13.654,99.990,1.483,2.650,V
2457924.96247,2017-06-20.4600840,bc,2.04,16.478,15.943,0.134,1.610,0.197,V
2457924.96376,2017-06-20.4613773,bc,2.05,16.573,16.165,0.151,1.312,0.180,V
2457924.96502,2017-06-20.4626416,bc,2.06,16.646,16.054,0.127,1.453,0.169,V
2457927.93649,2017-06-23.4339530,bc,1.50,16.735,15.989,0.110,1.543,0.155,V
2457927.93777,2017-06-23.4352293,bc,1.48,16.748,15.855,0.096,1.746,0.153,V
2457927.93904,2017-06-23.4364990,bc,1.44,16.826,16.209,0.124,1.260,0.143,V
2457931.85799,2017-06-27.3552635,bc,1.59,16.437,15.851,0.128,1.751,0.204,V
2457931.85927,2017-06-27.3565443,bc,1.66,16.423,16.127,0.167,1.358,0.207,V
2457931.86054,2017-06-27.3578133,bc,1.64,16.542,16.107,0.147,1.384,0.186,V
2457932.92864,2017-06-28.4258597,bc,1.56,16.576,15.974,0.126,1.564,0.180,V
2457932.92992,2017-06-28.4271369,bc,1.74,16.499,15.865,0.122,1.729,0.193,V
2457932.93119,2017-06-28.4284119,bc,1.69,16.631,15.908,0.113,1.662,0.171,V
2457937.85239,2017-07-03.3493918,bc,1.42,16.314,15.828,0.140,1.790,0.229,V
2457937.85365,2017-07-03.3506567,bc,1.49,16.375,16.144,0.177,1.337,0.216,V
2457937.85492,2017-07-03.3519342,bc,1.52,16.430,16.207,0.179,1.263,0.206,V
2457939.07809,2017-07-04.5750567,bc,2.15,16.550,16.031,0.136,1.485,0.184,V
2457939.07936,2017-07-04.5763173,bc,2.02,16.611,16.066,0.133,1.438,0.174,V
2457939.08062,2017-07-04.5775797,bc,2.05,16.518,16.198,0.163,1.273,0.190,V
2457939.82642,2017-07-05.3233452,bc,1.62,16.107,15.911,0.183,1.657,0.277,V
2457939.82769,2017-07-05.3246148,bc,1.69,16.086,>16.086,99.990,1.268,0.282,V
2457939.82896,2017-07-05.3258883,bc,1.65,16.042,>16.042,99.990,0.809,0.294,V
2457942.91098,2017-07-08.4077875,bc,1.58,16.199,15.729,0.142,1.961,0.254,V
2457942.91224,2017-07-08.4090415,bc,1.52,16.095,>16.095,99.990,1.077,0.280,V
2457942.91350,2017-07-08.4103064,bc,1.53,15.976,15.955,0.215,1.592,0.312,V
2457946.97893,2017-07-12.4755914,bc,1.45,16.374,15.801,0.129,1.834,0.216,V
2457946.98019,2017-07-12.4768556,bc,1.46,16.314,16.051,0.172,1.456,0.229,V
2457946.98145,2017-07-12.4781189,bc,1.47,16.168,15.953,0.180,1.594,0.262,V
2457949.97132,2017-07-15.4678837,bc,1.46,16.456,15.798,0.120,1.840,0.201,V
2457949.97265,2017-07-15.4692133,bc,1.52,16.396,16.022,0.155,1.497,0.212,V
2457951.91555,2017-07-17.4120607,bc,1.60,16.187,15.980,0.181,1.556,0.257,V
2457951.91680,2017-07-17.4133136,bc,1.64,16.122,>16.122,99.990,1.061,0.273,V
2457951.91808,2017-07-17.4145850,bc,1.55,16.416,16.297,0.197,1.162,0.208,V
2457955.85435,2017-07-21.3507510,bc,1.44,16.599,16.039,0.131,1.473,0.176,V
2457955.85562,2017-07-21.3520245,bc,1.47,16.712,16.194,0.136,1.278,0.159,V
2457955.85690,2017-07-21.3532979,bc,1.53,16.739,15.909,0.102,1.661,0.155,V
2457959.96557,2017-07-25.4618829,bc,1.47,16.666,16.167,0.139,1.309,0.165,V
2457959.96684,2017-07-25.4631458,bc,1.47,16.589,15.763,0.102,1.900,0.178,V
2457959.96810,2017-07-25.4644208,bc,1.52,16.778,15.840,0.093,1.769,0.149,V
2457963.02847,2017-07-28.5247267,bc,2.03,15.643,>15.643,99.990,1.325,0.424,V
2457963.02974,2017-07-28.5259934,bc,1.81,16.024,>16.024,99.990,1.133,0.299,V
2457963.03101,2017-07-28.5272581,bc,2.05,15.812,>15.812,99.990,1.563,0.363,V
2457964.83498,2017-07-30.3311974,bc,1.49,16.520,15.978,0.133,1.558,0.189,V
2457964.83624,2017-07-30.3324658,bc,1.50,16.570,15.961,0.125,1.583,0.181,V
2457964.83750,2017-07-30.3337303,bc,1.53,16.615,15.914,0.115,1.653,0.173,V
2457969.81379,2017-08-04.3099527,bc,1.49,16.268,15.947,0.163,1.603,0.239,V
2457969.81770,2017-08-04.3138608,bc,1.50,16.219,16.104,0.197,1.388,0.250,V
2457969.81897,2017-08-04.3151253,bc,1.43,16.225,16.143,0.203,1.339,0.248,V
2457972.90738,2017-08-07.4035135,bc,1.59,15.795,>15.795,99.990,1.373,0.369,V
2457972.90865,2017-08-07.4047811,bc,1.49,15.911,>15.911,99.990,1.123,0.331,V
2457972.90992,2017-08-07.4060482,bc,1.61,15.937,>15.937,99.990,1.609,0.324,V
2457977.99578,2017-08-12.4918873,bc,1.59,16.455,16.044,0.150,1.466,0.201,V
2457977.99705,2017-08-12.4931613,bc,1.52,16.407,16.201,0.182,1.269,0.210,V
2457977.99833,2017-08-12.4944384,bc,1.52,16.433,16.003,0.148,1.524,0.205,V
2457978.76916,2017-08-13.2652771,bc,1.57,16.625,15.958,0.119,1.588,0.172,V
2457978.77045,2017-08-13.2665625,bc,1.43,16.677,15.965,0.114,1.577,0.164,V
2457978.77173,2017-08-13.2678427,bc,1.57,16.652,15.934,0.113,1.623,0.168,V
2457981.92108,2017-08-16.4172008,bc,1.37,16.525,15.770,0.109,1.888,0.189,V
2457981.92235,2017-08-16.4184712,bc,1.51,16.764,15.837,0.093,1.775,0.151,V
2457981.92362,2017-08-16.4197378,bc,1.46,16.713,15.906,0.104,1.666,0.158,V
2457983.87125,2017-08-18.3673762,bc,1.44,16.631,15.805,0.102,1.827,0.171,V
2457983.87253,2017-08-18.3686515,bc,1.56,16.670,15.964,0.114,1.578,0.165,V
2457983.87379,2017-08-18.3699171,bc,1.55,16.608,15.906,0.115,1.666,0.175,V
2457988.85285,2017-08-23.3490182,bc,1.60,16.716,15.729,0.088,1.961,0.158,V
2457988.85412,2017-08-23.3502815,bc,1.59,16.771,15.975,0.105,1.563,0.150,V
2457988.85539,2017-08-23.3515603,bc,1.61,16.649,15.918,0.112,1.648,0.168,V
2457991.90531,2017-08-26.4015178,bc,1.45,16.633,15.701,0.093,2.010,0.171,V
2457991.90665,2017-08-26.4028612,bc,1.41,16.683,15.856,0.102,1.745,0.163,V
2457991.90789,2017-08-26.4041002,bc,1.53,16.701,15.818,0.097,1.807,0.160,V
2457996.82230,2017-08-31.3185870,bc,1.55,16.441,15.983,0.144,1.551,0.204,V
2457996.82357,2017-08-31.3198586,bc,1.58,16.429,16.039,0.153,1.474,0.206,V
2457996.82485,2017-08-31.3211346,bc,1.49,16.508,15.802,0.114,1.833,0.191,V
2458000.89265,2017-09-04.3890270,bc,1.46,16.263,16.202,0.207,1.268,0.240,V
2458000.89392,2017-09-04.3902957,bc,1.51,16.103,>16.103,99.990,1.140,0.278,V
2458000.89519,2017-09-04.3915608,bc,1.44,16.016,>16.016,99.990,1.327,0.301,V
2458002.92690,2017-09-06.423325,bc,1.60,15.848,>15.848,99.990,1.698,0.351,V
2458002.92816,2017-09-06.4245879,bc,1.63,15.805,15.497,0.165,2.428,0.366,V
2458002.92944,2017-09-06.4258648,bc,1.55,15.768,>15.768,99.990,0.886,0.378,V
2458004.79146,2017-09-08.2879356,bc,1.49,16.374,16.225,0.191,1.242,0.216,V
2458004.79272,2017-09-08.2892,bc,1.48,16.241,15.872,0.156,1.719,0.245,V
2458004.79400,2017-09-08.2904754,bc,1.53,16.324,>16.324,99.990,1.076,0.227,V
2458009.90266,2017-09-13.3992913,bc,1.41,16.821,15.780,0.084,1.871,0.144,V
2458009.90399,2017-09-13.4006162,bc,1.40,16.724,15.801,0.094,1.835,0.157,V
2458009.90526,2017-09-13.4018916,bc,1.43,16.708,16.000,0.114,1.527,0.159,V
2458013.89690,2017-09-17.3936754,bc,1.41,16.709,15.913,0.105,1.654,0.159,V
2458013.89818,2017-09-17.3949464,bc,1.41,16.593,16.001,0.127,1.526,0.177,V
2458015.88791,2017-09-19.3847561,bc,1.74,16.516,15.965,0.132,1.577,0.190,V
2458015.88918,2017-09-19.3860255,bc,1.62,16.624,16.142,0.141,1.340,0.172,V
2458015.89051,2017-09-19.3873561,bc,1.71,16.564,16.002,0.131,1.524,0.182,V
2458018.88163,2017-09-22.3786017,bc,1.49,16.647,15.806,0.101,1.825,0.168,V
2458018.88291,2017-09-22.3798805,bc,1.61,16.578,15.965,0.125,1.576,0.179,V
2458018.88418,2017-09-22.3811478,bc,1.51,16.665,15.799,0.099,1.837,0.166,V
2458020.81549,2017-09-24.3125361,bc,1.56,16.716,15.973,0.111,1.566,0.158,V
2458020.81676,2017-09-24.3138055,bc,1.58,16.857,16.230,0.123,1.236,0.139,V
2458020.81802,2017-09-24.3150767,bc,1.56,16.913,16.227,0.117,1.239,0.132,V
2458026.74496,2017-09-30.2422768,bc,1.44,16.586,16.060,0.135,1.446,0.178,V
2458026.74622,2017-09-30.2435479,bc,1.56,16.534,15.759,0.107,1.907,0.187,V
2458026.74750,2017-09-30.2448218,bc,1.50,16.497,15.834,0.119,1.781,0.193,V
2458034.83705,2017-10-08.3347810,bc,1.43,14.803,>14.803,99.990,0.926,0.920,V
2458034.83832,2017-10-08.3360550,bc,1.44,15.085,>15.085,99.990,1.875,0.709,V
2458034.83959,2017-10-08.3373206,bc,1.42,15.579,>15.579,99.990,1.567,0.450,V
2458036.82734,2017-10-10.3251799,bc,1.52,16.518,16.190,0.162,1.282,0.190,V
2458036.82861,2017-10-10.3264531,bc,1.48,16.595,15.957,0.122,1.590,0.177,V
2458036.82988,2017-10-10.3277184,bc,1.44,16.609,15.816,0.106,1.810,0.174,V
2458037.82690,2017-10-11.3247896,bc,1.46,16.640,15.795,0.101,1.844,0.170,V
2458037.82817,2017-10-11.3260638,bc,1.59,16.768,15.817,0.091,1.807,0.151,V
2458037.82944,2017-10-11.3273290,bc,1.49,16.606,15.864,0.111,1.730,0.175,V
2458075.71064,2017-11-18.2109407,bc,1.58,16.702,16.026,0.118,1.491,0.160,V
2458075.71189,2017-11-18.2122043,bc,1.59,16.656,16.006,0.120,1.519,0.167,V
2458075.71316,2017-11-18.2134695,bc,1.56,16.721,15.932,0.106,1.626,0.157,V
2458079.69473,2017-11-22.1952901,bc,1.69,16.484,16.128,0.158,1.358,0.196,V
2458079.69599,2017-11-22.1965527,bc,1.71,16.555,15.874,0.117,1.716,0.183,V
2458079.69725,2017-11-22.1978182,bc,1.59,16.517,16.310,0.181,1.148,0.190,V
2458185.14446,2018-03-07.6479071,bc,1.55,16.379,16.052,0.162,1.455,0.215,V
2458185.14574,2018-03-07.6491849,bc,1.50,16.276,15.908,0.156,1.663,0.237,V
2458185.14709,2018-03-07.6505344,bc,1.46,16.252,15.969,0.169,1.571,0.242,V
2458186.14480,2018-03-08.6482209,bc,1.55,15.785,>15.785,99.990,1.617,0.373,V
2458186.14608,2018-03-08.6494983,bc,1.52,15.699,>15.699,99.990,1.520,0.403,V
2458186.14735,2018-03-08.6507751,bc,1.49,15.926,15.913,0.217,1.655,0.327,V
2458187.13731,2018-03-09.6407027,bc,1.90,99.990,99.990,99.990,99.990,99.990,V
2458187.13860,2018-03-09.6419819,bc,1.37,99.990,99.990,99.990,99.990,99.990,V
2458200.13366,2018-03-22.6365771,bc,1.42,16.028,15.899,0.195,1.677,0.298,V
2458200.13494,2018-03-22.6378545,bc,1.43,15.820,>15.820,99.990,0.473,0.361,V
2458207.10349,2018-03-29.6060875,bc,2.03,16.032,>16.032,99.990,1.267,0.297,V
2458207.10476,2018-03-29.6073596,bc,2.02,16.082,15.870,0.181,1.722,0.283,V
2458207.10604,2018-03-29.6086390,bc,2.04,15.930,>15.930,99.990,1.255,0.326,V
2458208.09987,2018-03-30.6024246,bc,1.43,15.762,>15.762,99.990,1.397,0.380,V
2458208.10115,2018-03-30.6037052,bc,1.55,15.813,15.749,0.207,1.925,0.363,V
2458208.10242,2018-03-30.6049781,bc,1.51,15.827,15.764,0.207,1.899,0.358,V
2458220.92064,2018-04-12.4225245,bs,1.48,16.051,>16.051,99.990,0.707,0.276,g
2458220.92187,2018-04-12.4237469,bs,1.53,15.970,>15.970,99.990,0.971,0.297,g
2458220.92309,2018-04-12.4249635,bs,1.46,15.977,>15.977,99.990,0.071,0.295,g
2458223.91499,2018-04-15.4166927,bs,1.46,17.260,16.748,0.137,0.726,0.091,g
2458223.91622,2018-04-15.4179232,bs,1.46,99.990,99.990,99.990,99.990,99.990,g
2458223.91745,2018-04-15.4191493,bs,1.50,17.269,16.510,0.109,0.904,0.090,g
2458224.91182,2018-04-16.4134695,bs,1.45,99.990,99.990,99.990,99.990,99.990,g
2458224.91304,2018-04-16.4146812,bs,1.41,99.990,99.990,99.990,99.990,99.990,g
2458224.91426,2018-04-16.4158978,bs,1.48,99.990,99.990,99.990,99.990,99.990,g
2458226.09353,2018-04-17.5951033,bc,1.36,14.917,>14.917,99.990,0.531,0.829,V
2458226.09481,2018-04-17.5963767,bc,1.38,14.930,>14.930,99.990,1.301,0.818,V
2458226.09607,2018-04-17.5976475,bc,1.38,15.080,>15.080,99.990,2.984,0.713,V
2458227.04972,2018-04-18.5512290,bc,1.57,99.990,99.990,99.990,99.990,99.990,V
2458227.05099,2018-04-18.5525008,bc,1.32,99.990,99.990,99.990,99.990,99.990,V
2458228.05965,2018-04-19.5610982,bc,1.34,99.990,99.990,99.990,99.990,99.990,V
2458228.06093,2018-04-19.5623891,bc,1.46,99.990,99.990,99.990,99.990,99.990,V
2458228.06222,2018-04-19.5636769,bc,1.37,99.990,99.990,99.990,99.990,99.990,V
2458231.89316,2018-04-23.3943784,bs,1.46,99.990,99.990,99.990,99.990,99.990,g
2458231.89437,2018-04-23.3955939,bs,1.49,17.348,16.612,0.111,0.823,0.084,g
2458231.89560,2018-04-23.3968255,bs,1.42,99.990,99.990,99.990,99.990,99.990,g
2458234.88349,2018-04-26.3845337,bs,2.10,16.470,>16.470,99.990,0.789,0.187,g
2458234.88471,2018-04-26.3857446,bs,2.11,16.492,>16.492,99.990,0.154,0.184,g
2458234.88595,2018-04-26.3869939,bs,2.13,16.562,>16.562,99.990,0.235,0.172,g
2458235.11365,2018-04-26.6146665,bc,1.43,16.404,16.216,0.185,1.252,0.211,V
2458235.11492,2018-04-26.6159409,bc,1.43,15.713,>15.713,99.990,1.815,0.398,V
2458240.86900,2018-05-02.3696560,bs,1.40,16.476,>16.476,99.990,0.509,0.187,g
2458243.89201,2018-05-05.3924666,bs,1.49,16.914,16.598,0.164,0.833,0.125,g
2458243.89323,2018-05-05.3936820,bs,1.47,16.792,16.739,0.209,0.732,0.139,g
2458243.89444,2018-05-05.3948988,bs,1.44,16.865,16.421,0.146,0.981,0.130,g
2458244.87610,2018-05-06.3764932,bs,1.50,16.948,16.727,0.179,0.740,0.121,g
2458245.85041,2018-05-07.3507454,bs,2.00,16.962,16.758,0.182,0.720,0.119,g
2458245.85164,2018-05-07.3519686,bs,1.98,16.939,16.742,0.183,0.730,0.122,g
2458245.85285,2018-05-07.3531842,bs,1.99,16.870,>16.870,99.990,0.548,0.130,g
2458246.99950,2018-05-08.4997534,bc,1.40,16.046,>16.046,99.990,1.006,0.293,V
2458247.00078,2018-05-08.5010270,bc,1.42,15.921,>15.921,99.990,1.383,0.328,V
2458247.00205,2018-05-08.5023039,bc,1.39,15.898,15.774,0.196,1.881,0.336,V
2458247.84992,2018-05-09.3501241,bs,1.45,17.255,16.645,0.125,0.798,0.091,g
2458247.85114,2018-05-09.3513429,bs,1.47,17.242,16.898,0.160,0.632,0.092,g
2458247.85237,2018-05-09.3525756,bs,1.53,17.283,16.724,0.131,0.742,0.089,g
2458248.84129,2018-05-10.3414217,bs,1.57,17.273,16.596,0.117,0.835,0.090,g
2458248.84373,2018-05-10.3438575,bs,1.58,99.990,99.990,99.990,99.990,99.990,g
2458249.83799,2018-05-11.3380596,bs,1.52,17.251,16.690,0.131,0.765,0.091,g
2458249.83922,2018-05-11.3392912,bs,1.62,17.358,16.846,0.137,0.663,0.083,g
2458249.84045,2018-05-11.3405172,bs,1.57,17.318,16.526,0.106,0.891,0.086,g
2458251.94939,2018-05-13.4493223,bs,1.58,17.246,16.836,0.150,0.670,0.092,g
2458251.95069,2018-05-13.4506240,bs,1.64,17.323,16.777,0.133,0.707,0.086,g
2458252.83821,2018-05-14.3380810,bs,2.08,99.990,99.990,99.990,99.990,99.990,g
2458252.83943,2018-05-14.3392986,bs,2.10,17.189,16.733,0.144,0.736,0.097,g
2458252.84064,2018-05-14.3405152,bs,2.11,99.990,99.990,99.990,99.990,99.990,g
2458253.89533,2018-05-15.3951361,bs,2.25,17.238,16.720,0.136,0.745,0.092,g
2458253.89655,2018-05-15.3963527,bs,2.25,99.990,99.990,99.990,99.990,99.990,g
2458253.89777,2018-05-15.3975707,bs,2.24,17.266,16.638,0.123,0.804,0.090,g
2458255.85626,2018-05-17.3559440,bs,2.02,99.990,99.990,99.990,99.990,99.990,g
2458255.85748,2018-05-17.3571627,bs,2.02,17.288,16.761,0.135,0.717,0.088,g
2458255.85870,2018-05-17.3583756,bs,2.02,99.990,99.990,99.990,99.990,99.990,g
2458257.04527,2018-05-18.5448711,bc,1.39,16.678,15.899,0.107,1.676,0.164,V
2458257.04655,2018-05-18.5461479,bc,1.45,16.700,15.921,0.107,1.642,0.160,V
2458257.04783,2018-05-18.5474237,bc,1.42,16.758,15.718,0.084,1.980,0.152,V
2458258.00015,2018-05-19.4996826,bc,1.42,16.572,15.830,0.111,1.786,0.180,V
2458258.00143,2018-05-19.5009671,bc,1.48,16.683,16.068,0.125,1.434,0.163,V
2458258.00270,2018-05-19.5022365,bc,1.47,16.559,15.864,0.116,1.731,0.183,V
2458258.96404,2018-05-20.4635119,bs,2.36,16.028,>16.028,99.990,0.480,0.282,g
2458260.99049,2018-05-22.4898291,bc,1.42,16.845,15.910,0.093,1.659,0.140,V
2458260.99176,2018-05-22.4911101,bc,1.38,16.548,16.075,0.142,1.424,0.184,V
2458260.99304,2018-05-22.4923872,bc,1.37,16.031,>16.031,99.990,1.016,0.297,V
2458261.83780,2018-05-23.3370902,bs,2.13,16.914,>16.914,99.990,0.494,0.125,g
2458261.83901,2018-05-23.3383055,bs,2.11,17.005,16.844,0.189,0.665,0.115,g
2458262.05141,2018-05-23.5506843,bc,1.39,16.735,15.803,0.093,1.831,0.155,V
2458262.05269,2018-05-23.5519630,bc,1.39,16.669,15.796,0.098,1.843,0.165,V
2458263.92754,2018-05-25.4266979,bd,1.43,99.990,99.990,99.990,99.990,99.990,V
2458263.92883,2018-05-25.4279783,bd,1.47,99.990,99.990,99.990,99.990,99.990,V
2458264.09411,2018-05-25.5932619,bd,1.45,99.990,99.990,99.990,99.990,99.990,V
2458264.09539,2018-05-25.5945394,bd,1.47,99.990,99.990,99.990,99.990,99.990,V
2458264.82821,2018-05-26.3273005,bs,1.53,16.590,>16.590,99.990,0.779,0.168,g
2458264.82942,2018-05-26.3285156,bs,1.39,16.694,16.637,0.208,0.803,0.153,g
2458264.83065,2018-05-26.3297442,bs,1.49,16.630,>16.630,99.990,0.676,0.162,g
2458265.82690,2018-05-27.3259346,bs,1.49,15.845,>15.845,99.990,0.759,0.333,g
2458265.82814,2018-05-27.3271649,bs,1.52,15.971,>15.971,99.990,0.296,0.297,g
2458265.82938,2018-05-27.3284059,bs,1.50,16.183,>16.183,99.990,-0.334,0.244,g
2458266.80035,2018-05-28.2993170,bs,1.43,16.319,16.044,0.170,1.388,0.216,g
2458266.80157,2018-05-28.3005365,bs,1.52,16.218,>16.218,99.990,0.766,0.236,g
2458266.80278,2018-05-28.3017515,bs,1.41,16.226,>16.226,99.990,0.343,0.235,g
2458267.02898,2018-05-28.5279398,bc,2.50,13.636,>13.636,99.990,-1.091,2.694,V
2458267.85557,2018-05-29.3544844,bs,1.43,16.220,>16.220,99.990,0.574,0.236,g
2458267.85679,2018-05-29.3557009,bs,1.49,16.184,>16.184,99.990,0.248,0.244,g
2458267.85801,2018-05-29.3569185,bs,1.44,16.141,>16.141,99.990,0.931,0.254,g
2458268.89654,2018-05-30.3953833,bs,1.53,16.367,>16.367,99.990,0.952,0.206,g
2458268.89776,2018-05-30.3965997,bs,1.45,16.270,>16.270,99.990,0.819,0.225,g
2458268.89898,2018-05-30.3978192,bs,1.41,16.407,>16.407,99.990,0.765,0.199,g
2458269.93053,2018-05-31.4293038,bc,1.44,16.117,>16.117,99.990,1.172,0.274,V
2458269.93181,2018-05-31.4305790,bc,1.42,16.012,>16.012,99.990,1.097,0.302,V
2458269.93308,2018-05-31.4318555,bc,1.47,15.791,15.765,0.214,1.896,0.370,V
2458270.11753,2018-05-31.6162921,bc,1.47,15.761,>15.761,99.990,1.091,0.381,V
2458270.11881,2018-05-31.6175668,bc,1.47,15.823,>15.823,99.990,1.563,0.360,V
2458270.95162,2018-06-01.4503252,bc,1.48,15.803,>15.803,99.990,0.280,0.366,V
2458270.95289,2018-06-01.4516054,bc,1.62,15.687,>15.687,99.990,1.707,0.408,V
2458270.95417,2018-06-01.4528859,bc,1.48,15.548,>15.548,99.990,0.927,0.463,V
2458271.83715,2018-06-02.3358103,bs,1.49,16.434,16.423,0.217,0.979,0.194,g
2458271.83836,2018-06-02.3370196,bs,1.47,16.178,>16.178,99.990,0.511,0.245,g
